ticker,forecastType,reportType,endDate,publishDate,actPubtime,updateTime,NIncAPChgrLL,NIncAPChgrUPL,intime
603429,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:15:15,2020-01-21 19:04:15,73.3,73.3,1
603882,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:15:17,2020-01-21 19:04:15,62.87,71.44,1
300570,22,A,2019-12-31,2020-01-21 09:00:00,2020-01-21 18:21:41,2020-01-21 22:26:43,1.48,17.85,0
688078,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:22:35,2020-01-21 20:06:09,48.97,64.48,1
600774,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:34:06,2020-01-21 19:04:15,45.0,54.0,1
300590,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:56:34,2020-01-21 20:06:09,28.41,36.44,1
300215,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:56:34,2020-01-21 20:06:09,20.0,40.0,1
300613,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 18:58:38,2020-01-21 20:06:09,61.47,87.16,1
000668,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:20:35,2020-01-21 20:06:09,296.46,489.03,1
300750,22,A,2019-12-31,2020-01-21 09:00:00,2020-01-21 19:21:42,2020-01-21 20:06:09,20.0,45.0,0
688298,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:22:35,2020-01-22 09:04:12,25.44,25.44,1
688159,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:22:35,2020-01-22 09:04:12,28.75,40.25,1
300546,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:26:34,2020-01-21 20:06:09,11.27,20.55,1
300603,22,A,2019-12-31,2020-01-21 09:00:00,2020-01-21 19:42:48,2020-01-21 20:06:09,193.95,223.95,0
300356,22,A,2019-12-31,2020-01-21 09:00:00,2020-01-21 19:42:48,2020-01-21 20:06:09,2.55,32.46,0
300675,22,A,2019-12-31,2020-01-21 09:00:00,2020-01-21 19:42:48,2020-01-21 20:06:09,1.07,21.28,0
002459,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:44:34,2020-01-21 20:06:09,18992.88,26101.94,1
000878,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:48:34,2020-01-21 21:04:11,420.96,477.06,1
300694,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 19:58:36,2020-01-21 21:04:11,10.0,40.0,1
000750,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 20:01:33,2020-01-21 21:04:11,579.0,579.0,1
603000,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 20:04:07,2020-01-21 21:04:11,29.97,59.87,1
002930,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 20:14:34,2020-01-21 21:04:11,25.0,55.0,1
000068,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 20:26:34,2020-01-21 21:04:11,105.27,107.53,1
300815,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-21 20:32:36,2020-01-22 09:04:12,56.55,72.52,1
300818,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 00:01:50,2020-01-22 09:04:12,5.61,8.67,1
002064,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 08:04:35,2020-01-22 09:04:12,236.91,304.29,1
000517,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 11:44:35,2020-01-22 14:21:02,162.95,236.9,0
300564,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 11:46:35,2020-01-22 14:04:45,5.0,25.0,0
002379,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 11:46:35,2020-01-22 14:04:45,3160.62,4135.06,0
300276,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 11:50:34,2020-01-22 14:04:45,13.8,43.8,0
300805,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 11:50:34,2020-01-22 14:04:45,3.99,22.71,0
300806,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 11:50:34,2020-01-22 14:04:45,35.0,50.0,0
000783,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:36:34,2020-01-22 16:07:52,563.27,563.27,1
000425,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:38:36,2020-01-22 16:07:52,75.98,95.53,1
000880,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:38:36,2020-01-22 16:07:51,65.0,105.0,1
300799,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:40:38,2020-01-22 16:07:51,35.0,45.0,1
300566,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:40:39,2020-01-22 17:08:35,50.0,70.0,0
300253,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:40:39,2020-01-22 16:07:51,25.0,45.0,0
002947,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:45:05,2020-01-22 17:08:35,27.0,42.0,1
000635,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:46:34,2020-01-22 16:07:51,78.79,116.04,1
600052,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:48:05,2020-01-22 17:08:35,1067.0,1067.0,1
600814,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:48:06,2020-01-22 17:08:34,50.0,60.0,1
600834,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:48:06,2020-01-22 17:08:34,110.0,140.0,1
603026,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:48:07,2020-01-22 17:08:35,46.06,60.67,1
603160,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:48:07,2020-02-26 16:43:24,203.0,230.0,1
002712,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:50:35,2020-01-22 17:08:35,4.69,52.28,1
002617,22,Q1,2020-03-31,2020-01-23 09:00:00,2020-01-22 15:50:35,2020-01-22 16:07:51,0.57,24.16,1
300640,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:50:36,2020-01-22 16:07:51,10.0,30.0,0
300435,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:50:36,2020-01-22 16:07:51,0.0,15.0,0
000757,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:52:34,2020-01-22 17:08:34,45.26,89.47,1
300033,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 15:52:34,2020-01-22 17:08:35,35.0,65.0,1
300786,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:52:35,2020-01-22 17:08:34,8.33,24.63,0
300785,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:52:35,2020-01-22 17:08:34,15.0,30.0,0
300680,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 15:52:35,2020-01-22 17:08:34,709.6,739.6,0
601901,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:04:38,2020-01-22 17:08:34,25.0,75.0,1
300240,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:06:34,2020-01-22 17:08:35,85.0,115.0,1
000550,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:08:34,2020-01-22 17:08:35,60.96,60.96,1
000593,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:08:34,2020-01-22 17:08:35,120.47,125.86,1
200550,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:08:34,2020-01-22 17:08:35,60.96,60.96,1
300393,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 16:08:36,2020-01-22 17:08:34,82.91,110.75,0
300788,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 16:08:36,2020-01-22 17:08:35,6.44,30.63,0
300765,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 16:08:36,2020-01-22 17:08:35,15.0,30.0,0
002607,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:12:34,2020-01-22 17:08:34,49.19,57.86,1
000993,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:24:34,2020-01-22 17:08:35,120.49,130.74,1
603520,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:28:09,2020-01-22 17:08:35,81.48,124.18,1
601865,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:28:09,2020-01-22 17:08:34,67.08,79.36,1
002357,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:28:34,2020-01-22 17:08:35,80.0,130.0,1
002250,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:28:34,2020-01-22 17:08:34,259.7,392.92,1
601919,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:42:08,2020-01-22 18:09:59,449.0,449.0,1
600958,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:42:08,2020-01-22 18:09:58,90.9,103.1,1
600778,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:51:08,2020-01-22 18:09:59,218.0,218.0,1
600807,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:51:08,2020-01-22 18:09:59,67.21,150.82,1
000726,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:52:36,2020-01-22 18:09:59,10.9,29.39,1
002791,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:52:36,2020-01-22 18:09:59,132.39,155.63,1
200726,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:52:36,2020-01-22 18:09:59,10.9,29.39,1
300012,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:52:36,2020-01-22 18:09:59,65.0,85.0,1
000923,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:54:34,2020-01-22 18:09:59,205.63,235.45,1
300662,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:56:34,2020-01-22 18:09:59,19.41,30.02,1
300548,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:58:35,2020-01-22 18:09:59,200.3,229.9,1
002221,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 16:58:35,2020-01-22 18:09:59,0.0,10.0,1
300181,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 17:02:04,2020-01-22 18:09:59,34.93,63.84,0
300322,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 17:02:04,2020-01-22 18:09:59,44.23,60.25,0
601236,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:02:06,2020-01-22 18:09:58,112.0,123.0,1
002851,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:04:35,2020-01-22 18:09:59,50.0,100.0,1
300166,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:04:35,2020-01-22 18:09:59,0.0,20.0,1
000528,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:06:34,2020-01-22 18:09:59,24.99,35.1,1
002150,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:06:34,2020-01-22 18:09:59,15.0,35.0,1
002170,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:06:34,2020-01-22 18:09:59,170.63,278.88,1
300757,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:08:35,2020-01-22 18:09:59,0.0,30.0,1
002648,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:08:35,2020-01-22 18:09:58,32.89,43.52,1
600026,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:09:05,2020-01-22 18:09:59,290.5,366.7,1
600132,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:09:06,2020-01-22 18:09:59,50.0,70.0,1
300185,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 17:22:48,2020-01-22 18:09:59,5.0,25.0,0
300221,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 17:22:48,2020-01-22 18:09:59,101.24,101.86,0
002399,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:32:36,2020-01-22 18:09:59,54.17,83.38,1
002500,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:32:36,2020-01-22 18:09:59,111.94,134.48,1
000628,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:40:41,2020-01-22 18:09:59,37.0,100.93,1
300075,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 17:42:44,2020-01-22 18:09:59,10.0,20.0,0
000785,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:54:34,2020-01-22 19:03:37,4420.63,4722.01,1
600490,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:56:10,2020-01-22 18:09:59,50.0,90.0,1
600533,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:56:10,2020-01-22 19:03:36,100.0,160.0,1
600751,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:56:11,2020-01-22 18:09:58,397.98,646.97,1
900938,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:56:11,2020-01-22 18:09:58,397.98,646.97,1
600794,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:56:11,2020-01-22 18:09:59,355.0,355.0,1
002950,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:58:37,2020-01-22 19:03:37,40.0,49.25,1
300115,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 17:58:37,2020-01-23 11:13:40,94.98,120.98,1
300776,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:01:43,2020-01-22 19:03:37,66.76,83.43,1
300342,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 18:01:56,2020-01-22 19:03:36,35.0,55.0,0
300470,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 18:01:56,2020-01-22 19:03:37,20.0,35.0,0
601968,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:06:08,2020-01-22 19:03:37,162.58,246.13,1
603068,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:18:07,2020-01-22 19:03:37,83.0,126.0,1
603871,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:18:19,2020-01-22 19:03:36,22.0,32.0,1
300341,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:32:37,2020-01-22 19:03:37,0.0,20.0,1
000523,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:32:37,2020-01-22 19:03:37,50.19,125.28,1
300661,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 18:42:57,2020-01-22 19:03:37,55.0,75.0,0
300787,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 18:42:57,2020-01-22 19:03:37,3.35,9.96,0
603661,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 18:56:10,2020-01-22 20:06:02,40.0,60.0,1
300061,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:04:34,2020-01-22 20:06:02,106.18,106.81,1
300065,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:14:34,2020-01-22 20:06:02,0.0,10.0,1
601788,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:16:09,2020-01-30 15:00:09,435.74,435.74,1
601360,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:16:09,2020-01-22 20:06:02,62.0,79.0,1
601313,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:16:09,2020-01-22 20:06:02,62.0,79.0,1
000933,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:18:36,2020-01-22 20:06:02,318.65,444.25,1
300257,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 19:21:50,2020-01-22 20:06:02,10.0,40.0,0
300348,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 19:21:50,2020-01-22 20:06:02,107.87,137.86,0
300123,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 19:21:50,2020-01-22 20:06:02,35.0,65.0,0
300380,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 19:21:50,2020-01-22 20:06:02,12.95,36.91,0
300138,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 19:42:34,2020-01-22 20:06:02,23.9,34.22,1
688169,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 20:22:35,2020-01-23 08:06:03,128.13,167.8,1
300777,22,A,2019-12-31,2020-01-22 09:00:00,2020-01-22 20:43:26,2020-01-22 21:04:07,7.0,25.0,0
601881,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-22 20:50:12,2020-01-22 22:06:17,77.27,77.27,1
600050,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 00:00:00,2020-02-04 17:29:04,22.0,22.0,1
000876,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 11:44:35,2020-01-23 14:04:16,181.58,194.49,0
000852,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 11:44:35,2020-01-23 14:04:16,48.0,77.0,0
002315,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 11:48:34,2020-01-23 14:04:16,150.0,190.0,0
300057,22,A,2019-12-31,2020-01-24 09:00:00,2020-01-23 15:38:34,2020-01-23 16:05:32,0.0,20.0,1
300762,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:38:34,2020-01-23 18:06:21,8.05,15.02,0
300396,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:38:34,2020-01-23 17:07:57,10.0,25.0,0
300586,22,A,2019-12-31,2020-01-24 09:00:00,2020-01-23 15:40:39,2020-01-23 16:05:32,40.0,70.0,1
300137,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:40:39,2020-01-23 17:07:57,0.0,15.0,0
300031,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:40:39,2020-01-23 17:07:57,0.0,20.0,0
300793,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:40:39,2020-01-23 18:06:21,10.08,19.14,0
603227,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-23 15:44:34,2020-01-23 17:07:57,84.49,84.49,1
603187,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-23 15:44:34,2020-01-23 18:06:20,56.8,56.8,1
603315,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-23 15:44:34,2020-01-23 17:07:57,1073.0,1135.0,1
300209,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:46:34,2020-01-23 17:07:57,368.09,397.09,0
300578,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 15:52:34,2020-01-23 17:07:57,457.94,487.7,0
600909,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-23 16:00:35,2020-02-04 08:38:49,100.0,120.0,1
300674,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 16:14:34,2020-01-23 18:06:21,31.89,46.2,0
300032,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 16:14:34,2020-01-23 18:06:21,100.83,101.04,0
300624,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 16:16:34,2020-01-23 18:06:21,0.4,10.0,0
300807,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 16:21:34,2020-01-23 18:06:20,25.31,45.91,0
300797,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 16:27:04,2020-01-23 18:06:21,5.1,12.1,0
300477,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 16:49:04,2020-01-23 18:06:20,2.36,32.36,0
300043,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 18:22:36,2020-01-23 19:02:47,9.03,34.19,0
300378,22,A,2019-12-31,2020-01-24 09:00:00,2020-01-23 18:22:36,2020-01-23 19:02:47,14.0,39.0,1
300571,22,A,2019-12-31,2020-01-23 09:00:00,2020-01-23 19:22:05,2020-01-23 20:04:36,34.02,63.28,0
002698,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 00:38:36,2020-01-31 10:05:41,65.0,75.0,1
002880,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:46:35,2020-01-31 11:02:36,0.0,20.0,0
002364,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:46:35,2020-01-31 11:02:36,0.0,20.0,0
002621,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:46:35,2020-01-31 11:02:36,280.33,438.8,0
000810,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:48:34,2020-01-31 11:02:36,65.83,111.06,0
000925,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:48:34,2020-01-31 11:02:36,422.0,605.0,0
002335,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:48:35,2020-01-31 11:02:36,135.0,185.0,0
000851,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:50:34,2020-01-31 11:02:36,50.16,123.76,0
000582,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:50:34,2020-01-31 11:02:36,42.04,73.61,0
002800,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:50:35,2020-01-31 11:02:36,209.84,364.76,0
300536,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:50:35,2020-01-31 11:02:36,0.1,2.01,0
300580,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:50:35,2020-01-31 11:02:36,0.0,20.0,0
601696,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 09:51:06,2020-01-31 15:03:58,3.54,9.59,0
688086,22,A,2019-12-31,2020-01-31 09:00:00,2020-01-31 10:00:10,2020-01-31 17:03:12,31.39,60.59,0
002474,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:46:34,2020-02-02 19:03:01,35.0,75.0,1
002912,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:48:35,2020-02-02 19:03:01,30.0,60.0,1
002605,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:48:35,2020-02-02 19:03:01,160.0,210.0,1
002230,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:48:35,2020-02-02 19:03:01,35.0,65.0,1
002817,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:50:34,2020-02-02 19:03:01,5.0,20.0,1
300695,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:52:34,2020-02-02 19:03:01,0.0,20.0,1
300294,22,Q1,2020-03-31,2020-02-03 09:00:00,2020-02-02 16:58:36,2020-02-02 19:03:02,5.0,25.0,1
300672,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:58:36,2020-02-02 19:03:01,6.82,35.3,1
300735,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 16:58:36,2020-02-02 19:03:01,55.5,60.98,1
300078,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:00:39,2020-02-02 19:03:02,5.0,35.0,1
002239,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:06:35,2020-02-02 19:03:01,110.16,204.73,1
000807,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:08:34,2020-02-02 19:03:02,134.0,134.0,1
002429,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:15:34,2020-02-02 19:03:01,120.0,180.0,1
300003,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:16:34,2020-02-02 19:03:01,38.0,52.0,1
300486,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:16:34,2020-02-02 19:03:01,41.15,56.83,1
300551,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:20:34,2020-02-02 19:03:02,251.0,280.0,1
300293,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:21:34,2020-02-02 19:03:01,0.0,30.0,1
300647,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:22:36,2020-02-02 19:03:01,0.0,30.0,1
300509,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:24:36,2020-02-02 19:03:01,4.48,27.7,1
002913,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:28:34,2020-02-02 19:03:01,5.0,20.0,1
002583,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:32:36,2020-02-02 19:03:01,0.67,21.64,1
002724,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:48:34,2020-02-02 19:03:01,20.0,40.0,1
300657,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:50:34,2020-02-02 19:03:01,40.0,70.0,1
300417,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:50:34,2020-02-02 19:03:01,660.32,689.01,1
300401,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:52:35,2020-02-02 19:03:02,10.6,17.11,1
300746,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:52:35,2020-02-02 19:03:01,15.0,30.0,1
300751,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:52:35,2020-02-02 19:03:01,31.63,55.04,1
300030,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:55:34,2020-02-02 19:03:01,118.27,121.93,1
002353,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:55:34,2020-02-02 19:03:01,113.0,133.0,1
300724,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:56:34,2020-02-02 19:03:01,24.01,36.0,1
300280,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:56:34,2020-02-02 19:03:01,93.68,122.99,1
300550,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:58:34,2020-02-02 19:03:01,3.85,26.1,1
300140,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 17:58:34,2020-02-02 19:03:01,27.85,54.11,1
601601,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 18:16:05,2020-02-02 19:03:01,50.0,60.0,1
601899,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 18:21:37,2020-02-02 19:03:01,0.15,5.03,1
603290,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-02 19:06:07,2020-02-02 20:04:55,24.02,35.29,1
002928,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-03 07:50:34,2020-02-03 09:02:32,90.0,100.0,1
300476,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-03 07:52:34,2020-02-03 09:02:32,15.0,30.0,1
300074,22,A,2019-12-31,2020-02-03 09:00:00,2020-02-03 11:54:34,2020-02-03 14:04:13,0.0,30.0,0
688186,22,A,2019-12-31,2020-02-04 09:00:00,2020-02-03 19:22:35,2020-02-04 09:03:12,1.21,4.18,1
603195,22,A,2019-12-31,2020-02-05 09:00:00,2020-02-04 19:06:37,2020-02-04 22:06:22,37.19,51.64,1
688398,22,A,2019-12-31,2020-02-05 09:00:00,2020-02-04 19:22:35,2020-02-05 09:03:21,81.91,89.14,1
688080,22,A,2019-12-31,2020-02-05 09:00:00,2020-02-04 19:22:35,2020-02-11 08:38:20,8.88,17.48,1
300817,22,A,2019-12-31,2020-02-05 09:00:00,2020-02-04 23:58:34,2020-02-05 09:03:21,0.74,0.74,1
603949,22,A,2019-12-31,2020-02-05 09:00:00,2020-02-05 00:03:07,2020-02-05 10:07:10,11.33,11.33,1
603893,22,A,2019-12-31,2020-02-06 09:00:00,2020-02-05 19:06:37,2020-02-05 21:03:05,0.35,16.18,1
300816,22,A,2019-12-31,2020-02-07 09:00:00,2020-02-06 17:50:34,2020-02-07 09:03:48,14.84,32.15,1
688398,22,A,2019-12-31,2020-02-10 09:00:00,2020-02-09 15:22:34,2020-02-10 09:04:39,81.91,89.14,1
300818,22,A,2019-12-31,2020-02-11 09:00:00,2020-02-10 19:06:35,2020-02-11 09:25:04,5.61,8.67,1
688090,22,A,2019-12-31,2020-02-11 09:00:00,2020-02-10 19:22:34,2020-02-11 09:05:50,0.58,6.15,1
