000760,迈瑞医疗,2019/10/16,首发原股东限售股份,3.78亿,679.00亿,310.47,179.85,270%,-1.33,6.35,-3.3,-0.02,2.46,-4.09
300750,宁德时代,2019/6/11,首发原股东限售股份,9.80亿,662.35亿,451.02,67.6,168%,-8.77,1.86,-5.67,5.45,-6.07,1.66
603259,药明康德,2019/5/8,首发原股东限售股份,6.14亿,496.76亿,589.67,80.85,274.30%,-14.19,-4.12,-9.01,-2.19,-11.71,-3.3
688012,中微公司,2020/7/22,首发原股东限售股份,1.94亿,420.95亿,377.27,217,648%,1.92,1.56,11.9,,13.58,
603160,汇顶科技,2019/10/17,首发原股东限售股份,2.15亿,417.53亿,92.23,193.88,898.35%,-3.42,5.22,-1.41,-2.47,-8.64,-2.48
603233,大参林,2020/7/31,首发原股东限售股份,5.24亿,393.27亿,395.72,75.06,203.64%,1.32,1.92,6.35,,9.23%,
601231,环旭电子,2015/2/25,首发原股东限售股份,9.05亿,358.08亿,847.31,39.57,420.66%,23.66,-1.49,2.33,13.69,9.53,22.73
688008,澜起科技,2020/7/22,"首发原股东限售股份,首发战略配售股份",3.41亿,333.64亿,431.3,39.57,294.39%,9.95,-9.63,11.9,,15.1,
