m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
-1087505.0,785634.0,301870.0,-564248.0,-523257.0,-4.13,2.98,1.15,-2.14,-1.99,1.21,2.54,0.0,0.0
-263479.0,815112.0,-551633.0,-1064325.0,800846.0,-1.1,3.4,-2.3,-4.44,3.34,1.21,0.0,0.0,0.0
-3857926.0,2171503.0,1686422.0,-2210451.0,-1647475.0,-14.09,7.93,6.16,-8.07,-6.02,1.17,-3.31,0.0,0.0
-2268542.0,970942.0,1297601.0,-1602746.0,-665796.0,-11.74,5.02,6.71,-8.29,-3.44,1.18,0.85,0.0,0.0
-1480113.0,154869.0,1325245.0,-3631704.0,2151591.0,-4.74,0.5,4.25,-11.63,6.89,1.22,3.39,0.0,0.0
-2029007.0,2139841.0,-110834.0,-249805.0,-1779202.0,-9.43,9.94,-0.51,-1.16,-8.26,1.21,-0.82,0.0,0.0
14520755.0,-7028884.0,-7491871.0,-353732.0,14874487.0,26.46,-12.81,-13.65,-0.64,27.1,1.27,4.96,0.0,0.0
-12340963.0,6723603.0,5617360.0,-6106055.0,-6234908.0,-19.22,10.47,8.75,-9.51,-9.71,1.26,-0.79,0.0,0.0
13714829.0,-8374014.0,-5340816.0,2494486.0,11220343.0,34.12,-20.83,-13.29,6.21,27.91,1.32,4.76,0.0,0.0
-4533238.0,4042706.0,490532.0,-11658492.0,7125254.0,-3.45,3.08,0.37,-8.88,5.43,1.38,4.55,0.0,0.0
-19163659.0,13083108.0,6080552.0,-8481956.0,-10681703.0,-22.7,15.5,7.2,-10.05,-12.65,1.31,-5.07,0.0,0.0
-3960572.0,5492288.0,-1531714.0,-3647683.0,-312889.0,-6.0,8.32,-2.32,-5.53,-0.47,1.24,-5.34,0.0,0.0
-2668017.0,2146981.0,521035.0,-1642004.0,-1026013.0,-7.4,5.96,1.45,-4.56,-2.85,1.22,-1.61,0.0,0.0
-5095203.0,2445108.0,2650095.0,-3959408.0,-1135795.0,-14.71,7.06,7.65,-11.43,-3.28,1.2,-1.64,0.0,0.0
-2442044.0,1648634.0,793410.0,-1549301.0,-892743.0,-9.62,6.49,3.13,-6.1,-3.52,1.2,0.0,0.0,0.0
-2818660.0,1605686.0,1212972.0,-1502659.0,-1316001.0,-9.79,5.58,4.21,-5.22,-4.57,1.21,0.83,0.0,0.0
-5642854.0,4500997.0,1141856.0,-1336613.0,-4306241.0,-20.75,16.55,4.2,-4.91,-15.83,1.19,-1.65,0.0,0.0
2484275.0,-517252.0,-1967022.0,-64259.0,2548534.0,10.4,-2.17,-8.24,-0.27,10.67,1.2,0.84,0.0,0.0
-3271381.0,3473673.0,-202292.0,-1836880.0,-1434501.0,-13.67,14.51,-0.85,-7.68,-5.99,1.17,-2.5,0.0,0.0
-2081606.0,2156147.0,-74543.0,-2828290.0,746684.0,-10.26,10.62,-0.37,-13.94,3.68,1.15,-1.71,0.0,0.0
-3503631.0,1578434.0,1925198.0,-11585.0,-3492046.0,-10.45,4.71,5.74,-0.03,-10.41,1.17,1.74,0.0,0.0
-1787565.0,1748916.0,38648.0,-1169285.0,-618280.0,-11.56,11.31,0.25,-7.56,-4.0,1.15,-1.71,0.0,0.0
1609157.0,1075688.0,-2684845.0,665265.0,943892.0,9.55,6.39,-15.94,3.95,5.6,1.15,0.0,0.0,0.0
10242941.0,-5478183.0,-4764757.0,3607834.0,6635107.0,18.47,-9.88,-8.59,6.51,11.96,1.21,5.22,0.0,0.0
-5539927.0,4401488.0,1138438.0,-3773440.0,-1766487.0,-17.71,14.07,3.64,-12.06,-5.65,1.19,-1.65,0.0,0.0
-8965224.0,5850606.0,3114619.0,-4427041.0,-4538183.0,-27.5,17.94,9.55,-13.58,-13.92,1.15,-3.36,0.0,0.0
1354420.0,-1106006.0,-248413.0,-199722.0,1554142.0,4.86,-3.97,-0.89,-0.72,5.58,1.17,1.74,0.0,0.0
830667.0,-61720.0,-768947.0,-2112125.0,2942792.0,4.12,-0.31,-3.82,-10.48,14.61,1.19,1.71,0.0,0.0
-3555931.0,1699718.0,1856213.0,-2476021.0,-1079910.0,-20.46,9.78,10.68,-14.24,-6.21,1.16,-2.52,0.0,0.0
-1624534.0,1004043.0,620492.0,337544.0,-1962078.0,-7.21,4.46,2.76,1.5,-8.71,1.17,0.86,0.0,0.0
-1112589.0,1027804.0,84785.0,-794332.0,-318257.0,-7.06,6.53,0.54,-5.04,-2.02,1.16,-0.85,0.0,0.0
-2807862.0,1712374.0,1095487.0,-2608806.0,-199056.0,-18.03,10.99,7.03,-16.75,-1.28,1.16,0.0,0.0,0.0
-2565027.0,2610562.0,-45534.0,-1995028.0,-569999.0,-12.35,12.57,-0.22,-9.61,-2.74,1.14,-1.72,0.0,0.0
-540022.0,1307942.0,-767922.0,-1092773.0,552751.0,-3.49,8.45,-4.96,-7.06,3.57,1.14,0.0,0.0,0.0
668924.0,580292.0,-1249215.0,2657828.0,-1988904.0,3.58,3.11,-6.69,14.24,-10.65,1.15,0.88,0.0,0.0
2469071.0,-1568970.0,-900101.0,-815396.0,3284467.0,7.45,-4.74,-2.72,-2.46,9.92,1.16,0.87,0.0,0.0
-3330210.0,2583398.0,746811.0,-2495094.0,-835116.0,-17.57,13.63,3.94,-13.16,-4.4,1.15,-0.86,0.0,0.0
-2334580.0,1169429.0,1165152.0,-1697712.0,-636868.0,-11.14,5.58,5.56,-8.1,-3.04,1.14,-0.87,0.0,0.0
-2529709.0,3019453.0,-489745.0,-1920752.0,-608957.0,-13.84,16.52,-2.68,-10.51,-3.33,1.12,-1.75,0.0,0.0
-11890635.0,8384458.0,3506177.0,-11427469.0,-463166.0,-29.19,20.58,8.61,-28.05,-1.14,1.06,-5.36,0.0,0.0
-1358900.0,934087.0,424813.0,-1328324.0,-30576.0,-7.62,5.24,2.38,-7.45,-0.17,1.05,-0.94,0.0,0.0
-4474049.0,4215429.0,258621.0,-4408766.0,-65283.0,-16.88,15.91,0.98,-16.64,-0.25,1.01,-3.81,0.0,0.0
837307.0,481057.0,-1318364.0,-1751841.0,2589148.0,4.31,2.48,-6.79,-9.02,13.34,1.0,-0.99,0.0,0.0
-1849310.0,2295682.0,-446374.0,-2821266.0,971956.0,-10.38,12.88,-2.5,-15.83,5.45,0.99,-1.0,0.0,0.0
-639515.0,-905284.0,1544799.0,-723928.0,84413.0,-2.91,-4.12,7.02,-3.29,0.38,1.01,2.02,0.0,0.0
