m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
0.0,-5845.0,5844.0,0.0,0.0,0.0,-21.72,21.72,0.0,0.0,0.362,1.97,0.0,0.0
-26549.0,1550.0,24999.0,-26549.0,0.0,-41.2,2.41,38.79,-41.2,0.0,0.37,2.21,0.0,0.0
0.0,-1033.0,1032.0,0.0,0.0,0.0,-5.15,5.15,0.0,0.0,0.372,0.54,0.0,0.0
0.0,4004.0,-4004.0,0.0,0.0,0.0,50.14,-50.14,0.0,0.0,0.37,-0.54,0.0,0.0
1095.0,-2316.0,1221.0,1095.0,0.0,3.22,-6.8,3.59,3.22,0.0,0.374,1.08,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371,-0.8,0.0,0.0
0.0,3544.0,-3543.0,0.0,0.0,0.0,17.2,-17.19,0.0,0.0,0.37,-0.27,0.0,0.0
0.0,-473.0,473.0,0.0,0.0,0.0,-4.92,4.92,0.0,0.0,0.373,0.81,0.0,0.0
0.0,-2592.0,2591.0,0.0,0.0,0.0,-11.9,11.9,0.0,0.0,0.368,-1.34,0.0,0.0
0.0,36.0,-36.0,0.0,0.0,0.0,1.57,-1.57,0.0,0.0,0.366,-0.54,0.0,0.0
0.0,-185.0,185.0,0.0,0.0,0.0,-1.15,1.15,0.0,0.0,0.371,1.37,0.0,0.0
0.0,2587.0,-2587.0,0.0,0.0,0.0,4.05,-4.05,0.0,0.0,0.374,0.81,0.0,0.0
-3650.0,1971.0,1679.0,-3650.0,0.0,-10.3,5.56,4.74,-10.3,0.0,0.372,-0.53,0.0,0.0
0.0,2019.0,-2019.0,0.0,0.0,0.0,6.25,-6.25,0.0,0.0,0.369,-0.81,0.0,0.0
0.0,13230.0,-13229.0,0.0,0.0,0.0,35.93,-35.92,0.0,0.0,0.358,-2.98,0.0,0.0
0.0,7480.0,-7480.0,0.0,0.0,0.0,82.71,-82.71,0.0,0.0,0.34,-5.03,0.0,0.0
-12112.0,37758.0,-25646.0,-12112.0,0.0,-18.74,58.41,-39.68,-18.74,0.0,0.324,-4.71,0.0,0.0
0.0,-170.0,170.0,0.0,0.0,0.0,-0.36,0.36,0.0,0.0,0.32,-1.23,0.0,0.0
0.0,2169.0,-2169.0,0.0,0.0,0.0,9.75,-9.75,0.0,0.0,0.324,1.25,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,-0.93,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.31,0.0,0.0
0.0,-4241.0,4241.0,0.0,0.0,0.0,-50.26,50.26,0.0,0.0,0.322,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,-2.48,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.96,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.32,0.0,0.0
0.0,30746.0,-30746.0,0.0,0.0,0.0,33.93,-33.93,0.0,0.0,0.302,-5.03,0.0,0.0
0.0,-3787.0,3787.0,0.0,0.0,0.0,-3.52,3.52,0.0,0.0,0.287,-4.97,0.0,0.0
0.0,14050.0,-14050.0,0.0,0.0,0.0,23.92,-23.92,0.0,0.0,0.273,-4.88,0.0,0.0
-14607.0,51386.0,-36778.0,-14607.0,0.0,-14.15,49.79,-35.63,-14.15,0.0,0.259,-5.13,0.0,0.0
0.0,-226.0,227.0,0.0,0.0,0.0,-0.12,0.12,0.0,0.0,0.259,0.0,0.0,0.0
0.0,-4346.0,4347.0,0.0,0.0,0.0,-4.3,4.31,0.0,0.0,0.272,5.02,0.0,0.0
1983.0,-9534.0,7551.0,1983.0,0.0,7.01,-33.72,26.7,7.01,0.0,0.271,-0.37,0.0,0.0
0.0,1076.0,-1076.0,0.0,0.0,0.0,2.96,-2.96,0.0,0.0,0.273,0.74,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,-1.83,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,-0.75,0.0,0.0
0.0,4546.0,-4545.0,0.0,0.0,0.0,26.34,-26.33,0.0,0.0,0.264,-0.75,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,0.0,0.0,0.0
0.0,-4038.0,4038.0,0.0,0.0,0.0,-9.61,9.61,0.0,0.0,0.26,-1.52,0.0,0.0
0.0,4784.0,-4784.0,0.0,0.0,0.0,15.61,-15.61,0.0,0.0,0.261,0.38,0.0,0.0
0.0,-7536.0,7536.0,0.0,0.0,0.0,-47.32,47.32,0.0,0.0,0.255,-2.3,0.0,0.0
0.0,523.0,-522.0,0.0,0.0,0.0,3.21,-3.2,0.0,0.0,0.249,-2.35,0.0,0.0
0.0,13687.0,-13687.0,0.0,0.0,0.0,14.39,-14.39,0.0,0.0,0.256,2.81,0.0,0.0
0.0,1649.0,-1650.0,0.0,0.0,0.0,4.26,-4.26,0.0,0.0,0.261,1.95,0.0,0.0
0.0,-566.0,566.0,0.0,0.0,0.0,-3.89,3.89,0.0,0.0,0.261,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0
0.0,3053.0,-3054.0,0.0,0.0,0.0,9.34,-9.34,0.0,0.0,0.252,-3.45,0.0,0.0
0.0,2052.0,-2051.0,0.0,0.0,0.0,4.69,-4.69,0.0,0.0,0.25,-0.79,0.0,0.0
0.0,-3704.0,3704.0,0.0,0.0,0.0,-36.24,36.24,0.0,0.0,0.256,2.4,0.0,0.0
0.0,-1690.0,1690.0,0.0,0.0,0.0,-7.55,7.55,0.0,0.0,0.26,1.56,0.0,0.0
0.0,5786.0,-5786.0,0.0,0.0,0.0,10.14,-10.14,0.0,0.0,0.248,-4.62,0.0,0.0
0.0,-98.0,98.0,0.0,0.0,0.0,-0.21,0.21,0.0,0.0,0.236,-4.84,0.0,0.0
0.0,49.0,-49.0,0.0,0.0,0.0,0.23,-0.23,0.0,0.0,0.229,-2.97,0.0,0.0
0.0,-9100.0,9100.0,0.0,0.0,0.0,-23.86,23.86,0.0,0.0,0.232,1.31,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,-3.45,0.0,0.0
0.0,-8797.0,8797.0,0.0,0.0,0.0,-16.51,16.51,0.0,0.0,0.22,-1.79,0.0,0.0
817.0,-817.0,0.0,817.0,0.0,2.45,-2.45,0.0,2.45,0.0,0.21,-4.55,0.0,0.0
0.0,-7897.0,7897.0,0.0,0.0,0.0,-27.27,27.27,0.0,0.0,0.213,1.43,0.0,0.0
0.0,-2580.0,2579.0,0.0,0.0,0.0,-9.96,9.96,0.0,0.0,0.206,-3.29,0.0,0.0
0.0,20.0,-20.0,0.0,0.0,0.0,0.09,-0.09,0.0,0.0,0.201,-2.43,0.0,0.0
0.0,-11718.0,11718.0,0.0,0.0,0.0,-24.63,24.63,0.0,0.0,0.196,-2.49,0.0,0.0
0.0,-6782.0,6781.0,0.0,0.0,0.0,-17.76,17.76,0.0,0.0,0.195,-0.51,0.0,0.0
0.0,-3100.0,3100.0,0.0,0.0,0.0,-17.74,17.74,0.0,0.0,0.2,2.56,0.0,0.0
0.0,-11881.0,11880.0,0.0,0.0,0.0,-55.34,55.34,0.0,0.0,0.206,3.0,0.0,0.0
0.0,-11398.0,11397.0,0.0,0.0,0.0,-32.11,32.1,0.0,0.0,0.21,1.94,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,-1.9,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,2.91,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,-1.89,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,-1.92,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.49,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0
0.0,6023.0,-6023.0,0.0,0.0,0.0,40.74,-40.74,0.0,0.0,0.204,-0.49,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,-1.47,0.0,0.0
0.0,-11698.0,11697.0,0.0,0.0,0.0,-48.17,48.17,0.0,0.0,0.207,2.99,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,-2.42,0.0,0.0
0.0,-4359.0,4359.0,0.0,0.0,0.0,-4.51,4.51,0.0,0.0,0.193,-4.46,0.0,0.0
0.0,204.0,-204.0,0.0,0.0,0.0,0.46,-0.46,0.0,0.0,0.183,-5.18,0.0,0.0
0.0,-10145.0,10145.0,0.0,0.0,0.0,-17.06,17.06,0.0,0.0,0.175,-4.37,0.0,0.0
0.0,6358.0,-6358.0,0.0,0.0,0.0,16.05,-16.05,0.0,0.0,0.166,-5.14,0.0,0.0
-3397.0,6636.0,-3239.0,-3397.0,0.0,-23.6,46.1,-22.5,-23.6,0.0,0.158,-4.82,0.0,0.0
-6600.0,14280.0,-7680.0,-6600.0,0.0,-20.85,45.12,-24.27,-20.85,0.0,0.15,-5.06,0.0,0.0
0.0,2145.0,-2145.0,0.0,0.0,0.0,30.43,-30.43,0.0,0.0,0.143,-4.67,0.0,0.0
-1768.0,15056.0,-13287.0,-1768.0,0.0,-3.97,33.8,-29.83,-3.97,0.0,0.136,-4.9,0.0,0.0
0.0,361.0,-361.0,0.0,0.0,0.0,3.73,-3.73,0.0,0.0,0.129,-5.15,0.0,0.0
0.0,5007.0,-5006.0,0.0,0.0,0.0,18.62,-18.62,0.0,0.0,0.123,-4.65,0.0,0.0
0.0,-3753.0,3753.0,0.0,0.0,0.0,-2.98,2.98,0.0,0.0,0.117,-4.88,0.0,0.0
0.0,-4636.0,4635.0,0.0,0.0,0.0,-8.24,8.24,0.0,0.0,0.123,5.13,0.0,0.0
0.0,-3766.0,3766.0,0.0,0.0,0.0,-71.38,71.38,0.0,0.0,0.129,4.88,0.0,0.0
23243.0,-8520.0,-14724.0,23243.0,0.0,29.52,-10.82,-18.7,29.52,0.0,0.128,-0.78,0.0,0.0
0.0,3385.0,-3385.0,0.0,0.0,0.0,12.32,-12.32,0.0,0.0,0.122,-4.69,0.0,0.0
-1508.0,1682.0,-174.0,-1508.0,0.0,-12.62,14.08,-1.46,-12.62,0.0,0.116,-4.92,0.0,0.0
0.0,-13151.0,13151.0,0.0,0.0,0.0,-15.51,15.51,0.0,0.0,0.122,5.17,0.0,0.0
0.0,-7544.0,7544.0,0.0,0.0,0.0,-4.32,4.32,0.0,0.0,0.116,-4.92,0.0,0.0
0.0,9306.0,-9305.0,0.0,0.0,0.0,8.98,-8.98,0.0,0.0,0.11,-5.17,0.0,0.0
-5879.0,3779.0,2100.0,-5879.0,0.0,-57.13,36.72,20.41,-57.13,0.0,0.105,-4.55,0.0,0.0
0.0,900.0,-900.0,0.0,0.0,0.0,26.79,-26.79,0.0,0.0,0.1,-4.76,0.0,0.0
0.0,2109.0,-2109.0,0.0,0.0,0.0,19.47,-19.47,0.0,0.0,0.095,-5.0,0.0,0.0
-7605.0,8991.0,-1386.0,-7605.0,0.0,-18.49,21.86,-3.37,-18.49,0.0,0.09,-5.26,0.0,0.0
-5065.0,3956.0,1110.0,-5065.0,0.0,-6.49,5.07,1.42,-6.49,0.0,0.086,-4.44,0.0,0.0
-1968.0,3362.0,-1394.0,-1968.0,0.0,-7.91,13.5,-5.6,-7.91,0.0,0.082,-4.65,0.0,0.0
-20981.0,7222.0,13759.0,-20981.0,0.0,-65.33,22.49,42.85,-65.33,0.0,0.078,-4.88,0.0,0.0
-1029.0,34386.0,-33357.0,-1029.0,0.0,-0.3,10.15,-9.85,-0.3,0.0,0.074,-5.13,0.0,0.0
