1005750528.0,841755904.0,-1847506176.0,-1214507008.0,2220257536.0,0.66,0.55,-1.22,-0.8,1.46,1913.14,2.71,0.0,0.0.1
-5947614464.0,5468606720.0,479007744.0,-4096845568.0,-1850768896.0,-4.18,3.84,0.34,-2.88,-1.3,1904.19,-0.47,0.0,0.0
-1423830272.0,2423521024.0,-999690752.0,-2304973056.0,881142784.0,-1.0,1.71,-0.71,-1.63,0.62,1935.07,1.62,0.0,0.0
-5890305024.0,5837342976.0,52961792.0,-4253649664.0,-1636655360.0,-4.0,3.96,0.04,-2.89,-1.11,1922.56,-0.65,0.0,0.0
-4747556096.0,4802869248.0,-55313152.0,-3675226112.0,-1072329984.0,-3.54,3.58,-0.04,-2.74,-0.8,1924.24,0.09,0.0,0.0
-4101410304.0,4422914048.0,-321503488.0,-3286061056.0,-815349248.0,-3.12,3.37,-0.24,-2.5,-0.62,1929.96,0.3,0.0,0.0
-4934391808.0,5200325632.0,-265934080.0,-3693960704.0,-1240431104.0,-3.84,4.05,-0.21,-2.87,-0.97,1932.51,0.13,0.0,0.0
-1477104640.0,2771676928.0,-1294572032.0,-3078887680.0,1601783040.0,-0.99,1.86,-0.87,-2.07,1.08,1982.18,2.57,0.0,0.0
-7089167360.0,6576358912.0,512808704.0,-4807981312.0,-2281186048.0,-4.9,4.55,0.35,-3.33,-1.58,1967.03,-0.76,0.0,0.0
-1589595904.0,2489383168.0,-899787264.0,-3012189440.0,1422593536.0,-1.02,1.6,-0.58,-1.93,0.91,1993.9,1.37,0.0,0.0
-13066286592.0,10977138688.0,2089147648.0,-7882862848.0,-5183423744.0,-7.64,6.42,1.22,-4.61,-3.03,1927.74,-3.32,0.0,0.0
-5071953664.0,5079073792.0,-7119872.0,-4426437120.0,-645516544.0,-5.88,5.89,-0.01,-5.13,-0.75,1795.77,-6.85,0.0,0.0
-5621719552.0,5589618944.0,32100608.0,-5324340992.0,-297378560.0,-3.13,3.11,0.02,-2.97,-0.17,1882.69,4.84,0.0,0.0
-4957706496.0,4876140032.0,81566208.0,-4291625984.0,-666080512.0,-2.68,2.63,0.04,-2.32,-0.36,1939.62,3.02,0.0,0.0
-479459072.0,2135608832.0,-1656152064.0,-2457512192.0,1978053120.0,-0.24,1.07,-0.83,-1.23,0.99,2012.25,3.74,0.0,0.0
-4658163712.0,5094841856.0,-436674560.0,-3933251584.0,-724912128.0,-2.26,2.47,-0.21,-1.9,-0.35,2015.8,0.18,0.0,0.0
-7292720128.0,5655211008.0,1637511168.0,-4597069056.0,-2695651072.0,-3.68,2.85,0.83,-2.32,-1.36,2042.18,1.31,0.0,0.0
-5508038656.0,5671469312.0,-163430656.0,-4214871296.0,-1293167360.0,-3.31,3.41,-0.1,-2.53,-0.78,2028.44,-0.67,0.0,0.0
2695378176.0,60854784.0,-2756232960.0,-1491600640.0,4186978816.0,1.47,0.03,-1.5,-0.81,2.28,2085.28,2.8,0.0,0.0
-8955884032.0,8740598528.0,215285760.0,-6587919104.0,-2367964928.0,-4.49,4.38,0.11,-3.3,-1.19,2064.6,-0.99,0.0,0.0
-6767892224.0,6424528640.0,343363328.0,-5016623360.0,-1751268864.0,-3.58,3.39,0.18,-2.65,-0.93,2069.22,0.22,0.0,0.0
3389127424.0,-559507968.0,-2829619200.0,-872053248.0,4261180672.0,1.62,-0.27,-1.35,-0.42,2.04,2146.18,3.72,0.0,0.0
-3738428416.0,4639790848.0,-901365760.0,-3450119680.0,-288308736.0,-1.61,2.0,-0.39,-1.49,-0.12,2170.95,1.15,0.0,0.0
-12826928384.0,10900335360.0,1926594560.0,-7296811776.0,-5530116608.0,-5.36,4.55,0.81,-3.05,-2.31,2139.44,-1.45,0.0,0.0
-1165985024.0,3282841088.0,-2116857856.0,-3796405248.0,2630420224.0,-0.5,1.42,-0.91,-1.64,1.13,2186.74,2.21,0.0,0.0
-2541201664.0,4791517952.0,-2250313728.0,-5520813056.0,2979611392.0,-0.96,1.8,-0.85,-2.08,1.12,2226.64,1.82,0.0,0.0
-7266796544.0,6647009280.0,619786240.0,-4822097920.0,-2444698624.0,-2.59,2.37,0.22,-1.72,-0.87,2263.97,1.68,0.0,0.0
-12996750592.0,11715088384.0,1281662976.0,-9239425024.0,-3757325568.0,-4.06,3.66,0.4,-2.88,-1.17,2287.31,1.03,0.0,0.0
-20627529472.0,16149147904.0,4478382080.0,-10934100480.0,-9693428992.0,-7.48,5.86,1.62,-3.97,-3.52,2180.7,-4.66,0.0,0.0
-4094110464.0,4756248576.0,-662138880.0,-3995962880.0,-98147584.0,-1.81,2.1,-0.29,-1.76,-0.04,2196.71,0.73,0.0,0.0
-19586717696.0,15512417536.0,4074299392.0,-8757126144.0,-10829591552.0,-8.16,6.46,1.7,-3.65,-4.51,2071.57,-5.7,0.0,0.0
-411821056.0,1269130240.0,-857309184.0,-1501710592.0,1089889536.0,-0.2,0.62,-0.42,-0.74,0.54,2135.42,3.08,0.0,0.0
-4309219072.0,5268201472.0,-958984192.0,-5539712256.0,1230493184.0,-1.76,2.15,-0.39,-2.27,0.5,2173.35,1.78,0.0,0.0
-8180677888.0,7437281536.0,743395328.0,-5986525440.0,-2194152448.0,-4.09,3.72,0.37,-2.99,-1.1,2169.44,-0.18,0.0,0.0
-4093718272.0,4790796032.0,-697077760.0,-4889170176.0,795451904.0,-1.82,2.13,-0.31,-2.17,0.35,2209.59,1.85,0.0,0.0
-5717199104.0,5963333376.0,-246134272.0,-4197699840.0,-1519499264.0,-3.18,3.32,-0.14,-2.33,-0.85,2192.94,-0.75,0.0,0.0
-17825366528.0,14904321024.0,2921041920.0,-9664267776.0,-8161098752.0,-8.64,7.22,1.42,-4.68,-3.95,2093.06,-4.55,0.0,0.0
2609399552.0,630375168.0,-3239776256.0,-1230662912.0,3840062464.0,1.23,0.3,-1.53,-0.58,1.82,2148.81,2.66,0.0,0.0
-10447759360.0,9624158208.0,823599104.0,-6262448384.0,-4185310976.0,-5.32,4.9,0.42,-3.19,-2.13,2101.46,-2.2,0.0,0.0
-8450498048.0,8218523648.0,231974400.0,-6151900672.0,-2298597376.0,-5.06,4.92,0.14,-3.68,-1.38,2045.93,-2.64,0.0,0.0
-2849166080.0,4116650752.0,-1267484928.0,-3288210432.0,439044352.0,-1.48,2.14,-0.66,-1.71,0.23,2030.58,-0.75,0.0,0.0
-19231994624.0,15721706752.0,3510288384.0,-10121207552.0,-9110787072.0,-9.51,7.77,1.74,-5.0,-4.5,1910.77,-5.9,0.0,0.0
-2338267392.0,3289758976.0,-951491584.0,-3120565504.0,782298112.0,-1.4,1.97,-0.57,-1.87,0.47,1917.7,0.36,0.0,0.0
-5286276352.0,5536965376.0,-250689024.0,-4030428160.0,-1255848192.0,-3.02,3.16,-0.14,-2.3,-0.72,1887.04,-1.6,0.0,0.0
-2095288832.0,2717033216.0,-621744384.0,-2138409984.0,43121152.0,-1.27,1.65,-0.38,-1.3,0.03,1894.94,0.42,0.0,0.0
-4814395648.0,4739634688.0,74760960.0,-3187112448.0,-1627283200.0,-3.27,3.22,0.05,-2.16,-1.1,1915.05,1.06,0.0,0.0
-9851844864.0,9214300672.0,637544192.0,-6148277760.0,-3703567104.0,-7.0,6.54,0.45,-4.37,-2.63,1827.05,-4.6,0.0,0.0
-1485789696.0,2753029632.0,-1267239936.0,-2004474112.0,518684416.0,-0.99,1.83,-0.84,-1.33,0.34,1876.91,2.73,0.0,0.0
309861376.0,1047894528.0,-1357756160.0,-1390042112.0,1699903488.0,0.2,0.68,-0.88,-0.9,1.1,1937.85,3.25,0.0,0.0
