m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
7130392.0,-1299368.0,-5831025.0,1885584.0,5244808.0,6.47,-1.18,-5.29,1.71,4.76,4.9,3.59,0.0,0.0
-6723230.0,5684146.0,1039085.0,-8369077.0,1645847.0,-4.63,3.92,0.72,-5.77,1.13,4.98,1.63,0.0,0.0
-9376224.0,9481226.0,-105001.0,-8710890.0,-665334.0,-9.23,9.33,-0.1,-8.58,-0.66,4.93,-1.0,0.0,0.0
-11030575.0,13623442.0,-2592868.0,-6015748.0,-5014827.0,-10.48,12.94,-2.46,-5.72,-4.76,4.67,-5.27,0.0,0.0
-6449819.0,5252961.0,1196857.0,-6449819.0,0.0,-7.51,6.12,1.39,-7.51,0.0,4.58,-1.93,0.0,0.0
-4395745.0,4143891.0,251855.0,-769884.0,-3625861.0,-5.56,5.25,0.32,-0.97,-4.59,4.66,1.75,0.0,0.0
-729662.0,2793823.0,-2064159.0,178105.0,-907767.0,-1.23,4.7,-3.47,0.3,-1.53,4.68,0.43,0.0,0.0
-5763801.0,8762429.0,-2998628.0,-5763801.0,0.0,-9.21,14.0,-4.79,-9.21,0.0,4.55,-2.78,0.0,0.0
-2356598.0,3541297.0,-1184698.0,-2869602.0,513004.0,-3.48,5.23,-1.75,-4.24,0.76,4.51,-0.88,0.0,0.0
-8347382.0,12507134.0,-4159751.0,-6375728.0,-1971654.0,-7.0,10.48,-3.49,-5.34,-1.65,4.32,-4.21,0.0,0.0
-613573.0,4076779.0,-3463205.0,-613573.0,0.0,-1.2,8.0,-6.79,-1.2,0.0,4.19,-3.01,0.0,0.0
-3014060.0,2975336.0,38723.0,-2911958.0,-102102.0,-4.69,4.63,0.06,-4.53,-0.16,4.26,1.67,0.0,0.0
-2683312.0,4058190.0,-1374878.0,-2683312.0,0.0,-6.91,10.45,-3.54,-6.91,0.0,4.21,-1.17,0.0,0.0
-1915649.0,3546389.0,-1630740.0,-1915649.0,0.0,-3.81,7.06,-3.24,-3.81,0.0,4.21,0.0,0.0,0.0
-4731171.0,7873238.0,-3142067.0,-3709211.0,-1021960.0,-8.54,14.22,-5.67,-6.7,-1.85,4.03,-4.28,0.0,0.0
5067800.0,-4336014.0,-731786.0,3901298.0,1166502.0,9.11,-7.8,-1.32,7.01,2.1,4.16,3.23,0.0,0.0
-3657160.0,5196264.0,-1539104.0,-2492139.0,-1165021.0,-10.36,14.72,-4.36,-7.06,-3.3,4.11,-1.2,0.0,0.0
34956803.0,-21976249.0,-12980554.0,8999166.0,25957637.0,44.83,-28.18,-16.65,11.54,33.29,4.52,9.98,0.0,0.0
-11701679.0,20170374.0,-8468695.0,-9386582.0,-2315097.0,-6.61,11.39,-4.78,-5.3,-1.31,4.45,-1.55,0.0,0.0
-6219334.0,6224971.0,-5636.0,-4623347.0,-1595987.0,-6.34,6.35,-0.01,-4.72,-1.63,4.27,-4.04,0.0,0.0
-4989499.0,10734169.0,-5744670.0,-6583403.0,1593904.0,-7.39,15.9,-8.51,-9.75,2.36,4.2,-1.64,0.0,0.0
-361984.0,4281514.0,-3919530.0,-361984.0,0.0,-0.57,6.75,-6.18,-0.57,0.0,4.15,-1.19,0.0,0.0
-4717834.0,5514100.0,-796265.0,-3093150.0,-1624684.0,-9.49,11.09,-1.6,-6.22,-3.27,4.09,-1.45,0.0,0.0
-2146586.0,6572087.0,-4425501.0,-2146586.0,0.0,-4.03,12.35,-8.32,-4.03,0.0,3.93,-3.91,0.0,0.0
-3149103.0,6651516.0,-3502412.0,-3149103.0,0.0,-5.97,12.62,-6.65,-5.97,0.0,3.83,-2.54,0.0,0.0
