m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
-179311.0,-83114.0,262425.0,-179311.0,0.0,-3.68,-1.71,5.39,-3.68,0.0,5.63,-1.23,0.0,0.0
59900.0,39890.0,-99790.0,59900.0,0.0,2.01,1.34,-3.35,2.01,0.0,5.56,-1.24,0.0,0.0
0.0,51426.0,-51426.0,0.0,0.0,0.0,6.01,-6.01,0.0,0.0,5.52,-0.72,0.0,0.0
0.0,-210988.0,210988.0,0.0,0.0,0.0,-17.72,17.72,0.0,0.0,5.55,0.54,0.0,0.0
0.0,191669.0,-191669.0,0.0,0.0,0.0,40.62,-40.62,0.0,0.0,5.53,-0.36,0.0,0.0
-291769.0,496368.0,-204599.0,-291769.0,0.0,-16.31,27.74,-11.43,-16.31,0.0,5.49,-0.72,0.0,0.0
0.0,31202.0,-31202.0,0.0,0.0,0.0,2.74,-2.74,0.0,0.0,5.44,-0.91,0.0,0.0
-558557.0,934847.0,-376290.0,-558557.0,0.0,-18.6,31.13,-12.53,-18.6,0.0,5.42,-0.37,0.0,0.0
-636293.0,736158.0,-99865.0,-636293.0,0.0,-33.14,38.34,-5.2,-33.14,0.0,5.37,-0.92,0.0,0.0
0.0,44089.0,-44089.0,0.0,0.0,0.0,3.21,-3.21,0.0,0.0,5.41,0.74,0.0,0.0
0.0,1013920.0,-1013920.0,0.0,0.0,0.0,38.55,-38.55,0.0,0.0,5.19,-4.07,0.0,0.0
0.0,50205.0,-50206.0,0.0,0.0,0.0,2.24,-2.24,0.0,0.0,5.03,-3.08,0.0,0.0
-216430.0,481107.0,-264676.0,-216430.0,0.0,-13.19,29.33,-16.14,-13.19,0.0,5.02,-0.2,0.0,0.0
0.0,-61966.0,61967.0,0.0,0.0,0.0,-5.53,5.53,0.0,0.0,5.03,0.2,0.0,0.0
0.0,-113450.0,113450.0,0.0,0.0,0.0,-9.79,9.79,0.0,0.0,4.97,-1.19,0.0,0.0
0.0,11403.0,-11403.0,0.0,0.0,0.0,3.03,-3.03,0.0,0.0,4.9,-1.41,0.0,0.0
0.0,33108.0,-33108.0,0.0,0.0,0.0,4.75,-4.75,0.0,0.0,4.96,1.22,0.0,0.0
0.0,45310.0,-45310.0,0.0,0.0,0.0,3.92,-3.92,0.0,0.0,4.9,-1.21,0.0,0.0
673101.0,-127215.0,-545886.0,673101.0,0.0,33.87,-6.4,-27.47,33.87,0.0,4.71,-3.88,0.0,0.0
3624.0,342716.0,-346340.0,3624.0,0.0,0.14,13.64,-13.79,0.14,0.0,4.64,-1.49,0.0,0.0
0.0,96953.0,-96954.0,0.0,0.0,0.0,10.04,-10.04,0.0,0.0,4.63,-0.22,0.0,0.0
0.0,-62116.0,62116.0,0.0,0.0,0.0,-9.66,9.66,0.0,0.0,4.65,0.43,0.0,0.0
0.0,55613.0,-55613.0,0.0,0.0,0.0,6.97,-6.97,0.0,0.0,4.6,-1.08,0.0,0.0
0.0,22392.0,-22392.0,0.0,0.0,0.0,2.35,-2.35,0.0,0.0,4.66,1.3,0.0,0.0
0.0,-66962.0,66962.0,0.0,0.0,0.0,-12.35,12.35,0.0,0.0,4.64,-0.43,0.0,0.0
