m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
-5873921.0,13754053.0,-7880133.0,-4236698.0,-1637223.0,-0.84,1.96,-1.12,-0.6,-0.23,11.99,-0.83,0.0,0.0
-31095413.0,36781651.0,-5686238.0,-17065811.0,-14029602.0,-8.91,10.54,-1.63,-4.89,-4.02,10.99,-8.34,0.0,0.0
-21642990.0,24483330.0,-2840339.0,-10526829.0,-11116161.0,-13.23,14.96,-1.74,-6.43,-6.79,10.73,-2.37,0.0,0.0
7533713.0,-1338786.0,-6194927.0,4344036.0,3189677.0,5.3,-0.94,-4.36,3.06,2.24,10.96,2.14,0.0,0.0
-3234828.0,5204661.0,-1969833.0,5190433.0,-8425261.0,-2.51,4.03,-1.53,4.02,-6.53,10.84,-1.09,0.0,0.0
-16523991.0,21497887.0,-4973897.0,-11805029.0,-4718962.0,-11.74,15.27,-3.53,-8.39,-3.35,10.63,-1.94,0.0,0.0
12136233.0,-8723395.0,-3412838.0,10267925.0,1868308.0,14.42,-10.37,-4.06,12.2,2.22,10.67,0.38,0.0,0.0
-2174195.0,1110295.0,1063900.0,52857.0,-2227052.0,-2.28,1.17,1.12,0.06,-2.34,10.85,1.69,0.0,0.0
4541875.0,1083191.0,-5625065.0,4579000.0,-37125.0,4.35,1.04,-5.39,4.39,-0.04,10.84,-0.09,0.0,0.0
-6282047.0,6706855.0,-424808.0,-1860354.0,-4421693.0,-7.87,8.4,-0.53,-2.33,-5.54,10.83,-0.09,0.0,0.0
-17668515.0,21570170.0,-3901655.0,-10793244.0,-6875271.0,-14.17,17.3,-3.13,-8.65,-5.51,10.38,-4.16,0.0,0.0
-11667690.0,17209819.0,-5542129.0,-7137637.0,-4530053.0,-11.91,17.56,-5.66,-7.28,-4.62,9.66,-6.94,0.0,0.0
-6141526.0,6080280.0,61245.0,-3026680.0,-3114846.0,-11.39,11.28,0.11,-5.62,-5.78,9.7,0.41,0.0,0.0
4332112.0,-4829823.0,497712.0,4408166.0,-76054.0,6.4,-7.13,0.73,6.51,-0.11,9.78,0.82,0.0,0.0
-4071950.0,4464802.0,-392851.0,-4071950.0,0.0,-6.46,7.08,-0.62,-6.46,0.0,9.5,-2.86,0.0,0.0
2124101.0,-628157.0,-1495944.0,-406063.0,2530164.0,3.88,-1.15,-2.74,-0.74,4.63,9.56,0.63,0.0,0.0
-1766251.0,1839913.0,-73662.0,-1741226.0,-25025.0,-3.99,4.16,-0.17,-3.94,-0.06,9.71,1.57,0.0,0.0
-403915.0,-1129153.0,1533069.0,-912430.0,508515.0,-0.65,-1.82,2.47,-1.47,0.82,9.75,0.41,0.0,0.0
-2860406.0,7668425.0,-4808019.0,-4045400.0,1184994.0,-4.81,12.88,-8.08,-6.8,1.99,9.44,-3.18,0.0,0.0
-1870591.0,5419784.0,-3549194.0,-1870591.0,0.0,-4.38,12.69,-8.31,-4.38,0.0,9.38,-0.64,0.0,0.0
3697441.0,304456.0,-4001896.0,3009207.0,688234.0,8.23,0.68,-8.91,6.7,1.53,9.48,1.07,0.0,0.0
-1416824.0,2716539.0,-1299715.0,-1416824.0,0.0,-2.75,5.27,-2.52,-2.75,0.0,9.53,0.53,0.0,0.0
-3546311.0,6326308.0,-2779998.0,-4461934.0,915623.0,-8.57,15.3,-6.72,-10.79,2.21,9.31,-2.31,0.0,0.0
5006990.0,-1312675.0,-3694316.0,5006990.0,0.0,12.3,-3.22,-9.07,12.3,0.0,9.38,0.75,0.0,0.0
-4874003.0,3394109.0,1479893.0,-4359645.0,-514358.0,-12.8,8.91,3.89,-11.45,-1.35,9.28,-1.07,0.0,0.0
11315409.0,-7275260.0,-4040150.0,8211572.0,3103837.0,6.92,-4.45,-2.47,5.02,1.9,9.79,5.5,0.0,0.0
-5366758.0,6588760.0,-1222002.0,-5279198.0,-87560.0,-8.42,10.34,-1.92,-8.28,-0.14,9.54,-2.55,0.0,0.0
3859271.0,-7595820.0,3736548.0,1813347.0,2045924.0,4.1,-8.07,3.97,1.93,2.17,9.87,3.46,0.0,0.0
335499.0,-2117808.0,1782310.0,-3403679.0,3739178.0,0.42,-2.65,2.23,-4.26,4.68,9.86,-0.1,0.0,0.0
238504.0,1681637.0,-1920141.0,-1335699.0,1574203.0,0.3,2.11,-2.41,-1.68,1.97,9.94,0.81,0.0,0.0
17250596.0,-12431816.0,-4818780.0,11168486.0,6082110.0,14.08,-10.15,-3.93,9.11,4.96,10.12,1.81,0.0,0.0
-7712757.0,6987379.0,725378.0,-5190086.0,-2522671.0,-7.65,6.93,0.72,-5.15,-2.5,10.08,-0.4,0.0,0.0
-4791922.0,5072699.0,-280776.0,-2325273.0,-2466649.0,-7.12,7.54,-0.42,-3.45,-3.66,9.94,-1.39,0.0,0.0
2035289.0,1737434.0,-3772723.0,299171.0,1736118.0,3.97,3.39,-7.36,0.58,3.39,9.9,-0.4,0.0,0.0
-15921167.0,18815562.0,-2894396.0,-11112875.0,-4808292.0,-20.89,24.69,-3.8,-14.58,-6.31,9.29,-6.16,0.0,0.0
-4463813.0,4881571.0,-417757.0,-4255157.0,-208656.0,-9.89,10.81,-0.93,-9.43,-0.46,9.36,0.75,0.0,0.0
3975917.0,-3839545.0,-136373.0,-620949.0,4596866.0,6.17,-5.96,-0.21,-0.96,7.13,9.56,2.14,0.0,0.0
-12145861.0,13073218.0,-927358.0,-7115443.0,-5030418.0,-18.65,20.07,-1.42,-10.92,-7.72,9.33,-2.41,0.0,0.0
22889633.0,-18010502.0,-4879131.0,5377935.0,17511698.0,15.98,-12.57,-3.41,3.75,12.22,9.85,5.57,0.0,0.0
-9173629.0,8884189.0,289440.0,-6478445.0,-2695184.0,-14.26,13.81,0.45,-10.07,-4.19,9.66,-1.93,0.0,0.0
-3406480.0,6360167.0,-2953686.0,-4651600.0,1245120.0,-6.01,11.22,-5.21,-8.21,2.2,9.49,-1.76,0.0,0.0
327680.0,-4115992.0,3788312.0,-458523.0,786203.0,0.29,-3.66,3.37,-0.41,0.7,9.85,3.79,0.0,0.0
5288452.0,1722995.0,-7011447.0,5588204.0,-299752.0,3.63,1.18,-4.82,3.84,-0.21,9.92,0.71,0.0,0.0
3826369.0,-3118230.0,-708140.0,-944302.0,4770671.0,1.9,-1.55,-0.35,-0.47,2.37,9.99,0.71,0.0,0.0
4564587.0,-3688412.0,-876176.0,4564587.0,0.0,4.78,-3.86,-0.92,4.78,0.0,10.03,0.4,0.0,0.0
13974550.0,-14395680.0,421130.0,11279110.0,2695440.0,9.08,-9.35,0.27,7.33,1.75,10.2,1.69,0.0,0.0
-18356786.0,12215873.0,6140914.0,-6723687.0,-11633099.0,-16.78,11.17,5.61,-6.15,-10.64,10.05,-1.47,0.0,0.0
2627292.0,3060782.0,-5688075.0,3772724.0,-1145432.0,3.11,3.62,-6.73,4.46,-1.36,10.04,-0.1,0.0,0.0
-2512508.0,2156029.0,356478.0,-154379.0,-2358129.0,-3.48,2.99,0.49,-0.21,-3.27,9.97,-0.7,0.0,0.0
-10054136.0,7252651.0,2801484.0,-6707868.0,-3346268.0,-10.85,7.82,3.02,-7.24,-3.61,9.98,0.1,0.0,0.0
-6694082.0,873318.0,5820764.0,-96510.0,-6597572.0,-7.58,0.99,6.59,-0.11,-7.47,10.04,0.6,0.0,0.0
58044340.0,-22316670.0,-35727671.0,-2102931.0,60147271.0,14.93,-5.74,-9.19,-0.54,15.47,10.75,7.07,0.0,0.0
-43074105.0,37717881.0,5356223.0,-18290440.0,-24783665.0,-17.27,15.12,2.15,-7.33,-9.94,10.33,-3.91,0.0,0.0
-11862280.0,13107150.0,-1244870.0,-5646876.0,-6215404.0,-8.44,9.33,-0.89,-4.02,-4.42,10.23,-0.97,0.0,0.0
-3370087.0,5307417.0,-1937330.0,-4813399.0,1443312.0,-3.67,5.79,-2.11,-5.25,1.57,10.14,-0.88,0.0,0.0
8399345.0,-7339914.0,-1059432.0,6570107.0,1829238.0,8.54,-7.47,-1.08,6.68,1.86,10.3,1.58,0.0,0.0
17846303.0,-12710884.0,-5135419.0,2456931.0,15389372.0,9.65,-6.87,-2.78,1.33,8.32,10.48,1.75,0.0,0.0
4382428.0,-3919360.0,-463067.0,6931731.0,-2549303.0,2.72,-2.43,-0.29,4.31,-1.58,10.41,-0.67,0.0,0.0
7108956.0,-8975461.0,1866504.0,336468.0,6772488.0,4.76,-6.0,1.25,0.23,4.53,10.51,0.96,0.0,0.0
-14179612.0,15255733.0,-1076121.0,-9660255.0,-4519357.0,-12.75,13.71,-0.97,-8.68,-4.06,10.27,-2.28,0.0,0.0
11161370.0,-9612589.0,-1548781.0,10122711.0,1038659.0,9.74,-8.39,-1.35,8.84,0.91,10.5,2.24,0.0,0.0
-10756312.0,11047048.0,-290735.0,-9656303.0,-1100009.0,-9.7,9.96,-0.26,-8.71,-0.99,10.35,-1.43,0.0,0.0
11604334.0,-8859674.0,-2744660.0,8191964.0,3412370.0,10.34,-7.9,-2.45,7.3,3.04,10.44,0.87,0.0,0.0
-4658860.0,4631556.0,27304.0,-4274887.0,-383973.0,-4.96,4.93,0.03,-4.55,-0.41,10.34,-0.96,0.0,0.0
2705480.0,2514484.0,-5219965.0,2705480.0,0.0,4.45,4.13,-8.58,4.45,0.0,10.35,0.1,0.0,0.0
10223627.0,-6361593.0,-3862034.0,10518616.0,-294989.0,14.14,-8.8,-5.34,14.55,-0.41,10.47,1.16,0.0,0.0
-438500.0,2591476.0,-2152976.0,-2917878.0,2479378.0,-0.3,1.75,-1.46,-1.97,1.68,10.13,-3.25,0.0,0.0
-18080866.0,14141954.0,3938912.0,-12654848.0,-5426018.0,-19.62,15.35,4.27,-13.73,-5.89,9.95,-1.78,0.0,0.0
4630242.0,-999837.0,-3630404.0,3623442.0,1006800.0,6.5,-1.4,-5.1,5.09,1.41,9.99,0.4,0.0,0.0
-4179183.0,4690188.0,-511005.0,-6342958.0,2163775.0,-6.7,7.52,-0.82,-10.17,3.47,9.75,-2.4,0.0,0.0
7951980.0,-791095.0,-7160886.0,6741022.0,1210958.0,12.1,-1.2,-10.89,10.25,1.84,9.97,2.26,0.0,0.0
13440834.0,-6320808.0,-7120027.0,4599122.0,8841712.0,5.24,-2.46,-2.77,1.79,3.44,10.44,4.71,0.0,0.0
-4964679.0,7073068.0,-2108388.0,-2023185.0,-2941494.0,-3.09,4.41,-1.31,-1.26,-1.83,10.42,-0.19,0.0,0.0
18526768.0,-2804090.0,-15722676.0,7010022.0,11516746.0,7.1,-1.08,-6.03,2.69,4.42,10.46,0.38,0.0,0.0
-8091221.0,17693792.0,-9602571.0,-7894384.0,-196837.0,-3.92,8.56,-4.65,-3.82,-0.1,10.45,-0.1,0.0,0.0
12366092.0,-7228064.0,-5138028.0,10366633.0,1999459.0,8.48,-4.96,-3.53,7.11,1.37,10.54,0.86,0.0,0.0
1116041.0,2642266.0,-3758307.0,7288465.0,-6172424.0,0.78,1.84,-2.61,5.07,-4.29,10.46,-0.76,0.0,0.0
15375225.0,-17697738.0,2322513.0,13415294.0,1959931.0,5.33,-6.13,0.8,4.65,0.68,10.62,1.53,0.0,0.0
14069089.0,-6749564.0,-7319525.0,8292490.0,5776599.0,4.61,-2.21,-2.4,2.71,1.89,10.9,2.64,0.0,0.0
8464195.0,1738792.0,-10202988.0,-2179369.0,10643564.0,2.12,0.44,-2.56,-0.55,2.67,11.2,2.75,0.0,0.0
-9930311.0,14091531.0,-4161221.0,-7881996.0,-2048315.0,-2.08,2.95,-0.87,-1.65,-0.43,11.58,3.39,0.0,0.0
-19163371.0,27961286.0,-8797915.0,-19784468.0,621097.0,-3.31,4.82,-1.52,-3.41,0.11,11.67,0.78,0.0,0.0
439030.0,1608772.0,-2047802.0,2230341.0,-1791311.0,0.08,0.31,-0.39,0.43,-0.35,11.79,1.03,0.0,0.0
-13834032.0,23819325.0,-9985293.0,-4446542.0,-9387490.0,-4.51,7.77,-3.26,-1.45,-3.06,11.38,-3.48,0.0,0.0
-18915924.0,17711090.0,1204835.0,-9446429.0,-9469495.0,-11.88,11.12,0.76,-5.93,-5.95,11.14,-2.11,0.0,0.0
-7891821.0,9155869.0,-1264047.0,-5945989.0,-1945832.0,-7.82,9.07,-1.25,-5.89,-1.93,11.06,-0.72,0.0,0.0
-20226202.0,18766044.0,1460158.0,-13301521.0,-6924681.0,-15.39,14.28,1.11,-10.12,-5.27,10.99,-0.63,0.0,0.0
-14410990.0,9924936.0,4486055.0,-8545287.0,-5865703.0,-11.15,7.68,3.47,-6.61,-4.54,10.92,-0.64,0.0,0.0
1590270.0,-2388581.0,798312.0,-4103842.0,5694112.0,1.4,-2.11,0.7,-3.62,5.02,10.89,-0.27,0.0,0.0
-4224449.0,3259064.0,965383.0,-3334340.0,-890109.0,-5.8,4.48,1.33,-4.58,-1.22,10.94,0.46,0.0,0.0
-8673610.0,12388401.0,-3714791.0,-886627.0,-7786983.0,-8.27,11.82,-3.54,-0.85,-7.43,10.81,-1.19,0.0,0.0
2300257.0,-842758.0,-1457499.0,1444588.0,855669.0,1.44,-0.53,-0.92,0.91,0.54,11.02,1.94,0.0,0.0
-25706784.0,29573921.0,-3867136.0,-15415111.0,-10291673.0,-16.92,19.47,-2.55,-10.15,-6.78,10.67,-3.18,0.0,0.0
-10616014.0,9736962.0,879051.0,-6737800.0,-3878214.0,-13.47,12.35,1.12,-8.55,-4.92,10.56,-1.03,0.0,0.0
1881446.0,1466196.0,-3347641.0,-13373.0,1894819.0,2.59,2.02,-4.61,-0.02,2.61,10.67,1.04,0.0,0.0
-4944296.0,3282132.0,1662165.0,-2651027.0,-2293269.0,-6.73,4.47,2.26,-3.61,-3.12,10.67,0.0,0.0,0.0
2017638.0,510359.0,-2527997.0,-1012664.0,3030302.0,2.82,0.71,-3.53,-1.41,4.23,10.67,0.0,0.0,0.0
-7587389.0,8061223.0,-473834.0,-4794930.0,-2792459.0,-12.96,13.77,-0.81,-8.19,-4.77,10.62,-0.47,0.0,0.0
-16475163.0,15823402.0,651762.0,-6061834.0,-10413329.0,-22.4,21.51,0.89,-8.24,-14.16,10.34,-2.64,0.0,0.0
11381771.0,-6043762.0,-5338008.0,-3557330.0,14939101.0,4.09,-2.17,-1.92,-1.28,5.36,10.73,3.77,0.0,0.0
-2873160.0,11853159.0,-8980000.0,4519528.0,-7392688.0,-1.16,4.77,-3.62,1.82,-2.98,10.81,0.75,0.0,0.0
