m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
-29698455.0,16534635.0,13163820.0,-4562924.0,-25135531.0,-19.62,10.92,8.69,-3.01,-16.6,8.61,-3.37,0.0,0.0
-90737.0,1088245.0,-997508.0,2285863.0,-2376600.0,-0.12,1.45,-1.33,3.05,-3.17,8.6,-0.12,0.0,0.0
2165725.0,-1194036.0,-971688.0,4163048.0,-1997323.0,3.95,-2.18,-1.77,7.59,-3.64,8.63,0.35,0.0,0.0
591790.0,2098027.0,-2689817.0,333794.0,257996.0,0.72,2.55,-3.27,0.41,0.31,8.57,-0.7,0.0,0.0
2726878.0,-970402.0,-1756477.0,4647477.0,-1920599.0,3.54,-1.26,-2.28,6.04,-2.5,8.56,-0.12,0.0,0.0
-25776902.0,15482070.0,10294833.0,-10398334.0,-15378568.0,-19.77,11.87,7.89,-7.97,-11.79,8.31,-2.92,0.0,0.0
-19550767.0,13882213.0,5668554.0,-16346952.0,-3203815.0,-10.85,7.7,3.14,-9.07,-1.78,8.02,-3.49,0.0,0.0
-4655756.0,4087408.0,568348.0,-5602894.0,947138.0,-3.19,2.8,0.39,-3.84,0.65,8.18,2.0,0.0,0.0
-9349484.0,5757030.0,3592455.0,-3130935.0,-6218549.0,-13.32,8.2,5.12,-4.46,-8.86,8.05,-1.59,0.0,0.0
5765351.0,1458717.0,-7224067.0,3575658.0,2189693.0,5.62,1.42,-7.05,3.49,2.14,8.19,1.74,0.0,0.0
-595208.0,991620.0,-396411.0,3644904.0,-4240112.0,-1.06,1.77,-0.71,6.51,-7.57,8.12,-0.85,0.0,0.0
-6257186.0,9816631.0,-3559446.0,-539225.0,-5717961.0,-7.01,11.0,-3.99,-0.6,-6.41,8.02,-1.23,0.0,0.0
-12871238.0,12394226.0,477011.0,-10878184.0,-1993054.0,-11.98,11.54,0.44,-10.12,-1.85,7.91,-1.37,0.0,0.0
-38115151.0,26561909.0,11553242.0,-13965847.0,-24149304.0,-21.57,15.03,6.54,-7.9,-13.66,7.82,-1.14,0.0,0.0
-7433510.0,3412504.0,4021007.0,-1258800.0,-6174710.0,-5.94,2.73,3.21,-1.01,-4.94,7.89,0.9,0.0,0.0
-12850909.0,5158181.0,7692729.0,-8627759.0,-4223150.0,-15.93,6.39,9.54,-10.69,-5.24,7.87,-0.25,0.0,0.0
-4352917.0,2589683.0,1763235.0,-3774936.0,-577981.0,-4.49,2.67,1.82,-3.9,-0.6,7.92,0.64,0.0,0.0
224598.0,-1352393.0,1127795.0,-14072433.0,14297031.0,0.12,-0.75,0.63,-7.83,7.95,8.19,3.41,0.0,0.0
-17949088.0,10017334.0,7931753.0,-15172918.0,-2776170.0,-21.54,12.02,9.52,-18.21,-3.33,8.07,-1.47,0.0,0.0
-16755231.0,4880653.0,11874578.0,-12060660.0,-4694571.0,-15.24,4.44,10.8,-10.97,-4.27,8.02,-0.62,0.0,0.0
-15166554.0,8035768.0,7130787.0,-10945821.0,-4220733.0,-19.35,10.25,9.1,-13.97,-5.39,7.95,-0.87,0.0,0.0
-11167631.0,4160355.0,7007275.0,-11124925.0,-42706.0,-11.99,4.47,7.52,-11.94,-0.05,7.98,0.38,0.0,0.0
9847488.0,-4299580.0,-5547909.0,-4877047.0,14724535.0,10.44,-4.56,-5.88,-5.17,15.61,8.38,5.01,0.0,0.0
3334753.0,-1548699.0,-1786054.0,1326900.0,2007853.0,5.38,-2.5,-2.88,2.14,3.24,8.8,5.01,0.0,0.0
-8778545.0,4524887.0,4253657.0,17822137.0,-26600682.0,-2.3,1.19,1.11,4.67,-6.97,9.0,2.27,0.0,0.0
-61149930.0,29398686.0,31751244.0,-21567898.0,-39582032.0,-19.92,9.58,10.34,-7.03,-12.9,8.63,-4.11,0.0,0.0
-26232539.0,16343260.0,9889279.0,-11698308.0,-14534231.0,-10.53,6.56,3.97,-4.69,-5.83,8.7,0.81,0.0,0.0
-1750862.0,112404.0,1638459.0,412035.0,-2162897.0,-0.97,0.06,0.9,0.23,-1.19,8.8,1.15,0.0,0.0
-8386805.0,6056453.0,2330352.0,-9375027.0,988222.0,-8.16,5.89,2.27,-9.12,0.96,8.72,-0.91,0.0,0.0
-295136.0,4170943.0,-3875807.0,-6564980.0,6269844.0,-0.33,4.66,-4.33,-7.33,7.0,8.75,0.34,0.0,0.0
-18154012.0,17391338.0,762675.0,-16593420.0,-1560592.0,-13.26,12.71,0.56,-12.12,-1.14,8.58,-1.94,0.0,0.0
