m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
1848.0,-4486.0,2638.0,1848.0,0.0,2.35,-5.7,3.35,2.35,0.0,0.117,0.0,0.0,0.0
0.0,932.0,-932.0,0.0,0.0,0.0,1.43,-1.43,0.0,0.0,0.115,-1.71,0.0,0.0
0.0,-17178.0,17178.0,0.0,0.0,0.0,-36.59,36.59,0.0,0.0,0.116,0.87,0.0,0.0
48592.0,-11820.0,-36772.0,48592.0,0.0,24.43,-5.94,-18.49,24.43,0.0,0.122,5.17,0.0,0.0
0.0,-3351.0,3351.0,0.0,0.0,0.0,-1.79,1.79,0.0,0.0,0.124,1.64,0.0,0.0
-36021.0,6517.0,29505.0,-36021.0,0.0,-15.12,2.73,12.38,-15.12,0.0,0.128,3.23,0.0,0.0
-7552.0,23247.0,-15696.0,-7552.0,0.0,-4.34,13.37,-9.02,-4.34,0.0,0.122,-4.69,0.0,0.0
15007.0,-2020.0,-12987.0,15007.0,0.0,10.22,-1.38,-8.85,10.22,0.0,0.127,4.1,0.0,0.0
12233.0,20006.0,-32238.0,12233.0,0.0,5.76,9.42,-15.18,5.76,0.0,0.13,2.36,0.0,0.0
-9195.0,49201.0,-40004.0,-9195.0,0.0,-4.44,23.77,-19.33,-4.44,0.0,0.124,-4.62,0.0,0.0
5584.0,3010.0,-8594.0,5584.0,0.0,7.05,3.8,-10.85,7.05,0.0,0.124,0.0,0.0,0.0
0.0,-6340.0,6340.0,0.0,0.0,0.0,-10.18,10.18,0.0,0.0,0.125,0.81,0.0,0.0
-12324.0,-8070.0,20395.0,-12324.0,0.0,-13.56,-8.88,22.44,-13.56,0.0,0.122,-2.4,0.0,0.0
0.0,-3203.0,3204.0,0.0,0.0,0.0,-3.4,3.4,0.0,0.0,0.125,2.46,0.0,0.0
0.0,9776.0,-9776.0,0.0,0.0,0.0,6.84,-6.84,0.0,0.0,0.126,0.8,0.0,0.0
24595.0,-4277.0,-20318.0,24595.0,0.0,19.35,-3.36,-15.98,19.35,0.0,0.128,1.59,0.0,0.0
-4384.0,-4989.0,9374.0,-4384.0,0.0,-4.31,-4.91,9.22,-4.31,0.0,0.127,-0.78,0.0,0.0
0.0,-2493.0,2493.0,0.0,0.0,0.0,-2.21,2.21,0.0,0.0,0.122,-3.94,0.0,0.0
0.0,-880.0,880.0,0.0,0.0,0.0,-1.85,1.85,0.0,0.0,0.123,0.82,0.0,0.0
0.0,-3958.0,3958.0,0.0,0.0,0.0,-5.05,5.05,0.0,0.0,0.119,-3.25,0.0,0.0
0.0,5614.0,-5614.0,0.0,0.0,0.0,9.41,-9.41,0.0,0.0,0.12,0.84,0.0,0.0
0.0,1651.0,-1650.0,0.0,0.0,0.0,1.65,-1.65,0.0,0.0,0.117,-2.5,0.0,0.0
0.0,-12120.0,12119.0,0.0,0.0,0.0,-17.82,17.82,0.0,0.0,0.119,1.71,0.0,0.0
-38139.0,-52318.0,90456.0,-38951.0,812.0,-12.24,-16.79,29.03,-12.5,0.26,0.125,5.04,0.0,0.0
46793.0,-50736.0,3943.0,46793.0,0.0,41.42,-44.91,3.49,41.42,0.0,0.131,4.8,0.0,0.0
-9441.0,-77315.0,86757.0,-9441.0,0.0,-0.94,-7.67,8.6,-0.94,0.0,0.136,3.82,0.0,0.0
18478.0,19667.0,-38145.0,18478.0,0.0,3.19,3.4,-6.59,3.19,0.0,0.136,0.0,0.0,0.0
2737.0,8848.0,-11586.0,2737.0,0.0,0.88,2.86,-3.74,0.88,0.0,0.138,1.47,0.0,0.0
0.0,23964.0,-23963.0,0.0,0.0,0.0,8.38,-8.38,0.0,0.0,0.141,2.17,0.0,0.0
-2202.0,50220.0,-48017.0,-2202.0,0.0,-0.37,8.55,-8.17,-0.37,0.0,0.148,4.96,0.0,0.0
37327.0,999.0,-38327.0,7653.0,29674.0,2.52,0.07,-2.59,0.52,2.0,0.141,-4.73,0.0,0.0
-32160.0,30967.0,1193.0,-32160.0,0.0,-45.98,44.27,1.71,-45.98,0.0,0.134,-4.96,0.0,0.0
18651.0,16949.0,-35600.0,18651.0,0.0,18.54,16.85,-35.39,18.54,0.0,0.127,-5.22,0.0,0.0
14945.0,-4121.0,-10824.0,14945.0,0.0,3.57,-0.98,-2.58,3.57,0.0,0.129,1.57,0.0,0.0
0.0,-7304.0,7305.0,0.0,0.0,0.0,-5.24,5.24,0.0,0.0,0.127,-1.55,0.0,0.0
0.0,-25532.0,25532.0,0.0,0.0,0.0,-19.98,19.98,0.0,0.0,0.13,2.36,0.0,0.0
-54183.0,24264.0,29920.0,-54183.0,0.0,-13.15,5.89,7.26,-13.15,0.0,0.127,-2.31,0.0,0.0
0.0,-609.0,609.0,0.0,0.0,0.0,-0.74,0.74,0.0,0.0,0.126,-0.79,0.0,0.0
-17444.0,13098.0,4347.0,-17444.0,0.0,-12.28,9.22,3.06,-12.28,0.0,0.126,0.0,0.0,0.0
