,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,21.29,10.03,002129,0,中环股份,620223344.0,661569936.0,18.65,-41346592.0,-1.17,-352374544.0,-9.94,-267848800.0,-7.55,1592811063,17.49,-,-,-
1,9.94,9.96,002385,0,大北农,430331680.0,508150032.0,12.21,-77818352.0,-1.87,-263716784.0,-6.34,-166614896.0,-4.0,1592811063,10.34,-,-,-
2,19.16,8.07,600999,1,招商证券,358187990.0,449714358.0,24.9,-91526368.0,-5.07,-188744304.0,-10.45,-169443686.0,-9.38,1592811596,19.83,-,-,-
3,30.77,7.89,600584,1,长电科技,314873136.0,404430848.0,10.22,-89557712.0,-2.26,-144313040.0,-3.65,-170560096.0,-4.31,1592811594,7.95,-,-,-
4,168.33,7.9,002371,0,北方华创,313840518.0,295788422.0,13.41,18052096.0,0.82,-192050592.0,-8.71,-121789936.0,-5.52,1592811063,14.23,-,-,-
5,13.27,10.03,601788,1,光大证券,308108064.0,416448000.0,24.87,-108339936.0,-6.47,-167244368.0,-9.99,-140863701.0,-8.41,1592811580,18.4,-,-,-
6,11.11,5.81,601881,1,中国银河,267615517.0,339280141.0,19.1,-71664624.0,-4.03,-152672368.0,-8.59,-114943136.0,-6.47,1592811577,15.06,-,-,-
7,32.97,10.38,688126,1,沪硅产业-U,259437808.0,143860384.0,3.6,115577424.0,2.89,-120619040.0,-3.02,-138818784.0,-3.48,1592811596,6.5,-,-,-
8,4.91,6.74,000166,0,申万宏源,240668336.0,305698480.0,17.41,-65030144.0,-3.7,-133331168.0,-7.6,-107337184.0,-6.11,1592811063,13.71,-,-,-
9,14.35,1.77,600918,1,中泰证券,229618176.0,378470864.0,7.0,-148852688.0,-2.76,-79552720.0,-1.47,-150065456.0,-2.78,1592811599,4.25,-,-,-
10,17.48,6.59,000998,0,隆平高科,216140558.0,219933630.0,14.57,-3793072.0,-0.25,-132616480.0,-8.78,-83524096.0,-5.53,1592811063,14.32,-,-,-
11,19.38,2.92,601688,1,华泰证券,190134880.0,186401872.0,6.55,3733008.0,0.13,-92980688.0,-3.27,-97154176.0,-3.42,1592811591,6.68,-,-,-
12,24.11,1.09,600030,1,中信证券,189051344.0,168972256.0,2.43,20079088.0,0.29,-120098384.0,-1.73,-68952960.0,-0.99,1592811587,2.72,-,-,-
13,3.78,9.88,002239,0,奥特佳,187576884.0,186438220.0,23.31,1138664.0,0.14,-87033270.0,-10.88,-100543617.0,-12.57,1592811063,23.46,-,-,-
14,12.62,2.94,600837,1,海通证券,187393072.0,237512768.0,10.09,-50119696.0,-2.13,-78524224.0,-3.34,-108868848.0,-4.63,1592811586,7.96,-,-,-
15,15.73,5.78,600438,1,通威股份,187243402.0,143488378.0,10.87,43755024.0,3.31,-93354864.0,-7.07,-93888542.0,-7.11,1592811587,14.18,-,-,-
16,40.01,5.96,688106,1,金宏气体,186092183.0,114905015.0,7.66,71187168.0,4.75,-68045840.0,-4.54,-118046354.0,-7.87,1592811599,12.41,-,-,-
17,36.34,2.98,600547,1,山东黄金,178248645.0,85829045.0,5.05,92419600.0,5.44,-60047984.0,-3.53,-118200640.0,-6.96,1592811589,10.49,-,-,-
18,236.45,4.49,603986,1,兆易创新,176829680.0,211792512.0,5.65,-34962832.0,-0.93,-112197488.0,-2.99,-64632208.0,-1.72,1592811577,4.72,-,-,-
19,40.0,5.43,600859,1,王府井,167241248.0,266056160.0,8.56,-98814912.0,-3.18,-101716960.0,-3.27,-65524288.0,-2.11,1592811595,5.38,-,-,-
20,28.75,8.12,002299,0,圣农发展,163439035.0,92044955.0,7.36,71394080.0,5.71,-146963472.0,-11.75,-16475552.0,-1.32,1592811063,13.06,-,-,-
21,7.48,5.5,002467,0,二六三,160950930.0,100989766.0,10.6,59961164.0,6.29,-55425680.0,-5.82,-105525255.0,-11.08,1592811063,16.9,-,-,-
22,17.11,1.85,601211,1,国泰君安,159852203.0,124427963.0,10.38,35424240.0,2.96,-58491344.0,-4.88,-101360843.0,-8.46,1592811583,13.33,-,-,-
23,19.46,5.88,300207,0,欣旺达,158545790.0,156068350.0,8.54,2477440.0,0.14,-84038016.0,-4.6,-74507760.0,-4.08,1592811063,8.67,-,-,-
24,10.49,8.14,600988,1,赤峰黄金,158391984.0,123958560.0,8.44,34433424.0,2.35,-47339008.0,-3.22,-111052976.0,-7.56,1592811585,10.79,-,-,-
25,27.52,9.99,300623,0,捷捷微电,149430362.0,127135048.0,18.67,22295314.0,3.27,-86849342.0,-12.75,-62581013.0,-9.19,1592811063,21.94,-,-,-
26,30.09,0.6,600887,1,伊利股份,146979216.0,63834464.0,2.74,83144752.0,3.57,-72093888.0,-3.1,-74885328.0,-3.22,1592811589,6.31,-,-,-
27,231.93,8.93,688012,1,中微公司,140596496.0,138043856.0,11.67,2552640.0,0.22,-133742208.0,-11.3,-6854257.0,-0.58,1592811574,11.88,-,-,-
28,79.35,2.82,600536,1,中国软件,139542417.0,117166625.0,8.49,22375792.0,1.62,-52418784.0,-3.8,-87123648.0,-6.31,1592811589,10.11,-,-,-
29,34.68,2.15,601012,1,隆基股份,133646618.0,122140042.0,8.12,11506576.0,0.77,-60016816.0,-3.99,-73629808.0,-4.9,1592811601,8.89,-,-,-
30,24.01,9.99,300397,0,天和防务,131921143.0,159087415.0,16.7,-27166272.0,-2.85,-87937542.0,-9.23,-43983606.0,-4.62,1592811063,13.85,-,-,-
31,36.26,10.01,603690,1,至纯科技,127101571.0,119746854.0,22.69,7354717.0,1.39,-65031179.0,-12.32,-62070392.0,-11.76,1592811577,24.08,-,-,-
32,350.4,20.0,688019,1,安集科技,126124797.0,166259877.0,21.94,-40135080.0,-5.3,-120741707.0,-15.94,-5383084.0,-0.71,1592811601,16.65,-,-,-
33,6.14,4.07,601377,1,兴业证券,122187927.0,66230707.0,8.01,55957220.0,6.77,-48011798.0,-5.81,-74176136.0,-8.97,1592811574,14.78,-,-,-
34,103.88,7.09,002985,0,北摩高科,120896821.0,57986578.0,8.6,62910243.0,9.33,-54664238.0,-8.11,-66232588.0,-9.83,1592811063,17.94,-,-,-
35,14.54,8.1,300087,0,荃银高科,118482675.0,100557399.0,15.21,17925276.0,2.71,-68077527.0,-10.3,-50405147.0,-7.63,1592811063,17.92,-,-,-
36,9.08,10.06,300299,0,富春股份,118403868.0,135993836.0,12.81,-17589968.0,-1.66,-56238848.0,-5.3,-62165040.0,-5.86,1592811063,11.15,-,-,-
37,194.26,10.0,603290,1,斯达半导,117733379.0,101839891.0,7.75,15893488.0,1.21,-79844576.0,-6.07,-37888832.0,-2.88,1592811596,8.96,-,-,-
38,11.13,9.98,002197,0,证通电子,116674531.0,76505223.0,14.8,40169308.0,7.77,-45792823.0,-8.86,-70881708.0,-13.71,1592811063,22.57,-,-,-
39,98.33,3.83,600570,1,恒生电子,116275116.0,106293772.0,6.08,9981344.0,0.57,-89062528.0,-5.09,-27212608.0,-1.56,1592811582,6.65,-,-,-
40,4.25,2.16,601899,1,紫金矿业,115700401.0,75407665.0,6.23,40292736.0,3.33,-22105328.0,-1.83,-93595080.0,-7.73,1592811592,9.56,-,-,-
41,45.08,8.03,300346,0,南大光电,110546913.0,117055713.0,4.31,-6508800.0,-0.24,-85980400.0,-3.16,-24566512.0,-0.9,1592811063,4.07,-,-,-
42,55.6,2.02,002460,0,赣锋锂业,107206084.0,98421988.0,5.05,8784096.0,0.45,-59877328.0,-3.07,-47328752.0,-2.43,1592811063,5.5,-,-,-
43,7.22,10.06,000829,0,天音控股,104489230.0,71390573.0,12.87,33098657.0,5.96,-34615080.0,-6.24,-69874150.0,-12.59,1592811063,18.83,-,-,-
44,215.34,3.02,603160,1,汇顶科技,99022502.0,63803638.0,3.72,35218864.0,2.05,-73287856.0,-4.27,-25734656.0,-1.5,1592811600,5.77,-,-,-
45,20.23,4.01,002123,0,梦网集团,98843641.0,95614044.0,11.36,3229597.0,0.38,-71336271.0,-8.48,-27507367.0,-3.27,1592811063,11.74,-,-,-
46,24.7,2.49,600703,1,三安光电,96987552.0,134290608.0,5.3,-37303056.0,-1.47,-60716752.0,-2.4,-36270800.0,-1.43,1592811599,3.83,-,-,-
47,86.67,10.0,002977,0,天箭科技,91850528.0,82108764.0,21.26,9741764.0,2.52,-51554462.0,-13.35,-40296066.0,-10.43,1592811063,23.78,-,-,-
