,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,42.38,6.62,000063,0,中兴通讯,892078640.0,1161507312.0,13.01,-269428672.0,-3.02,-551628064.0,-6.18,-340450576.0,-3.81,1592465463,9.99,-,-,-
1,6.13,5.87,000100,0,TCL科技,589243792.0,591363680.0,16.2,-2119888.0,-0.06,-253940096.0,-6.95,-335303712.0,-9.18,1592465463,16.14,-,-,-
2,24.15,10.02,300433,0,蓝思科技,447737776.0,458113728.0,14.9,-10375952.0,-0.34,-260920480.0,-8.49,-186817312.0,-6.08,1592465463,14.57,-,-,-
3,40.96,5.49,000977,0,浪潮信息,445145207.0,409800375.0,19.77,35344832.0,1.7,-212466976.0,-10.25,-232678240.0,-11.22,1592465463,21.47,-,-,-
4,26.1,5.45,002241,0,歌尔股份,370632112.0,419670128.0,12.18,-49038016.0,-1.42,-243026144.0,-7.05,-127605984.0,-3.7,1592465463,10.76,-,-,-
5,16.95,3.23,300059,0,东方财富,366741184.0,536825536.0,9.35,-170084352.0,-2.96,-246601456.0,-4.29,-120139712.0,-2.09,1592465463,6.39,-,-,-
6,28.26,4.9,600584,1,长电科技,353143752.0,282964872.0,10.66,70178880.0,2.64,-171075632.0,-6.44,-182068112.0,-6.86,1592465994,13.3,-,-,-
7,54.16,4.15,002460,0,赣锋锂业,318219441.0,297077041.0,12.81,21142400.0,0.91,-198820944.0,-8.57,-119398496.0,-5.15,1592465463,13.72,-,-,-
8,634.52,10.0,300782,0,卓胜微,293735549.0,340441853.0,20.99,-46706304.0,-2.88,-292055632.0,-18.0,-1679918.0,-0.1,1592465463,18.11,-,-,-
9,23.08,1.36,600030,1,中信证券,282410256.0,298410160.0,12.68,-15999904.0,-0.68,-151666112.0,-6.44,-130744144.0,-5.55,1592465987,12.0,-,-,-
10,23.89,7.03,000988,0,华工科技,275605451.0,234787083.0,14.04,40818368.0,2.44,-155767504.0,-9.31,-119837936.0,-7.16,1592465463,16.48,-,-,-
11,221.31,2.84,603986,1,兆易创新,263991904.0,265470112.0,10.27,-1478208.0,-0.06,-140349520.0,-5.43,-123642368.0,-4.78,1592465978,10.21,-,-,-
12,17.57,10.02,300207,0,欣旺达,260274738.0,246036194.0,14.92,14238544.0,0.86,-135821408.0,-8.24,-124453328.0,-7.55,1592465463,15.78,-,-,-
13,158.36,1.59,000858,0,五 粮 液,257813008.0,266204240.0,8.46,-8391232.0,-0.27,-181184640.0,-5.76,-76628368.0,-2.44,1592465463,8.2,-,-,-
14,15.32,9.98,600884,1,杉杉股份,255690362.0,243962202.0,18.13,11728160.0,0.87,-148870512.0,-11.06,-106819834.0,-7.94,1592465984,19.0,-,-,-
15,23.33,10.0,002635,0,安洁科技,236485193.0,180671529.0,13.31,55813664.0,4.11,-93591808.0,-6.89,-142893376.0,-10.53,1592465463,17.42,-,-,-
16,66.74,4.1,002594,0,比亚迪,227204573.0,185210973.0,10.12,41993600.0,2.29,-96438976.0,-5.27,-130765600.0,-7.15,1592465463,12.42,-,-,-
17,4.15,2.98,601899,1,紫金矿业,217395817.0,245865177.0,18.97,-28469360.0,-2.2,-73091168.0,-5.64,-144304644.0,-11.14,1592465993,16.78,-,-,-
18,72.11,3.01,002714,0,牧原股份,208076112.0,190318352.0,8.36,17757760.0,0.78,-117137952.0,-5.14,-90938176.0,-3.99,1592465463,9.14,-,-,-
19,8.15,9.99,002279,0,久其软件,203694695.0,219466615.0,16.87,-15771920.0,-1.21,-123424656.0,-9.48,-80270040.0,-6.17,1592465463,15.65,-,-,-
20,49.0,5.13,300136,0,信维通信,199497936.0,121243184.0,6.49,78254752.0,4.19,-131881552.0,-7.06,-67616368.0,-3.62,1592465463,10.67,-,-,-
21,18.98,3.1,002236,0,大华股份,195318315.0,104916587.0,6.46,90401728.0,5.57,-67895760.0,-4.18,-127422576.0,-7.85,1592465463,12.03,-,-,-
22,8.7,9.99,600804,1,鹏博士,186458730.0,179564242.0,19.05,6894488.0,0.73,-75789216.0,-8.04,-110669511.0,-11.74,1592465987,19.78,-,-,-
23,28.6,4.72,002384,0,东山精密,185399745.0,172885873.0,8.91,12513872.0,0.64,-79396064.0,-4.09,-106003680.0,-5.46,1592465463,9.56,-,-,-
