,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,25.94,10.01,300059,0,东方财富,1198754752.0,1925302016.0,14.37,-726547264.0,-5.42,-728582176.0,-5.44,-470172624.0,-3.51,1594193643,8.95,-,-,-
1,33.5,7.61,600030,1,中信证券,631206912.0,362829312.0,1.61,268377600.0,1.19,-265899008.0,-1.18,-365307856.0,-1.62,1594193987,2.81,-,-,-
2,13.1,9.99,002600,0,领益智造,583624528.0,672226832.0,17.44,-88602304.0,-2.3,-334628096.0,-8.68,-248996448.0,-6.46,1594193643,15.14,-,-,-
3,13.93,10.03,601108,1,财通证券,515150912.0,719374352.0,21.02,-204223440.0,-5.97,-315076704.0,-9.21,-200074208.0,-5.85,1594194001,15.06,-,-,-
4,17.56,10.03,601878,1,浙商证券,480367856.0,563963216.0,15.34,-83595360.0,-2.27,-297642928.0,-8.1,-182724955.0,-4.97,1594193998,13.07,-,-,-
5,11.02,9.98,002797,0,第一创业,471960448.0,578231296.0,13.75,-106270848.0,-2.53,-261861200.0,-6.23,-210099248.0,-5.0,1594193643,11.22,-,-,-
6,107.16,10.0,600536,1,中国软件,399240304.0,696867632.0,17.79,-297627328.0,-7.6,-280738976.0,-7.17,-118501326.0,-3.03,1594193990,10.19,-,-,-
7,11.5,10.05,600111,1,北方稀土,379464069.0,435739141.0,26.54,-56275072.0,-3.43,-173596688.0,-10.57,-205867377.0,-12.54,1594193977,23.11,-,-,-
8,4.84,10.0,601989,1,中国重工,365770260.0,337097940.0,17.51,28672320.0,1.49,-148713600.0,-7.72,-217056656.0,-11.27,1594193978,19.0,-,-,-
9,43.7,7.87,000977,0,浪潮信息,360632368.0,415754848.0,8.65,-55122480.0,-1.15,-239032208.0,-4.97,-121600144.0,-2.53,1594193643,7.5,-,-,-
10,85.69,2.97,601318,1,中国平安,348423424.0,776413184.0,5.36,-427989760.0,-2.95,-130444608.0,-0.9,-217978800.0,-1.5,1594193980,2.41,-,-,-
11,16.73,6.02,600837,1,海通证券,323165312.0,319633760.0,6.22,3531552.0,0.07,-146884432.0,-2.86,-176280880.0,-3.43,1594193987,6.29,-,-,-
12,21.07,10.03,601698,1,中国卫通,301895615.0,309144271.0,27.07,-7248656.0,-0.63,-154271632.0,-13.51,-147623987.0,-12.92,1594194000,26.43,-,-,-
13,8.05,7.91,601162,1,天风证券,299877648.0,271831200.0,5.97,28046448.0,0.62,-143315760.0,-3.15,-156561856.0,-3.44,1594193981,6.58,-,-,-
14,41.02,10.0,601628,1,中国人寿,298451952.0,301869280.0,14.0,-3417328.0,-0.16,-161949744.0,-7.51,-136502208.0,-6.33,1594193993,13.84,-,-,-
