,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,36.09,6.71,002223,0,鱼跃医疗,208110922.0,156161866.0,7.75,51949056.0,2.58,-91913872.0,-4.56,-116197056.0,-5.77,1593416043,10.33,-,-,-
1,76.03,10.0,300496,0,中科创达,206022608.0,231341568.0,15.76,-25318960.0,-1.72,-113271408.0,-7.72,-92751205.0,-6.32,1593416043,14.03,-,-,-
2,140.03,10.0,601888,1,中国中免,163891376.0,153864704.0,6.87,10026672.0,0.45,-81573760.0,-3.64,-82317616.0,-3.68,1593416384,7.32,-,-,-
3,15.86,8.63,600598,1,北大荒,134402112.0,86050880.0,7.3,48351232.0,4.1,-62404192.0,-5.3,-71997904.0,-6.11,1593416393,11.41,-,-,-
4,15.6,10.01,002317,0,众生药业,134153079.0,115433300.0,15.12,18719779.0,2.45,-68064176.0,-8.92,-66088908.0,-8.66,1593416043,17.57,-,-,-
5,26.21,9.99,002214,0,大立科技,133446888.0,158022197.0,18.24,-24575309.0,-2.84,-82702938.0,-9.55,-50743961.0,-5.86,1593416043,15.4,-,-,-
6,16.44,4.31,002405,0,四维图新,130845109.0,113993957.0,6.09,16851152.0,0.9,-98154272.0,-5.24,-32690848.0,-1.75,1593416043,6.98,-,-,-
7,166.65,8.01,603392,1,万泰生物,126259657.0,105132969.0,9.15,21126688.0,1.84,-52684672.0,-4.58,-73574981.0,-6.4,1593416390,10.98,-,-,-
8,47.55,7.14,300014,0,亿纬锂能,120881113.0,129191033.0,5.87,-8309920.0,-0.38,-103929200.0,-4.72,-16951904.0,-0.77,1593416043,5.49,-,-,-
9,9.78,5.73,600127,1,金健米业,118216705.0,79092356.0,8.56,39124349.0,4.23,-38340640.0,-4.15,-79876064.0,-8.64,1593416391,12.79,-,-,-
10,96.97,1.14,603259,1,药明康德,111880932.0,18166692.0,1.06,93714240.0,5.45,-16150576.0,-0.94,-95730368.0,-5.56,1593416398,6.5,-,-,-
11,20.52,1.74,600999,1,招商证券,107899008.0,109131344.0,5.82,-1232336.0,-0.07,-66985392.0,-3.57,-40913600.0,-2.18,1593416396,5.76,-,-,-
12,12.45,7.42,002124,0,天邦股份,107407188.0,103043076.0,11.47,4364112.0,0.49,-62592702.0,-6.97,-44814474.0,-4.99,1593416043,11.96,-,-,-
13,33.88,3.74,600196,1,复星医药,101597320.0,53937384.0,3.92,47659936.0,3.46,-40650576.0,-2.95,-60946752.0,-4.42,1593416382,7.37,-,-,-
14,10.39,4.84,002400,0,省广集团,100474464.0,236257824.0,5.66,-135783360.0,-3.25,-97783200.0,-2.34,-2691264.0,-0.06,1593416043,2.41,-,-,-
