,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,37.07,10.0,601066,1,中信建投,1017494816.0,1128416784.0,27.63,-110921968.0,-2.72,-527393296.0,-12.91,-490101520.0,-12.0,1592552385,24.91,-,-,-
1,23.85,3.34,600030,1,中信证券,936853472.0,1238730448.0,18.93,-301876976.0,-4.61,-459074240.0,-7.01,-477779232.0,-7.3,1592552389,14.31,-,-,-
2,165.57,4.55,000858,0,五 粮 液,763053616.0,729868608.0,11.51,33185008.0,0.52,-417515392.0,-6.58,-345538224.0,-5.45,1592551863,12.03,-,-,-
3,18.15,7.08,300059,0,东方财富,709505984.0,934954944.0,10.49,-225448960.0,-2.53,-413827424.0,-4.64,-295678544.0,-3.32,1592551863,7.96,-,-,-
4,165.9,4.37,300750,0,宁德时代,678261072.0,719356176.0,17.39,-41095104.0,-0.99,-424091840.0,-10.25,-254169216.0,-6.14,1592551863,16.39,-,-,-
5,18.83,3.12,601688,1,华泰证券,535129440.0,398835600.0,16.01,136293840.0,5.47,-268299872.0,-10.77,-266829552.0,-10.71,1592552392,21.48,-,-,-
6,21.54,10.01,002351,0,漫步者,463246651.0,423226459.0,28.34,40020192.0,2.68,-231121024.0,-15.48,-232125616.0,-15.54,1592551863,31.02,-,-,-
7,9.04,5.12,002385,0,大北农,386829757.0,411127789.0,15.71,-24298032.0,-0.93,-218729472.0,-8.36,-168100272.0,-6.42,1592551863,14.78,-,-,-
8,29.91,2.29,600887,1,伊利股份,354783088.0,329092384.0,10.37,25690704.0,0.81,-98043600.0,-3.09,-256739488.0,-8.09,1592552389,11.18,-,-,-
9,14.71,5.0,601990,1,南京证券,346300898.0,229411826.0,9.9,116889072.0,5.04,-111540976.0,-4.81,-234759904.0,-10.13,1592552385,14.94,-,-,-
10,12.06,9.24,601788,1,光大证券,330792442.0,324879834.0,25.79,5912608.0,0.47,-155573399.0,-12.35,-175219036.0,-13.91,1592552382,26.25,-,-,-
11,12.26,2.94,600837,1,海通证券,302903473.0,298669713.0,19.05,4233760.0,0.27,-159970640.0,-10.2,-142932816.0,-9.11,1592552388,19.32,-,-,-
12,10.5,7.36,601881,1,中国银河,285403172.0,261662340.0,25.03,23740832.0,2.27,-117152630.0,-11.21,-168250557.0,-16.09,1592552379,27.3,-,-,-
13,116.17,6.86,600745,1,闻泰科技,276543472.0,221306944.0,4.46,55236528.0,1.11,-156700208.0,-3.16,-119843248.0,-2.42,1592552400,5.58,-,-,-
14,125.25,4.39,300033,0,同花顺,273693476.0,294790804.0,13.2,-21097328.0,-0.94,-162550912.0,-7.28,-111142560.0,-4.98,1592551863,12.25,-,-,-
15,1439.84,1.9,600519,1,贵州茅台,270145744.0,240394576.0,4.29,29751168.0,0.53,-261848064.0,-4.67,-8297657.0,-0.15,1592552380,4.82,-,-,-
16,197.8,8.18,603501,1,韦尔股份,268949840.0,209555424.0,11.25,59394416.0,3.19,-127707712.0,-6.86,-141242112.0,-7.58,1592552389,14.44,-,-,-
17,5.58,10.06,600415,1,小商品城,268088458.0,327396285.0,30.43,-59307827.0,-5.51,-99477549.0,-9.25,-168610917.0,-15.67,1592552392,24.92,-,-,-
18,89.18,5.29,603259,1,药明康德,260901330.0,170371202.0,7.91,90530128.0,4.2,-150342672.0,-6.98,-110558672.0,-5.13,1592552400,12.11,-,-,-
19,59.77,3.32,000333,0,美的集团,247034393.0,208691289.0,10.85,38343104.0,1.99,-121075552.0,-6.29,-125958848.0,-6.55,1592551863,12.84,-,-,-
20,29.35,6.65,002074,0,国轩高科,219813680.0,189943744.0,8.48,29869936.0,1.33,-109886496.0,-4.91,-109927168.0,-4.91,1592551863,9.81,-,-,-
21,6.37,3.58,601162,1,天风证券,210330736.0,191739136.0,6.66,18591600.0,0.65,-84018896.0,-2.92,-126311840.0,-4.39,1592552380,7.31,-,-,-
22,294.35,5.22,300760,0,迈瑞医疗,204514336.0,127236992.0,4.71,77277344.0,2.86,-95840560.0,-3.55,-108673792.0,-4.03,1592551863,7.58,-,-,-
23,17.39,1.93,002456,0,欧菲光,203355952.0,171710144.0,4.67,31645808.0,0.86,-141602128.0,-3.85,-61753824.0,-1.68,1592551863,5.53,-,-,-
24,91.89,2.22,000568,0,泸州老窖,188779589.0,82825637.0,5.15,105953952.0,6.59,-73459648.0,-4.57,-115319936.0,-7.17,1592551863,11.74,-,-,-
25,11.19,3.8,600109,1,国金证券,187817648.0,154217792.0,8.58,33599856.0,1.87,-81698144.0,-4.54,-106119504.0,-5.9,1592552400,10.45,-,-,-
26,32.84,10.02,300073,0,当升科技,186946389.0,235278043.0,26.67,-48331654.0,-5.48,-110481220.0,-12.52,-76465159.0,-8.67,1592551863,21.19,-,-,-
27,74.93,3.91,002714,0,牧原股份,181597872.0,224242864.0,9.08,-42644992.0,-1.73,-55985904.0,-2.27,-125611984.0,-5.09,1592551863,7.35,-,-,-
28,30.18,0.6,002415,0,海康威视,177906634.0,59490762.0,3.49,118415872.0,6.94,-104020528.0,-6.1,-73886112.0,-4.33,1592551863,10.43,-,-,-
29,92.98,4.12,600276,1,恒瑞医药,175456320.0,175293440.0,5.68,162880.0,0.01,-73950736.0,-2.4,-101505600.0,-3.29,1592552392,5.69,-,-,-
30,17.73,4.48,600999,1,招商证券,174418450.0,166616062.0,21.35,7802388.0,1.0,-87632205.0,-11.23,-86786252.0,-11.12,1592552397,22.35,-,-,-
31,11.13,1.09,300495,0,美尚生态,157402658.0,140302725.0,23.14,17099933.0,2.82,-131468391.0,-21.68,-25934269.0,-4.28,1592551863,25.96,-,-,-
32,24.1,2.64,600703,1,三安光电,153386947.0,110383283.0,4.79,43003664.0,1.87,-102774320.0,-4.46,-50612624.0,-2.2,1592552400,6.66,-,-,-
33,12.86,10.01,002044,0,美年健康,148383845.0,155912293.0,13.98,-7528448.0,-0.67,-45146880.0,-4.05,-103236970.0,-9.25,1592551863,13.3,-,-,-
34,62.35,7.57,002989,0,中天精装,147337631.0,75003239.0,5.98,72334392.0,5.77,-14424880.0,-1.15,-132912736.0,-10.6,1592551863,11.75,-,-,-
35,4.6,3.14,000166,0,申万宏源,147006888.0,138355072.0,22.07,8651816.0,1.38,-72804902.0,-11.62,-74201987.0,-11.84,1592551863,23.45,-,-,-
36,21.19,10.02,002050,0,三花智控,145988542.0,137867955.0,12.88,8120587.0,0.76,-86937049.0,-8.12,-59051491.0,-5.52,1592551863,13.64,-,-,-
37,10.5,2.94,601108,1,财通证券,145353860.0,81065844.0,6.68,64288016.0,5.3,-63293616.0,-5.22,-82060251.0,-6.77,1592552401,11.99,-,-,-
38,156.01,2.53,002371,0,北方华创,144678114.0,81868450.0,6.21,62809664.0,4.77,-82531472.0,-6.26,-62146656.0,-4.71,1592551863,10.98,-,-,-
39,39.12,1.61,603799,1,华友钴业,141521143.0,121799111.0,5.46,19722032.0,0.88,-72189648.0,-3.24,-69331488.0,-3.11,1592552385,6.35,-,-,-
40,5.19,4.85,601727,1,上海电气,132269047.0,73176526.0,13.12,59092521.0,10.59,-42040945.0,-7.54,-90228102.0,-16.18,1592552403,23.71,-,-,-
41,9.7,3.08,600988,1,赤峰黄金,130948976.0,119340609.0,15.27,11608367.0,1.49,-53420669.0,-6.84,-77528303.0,-9.92,1592552387,16.76,-,-,-
42,278.3,5.82,688318,1,财富趋势,128614935.0,94600599.0,9.14,34014336.0,3.29,-118005072.0,-11.4,-10609849.0,-1.02,1592552391,12.42,-,-,-
43,58.84,1.34,000651,0,格力电器,126788272.0,203117456.0,6.24,-76329184.0,-2.35,-110607696.0,-3.4,-16180560.0,-0.5,1592551863,3.9,-,-,-
44,21.5,7.29,601231,1,环旭电子,125672781.0,68632921.0,7.21,57039860.0,5.99,-44279040.0,-4.65,-81393742.0,-8.55,1592552395,13.2,-,-,-
45,27.88,6.74,300326,0,凯利泰,125224336.0,65868161.0,7.46,59356175.0,6.73,-54094784.0,-6.13,-71129545.0,-8.06,1592551863,14.19,-,-,-
46,13.91,2.2,000776,0,广发证券,125084507.0,132339137.0,13.66,-7254630.0,-0.75,-70404720.0,-7.27,-54679793.0,-5.64,1592551863,12.91,-,-,-
47,226.3,2.25,603986,1,兆易创新,125031072.0,113522992.0,4.14,11508080.0,0.42,-74533632.0,-2.72,-50497440.0,-1.84,1592552379,4.56,-,-,-
48,21.07,10.03,600640,1,号百控股,124017677.0,86058049.0,11.83,37959628.0,5.22,-51418735.0,-7.07,-72598942.0,-9.98,1592552401,17.05,-,-,-
49,9.67,10.01,600318,1,新力金融,123443692.0,107573335.0,31.77,15870357.0,4.69,-53310612.0,-15.74,-70133080.0,-20.71,1592552385,36.45,-,-,-
0,23.4,4.51,601696,1,中银证券,121609686.0,53852534.0,3.35,67757152.0,4.21,-46323264.0,-2.88,-75286416.0,-4.68,1592552388,7.57,-,-,-
1,16.8,2.38,601211,1,国泰君安,120508293.0,88281171.0,9.31,32227122.0,3.4,-33881440.0,-3.57,-86626868.0,-9.14,1592552385,12.71,-,-,-
2,90.1,7.13,300347,0,泰格医药,113131745.0,78798081.0,5.15,34333664.0,2.24,-41918160.0,-2.74,-71213552.0,-4.66,1592551863,7.4,-,-,-
