,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,20.2,9.19,300059,0,东方财富,500643696.0,573856256.0,5.85,-73212560.0,-0.75,-288829680.0,-2.94,-211814016.0,-2.16,1593502443,5.1,-,-,-
1,25.0,6.29,600703,1,三安光电,443784770.0,461843234.0,15.36,-18058464.0,-0.6,-195294432.0,-6.5,-248490336.0,-8.27,1593502798,14.76,-,-,-
2,18.39,6.92,002456,0,欧菲光,429754048.0,448360112.0,9.44,-18606064.0,-0.39,-241190080.0,-5.08,-188563952.0,-3.97,1593502443,9.04,-,-,-
3,53.02,10.0,300136,0,信维通信,403602944.0,513190272.0,24.17,-109587328.0,-5.16,-271482784.0,-12.79,-132120171.0,-6.22,1593502443,19.01,-,-,-
4,29.36,9.96,002241,0,歌尔股份,379826048.0,592426256.0,12.67,-212600208.0,-4.55,-268370512.0,-5.74,-111455536.0,-2.38,1593502443,8.13,-,-,-
5,171.12,2.16,000858,0,五 粮 液,313977328.0,366607360.0,11.32,-52630032.0,-1.63,-197367040.0,-6.09,-116610288.0,-3.6,1593502443,9.69,-,-,-
6,37.43,3.43,002230,0,科大讯飞,309252533.0,328516837.0,14.78,-19264304.0,-0.87,-179395488.0,-8.07,-129857056.0,-5.84,1593502443,13.92,-,-,-
7,6.85,9.08,601377,1,兴业证券,300190752.0,323691856.0,16.59,-23501104.0,-1.2,-120576288.0,-6.18,-179614480.0,-9.2,1593502774,15.38,-,-,-
8,16.06,10.0,601788,1,光大证券,257718528.0,300834032.0,9.09,-43115504.0,-1.3,-165012096.0,-4.98,-92706432.0,-2.8,1593502781,7.78,-,-,-
9,30.35,3.16,002415,0,海康威视,229517122.0,219223042.0,14.36,10294080.0,0.67,-125678096.0,-8.23,-103839008.0,-6.8,1593502443,15.04,-,-,-
10,22.94,10.02,300253,0,卫宁健康,225763231.0,288792479.0,18.59,-63029248.0,-4.06,-133931984.0,-8.62,-91831248.0,-5.91,1593502443,14.53,-,-,-
11,16.22,7.56,600535,1,天士力,214965277.0,209199981.0,17.26,5765296.0,0.48,-101541040.0,-8.38,-113424246.0,-9.36,1593502781,17.73,-,-,-
12,6.18,9.96,600606,1,绿地控股,214088503.0,181550935.0,16.75,32537568.0,3.0,-105046947.0,-9.69,-109041546.0,-10.06,1593502780,19.75,-,-,-
13,4.08,9.97,002239,0,奥特佳,205608873.0,213352712.0,32.13,-7743839.0,-1.17,-102485594.0,-15.43,-103123280.0,-15.53,1593502443,30.96,-,-,-
14,12.89,7.33,600812,1,华北制药,204153437.0,240210141.0,16.9,-36056704.0,-2.54,-98821376.0,-6.95,-105332064.0,-7.41,1593502778,14.36,-,-,-
15,45.55,10.0,600859,1,王府井,190134832.0,268253416.0,32.68,-78118584.0,-9.52,-116464996.0,-14.19,-73669842.0,-8.97,1593502795,23.16,-,-,-
16,24.11,2.6,600030,1,中信证券,186369296.0,110815600.0,2.9,75553696.0,1.98,-109045152.0,-2.85,-77324160.0,-2.02,1593502786,4.87,-,-,-
17,12.94,6.77,002152,0,广电运通,182776143.0,175466415.0,12.58,7309728.0,0.52,-103875472.0,-7.45,-78900672.0,-5.66,1593502443,13.1,-,-,-
18,51.35,6.91,002475,0,立讯精密,182774080.0,289455984.0,6.37,-106681904.0,-2.35,-121353168.0,-2.67,-61420960.0,-1.35,1593502443,4.02,-,-,-
19,5.14,10.06,600711,1,盛屯矿业,179629376.0,192907777.0,17.76,-13278401.0,-1.22,-83994104.0,-7.73,-95635272.0,-8.8,1593502778,16.54,-,-,-
20,28.38,10.0,002950,0,奥美医疗,177384750.0,179036486.0,17.93,-1651736.0,-0.17,-91971520.0,-9.21,-85413221.0,-8.55,1593502443,17.76,-,-,-
21,17.43,8.87,600867,1,通化东宝,167523380.0,191801236.0,13.44,-24277856.0,-1.7,-89954016.0,-6.31,-77569362.0,-5.44,1593502777,11.74,-,-,-
22,133.08,5.02,300033,0,同花顺,166066242.0,78856130.0,4.79,87210112.0,5.3,-98532480.0,-5.99,-67533760.0,-4.11,1593502443,10.1,-,-,-
23,41.01,10.01,002179,0,中航光电,164393969.0,90741221.0,12.42,73652748.0,10.08,-95364039.0,-13.06,-69029934.0,-9.45,1593502443,22.51,-,-,-
24,40.13,2.37,000063,0,中兴通讯,163582192.0,174592832.0,4.45,-11010640.0,-0.28,-130081392.0,-3.32,-33500800.0,-0.85,1593502443,4.17,-,-,-
25,16.02,10.03,300085,0,银之杰,156045374.0,166351714.0,31.99,-10306340.0,-1.98,-82800245.0,-15.92,-73245128.0,-14.09,1593502443,30.01,-,-,-
26,17.14,4.9,002273,0,水晶光电,155783710.0,154262782.0,10.18,1520928.0,0.1,-95908896.0,-6.33,-59874816.0,-3.95,1593502443,10.28,-,-,-
27,57.64,3.91,002624,0,完美世界,151847870.0,48479903.0,4.39,103367967.0,9.36,-99188336.0,-8.98,-52659531.0,-4.77,1593502443,13.75,-,-,-
28,59.79,-0.27,000333,0,美的集团,146983023.0,128831759.0,8.17,18151264.0,1.15,-138615408.0,-8.79,-8367632.0,-0.53,1593502443,9.32,-,-,-
29,79.2,3.08,600536,1,中国软件,144954808.0,103633720.0,7.73,41321088.0,3.08,-76548096.0,-5.71,-68406704.0,-5.1,1593502788,10.81,-,-,-
30,5.05,4.99,000166,0,申万宏源,128419990.0,91634434.0,9.86,36785556.0,3.96,-54352477.0,-5.85,-74067513.0,-7.97,1593502443,13.82,-,-,-
31,435.3,2.67,000661,0,长春高新,125718464.0,169677520.0,7.74,-43959056.0,-2.01,-123336880.0,-5.63,-2381575.0,-0.11,1593502443,5.73,-,-,-
32,39.38,5.1,601066,1,XD中信建,124186304.0,87323584.0,3.75,36862720.0,1.58,-49051728.0,-2.11,-75134592.0,-3.23,1593502784,5.34,-,-,-
33,12.74,10.02,600318,1,新力金融,122884602.0,134605258.0,9.7,-11720656.0,-0.84,-63859536.0,-4.6,-59025072.0,-4.26,1593502783,8.86,-,-,-
34,170.91,2.81,002371,0,北方华创,116043703.0,101032231.0,8.64,15011472.0,1.28,-69758032.0,-5.97,-46285664.0,-3.96,1593502443,9.93,-,-,-
35,56.98,5.3,000860,0,顺鑫农业,112950007.0,97843783.0,9.2,15106224.0,1.42,-64102128.0,-6.03,-48847873.0,-4.59,1593502443,10.62,-,-,-
36,8.17,9.96,300160,0,秀强股份,111537245.0,102281325.0,13.15,9255920.0,1.19,-70338132.0,-9.05,-41199112.0,-5.3,1593502443,14.35,-,-,-
37,19.57,10.01,300010,0,立思辰,111252552.0,93980479.0,15.89,17272073.0,2.92,-60042342.0,-10.15,-51210211.0,-8.66,1593502443,18.81,-,-,-
38,13.7,3.95,600383,1,金地集团,109879994.0,152204079.0,22.96,-42324085.0,-6.38,-90128850.0,-13.6,-19751144.0,-2.98,1593502798,16.57,-,-,-
39,13.2,3.61,000066,0,中国长城,106527256.0,113991979.0,14.97,-7464723.0,-0.98,-51043364.0,-6.7,-55483891.0,-7.28,1593502443,13.99,-,-,-
