,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,13.39,10.02,002465,0,海格通信,527323824.0,507083104.0,21.26,20240720.0,0.85,-281557248.0,-11.8,-245766544.0,-10.3,1591860663,22.11,-,-,-
1,10.02,9.99,600418,1,江淮汽车,415860448.0,372873104.0,13.61,42987344.0,1.57,-213771104.0,-7.8,-202089344.0,-7.38,1591861184,15.18,-,-,-
2,33.53,5.08,601012,1,隆基股份,293070736.0,232826176.0,9.68,60244560.0,2.5,-147537136.0,-6.13,-145533616.0,-6.05,1591861201,12.18,-,-,-
3,163.98,4.66,300750,0,宁德时代,293037296.0,410988656.0,6.79,-117951360.0,-1.95,-169491440.0,-2.8,-123545856.0,-2.04,1591860663,4.84,-,-,-
4,187.81,10.0,300598,0,诚迈科技,265273296.0,311151616.0,21.15,-45878320.0,-3.12,-190570976.0,-12.96,-74702303.0,-5.08,1591860663,18.03,-,-,-
5,3.55,9.91,002239,0,奥特佳,188521857.0,172013125.0,13.89,16508732.0,1.33,-101915776.0,-8.23,-86606080.0,-6.99,1591860663,15.22,-,-,-
6,15.39,10.01,000567,0,海德股份,187811497.0,181040916.0,19.96,6770581.0,0.75,-102257991.0,-11.28,-85553498.0,-9.43,1591860663,20.71,-,-,-
7,23.58,5.5,002466,0,天齐锂业,178746704.0,131449584.0,4.62,47297120.0,1.66,-85076400.0,-2.99,-93670304.0,-3.29,1591860663,6.28,-,-,-
8,7.94,9.97,000700,0,模塑科技,175603283.0,164869932.0,27.05,10733351.0,1.76,-71838783.0,-11.79,-103764501.0,-17.02,1591860663,28.81,-,-,-
9,11.56,7.43,600812,1,华北制药,165868593.0,212413537.0,14.29,-46544944.0,-3.13,-69954096.0,-4.7,-95914512.0,-6.45,1591861177,11.16,-,-,-
10,50.47,5.63,002409,0,雅克科技,153888931.0,111388403.0,8.4,42500528.0,3.21,-91325472.0,-6.89,-62563456.0,-4.72,1591860663,11.61,-,-,-
11,11.16,8.35,002079,0,苏州固锝,153491656.0,97882996.0,12.8,55608660.0,7.27,-63272856.0,-8.27,-90218808.0,-11.79,1591860663,20.07,-,-,-
12,12.94,10.03,300293,0,蓝英装备,153367528.0,138642526.0,21.35,14725002.0,2.27,-82787890.0,-12.75,-70579639.0,-10.87,1591860663,23.62,-,-,-
13,19.99,10.02,300485,0,赛升药业,152775224.0,179769103.0,17.45,-26993879.0,-2.62,-86631838.0,-8.41,-66143380.0,-6.42,1591860663,14.83,-,-,-
14,79.98,2.67,600536,1,中国软件,140096592.0,61001936.0,3.26,79094656.0,4.23,-66498592.0,-3.55,-73598000.0,-3.93,1591861188,7.49,-,-,-
15,42.86,8.34,603305,1,旭升股份,139970988.0,126460088.0,14.98,13510900.0,1.6,-100149416.0,-11.86,-39821578.0,-4.72,1591861186,16.58,-,-,-
16,12.03,9.96,603601,1,再升科技,138191709.0,129681002.0,17.82,8510707.0,1.17,-53832070.0,-7.4,-84359638.0,-11.59,1591861184,18.99,-,-,-
17,11.28,2.83,300495,0,美尚生态,132631645.0,164497316.0,21.19,-31865671.0,-4.11,-77437200.0,-9.98,-55194447.0,-7.11,1591860663,17.09,-,-,-
18,62.99,3.94,300496,0,中科创达,128806144.0,60600732.0,6.15,68205412.0,6.93,-70946768.0,-7.2,-57859388.0,-5.88,1591860663,13.08,-,-,-
