,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,33.96,7.3,002008,0,大族激光,342865389.0,270420301.0,13.31,72445088.0,3.57,-164313648.0,-8.09,-178551744.0,-8.79,1592206263,16.87,-,-,-
1,25.63,9.48,002466,0,天齐锂业,288274560.0,406860176.0,12.85,-118585616.0,-3.75,-173478384.0,-5.48,-114796160.0,-3.63,1592206263,9.11,-,-,-
2,20.35,7.39,002129,0,中环股份,266380684.0,246735340.0,9.52,19645344.0,0.76,-147438016.0,-5.69,-118942672.0,-4.59,1592206263,10.28,-,-,-
3,3.07,10.04,002503,0,搜于特,187406801.0,175748363.0,18.29,11658438.0,1.21,-82868708.0,-8.63,-104538085.0,-10.88,1592206263,19.51,-,-,-
4,9.73,6.46,002115,0,三维通信,177728608.0,168409885.0,25.64,9318723.0,1.42,-87974022.0,-13.4,-89754586.0,-13.67,1592206263,27.06,-,-,-
5,11.17,0.36,300495,0,美尚生态,161543446.0,129140934.0,20.55,32402512.0,5.16,-131476118.0,-20.92,-30067327.0,-4.78,1592206263,25.71,-,-,-
6,10.9,6.65,300020,0,银江股份,157787657.0,148723417.0,14.25,9064240.0,0.87,-101600114.0,-9.74,-56187557.0,-5.38,1592206263,15.12,-,-,-
7,17.78,6.59,002123,0,梦网集团,143196572.0,104923989.0,10.64,38272583.0,3.88,-74780672.0,-7.58,-68415902.0,-6.94,1592206263,14.52,-,-,-
8,18.13,1.74,601688,1,华泰证券,135784253.0,77965693.0,4.67,57818560.0,3.46,-83017472.0,-4.98,-52766784.0,-3.16,1592206791,8.14,-,-,-
9,2.95,5.73,600282,1,南钢股份,135014816.0,100782720.0,18.74,34232096.0,6.37,-50723937.0,-9.43,-84290879.0,-15.68,1592206788,25.11,-,-,-
10,20.57,10.0,300146,0,汤臣倍健,132782303.0,121324239.0,10.45,11458064.0,0.99,-69282608.0,-5.97,-63499701.0,-5.47,1592206263,11.44,-,-,-
11,27.14,10.01,002030,0,达安基因,127504464.0,163183360.0,5.96,-35678896.0,-1.3,-97650960.0,-3.57,-29853504.0,-1.09,1592206263,4.66,-,-,-
12,4.67,-0.21,002650,0,ST加加,125386173.0,193656505.0,37.98,-68270332.0,-13.39,-76907324.0,-15.08,-48478849.0,-9.51,1592206263,24.59,-,-,-
13,8.94,6.56,300038,0,数知科技,124921264.0,81023713.0,10.71,43897551.0,5.8,-80843503.0,-10.69,-44077769.0,-5.83,1592206263,16.51,-,-,-
14,6.64,5.56,600755,1,厦门国贸,122586330.0,112882320.0,17.38,9704010.0,1.49,-51762076.0,-7.97,-70824255.0,-10.91,1592206791,18.88,-,-,-
15,103.47,10.0,002990,0,盛视科技,121532559.0,94133391.0,7.75,27399168.0,2.26,-93930048.0,-7.73,-27602519.0,-2.27,1592206263,10.0,-,-,-
