,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,19.61,3.54,300059,0,东方财富,354660448.0,580138656.0,7.37,-225478208.0,-2.87,-220073952.0,-2.8,-134586512.0,-1.71,1592897463,4.51,-,-,-
1,167.98,3.06,000858,0,五 粮 液,304757280.0,316950992.0,7.18,-12193712.0,-0.28,-175107360.0,-3.97,-129649936.0,-2.94,1592897463,6.91,-,-,-
2,19.91,10.0,300253,0,卫宁健康,302843938.0,292224514.0,19.91,10619424.0,0.72,-174482992.0,-11.89,-128360944.0,-8.74,1592897463,20.63,-,-,-
3,48.01,20.0,688106,1,金宏气体,291605040.0,344097440.0,16.8,-52492400.0,-2.56,-147238928.0,-7.19,-144366107.0,-7.05,1592897999,14.23,-,-,-
4,45.02,9.99,600511,1,国药股份,281409664.0,278335152.0,10.65,3074512.0,0.12,-155526176.0,-5.95,-125883520.0,-4.82,1592897985,10.77,-,-,-
5,69.03,4.61,002049,0,紫光国微,270823488.0,261110752.0,7.86,9712736.0,0.29,-159049744.0,-4.78,-111773760.0,-3.36,1592897463,8.15,-,-,-
6,26.18,6.34,002466,0,天齐锂业,261779279.0,220812607.0,9.53,40966672.0,1.77,-116408576.0,-5.02,-145370720.0,-6.27,1592897463,11.3,-,-,-
7,25.1,9.99,002174,0,游族网络,260597375.0,325043007.0,22.26,-64445632.0,-4.41,-158763936.0,-10.87,-101833426.0,-6.97,1592897463,17.84,-,-,-
8,1474.5,2.47,600519,1,贵州茅台,253927216.0,311075424.0,6.27,-57148208.0,-1.15,-247973552.0,-5.0,-5953641.0,-0.12,1592897979,5.12,-,-,-
9,93.28,3.17,000568,0,泸州老窖,236300239.0,229793839.0,12.2,6506400.0,0.35,-111528832.0,-5.92,-124771408.0,-6.62,1592897463,12.54,-,-,-
10,16.37,10.01,600198,1,大唐电信,219485235.0,315162979.0,13.32,-95677744.0,-4.04,-105479760.0,-4.46,-114005472.0,-4.82,1592897985,9.27,-,-,-
11,14.6,10.02,601788,1,光大证券,204090080.0,324167712.0,9.32,-120077632.0,-3.45,-113546752.0,-3.26,-90543328.0,-2.6,1592897981,5.87,-,-,-
12,80.38,312.42,688555,1,N泽达,186307505.0,70150485.0,6.08,116157020.0,10.07,-45931488.0,-3.98,-140376011.0,-12.17,1592897999,16.15,-,-,-
