,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,15.52,9.99,601138,1,工业富联,493576308.0,348386820.0,12.46,145189488.0,5.19,-215144080.0,-7.69,-278432224.0,-9.96,1592984402,17.65,-,-,-
1,26.4,3.33,000002,0,万  科Ａ,487702752.0,564898112.0,15.1,-77195360.0,-2.06,-302411104.0,-8.09,-185291664.0,-4.95,1592984043,13.04,-,-,-
2,34.63,5.81,002008,0,大族激光,329003349.0,164349557.0,7.42,164653792.0,7.43,-128254880.0,-5.79,-200748480.0,-9.06,1592984043,14.85,-,-,-
3,226.28,6.12,603160,1,汇顶科技,320283521.0,275698177.0,10.44,44585344.0,1.69,-179186416.0,-6.79,-141097104.0,-5.34,1592984399,12.13,-,-,-
4,57.22,1.76,000651,0,格力电器,275575120.0,274072560.0,8.95,1502560.0,0.05,-149820512.0,-4.89,-125754592.0,-4.11,1592984043,9.0,-,-,-
5,33.9,1.65,600036,1,招商银行,246321081.0,117222377.0,7.23,129098704.0,7.96,-93741472.0,-5.78,-152579599.0,-9.41,1592984379,15.19,-,-,-
6,71.59,3.71,002049,0,紫光国微,224026048.0,133318112.0,4.02,90707936.0,2.73,-74447376.0,-2.24,-149578672.0,-4.51,1592984043,6.75,-,-,-
7,12.39,6.08,002065,0,东华软件,218060258.0,162981010.0,7.83,55079248.0,2.65,-95948112.0,-4.61,-122112144.0,-5.87,1592984043,10.47,-,-,-
8,14.74,3.0,600048,1,保利地产,214633216.0,139591776.0,9.16,75041440.0,4.93,-100660752.0,-6.61,-113972457.0,-7.48,1592984402,14.09,-,-,-
9,17.5,2.64,002456,0,欧菲光,199064272.0,257815008.0,9.2,-58750736.0,-2.1,-99766144.0,-3.56,-99298112.0,-3.54,1592984043,7.1,-,-,-
10,24.96,3.48,002463,0,沪电股份,177019885.0,133007277.0,7.78,44012608.0,2.58,-92945328.0,-5.44,-84074544.0,-4.92,1592984043,10.36,-,-,-
11,36.58,3.57,002230,0,科大讯飞,172369257.0,118025209.0,4.55,54344048.0,2.1,-101104384.0,-3.9,-71264848.0,-2.75,1592984043,6.65,-,-,-
12,31.74,10.02,300373,0,扬杰科技,165271244.0,180635772.0,12.47,-15364528.0,-1.06,-102637424.0,-7.08,-62633840.0,-4.32,1592984043,11.41,-,-,-
13,74.91,5.63,603005,1,晶方科技,160820786.0,157081410.0,8.08,3739376.0,0.19,-67306480.0,-3.46,-93514288.0,-4.81,1592984381,8.28,-,-,-
14,25.29,10.0,300494,0,盛天网络,155740925.0,161060173.0,14.01,-5319248.0,-0.46,-98516432.0,-8.57,-57224500.0,-4.98,1592984043,13.55,-,-,-
15,50.02,4.16,600309,1,万华化学,154689730.0,76939314.0,6.02,77750416.0,6.08,-54749136.0,-4.28,-99940598.0,-7.82,1592984397,12.11,-,-,-
16,24.25,0.87,600030,1,中信证券,152086848.0,62345648.0,1.99,89741200.0,2.86,-78882704.0,-2.52,-73204128.0,-2.34,1592984386,4.85,-,-,-
17,29.88,2.15,600183,1,生益科技,148799003.0,118380459.0,9.48,30418544.0,2.44,-78500000.0,-6.29,-70298992.0,-5.63,1592984375,11.91,-,-,-
18,17.2,4.62,600438,1,通威股份,145113605.0,118470613.0,6.12,26642992.0,1.38,-78827248.0,-4.08,-66286368.0,-3.43,1592984386,7.5,-,-,-
19,36.48,1.98,600547,1,山东黄金,142146664.0,64755416.0,3.87,77391248.0,4.63,-69031456.0,-4.13,-73115216.0,-4.37,1592984389,8.5,-,-,-
20,33.2,2.5,688126,1,沪硅产业-U,141366768.0,98683632.0,2.86,42683136.0,1.24,-111695552.0,-3.24,-29671200.0,-0.86,1592984396,4.1,-,-,-
21,12.87,1.02,600837,1,海通证券,136779744.0,104398160.0,7.39,32381584.0,2.29,-52853872.0,-3.74,-83925857.0,-5.94,1592984386,9.68,-,-,-
22,17.13,10.02,300438,0,鹏辉能源,136629129.0,132706521.0,25.32,3922608.0,0.75,-78428848.0,-14.97,-58200281.0,-11.11,1592984043,26.07,-,-,-
23,167.09,4.86,002916,0,深南电路,131856105.0,87011705.0,4.99,44844400.0,2.57,-96882736.0,-5.56,-34973360.0,-2.01,1592984043,7.56,-,-,-
24,56.1,2.2,002624,0,完美世界,131058030.0,46421502.0,4.16,84636528.0,7.59,-88179360.0,-7.9,-42878678.0,-3.84,1592984043,11.75,-,-,-
25,13.45,5.57,002079,0,苏州固锝,130695373.0,147997869.0,11.0,-17302496.0,-1.29,-66666288.0,-4.95,-64029104.0,-4.76,1592984043,9.71,-,-,-
26,30.27,0.87,002415,0,海康威视,125091761.0,106105537.0,8.64,18986224.0,1.55,-81378944.0,-6.63,-43712816.0,-3.56,1592984043,10.19,-,-,-
27,3.43,9.94,300459,0,金科文化,120710838.0,109262030.0,21.7,11448808.0,2.27,-49771874.0,-9.88,-70938963.0,-14.09,1592984043,23.97,-,-,-
28,50.02,1.44,300136,0,信维通信,119567088.0,90096064.0,6.27,29471024.0,2.05,-82890416.0,-5.77,-36676672.0,-2.55,1592984043,8.32,-,-,-
29,5.79,7.22,002839,0,张家港行,113105976.0,117557927.0,16.13,-4451951.0,-0.61,-56956882.0,-7.82,-56149093.0,-7.71,1592984043,15.52,-,-,-
30,41.51,3.9,688396,1,华润微,111292185.0,79590441.0,7.81,31701744.0,3.11,-63224016.0,-6.2,-48068170.0,-4.71,1592984392,10.91,-,-,-
31,47.04,10.01,300837,0,浙矿股份,109699668.0,91951072.0,18.71,17748596.0,3.61,-33154585.0,-6.74,-76545082.0,-15.57,1592984043,22.32,-,-,-
32,524.33,10.0,603444,1,吉比特,108674968.0,157893100.0,19.45,-49218132.0,-6.06,-108679887.0,-13.38,4931.0,0.0,1592984386,13.38,-,-,-
33,103.97,0.94,600570,1,恒生电子,106910232.0,30948584.0,2.16,75961648.0,5.3,-69250400.0,-4.83,-37659832.0,-2.63,1592984382,7.46,-,-,-
34,206.68,0.82,603501,1,韦尔股份,105771654.0,53931286.0,3.65,51840368.0,3.51,-56236672.0,-3.8,-49534977.0,-3.35,1592984388,7.15,-,-,-
35,12.8,1.59,000001,0,平安银行,105331248.0,54250160.0,2.79,51081088.0,2.62,-47799856.0,-2.46,-57531392.0,-2.96,1592984043,5.41,-,-,-
36,171.5,1.55,300750,0,宁德时代,102252080.0,117630768.0,4.68,-15378688.0,-0.61,-12384608.0,-0.49,-89867472.0,-3.57,1592984043,4.07,-,-,-
37,4.68,6.12,600635,1,大众公用,101263499.0,75035004.0,12.97,26228495.0,4.53,-48552662.0,-8.39,-52710837.0,-9.11,1592984375,17.51,-,-,-
38,20.17,5.66,600999,1,招商证券,99299356.0,161013772.0,12.37,-61714416.0,-4.74,-59457520.0,-4.57,-39841837.0,-3.06,1592984396,7.63,-,-,-
39,169.04,0.7,002371,0,北方华创,98838227.0,73940019.0,4.74,24898208.0,1.6,-55661104.0,-3.57,-43177104.0,-2.77,1592984043,6.33,-,-,-
40,106.08,9.24,688008,1,澜起科技,98583112.0,143088936.0,14.17,-44505824.0,-4.41,-45110576.0,-4.47,-53472553.0,-5.3,1592984393,9.76,-,-,-
41,43.83,3.99,000895,0,双汇发展,93941649.0,44718102.0,6.4,49223547.0,7.04,-41653755.0,-5.96,-52287893.0,-7.48,1592984043,13.44,-,-,-
42,28.3,3.78,002581,0,未名医药,92774075.0,107351339.0,7.34,-14577264.0,-1.0,-51946000.0,-3.55,-40828096.0,-2.79,1592984043,6.34,-,-,-
43,9.94,2.47,600624,1,复旦复华,90576959.0,91075443.0,17.92,-498484.0,-0.1,-38542955.0,-7.59,-52034004.0,-10.24,1592984390,17.83,-,-,-
44,16.13,7.97,300054,0,鼎龙股份,87959286.0,44084981.0,5.46,43874305.0,5.43,-50801002.0,-6.29,-37158285.0,-4.6,1592984043,10.89,-,-,-
45,26.11,2.39,002142,0,宁波银行,86874860.0,126915435.0,12.51,-40040575.0,-3.95,-34622512.0,-3.41,-52252345.0,-5.15,1592984043,8.57,-,-,-
46,3.37,0.6,601288,1,农业银行,85467363.0,68201727.0,11.85,17265636.0,3.0,-40047657.0,-6.96,-45419711.0,-7.89,1592984376,14.84,-,-,-
47,712.85,9.0,300782,0,卓胜微,83588240.0,154719744.0,7.51,-71131504.0,-3.45,-82277872.0,-3.99,-1310354.0,-0.06,1592984043,4.06,-,-,-
48,5.22,1.56,601398,1,工商银行,81272757.0,146552357.0,14.53,-65279600.0,-6.47,-19392839.0,-1.92,-61879923.0,-6.14,1592984399,8.06,-,-,-
49,15.84,1.6,601166,1,兴业银行,81120299.0,-1022965.0,-0.07,82143264.0,6.01,-10441968.0,-0.76,-70678326.0,-5.17,1592984376,5.93,-,-,-
0,17.37,10.01,300293,0,蓝英装备,80662232.0,84120432.0,11.19,-3458200.0,-0.46,-43650806.0,-5.81,-37011426.0,-4.92,1592984043,10.73,-,-,-
1,23.07,3.22,600699,1,均胜电子,77280212.0,17239519.0,1.91,60040693.0,6.67,-24943008.0,-2.77,-52337212.0,-5.81,1592984390,8.58,-,-,-
2,10.71,6.78,002524,0,光正集团,75967567.0,102467750.0,13.38,-26500183.0,-3.46,-55869391.0,-7.3,-20098178.0,-2.62,1592984043,9.92,-,-,-
3,244.07,2.86,603986,1,兆易创新,74445616.0,80459440.0,2.46,-6013824.0,-0.18,-72494784.0,-2.22,-1950832.0,-0.06,1592984376,2.28,-,-,-
4,12.87,10.0,600318,1,新力金融,74419734.0,92138080.0,7.03,-17718346.0,-1.35,-56209520.0,-4.29,-18210183.0,-1.39,1592984382,5.68,-,-,-
5,81.44,9.99,603068,1,博通集成,74278378.0,61243624.0,12.44,13034754.0,2.65,-39545850.0,-8.04,-34732527.0,-7.06,1592984399,15.09,-,-,-
6,25.51,4.29,300433,0,蓝思科技,73470512.0,97919536.0,3.99,-24449024.0,-1.0,-39202160.0,-1.6,-34268336.0,-1.4,1592984043,3.0,-,-,-
7,17.36,1.4,601211,1,国泰君安,73406571.0,21489485.0,3.55,51917086.0,8.57,-39978297.0,-6.6,-33428273.0,-5.52,1592984382,12.11,-,-,-
8,84.37,10.0,603893,1,瑞芯微,72442527.0,56577682.0,6.74,15864845.0,1.89,-43867963.0,-5.23,-28574569.0,-3.41,1592984382,8.63,-,-,-
9,12.07,6.72,000810,0,创维数字,69145476.0,47077189.0,8.78,22068287.0,4.11,-25647446.0,-4.78,-43498030.0,-8.11,1592984043,12.89,-,-,-
10,29.36,10.0,600053,1,九鼎投资,68604037.0,75475943.0,25.18,-6871906.0,-2.29,-38392755.0,-12.81,-30211281.0,-10.08,1592984384,22.89,-,-,-
11,90.01,10.69,688088,1,虹软科技,67495702.0,18730779.0,3.86,48764923.0,10.04,-36558602.0,-7.53,-30937100.0,-6.37,1592984397,13.9,-,-,-
12,30.82,1.92,600887,1,伊利股份,66543984.0,143967200.0,6.19,-77423216.0,-3.33,8999120.0,0.39,-75543120.0,-3.25,1592984388,2.86,-,-,-
13,128.3,5.68,688037,1,芯源微,66276128.0,27006083.0,5.41,39270045.0,7.86,-33366123.0,-6.68,-32910004.0,-6.59,1592984379,13.27,-,-,-
14,43.7,2.68,600588,1,用友网络,65416959.0,53032431.0,4.48,12384528.0,1.05,-585920.0,-0.05,-64831036.0,-5.48,1592984398,5.53,-,-,-
15,15.71,3.22,000975,0,银泰黄金,63330506.0,50369323.0,8.14,12961183.0,2.09,-47397997.0,-7.66,-15932508.0,-2.57,1592984043,10.23,-,-,-
16,24.29,1.63,002156,0,通富微电,62980626.0,46110048.0,3.91,16870578.0,1.43,-40522864.0,-3.44,-22457744.0,-1.9,1592984043,5.34,-,-,-
