,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,14.25,5.4,600918,1,中泰证券,1165466544.0,818853232.0,11.35,346613312.0,4.8,437537392.0,6.06,-1603003952.0,-22.22,1592293199,16.15,-,-,-
1,40.15,6.81,000063,0,中兴通讯,1124598992.0,1165638864.0,17.39,-41039872.0,-0.61,-515596944.0,-7.69,-609002064.0,-9.08,1592292663,16.78,-,-,-
2,36.67,9.99,603799,1,华友钴业,648284768.0,714875520.0,24.22,-66590752.0,-2.26,-333499424.0,-11.3,-314785360.0,-10.67,1592293183,21.96,-,-,-
3,10.41,10.04,300088,0,长信科技,454296016.0,507120496.0,22.01,-52824480.0,-2.29,-243694768.0,-10.58,-210601264.0,-9.14,1592292663,19.72,-,-,-
4,51.69,10.0,002989,0,中天精装,275686695.0,173920850.0,22.7,101765845.0,13.28,43334239.0,5.66,-319020942.0,-41.63,1592292663,35.98,-,-,-
5,87.14,3.44,600276,1,恒瑞医药,270708992.0,262935760.0,11.09,7773232.0,0.33,-178584560.0,-7.53,-92124432.0,-3.89,1592293191,11.42,-,-,-
6,28.41,6.76,600183,1,生益科技,256307574.0,165872854.0,11.19,90434720.0,6.1,-107510912.0,-7.25,-148796640.0,-10.04,1592293206,17.29,-,-,-
7,52.15,4.59,002460,0,赣锋锂业,230475874.0,227499330.0,11.89,2976544.0,0.16,-117317776.0,-6.13,-113158080.0,-5.91,1592292663,12.05,-,-,-
8,12.76,10.0,600185,1,格力地产,229674269.0,292878429.0,21.44,-63204160.0,-4.63,-123319935.0,-9.03,-106354323.0,-7.78,1592293198,16.81,-,-,-
9,18.3,4.87,002236,0,大华股份,229210589.0,149909341.0,9.33,79301248.0,4.94,-89439264.0,-5.57,-139771312.0,-8.7,1592292663,14.27,-,-,-
10,159.8,6.08,002916,0,深南电路,226415313.0,163188385.0,10.13,63226928.0,3.93,-134061152.0,-8.32,-92354176.0,-5.73,1592292663,14.06,-,-,-
11,15.26,10.02,002402,0,和而泰,224595479.0,176043671.0,9.95,48551808.0,2.75,-128283456.0,-7.25,-96312016.0,-5.45,1592292663,12.7,-,-,-
12,16.72,7.46,002273,0,水晶光电,217000249.0,128000729.0,7.94,88999520.0,5.52,-99977888.0,-6.2,-117022368.0,-7.26,1592292663,13.46,-,-,-
13,15.25,10.03,000877,0,天山股份,216678136.0,261891464.0,19.82,-45213328.0,-3.42,-113021328.0,-8.55,-103656813.0,-7.85,1592292663,16.4,-,-,-
