,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
0,84.12,7.9,601318,1,中国平安,877214720.0,-36777472.0,-0.16,913992192.0,3.96,-556926464.0,-2.41,-320288384.0,-1.39,1594021178,3.8,-,-,-
1,31.54,10.01,600030,1,中信证券,853893376.0,1249209600.0,5.02,-395316224.0,-1.59,-555052816.0,-2.23,-298840432.0,-1.2,1594021187,3.43,-,-,-
2,61.26,4.83,000651,0,格力电器,629296000.0,959156624.0,11.27,-329860624.0,-3.88,-275711312.0,-3.24,-353584704.0,-4.15,1594020843,7.39,-,-,-
3,38.38,20.01,688126,1,沪硅产业-U,554367120.0,849635760.0,16.91,-295268640.0,-5.87,-351324432.0,-6.99,-203042704.0,-4.04,1594021196,11.03,-,-,-
4,16.29,9.99,600837,1,海通证券,531065120.0,444941472.0,6.44,86123648.0,1.25,-230543360.0,-3.34,-300521760.0,-4.35,1594021186,7.69,-,-,-
5,5.6,8.53,601398,1,工商银行,451483792.0,529645120.0,13.1,-78161328.0,-1.93,-154049840.0,-3.81,-297433920.0,-7.35,1594021199,11.16,-,-,-
6,257.85,10.0,603986,1,兆易创新,431240080.0,550408160.0,10.06,-119168080.0,-2.18,-317707520.0,-5.81,-113532576.0,-2.07,1594021177,7.88,-,-,-
7,9.11,10.02,002797,0,第一创业,402989824.0,448978512.0,11.64,-45988688.0,-1.19,-248387808.0,-6.44,-154602016.0,-4.01,1594020843,10.44,-,-,-
8,35.36,5.93,002415,0,海康威视,387752816.0,334763168.0,8.76,52989648.0,1.39,-224385200.0,-5.87,-163367616.0,-4.28,1594020843,10.15,-,-,-
9,18.8,10.01,002425,0,凯撒文化,381408032.0,381668480.0,11.76,-260448.0,-0.01,-221559104.0,-6.83,-159848912.0,-4.93,1594020843,11.75,-,-,-
10,15.68,10.04,000001,0,平安银行,362508000.0,627687648.0,8.76,-265179648.0,-3.7,-248799776.0,-3.47,-113708224.0,-1.59,1594020843,5.06,-,-,-
11,4.63,9.98,601916,1,浙商银行,354874635.0,306900651.0,15.3,47973984.0,2.39,-133710848.0,-6.66,-221163792.0,-11.02,1594021182,17.69,-,-,-
12,37.51,10.0,600584,1,长电科技,354302624.0,400215488.0,8.76,-45912864.0,-1.0,-192583840.0,-4.21,-161718768.0,-3.54,1594021194,7.75,-,-,-
13,25.05,10.01,000021,0,深科技,353673632.0,410420336.0,21.88,-56746704.0,-3.03,-197938496.0,-10.55,-155735114.0,-8.3,1594020843,18.86,-,-,-
14,4.26,10.08,601099,1,太平洋,344383776.0,340547584.0,9.02,3836192.0,0.1,-165677952.0,-4.39,-178705824.0,-4.73,1594021174,9.12,-,-,-
15,27.35,8.19,600703,1,三安光电,339325952.0,358536016.0,7.78,-19210064.0,-0.42,-172838192.0,-3.75,-166487744.0,-3.61,1594021198,7.37,-,-,-
16,40.41,9.99,600036,1,招商银行,334098656.0,459327440.0,6.23,-125228784.0,-1.7,-98013968.0,-1.33,-236084688.0,-3.2,1594021180,4.53,-,-,-
17,6.53,9.93,000166,0,申万宏源,320568480.0,386703360.0,9.96,-66134880.0,-1.7,-157685792.0,-4.06,-162882688.0,-4.19,1594020843,8.25,-,-,-
18,24.32,10.0,601688,1,华泰证券,307521008.0,276748368.0,3.77,30772640.0,0.42,-188433600.0,-2.57,-119087424.0,-1.62,1594021192,4.19,-,-,-
