,rtn,pure_rtn,zz500_rtn,net_rtn,in_date,out_date,code,pub_date,sum_pure_return,positions,is_real,forecasttype,forecast,zfpx,size,turnover_rate5,turnover_rate1,pct_change5,pct_change,pe_ttm,volume_ratio,industry,from_list_date
2921,12.542945267489717,15.89799690861106,-3.515051641121342,0.10638702734310693,2018-10-15,20181017,000593.SZ,2018-10-13,25.008470851482272,0.006691851052347544,1,预增,2.0,241.21,214041.1569,9.395660000000001,7.1058,-0.008510638297872337,-0.050868486352357335,112.4461,0.73,48.0,9.016148642611741
3025,11.91541081081081,16.092462451932153,-4.337051641121342,0.0,2018-10-15,20181016,300745.SZ,2018-10-15,23.3635269575868,0.0,0,略增,0.0,7.5,115464.79,16.10556,13.7032,-0.0023039215686274455,0.012553351744915894,44.2213,0.84,19.0,4.927253685157205
1173,17.091373594945125,16.120683597307185,0.8106899976379387,0.0,2018-05-02,20180504,002806.SZ,2018-04-28,1.4205481611779536,0.0,0,略增,0.0,20.0,174167.3549,22.9444,14.2683,0.06997008713746915,0.10003547357218873,149.1745,1.03,13.0,6.450470422144176
5873,16.140943832021,16.202965600699372,-0.22202176867837187,2.156842131496598,2019-07-22,20190724,603227.SH,2019-07-20,87.19681824250455,0.13311403508771888,1,预增,2.0,490.8,249647.3,0.44672,0.4981,-0.0026041666666666574,-0.018134715025906696,49.5989,1.12,57.0,7.325807502595773
4937,13.142196092796087,16.371851368021904,-3.3896552752258176,0.0,2019-04-11,20190415,000531.SZ,2019-04-11,61.45873808429219,0.0,0,预增,2.0,925.0,561082.8296,3.2346200000000005,5.6016,0.014960629921259827,0.044642857142857095,68.4743,2.1,17.0,9.128913373280454
5184,10.355993135011435,16.50286237818483,-6.306869243173395,0.8398577987963762,2019-04-30,20190506,600469.SH,2019-04-30,71.8080143816431,0.0508916441008795,1,扭亏,1.0,,245774.578,0.8788,1.2082,-0.0216326530612245,-0.07415254237288128,134.5171,1.46,19.0,8.641709066113805
5567,18.514647334754798,16.631264427930514,1.7233829068242836,0.0,2019-07-12,20190716,300306.SZ,2019-07-12,84.59483636063872,0.0,0,扭亏,1.0,351.85,138151.0235,2.6058399999999997,3.7575,-0.0025263157894736678,0.0,,1.55,96.0,7.8838232148921525
6717,18.580810144927533,16.910720758990614,1.5100893859369182,0.40243716522397593,2019-10-23,20191028,002513.SZ,2019-10-23,101.12595011356633,0.023797753564703594,1,扭亏,1.0,103.77,173548.3623,0.6719600000000001,0.7469,-0.00108108108108109,-0.0107526881720431,,1.13,49.0,8.08301991917133
5045,17.349881532004208,16.959922044728668,0.22995948727554127,0.0,2019-04-15,20190417,000626.SZ,2019-04-13,61.852832400079,0.0,0,扭亏,1.0,202.5,379105.515,2.8769,2.8769,0.0,0.0,108.1219,1.38,38.0,9.00724451596575
5226,17.3796528588098,17.266567779258516,-0.04691492044871759,6.389913701594553e-16,2019-07-01,20190703,300738.SZ,2019-07-01,82.2628459518061,3.700743415417188e-17,1,预增,2.0,135.365,154920.2328,3.16092,2.4834,-0.007775700934579433,-0.03163841807909604,47.5812,0.7,103.0,6.255750041753367
2083,18.429425918503668,17.365428457380965,0.9039974611227034,0.358209958787056,2018-08-20,20180822,600793.SH,2018-08-18,30.08203518963527,0.020627763931433736,1,预增,2.0,,157318.2,0.92218,1.0012,-0.008092485549132958,-0.010596026490066236,10.9652,1.05,54.0,8.967121656230923
146,18.747996334012218,17.44049477102841,1.1475015629838108,1.1626996514018964,2018-03-23,20180328,300188.SZ,2018-03-23,-1.5205063005636337,0.0666666666666668,1,预增,2.0,45.36,753539.1681,2.69306,2.3572,0.0019744960921431673,0.0,46.306,0.81,42.0,7.846589975291186
376,15.953253724716323,17.457525852249105,-1.6642721275327816,0.0,2018-04-02,20180409,300637.SZ,2018-04-02,0.4164695962841515,0.0,0,预增,2.0,165.5,60810.0,3.08264,5.6381,0.013032054650551744,0.027369488089204214,38.3202,2.07,57.0,5.8522024797744745
2636,16.087338473167048,17.523298917319615,-1.5959604441525685,0.0,2018-10-12,20181015,300578.SZ,2018-10-12,23.377691090170018,0,0,略增,0.0,23.76,79103.4401,4.7738000000000005,6.8168,-0.029290322580645154,-0.09938733832539136,46.8509,1.37,31.0,6.415096959171596
6098,21.994817586529468,17.736842640719164,4.097974945810304,0.0,2019-10-09,20191014,300464.SZ,2019-10-09,98.17374302806112,0,0,预增,2.0,11069.9,211182.3194,2.83664,2.7110000000000003,-0.0001869158878504633,0.027884615384615303,53.0772,0.93,61.0,7.357556200910353
6920,20.52372580414582,18.016613477527113,2.3471123266187064,7.206645391010845,2019-12-24,20191226,300464.SZ,2019-12-24,97.28611787880266,0.4,1,预增,2.0,7727.79,276374.2421,4.493,2.7158,-0.0021216407355021264,-0.04112405757368058,54.1459,0.46,61.0,7.409136443920128
5126,15.35329902152643,18.18593443055711,-2.9926354090306813,0.9722551381708238,2019-04-26,20190429,002759.SZ,2019-04-26,68.07975127090646,0.0534619291564794,1,预增,2.0,1019.58,192241.6421,3.8937399999999998,3.0393,-0.02038664323374341,-0.053703703703703705,55.1037,0.62,10.0,7.259819610363186
5640,18.79129461883409,18.747726833068928,-0.11643221423483574,0.0657814976598912,2019-07-15,20190718,002105.SZ,2019-07-13,84.5434085968363,0.003508771929824574,1,预增,2.0,394.0,172089.5,0.535,0.535,0.0,0.0,189.1767,0.94,11.0,8.424419791263883
831,19.056477064220168,19.489809906643128,-0.5933328424229591,0.0,2018-04-23,20180426,002877.SZ,2018-04-21,0.060919179599922116,0.0,0,略增,0.0,15.0,102895.52,29.88,29.88,0.0,0.0,86.3823,0.9,96.0,5.7430031878094825
1329,20.64342873051225,19.862121225891986,0.621307504620265,0.35943668241173876,2018-07-09,20180711,300425.SZ,2018-07-09,24.35414038249935,0.018096590909090923,1,预增,2.0,80.87,262787.4324,2.9508400000000004,2.445,-0.00852878464818764,0.01126126126126122,29.1498,0.82,3.0,7.116394144093465
5275,16.695607782101167,20.202783479260514,-3.6671756971593457,0.734646671973109,2019-07-08,20190711,300661.SZ,2019-07-08,83.66541099854061,0.036363636363636334,1,预增,2.0,42.5,437305.2582,1.11666,0.8104,-0.0030273998850354443,-0.01617379653555362,80.0952,0.75,13.0,6.626717749249025
2856,14.135704878048768,20.27105651917011,-6.295351641121342,0.13565089090000504,2018-10-15,20181018,000616.SZ,2018-10-13,26.09853209871447,0.006691851052347544,1,预增,2.0,7220.945,320368.0312,0.66872,1.0506,-0.029657794676806064,-0.1004016064257028,,1.62,1.0,8.986446539271268
4872,18.625924244459362,20.379582795501225,-1.9136585510418644,0.2677285453811136,2019-04-10,20190412,300119.SZ,2019-04-10,60.581664432540734,0.013137096478747076,1,略增,0.0,15.0,304863.1862,5.0491399999999995,5.8716,-0.007870967741935476,0.0325936199722608,50.0252,1.04,29.0,8.045267716607803
4747,19.324187628865975,20.99463070725794,-1.8304430783919656,0.04013928852682035,2019-04-09,20190411,300412.SZ,2019-04-09,60.04336529409076,0.0019118835232926493,1,略增,0.0,15.0,172322.4594,2.5505000000000004,2.2425,0.0007761966364812253,-0.01647655259822559,57.0905,0.88,37.0,7.347299700743164
4181,28.833,21.502333206790688,7.1706667932093096,0.011657540366923567,2019-01-31,20190213,300250.SZ,2019-01-31,70.42504409445216,0.000542152344808887,1,预增,2.0,735.0,136631.4303,1.7036799999999999,0.6939,-0.03324851569126377,-0.09981684981684981,26.8124,0.36,42.0,7.912423121473705
2698,19.586861386138605,23.39162183029117,-3.964760444152568,0.0,2018-10-12,20181016,300586.SZ,2018-10-12,24.27492850976284,0,0,略增,0.0,10.0,61824.625,12.38104,14.4589,-0.018671454219030537,-0.09579230080572966,43.0316,1.13,57.0,6.448889394146858
1353,26.934163552479824,23.445456047859558,3.3287075046202648,0.0,2018-07-09,20180712,300458.SZ,2018-07-09,24.526382768495623,0.0,0,预增,2.0,4427.165,511977.4743,1.5971199999999999,1.5961,-0.003846153846153844,0.005800464037123053,485.8224,0.94,13.0,7.042286171939743
1590,24.245661797752806,23.66542798159974,0.42023381615306443,0.11296578555252014,2018-07-13,20180717,300062.SZ,2018-07-13,25.191980074237645,0.0047734520432232575,1,预增,2.0,45.0,101109.4557,6.558840000000001,4.4736,-0.00825852782764813,0.024952015355086354,,0.66,25.0,8.016647877057803
4443,22.6313795031056,23.772676278550662,-1.3012967754450633,4.398828760234538e-16,2019-03-25,20190327,300579.SZ,2019-03-23,59.963219904322436,1.850371707708594e-17,1,略增,0.0,7.625,198827.2964,12.6965,12.6965,0.0,0.0,57.2683,1.14,42.0,6.699500340161678
5105,18.56560136054422,25.08901600777344,-6.68341464722922,1.844297395068371,2019-04-24,20190429,002467.SZ,2019-04-24,70.45952152532449,0.07351015259015914,1,预增,2.0,75.0,565239.7777,8.18472,8.0073,0.0,-0.061702127659574474,81.4917,0.93,103.0,8.052933036797567
6923,26.874495978905735,25.86065790455923,0.8538380743465046,10.344263161823692,2019-12-27,20191231,300773.SZ,2019-12-27,110.45653829138696,0.4,1,略增,0.0,33.5,242780.68,5.7455,3.946,-0.0029870129870129924,0.004469458698890964,33.242,0.64,42.0,5.476463551931511
437,26.977737054860444,25.867767035363084,0.9499700194973618,0.21087853561437306,2018-04-09,20180412,300177.SZ,2018-04-09,1.9889327739307576,0.008152173913043482,1,预增,2.0,325.0,329108.7089,1.7805600000000001,1.4823,0.002534113060428865,-0.010476190476190422,69.7668,0.77,31.0,7.8628820346414905
5150,18.02872108626197,27.165683259290358,-9.296962173028387,0.22117440664558738,2019-04-29,20190506,600287.SH,2019-04-27,71.95200660851975,0.00814168392285691,1,预增,2.0,,269939.9737,1.34086,1.5053,-0.01742983751846381,-0.06221547799696512,31.5952,1.2,38.0,8.825265953515752
5892,25.094455737704916,28.497791339660274,-3.56333560195536,0.0,2019-07-29,20190816,600647.SH,2019-07-27,88.9508190396354,0.0,0,扭亏,1.0,,201758.1475,0.3966,0.3966,0.0,0.0,,1.31,7.0,9.166597449028265
5164,19.494773252279632,28.63173542530802,-9.296962173028387,0.0,2019-04-29,20190506,600626.SH,2019-04-27,71.8080143816431,0.0,0,预增,2.0,50.0,464498.8017,1.52988,2.0743,-0.006222222222222221,-0.031111111111111107,32.8358,1.44,71.0,9.169310022418191
2581,20.232640881763523,28.765589806362712,-8.69294892459919,0.6768374072085344,2018-10-11,20181016,000606.SZ,2018-10-11,24.27492850976284,0.023529411764705882,1,预增,2.0,367.36,272679.9472,0.69604,0.6263,-0.007707129094412337,0.014227642276422823,23.4753,0.91,2.0,8.990690709916228
1854,29.4495,31.03189059280266,-1.742390592802659,0.0,2018-07-16,20180719,002618.SZ,2018-07-14,25.557653896424146,0.0,0,预增,2.0,35.0,626820.48,0.5026,0.5026,0.0,0.0,288.0505,0.73,13.0,7.816416983691801
26,29.536669534050162,31.143353030273634,-1.766683496223471,0.0,2018-02-07,20180212,300065.SZ,2018-02-07,-0.020000405873586317,0.0,0,预增,2.0,50.0,305834.7211,3.0507,5.9891,-0.052283256121773654,-0.08748977923139822,38.593,2.89,42.0,7.961370201719511
6523,28.79531835022004,31.87869069459509,-3.243372344375051,0.051233610044885636,2019-10-15,20191021,300792.SZ,2019-10-15,99.25736172300972,0.0016071428571428781,1,略增,0.0,27.5,195420.0,2.70578,4.2484,0.09280791129757267,0.09996622762580204,43.205,2.26,2.0,2.3978952727983707
5144,25.19883423180593,33.01969640483432,-7.980862173028386,0.2688359313568557,2019-04-29,20190507,002893.SZ,2019-04-27,74.14887856965719,0.00814168392285691,1,略增,0.0,40.0,94779.0411,2.4277800000000003,2.8273,-0.018047882136279916,-0.05964467005076139,42.6505,1.21,48.0,6.364750756851911
247,33.34297642015005,33.60619074679228,-0.4232143266422277,0.6301160765023545,2018-03-30,20180409,300653.SZ,2018-03-30,0.4164695962841515,0.01874999999999998,1,预增,2.0,175.0,74640.0,9.222100000000001,8.934,0.02414414414414416,-0.005330490405117346,48.4129,1.05,37.0,5.739792912179234
3566,36.820779018044476,34.54632292997696,2.1144560880675223,6.392353855499403e-16,2019-01-15,20190121,300749.SZ,2019-01-15,70.91345436879418,1.850371707708594e-17,1,略增,0.0,12.365,67915.5,24.24788,35.1103,0.007578397212543531,-0.07384376214535569,32.549,1.75,94.0,4.653960350157523
4550,44.167391715976336,35.36229828367644,8.6450934322999,0.0,2019-03-29,20190408,002177.SZ,2019-03-29,59.45361725475732,0.0,0,预增,2.0,805.0,326771.3226,11.451600000000001,21.9677,0.019006479481641487,0.09978308026030368,,2.4,14.0,8.33302993974291
1311,44.2528019388516,40.258350553207656,3.8344513856439466,0.0,2018-07-06,20180712,300452.SZ,2018-07-06,24.526382768495623,0.0,0,略增,0.0,40.0,144230.5054,1.5003799999999998,0.745,-0.01336116910229644,-0.022594752186588955,34.2491,0.42,39.0,7.039660349862076
3469,40.58559474313023,40.302691426232336,0.12290331689789422,32.24215314098587,2018-11-14,20181121,300645.SZ,2018-11-14,59.90536936328542,0.8,1,略增,0.0,20.0,152063.1435,2.3836800000000005,2.6359,0.011965811965811948,0.013930950938824764,50.0649,1.21,42.0,6.336825731146441
260,41.515558208434996,41.77877253507722,-0.4232143266422277,0.7833519850326971,2018-03-30,20180409,300684.SZ,2018-03-30,-0.18006161738091053,0.01874999999999998,1,扭亏,1.0,245.525,124629.36,25.118859999999998,23.2541,0.03530859134713963,-0.007438159487977853,60.6075,0.95,57.0,4.454347296253507
5151,33.4455395280236,41.782401701051995,-8.496862173028386,0.3401791081878042,2019-04-29,20190508,002164.SZ,2019-04-27,74.48905767784498,0.00814168392285691,1,扭亏,1.0,101.985,157939.6831,3.36968,2.2516,-0.022277227722772287,-0.05277044854881271,,0.58,25.0,8.356319965828153
4376,47.61632230710467,42.85116194080129,4.605160366303384,0.0,2019-02-28,20190308,603032.SH,2019-02-28,65.17722647636269,0.0,0,预增,2.0,850.0,205272.14399999997,15.746200000000002,12.2235,0.0013071895424836457,-0.02748885586924227,371.1436,0.78,84.0,6.655440350367647
5135,34.054443360433595,43.60337876946428,-9.70893540903068,0.0,2019-04-26,20190506,600368.SH,2019-04-26,71.8080143816431,0.0,0,预增,2.0,,415358.2331,1.8954799999999998,1.6488,-0.023866348448687368,-0.0586734693877551,9.7932,0.9,53.0,8.808817483100642
1223,42.7682779363337,43.65313250444592,-1.0448545681122121,0.0,2018-06-25,20180702,300384.SZ,2018-06-25,19.263110818248485,0.0,0,预增,2.0,50.0,166323.7251,1.5992000000000002,0.7166,-0.015959595959595965,0.012222222222222159,44.4308,0.39,99.0,7.254177846456518
5186,47.7176512195122,50.6650204626856,-3.1073692431733946,2.5784261897507728,2019-04-30,20190510,600127.SH,2019-04-30,77.06748386759575,0.0508916441008795,1,略增,0.0,,210504.8955,1.33384,1.3111,-0.023180592991913756,-0.04373177842565608,,0.89,29.0,8.943375541113124
5411,51.10945476936857,50.69797131065567,0.2514834587129067,0.0,2019-07-11,20190719,300417.SZ,2019-07-11,83.84837952986528,0.0,0,预增,2.0,416.105,92017.8838,2.43304,3.6044,0.0014433919711321296,0.041997200186654156,49.8865,1.66,96.0,7.392031567514591
2799,48.27364904214559,54.036709486298165,-5.923060444152568,0.0,2018-10-12,20181018,300668.SZ,2018-10-12,26.387539433409508,0,0,略增,0.0,40.0,61317.5146,2.94036,4.0218,-0.01843478260869565,-0.09375000000000006,21.9106,1.46,101.0,6.144185634125646
4077,84.56080808080809,74.5296437104523,9.871164370355789,0.8215576148013276,2019-01-30,20190219,000862.SZ,2019-01-30,71.24660170925348,0.011023232822540776,1,扭亏,1.0,129.825,148901.8083,2.6256,2.7731,-0.014953271028037368,-0.019801980198019674,,1.17,22.0,8.913953858894255
