,rtn,pure_rtn,zz500_rtn,in_date,code,pub_date,sum_pure_return
2019-04-22,0.2387897703180201,0.3482897703180201,-0.1335,2019-04-19,600869.SHA,2019-04-18,40.463049939723135
2019-04-23,-0.6488735850860425,-0.19887358508604255,-0.474,2019-04-22,601628.SHA,2019-04-19,40.264176354637094
2019-04-24,0.10038180876979279,0.18738180876979277,-0.11099999999999997,2019-04-23,600647.SHA,2019-04-20,40.45155816340689
2019-04-25,-0.08264136363636351,0.3403586363636365,-0.447,2019-04-24,002560.SZA,2019-04-23,40.791916799770526
2019-04-26,-0.2626124581005596,0.43638754189944035,-0.723,2019-04-25,600984.SHA,2019-04-24,41.22830434166997
2019-04-29,-1.6865410175054727,-1.1780410175054727,-0.5325,2019-04-26,002568.SZA,2019-04-25,40.0502633241645
2019-04-30,0.07737217054263686,0.3278721705426368,-0.27449999999999997,2019-04-29,603218.SHA,2019-04-26,40.37813549470713
2019-05-06,0.9107378372853625,1.8932378372853624,-1.0065,2019-04-30,002234.SZA,2019-04-27,42.27137333199249
2019-05-07,-0.7487099999999999,0.15579,-0.9284999999999999,2019-05-06,002333.SZA,2019-04-30,42.427163331992496
2019-05-16,1.50258,1.04958,0.429,2019-05-15,603267.SHA,2019-05-14,43.476743331992495
2019-05-22,5.102290913705584,4.916290913705584,0.162,2019-05-21,300775.SZA,2019-05-20,48.393034245698075
2019-05-24,5.107255295857987,5.491255295857988,-0.40800000000000003,2019-05-23,603327.SHA,2019-05-22,53.884289541556065
2019-05-27,1.0051103962600163,0.7021103962600164,0.27899999999999997,2019-05-24,002675.SZA,2019-05-23,54.58639993781608
2019-05-29,-0.08081051068883532,-0.08681051068883533,-0.018,2019-05-28,300014.SZA,2019-05-27,54.49958942712725
2019-06-04,-1.9624294697442313,-1.6294294697442313,-0.357,2019-06-03,002776.SZA,2019-05-31,52.87015995738302
2019-06-10,5.093466424682397,5.250966424682397,-0.18150000000000002,2019-06-06,300781.SZA,2019-06-05,58.12112638206541
2019-06-17,-0.8667052332657199,-0.6612052332657199,-0.22949999999999998,2019-06-14,002249.SZA,2019-06-13,57.459921148799694
2019-06-18,-0.6944843049119546,-0.7229843049119545,0.0045,2019-06-17,002090.SZA,2019-06-14,56.73693684388774
2019-06-20,0.24544689576842416,-0.2675531042315758,0.48899999999999993,2019-06-19,002643.SZA,2019-06-18,56.469383739656166
2019-06-24,-0.0516491436464099,-0.2856491436464099,0.21000000000000002,2019-06-21,000902.SZA,2019-06-20,56.18373459600976
2019-06-26,-0.9101871488961953,-0.7496871488961954,-0.1845,2019-06-25,300401.SZA,2019-06-24,55.434047447113564
2019-06-27,0.04494375562218843,-0.07805624437781158,0.099,2019-06-26,300448.SZA,2019-06-25,55.35599120273575
2019-06-28,0.38604888412017074,0.3965488841201707,-0.03449999999999998,2019-06-27,002831.SZA,2019-06-26,55.75254008685592
2019-07-01,5.132055882352942,4.824555882352942,0.2835,2019-06-28,601698.SHA,2019-06-27,60.57709596920886
2019-07-02,0.60411,0.17211000000000007,0.408,2019-07-01,300393.SZA,2019-06-28,60.749205969208866
2019-07-03,-0.4587749999999998,-0.30727499999999985,-0.1755,2019-07-02,300348.SZA,2019-07-01,60.44193096920887
2019-07-04,-0.5895894252873571,-0.43808942528735717,-0.1755,2019-07-03,300263.SZA,2019-07-02,60.00384154392151
2019-07-05,0.08241646408839937,0.052416464088399374,0.005999999999999997,2019-07-04,002444.SZA,2019-07-03,60.05625800800991
2019-07-08,-0.6004827272727272,-0.16548272727272725,-0.45899999999999996,2019-07-05,002162.SZA,2019-07-04,59.89077528073719
2019-07-09,-0.610694892473118,-0.15619489247311805,-0.4785,2019-07-08,600438.SHA,2019-07-05,59.73458038826407
2019-07-10,-0.9344668621236142,-0.8759668621236142,-0.0825,2019-07-09,000035.SZA,2019-07-06,58.85861352614046
2019-07-11,-0.10433114206128119,-0.0143311420612812,-0.11399999999999999,2019-07-10,300034.SZA,2019-07-09,58.84428238407918
2019-07-12,0.34054808510638207,0.26254808510638206,0.054,2019-07-11,300545.SZA,2019-07-10,59.10683046918556
2019-07-15,0.4664754163014904,0.19347541630149043,0.249,2019-07-12,300371.SZA,2019-07-11,59.30030588548705
2019-07-16,0.508102330345711,0.2666023303457109,0.21750000000000003,2019-07-15,300492.SZA,2019-07-12,59.56690821583276
2019-07-17,0.00011620879120784189,-0.03588379120879216,0.012000000000000002,2019-07-16,001896.SZA,2019-07-13,59.53102442462397
2019-07-18,-0.2351861434977575,0.007813856502242526,-0.267,2019-07-17,600449.SHA,2019-07-16,59.53883828112622
2019-07-19,-0.24945972972972894,-0.12195972972972893,-0.1515,2019-07-18,600496.SHA,2019-07-17,59.416878551396486
2019-07-22,-0.6180176859504122,-0.43501768595041224,-0.207,2019-07-19,600008.SHA,2019-07-18,58.98186086544607
2019-07-23,0.24006109462710462,0.3810610946271046,-0.16499999999999998,2019-07-22,600161.SHA,2019-07-19,59.36292196007318
2019-07-24,0.1644391418563925,-0.16106085814360743,0.30149999999999993,2019-07-23,002415.SZA,2019-07-20,59.20186110192957
2019-07-25,-0.4224394742567073,-0.6564394742567073,0.21,2019-07-24,002674.SZA,2019-07-23,58.545421627672866
2019-07-26,-0.028996675900276922,-0.12949667590027691,0.0765,2019-07-25,603906.SHA,2019-07-24,58.41592495177259
2019-07-29,-0.5447640816326542,-0.5852640816326542,0.0165,2019-07-26,603366.SHA,2019-07-25,57.83066087013994
2019-07-30,0.10023123594706013,-0.00026876405293987243,0.0765,2019-07-29,600570.SHA,2019-07-26,57.830392106087
2019-07-31,-0.7432214145383089,-0.7867214145383089,0.0195,2019-07-30,600939.SHA,2019-07-27,57.04367069154869
2019-08-01,-0.3536232456140351,-0.21712324561403507,-0.1605,2019-07-31,603309.SHA,2019-07-30,56.82654744593466
2019-08-02,-0.31681161290322624,-0.054311612903226204,-0.28650000000000003,2019-08-01,002262.SZA,2019-07-31,56.77223583303143
2019-08-05,-0.2410424999999985,0.1024575000000015,-0.3675,2019-08-02,002560.SZA,2019-08-01,56.87469333303143
2019-08-06,-0.9095961038961031,-0.43259610389610315,-0.501,2019-08-05,002134.SZA,2019-08-02,56.44209722913533
2019-08-07,0.8193368933883395,1.1928368933883395,-0.39749999999999996,2019-08-06,002821.SZA,2019-08-03,57.63493412252367
2019-08-08,-0.15422275725593687,-0.19622275725593685,0.018,2019-08-07,000858.SZA,2019-08-06,57.43871136526773
2019-08-09,0.6776880215827349,0.7376880215827348,-0.08399999999999999,2019-08-08,601615.SHA,2019-08-07,58.17639938685046
2019-08-12,0.7641551309635164,0.6441551309635164,0.09600000000000002,2019-08-09,603008.SHA,2019-08-08,58.82055451781398
2019-08-14,0.17001262321144725,0.14901262321144723,-0.0029999999999999858,2019-08-13,002587.SZA,2019-08-10,58.96956714102543
2019-08-16,0.4102560504201697,0.2632560504201697,0.123,2019-08-15,600778.SHA,2019-08-14,59.2328231914456
2019-08-19,0.3809386912751686,-0.17856130872483136,0.5355,2019-08-16,002034.SZA,2019-08-15,59.054261882720766
2019-08-20,0.28226662801703656,-0.21873337198296341,0.477,2019-08-19,300636.SZA,2019-08-16,58.8355285107378
2019-08-21,0.46052050295857705,0.412520502958577,0.023999999999999997,2019-08-20,002236.SZA,2019-08-17,59.24804901369638
2019-08-22,0.04275937070938327,-0.02924062929061673,0.048,2019-08-21,600608.SHA,2019-08-20,59.21880838440576
2019-08-23,-0.24683654160982132,-0.28733654160982136,0.0165,2019-08-22,002099.SZA,2019-08-21,58.93147184279594
2019-08-26,5.099385,5.174385,-0.099,2019-08-23,002959.SZA,2019-08-22,64.10585684279594
2019-08-27,-0.34061996706463665,-0.5146199670646366,0.14999999999999997,2019-08-26,300709.SZA,2019-08-23,63.591236875731305
2019-08-28,-0.44983698113207443,-0.6988369811320745,0.22499999999999998,2019-08-27,002020.SZA,2019-08-24,62.89239989459923
2019-08-29,-0.1419800000000008,-0.1599800000000008,-0.006000000000000001,2019-08-28,603111.SHA,2019-08-27,62.73241989459923
2019-08-30,-0.10868748908296959,-0.005187489082969586,-0.1275,2019-08-29,600727.SHA,2019-08-28,62.72723240551626
2019-09-02,0.792286768149883,0.5402867681498829,0.22800000000000004,2019-08-30,002250.SZA,2019-08-29,63.267519173666145
2019-09-03,-0.12684989429175486,-0.6323498942917549,0.4815,2019-09-02,600662.SHA,2019-08-30,62.63516927937439
2019-09-04,-0.07558105206073847,-0.3530810520607385,0.2535,2019-09-03,002199.SZA,2019-08-31,62.28208822731365
2019-09-10,1.2485812377164243,0.9590812377164243,0.26549999999999996,2019-09-09,002803.SZA,2019-09-06,63.241169465030076
2019-09-18,0.41698107142857255,0.7049810714285725,-0.312,2019-09-17,002832.SZA,2019-09-16,63.946150536458646
2019-09-20,-0.4801821338912128,-0.6886821338912128,0.1845,2019-09-19,002028.SZA,2019-09-18,63.25746840256743
2019-09-24,1.2362163802363055,1.2797163802363056,-0.0675,2019-09-23,002660.SZA,2019-09-20,64.53718478280373
2019-09-26,-0.6965516358839046,-0.10555163588390468,-0.6149999999999999,2019-09-25,002274.SZA,2019-09-24,64.43163314691984
2019-09-27,-0.5741618366793254,-0.36116183667932544,-0.237,2019-09-26,300036.SZA,2019-09-25,64.0704713102405
2019-09-30,-2.7481120385278897,-2.6851120385278895,-0.08700000000000001,2019-09-27,300479.SZA,2019-09-26,61.385359271712616
2019-10-08,-0.5528376923076926,-0.38633769230769266,-0.1905,2019-09-30,000739.SZA,2019-09-27,60.999021579404925
2019-10-09,-0.8614739092872566,-1.0129739092872567,0.1275,2019-10-08,300146.SZA,2019-09-30,59.98604767011767
2019-10-10,-0.4681856250000009,-0.8071856250000009,0.315,2019-10-09,300043.SZA,2019-10-08,59.17886204511767
2019-10-11,-0.20246353591160307,-0.4439635359116031,0.2175,2019-10-10,300448.SZA,2019-10-09,58.73489850920607
2019-10-14,0.1383331885397401,-0.13766681146025989,0.252,2019-10-11,300286.SZA,2019-10-10,58.59723169774581
2019-10-15,-0.1042195144678766,-0.14771951446787657,0.019499999999999983,2019-10-14,300233.SZA,2019-10-11,58.44951218327794
2019-10-16,-0.3156874626865663,-0.06668746268656625,-0.273,2019-10-15,000987.SZA,2019-10-12,58.38282472059137
2019-10-17,-0.8175764150943413,-0.7485764150943414,-0.093,2019-10-16,300179.SZA,2019-10-15,57.63424830549703
2019-10-18,-0.529582777777778,-0.325582777777778,-0.22799999999999998,2019-10-17,600794.SHA,2019-10-16,57.308665527719256
2019-10-21,-1.3943542307692305,-1.1828542307692305,-0.2355,2019-10-18,002876.SZA,2019-10-17,56.125811296950026
2019-10-22,0.28481709677419376,0.12881709677419376,0.132,2019-10-21,002479.SZA,2019-10-18,56.25462839372422
2019-10-23,1.4733249950641665,1.3998249950641664,0.04950000000000001,2019-10-22,300200.SZA,2019-10-19,57.65445338878838
2019-10-24,0.30386560509554167,0.42236560509554166,-0.1425,2019-10-23,000555.SZA,2019-10-22,58.076818993883926
2019-10-25,-0.2152490909090912,-0.3217490909090912,0.0825,2019-10-24,002481.SZA,2019-10-23,57.75506990297483
2019-10-28,5.095185067873302,4.691685067873302,0.3795,2019-10-25,002965.SZA,2019-10-24,62.44675497084813
2019-10-29,0.46532999999999997,0.39782999999999996,0.043500000000000004,2019-10-28,002390.SZA,2019-10-25,62.84458497084813
2019-10-30,0.30384479493365535,0.6848447949336554,-0.405,2019-10-29,002192.SZA,2019-10-26,63.529429765781785
2019-10-31,0.9824358982511922,1.229935898251192,-0.2715,2019-10-30,002303.SZA,2019-10-29,64.75936566403298
2019-11-01,-0.7750559677419374,-0.8425559677419374,0.043500000000000004,2019-10-31,002134.SZA,2019-10-30,63.91680969629105
2019-11-04,0.05171958904109717,-0.18528041095890282,0.213,2019-11-01,002374.SZA,2019-10-31,63.731529285332144
2019-11-07,5.098528649289099,5.128528649289099,-0.054,2019-11-06,300800.SZA,2019-11-05,68.86005793462124
2019-11-11,5.097677928602908,5.468177928602908,-0.39449999999999996,2019-11-08,300564.SZA,2019-11-07,74.32823586322415
2019-11-22,5.1039611764705874,5.207461176470588,-0.1275,2019-11-21,300805.SZA,2019-11-20,79.53569703969474
2019-12-02,5.10054347826087,5.02704347826087,0.049499999999999995,2019-11-29,300808.SZA,2019-11-28,84.5627405179556
2019-12-03,-0.9559698142644857,-1.0759698142644858,0.096,2019-12-02,002685.SZA,2019-11-29,83.48677070369112
2019-12-04,5.09748470852018,5.02698470852018,0.0465,2019-12-03,002968.SZA,2019-12-02,88.5137554122113
2019-12-05,5.1024905673947805,4.95399056739478,0.12449999999999999,2019-12-04,300809.SZA,2019-12-03,93.46774597960608
2019-12-09,-0.027314064171121758,-0.22231406417112176,0.171,2019-12-06,601366.SHA,2019-12-05,93.24543191543496
2019-12-19,-0.6314484508764792,-0.6719484508764791,0.0165,2019-12-18,002463.SZA,2019-12-17,92.57348346455848
2019-12-20,5.099640067873305,5.219640067873305,-0.14400000000000002,2019-12-19,300807.SZA,2019-12-18,97.79312353243178
2019-12-24,0.9657975962487668,1.0032975962487667,-0.061499999999999985,2019-12-23,603890.SHA,2019-12-20,98.79642112868055
2019-12-25,-0.24881516587677827,-0.5638151658767783,0.291,2019-12-24,300259.SZA,2019-12-23,98.23260596280377
2019-12-26,-0.12450456221198093,-0.3135045622119809,0.16499999999999998,2019-12-25,300014.SZA,2019-12-24,97.9191014005918
2019-12-27,-0.14502286063569594,-0.15702286063569593,-0.01200000000000001,2019-12-26,300709.SZA,2019-12-25,97.76207853995611
2019-12-31,0.4595847872340426,0.18058478723404262,0.255,2019-12-30,300627.SZA,2019-12-27,97.94266332719015
2020-01-02,0.4610804761904781,0.08308047619047806,0.35400000000000004,2019-12-31,300497.SZA,2019-12-30,98.02574380338062
