,rtn,pure_rtn,zz500_rtn,in_date,out_date,pub_date
600231.SHA,-2.7551,-2.5561000000000003,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
300120.SZA,-4.0476,-2.5585999999999998,-1.49,2019-01-28,2019-01-29,2019-01-25
600332.SHA,2.7872000000000003,-2.563799999999999,5.35,2019-02-01,2019-02-11,2019-01-31
000655.SZA,-4.0694,-2.5803999999999996,-1.49,2019-01-28,2019-01-29,2019-01-25
831929.SHA,-6.7958,-2.5867999999999998,-4.21,2019-02-28,2019-03-01,2019-02-27
300149.SZA,-2.7552,-2.6062,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
835213.SHA,-1.7017,-2.6226999999999996,0.9199999999999999,2019-03-12,2019-03-13,2019-03-11
300789.SZA,-6.702,-2.6229999999999998,-4.08,2019-08-13,2019-08-14,2019-08-12
002272.SZA,-6.702,-2.6229999999999998,-4.08,2019-03-25,2019-03-26,2019-03-22
300124.SZA,-2.7855,-2.6365,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
002608.SZA,-3.3799,-2.6409000000000002,-0.7399999999999999,2019-04-23,2019-04-24,2019-04-20
600496.SHA,-1.7653999999999999,-2.6464,0.8800000000000001,2019-10-21,2019-10-22,2019-10-18
300072.SZA,-1.3330000000000002,-2.6540000000000004,1.32,2018-02-28,2018-03-01,2018-02-27
002153.SZA,-0.03410000000000002,-2.6651,2.63,2018-10-30,2018-10-31,2018-10-27
603833.SHA,-4.897799999999999,-2.668799999999999,-2.23,2019-01-29,2019-01-30,2019-01-26
603693.SHA,-2.228,-2.669,0.43999999999999995,2018-06-13,2018-06-14,2018-06-12
300241.SZA,-2.228,-2.669,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
832175.SHA,-2.228,-2.669,0.43999999999999995,2018-10-18,2018-10-19,2018-10-17
002286.SZA,-3.2435,-2.6744999999999997,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
600507.SHA,-4.0067,-2.6777,-1.33,2019-01-22,2019-01-23,2019-01-19
300034.SZA,-9.7533,-2.684299999999999,-7.07,2018-10-10,2018-10-11,2018-10-09
002618.SZA,-4.3865,-2.6874999999999996,-1.7,2018-10-26,2018-10-29,2018-10-25
200016.SZA,-6.897400000000001,-2.688400000000001,-4.21,2018-07-17,2018-07-18,2018-07-14
002368.SZA,-5.2761000000000005,-2.6971000000000003,-2.58,2018-08-30,2018-08-31,2018-08-29
600077.SHA,-0.7084999999999999,-2.6994999999999996,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002837.SZA,-0.4587,-2.6997,2.24,2018-10-31,2018-11-01,2018-10-30
000899.SZA,-1.5868,-2.7078,1.12,2019-04-15,2019-04-16,2019-04-12
603687.SHA,-3.2939,-2.7248999999999994,-0.5700000000000001,2019-06-18,2019-06-19,2019-06-17
002071.SZA,-3.2939,-2.7248999999999994,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
430084.SZA,-0.7346999999999997,-2.7256999999999993,1.9899999999999998,2019-03-20,2019-03-21,2019-03-19
000422.SZA,-0.7346999999999997,-2.7256999999999993,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002123.SZA,-4.4417,-2.7327,-1.71,2018-04-03,2018-04-04,2018-03-31
000603.SZA,-0.4093,-2.7403,2.33,2018-04-24,2018-04-25,2018-04-21
600008.SHA,-4.1201,-2.7411,-1.38,2019-07-19,2019-07-22,2019-07-18
002193.SZA,-1.3155999999999999,-2.7666,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300014.SZA,-3.948,-2.7689999999999997,-1.18,2018-03-21,2018-03-22,2018-03-20
002671.SZA,-4.484100000000001,-2.7751000000000006,-1.71,2018-04-03,2018-04-04,2018-03-31
601608.SHA,2.5669,-2.7840999999999996,5.35,2019-02-01,2019-02-11,2019-01-31
300491.SZA,0.0,-2.791,2.79,2018-07-09,2018-07-10,2018-07-06
600217.SHA,-4.6205,-2.7914999999999996,-1.83,2019-01-30,2019-01-31,2019-01-29
600265.SHA,2.5542,-2.7967999999999997,5.35,2019-02-01,2019-02-11,2019-01-31
002179.SZA,-3.4791000000000003,-2.8001,-0.6799999999999999,2018-10-29,2018-10-30,2018-10-26
300562.SZA,-2.7337000000000002,-2.8147,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
600780.SHA,-0.8267000000000002,-2.8177,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
603333.SHA,-1.1597,-2.8207,1.6600000000000001,2019-04-03,2019-04-04,2019-04-02
688123.SHA,0.2024,-2.8286,3.03,2019-11-05,2019-11-06,2019-11-04
300024.SZA,0.2024,-2.8286,3.03,2019-03-18,2019-03-19,2019-03-15
002167.SZA,-3.2317,-2.8327,-0.39999999999999997,2018-03-20,2018-03-21,2018-03-19
600236.SHA,-1.028,-2.8489999999999998,1.82,2018-07-24,2018-07-25,2018-07-21
603220.SHA,-4.6968,-2.8677999999999995,-1.83,2018-10-30,2018-10-31,2018-10-29
601611.SHA,-4.6968,-2.8677999999999995,-1.83,2019-01-30,2019-01-31,2019-01-29
002947.SZA,-3.5033,-2.8842999999999996,-0.62,2019-10-16,2019-10-17,2019-10-15
300012.SZA,-3.5172,-2.8981999999999997,-0.62,2019-10-16,2019-10-17,2019-10-15
002032.SZA,-3.1788,-2.9097999999999997,-0.27,2018-10-25,2018-10-26,2018-10-24
300411.SZA,-0.9209000000000003,-2.9118999999999997,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
688399.SHA,-1.5534,-2.9144,1.36,2019-11-11,2019-11-12,2019-11-08
002900.SZA,-3.0694999999999997,-2.9204999999999997,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
002777.SZA,-4.572100000000001,-2.9231000000000003,-1.6500000000000001,2018-04-26,2018-04-27,2018-04-25
834223.SHA,-4.7551000000000005,-2.9461000000000004,-1.81,2019-07-08,2019-07-09,2019-07-05
839296.SHA,-4.7551000000000005,-2.9461000000000004,-1.81,2019-03-01,2019-03-04,2019-02-28
000737.SZA,-1.8292000000000002,-2.9502,1.12,2019-04-15,2019-04-16,2019-04-12
002624.SZA,-3.7134,-2.9544,-0.76,2019-07-10,2019-07-11,2019-07-09
002619.SZA,-2.8407,-2.9617,0.12,2018-04-27,2018-05-02,2018-04-26
300265.SZA,-5.1922999999999995,-2.9632999999999994,-2.23,2019-04-10,2019-04-11,2019-04-09
002482.SZA,-4.8195,-2.9904999999999995,-1.83,2018-04-25,2018-04-26,2018-04-24
002512.SZA,-1.5697999999999999,-2.9907999999999997,1.42,2019-11-01,2019-11-04,2019-10-31
688081.SHA,-1.54,-2.991,1.4500000000000002,2019-11-01,2019-11-04,2019-10-31
000863.SZA,-1.54,-2.991,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
600662.SHA,0.2114,-2.9996,3.21,2019-09-02,2019-09-03,2019-08-30
002645.SZA,-3.776,-3.0369999999999995,-0.74,2018-07-17,2018-07-18,2018-07-14
600775.SHA,-3.7602,-3.0412000000000003,-0.72,2019-01-25,2019-01-28,2019-01-24
871417.SHA,-4.1727,-3.0437,-1.13,2019-04-09,2019-04-10,2019-04-08
002472.SZA,-4.595599999999999,-3.046599999999999,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
832774.SHA,-2.7737000000000003,-3.0647,0.29000000000000004,2019-04-26,2019-04-29,2019-04-25
000830.SZA,-7.2352,-3.0662,-4.17,2018-07-04,2018-07-05,2018-07-03
300305.SZA,-1.6215,-3.0725000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300527.SZA,-2.7020999999999997,-3.0730999999999997,0.37,2018-07-19,2018-07-20,2018-07-18
300243.SZA,-2.3158,-3.0768,0.76,2018-04-09,2018-04-10,2018-04-04
002892.SZA,-1.7279,-3.0889,1.36,2019-04-02,2019-04-03,2019-03-30
002439.SZA,-2.1736,-3.0946,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
300762.SZA,-4.9252,-3.1062,-1.82,2019-10-15,2019-10-16,2019-10-14
002733.SZA,0.10360000000000003,-3.1073999999999997,3.21,2019-09-02,2019-09-03,2019-08-30
300803.SZA,-3.0055,-3.1165,0.11000000000000001,2019-10-30,2019-10-31,2019-10-29
000713.SZA,-2.7605999999999997,-3.1215999999999995,0.36,2019-07-11,2019-07-12,2019-07-10
002972.SZA,2.2184999999999997,-3.1325,5.35,2019-12-10,2019-12-11,2019-12-09
600675.SHA,2.2184999999999997,-3.1325,5.35,2019-02-01,2019-02-11,2019-01-31
002530.SZA,-0.8109,-3.1419,2.33,2018-04-24,2018-04-25,2018-04-23
837935.SHA,-4.9645,-3.1454999999999997,-1.82,2019-02-27,2019-02-28,2019-02-26
002314.SZA,-3.7146,-3.1455999999999995,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
002818.SZA,-0.9049,-3.1459,2.24,2018-10-31,2018-11-01,2018-10-30
002384.SZA,-7.966200000000001,-3.1472,-4.82,2019-04-25,2019-04-26,2019-04-24
600678.SHA,-3.8929,-3.1739,-0.72,2019-01-25,2019-01-28,2019-01-24
002461.SZA,-3.7565,-3.1874999999999996,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
000815.SZA,-4.6846,-3.1955999999999993,-1.49,2019-01-28,2019-01-29,2019-01-25
000010.SZA,-0.5291,-3.2001,2.67,2019-04-16,2019-04-17,2019-04-13
200160.SZA,-2.1851,-3.2160999999999995,1.03,2018-10-16,2018-10-17,2018-10-13
603697.SHA,-2.1851,-3.2160999999999995,1.03,2019-04-16,2019-04-17,2019-04-15
000987.SZA,-5.4489,-3.2199,-2.23,2019-04-10,2019-04-11,2019-04-09
002681.SZA,-3.1246,-3.2356,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
000039.SZA,-5.1987000000000005,-3.2397000000000005,-1.96,2018-10-17,2018-10-18,2018-10-16
300535.SZA,-5.4755,-3.2465,-2.23,2019-04-10,2019-04-11,2019-04-09
002572.SZA,-5.8316,-3.2525999999999997,-2.58,2018-08-30,2018-08-31,2018-08-29
000520.SZA,-1.2688000000000001,-3.2598,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002647.SZA,-1.0265,-3.2675,2.24,2018-10-31,2018-11-01,2018-10-30
200530.SZA,2.0481,-3.3028999999999997,5.35,2019-07-16,2019-07-17,2019-07-13
000695.SZA,2.0481,-3.3028999999999997,5.35,2019-02-01,2019-02-11,2019-01-31
300236.SZA,-5.1387,-3.3196999999999997,-1.82,2019-10-15,2019-10-16,2019-10-14
688368.SHA,-1.7290999999999999,-3.3400999999999996,1.6099999999999999,2019-09-18,2019-09-19,2019-09-17
002146.SZA,-5.1716999999999995,-3.3426999999999993,-1.83,2018-04-25,2018-04-26,2018-04-24
601869.SHA,-5.6728,-3.3437999999999994,-2.33,2018-07-03,2018-07-04,2018-07-02
430755.SZA,-5.6728,-3.3437999999999994,-2.33,2019-07-16,2019-07-17,2019-07-15
601798.SHA,2.0061,-3.3448999999999995,5.35,2019-02-01,2019-02-11,2019-01-31
002106.SZA,-2.0315,-3.3924999999999996,1.36,2019-04-02,2019-04-03,2019-03-30
300406.SZA,-7.605600000000001,-3.3966000000000007,-4.21,2018-10-15,2018-10-16,2018-10-12
002536.SZA,-3.2459000000000002,-3.3969,0.14999999999999997,2018-08-13,2018-08-14,2018-08-10
603613.SHA,-3.2459000000000002,-3.3969,0.14999999999999997,2019-07-10,2019-07-11,2019-07-09
002896.SZA,-4.0775,-3.3985,-0.6799999999999999,2018-10-29,2018-10-30,2018-10-26
000816.SZA,-0.7389999999999999,-3.4099999999999997,2.67,2019-04-16,2019-04-17,2019-04-13
832821.SHA,-3.1311,-3.4221,0.29000000000000004,2019-02-01,2019-02-11,2019-01-31
002800.SZA,-7.5038,-3.4248,-4.08,2019-03-25,2019-03-26,2019-03-22
002054.SZA,-2.0124999999999997,-3.4334999999999996,1.42,2019-11-01,2019-11-04,2019-10-31
600792.SHA,-5.263199999999999,-3.4341999999999993,-1.83,2019-01-30,2019-01-31,2019-01-29
000799.SZA,-4.1241,-3.4851,-0.64,2018-04-13,2018-04-16,2018-04-12
002727.SZA,-3.4933,-3.5043,0.010000000000000009,2018-11-05,2018-11-06,2018-11-02
832899.SHA,-3.4933,-3.5043,0.010000000000000009,2019-07-09,2019-07-10,2019-07-08
603013.SHA,-5.0168,-3.5277999999999996,-1.49,2018-04-17,2018-04-18,2018-04-16
300668.SZA,-5.0168,-3.5277999999999996,-1.49,2019-01-28,2019-01-29,2019-01-25
300130.SZA,-5.341200000000001,-3.5322000000000005,-1.81,2019-10-30,2019-10-31,2019-10-29
832467.SHA,-2.6241000000000003,-3.5451,0.9199999999999999,2019-02-28,2019-03-01,2019-02-27
600258.SHA,-2.6241000000000003,-3.5451,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
603887.SHA,-3.2295,-3.5604999999999998,0.33000000000000007,2019-10-22,2019-10-23,2019-10-21
300232.SZA,-2.1129,-3.5639,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002812.SZA,-2.1147,-3.5657,1.45,2019-10-10,2019-10-11,2019-10-09
603992.SHA,-5.1574,-3.6083999999999996,-1.5500000000000003,2018-10-10,2018-10-11,2018-10-09
002796.SZA,-0.9803,-3.6112999999999995,2.63,2019-03-01,2019-03-04,2019-02-28
300777.SZA,-3.5442,-3.6252,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
600794.SHA,-5.1509,-3.6319,-1.52,2019-10-17,2019-10-18,2019-10-16
002742.SZA,-5.3558,-3.6468000000000003,-1.71,2018-04-03,2018-04-04,2018-03-31
002150.SZA,-0.3336999999999999,-3.6546999999999996,3.32,2018-07-12,2018-07-13,2018-07-11
000836.SZA,-4.2972,-3.6582,-0.64,2018-04-13,2018-04-16,2018-04-12
002247.SZA,-5.8183,-3.6592999999999996,-2.16,2018-08-29,2018-08-30,2018-08-28
600647.SHA,-6.3837,-3.6847,-2.7,2019-10-29,2019-10-30,2019-10-26
002273.SZA,-7.894499999999999,-3.725499999999999,-4.17,2018-07-04,2018-07-05,2018-07-03
300732.SZA,0.3626999999999998,-3.7382999999999997,4.1,2019-04-01,2019-04-02,2019-03-29
603301.SHA,-5.988200000000001,-3.7592000000000008,-2.23,2018-03-22,2018-03-23,2018-03-21
300319.SZA,-5.988200000000001,-3.7592000000000008,-2.23,2019-01-29,2019-01-30,2019-01-28
839483.SHA,-5.988200000000001,-3.7592000000000008,-2.23,2018-07-13,2018-07-16,2018-07-12
002938.SZA,-10.834299999999999,-3.7652999999999985,-7.07,2018-10-10,2018-10-11,2018-10-09
300151.SZA,-3.7873999999999994,-3.7883999999999993,0.0,2018-02-12,2018-02-13,2018-02-09
300474.SZA,-5.6404,-3.8213999999999992,-1.82,2019-10-15,2019-10-16,2019-10-14
832398.SHA,-1.9401,-3.8310999999999997,1.89,2018-07-04,2018-07-05,2018-07-03
830974.SHA,-1.9401,-3.8310999999999997,1.89,2020-01-02,2020-01-03,2019-12-31
002040.SZA,-10.9087,-3.8396999999999992,-7.07,2018-10-10,2018-10-11,2018-10-09
000029.SZA,0.0,-3.851,3.85,2018-11-01,2018-11-02,2018-10-31
002046.SZA,-2.222,-3.883,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
600104.SHA,1.4638,-3.8871999999999995,5.35,2019-02-01,2019-02-11,2019-01-31
900913.SHA,1.4638,-3.8871999999999995,5.35,2019-01-31,2019-02-01,2019-01-30
002948.SZA,1.4638,-3.8871999999999995,5.35,2018-12-06,2018-12-07,2018-12-05
900926.SHA,-3.7748,-3.8958,0.12,2018-10-18,2018-10-19,2018-10-17
002405.SZA,-3.7748,-3.8958,0.12,2018-04-27,2018-05-02,2018-04-26
601058.SHA,-3.2115,-3.9025,0.6900000000000001,2019-01-23,2019-01-24,2019-01-22
300118.SZA,-6.1578,-3.9288,-2.23,2019-04-10,2019-04-11,2019-04-09
600677.SHA,-4.6496,-3.9306000000000005,-0.72,2019-01-25,2019-01-28,2019-01-24
002795.SZA,-3.6136999999999997,-3.9347,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
838777.SHA,-3.6136999999999997,-3.9347,0.32000000000000006,2019-03-01,2019-03-04,2019-02-28
300223.SZA,-11.5744,-3.935400000000001,-7.64,2018-10-11,2018-10-12,2018-10-10
002415.SZA,-2.1158,-3.9368000000000003,1.82,2018-07-24,2018-07-25,2018-07-21
002913.SZA,-4.2093,-3.9402999999999997,-0.27,2018-10-25,2018-10-26,2018-10-24
600064.SHA,-2.8278,-3.9488,1.12,2019-04-15,2019-04-16,2019-04-12
832127.SHA,-5.996,-3.967,-2.0300000000000002,2019-02-28,2019-03-01,2019-02-27
300709.SZA,-2.9707,-3.9717,0.9999999999999999,2019-08-26,2019-08-27,2019-08-23
002730.SZA,-1.3177999999999999,-3.9888,2.67,2019-04-16,2019-04-17,2019-04-15
000036.SZA,-2.075,-3.996,1.92,2019-03-21,2019-03-22,2019-03-20
600423.SHA,1.2789,-4.0721,5.35,2019-02-01,2019-02-11,2019-01-31
002712.SZA,-5.7888,-4.0798000000000005,-1.71,2018-04-03,2018-04-04,2018-03-31
002803.SZA,-0.24380000000000002,-4.0948,3.85,2018-11-01,2018-11-02,2018-10-31
870706.SHA,-2.1429000000000005,-4.133900000000001,1.9899999999999998,2019-02-25,2019-02-26,2019-02-22
600202.SHA,-2.1429000000000005,-4.133900000000001,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
300162.SZA,-2.4961,-4.1771,1.68,2019-10-11,2019-10-14,2019-10-10
600247.SHA,-3.2773,-4.198300000000001,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
300674.SZA,-4.8198,-4.2008,-0.62,2019-10-16,2019-10-17,2019-10-15
300683.SZA,-3.857,-4.218000000000001,0.36,2019-07-11,2019-07-12,2019-07-10
300129.SZA,-6.5511,-4.2221,-2.33,2019-04-11,2019-04-12,2019-04-10
000839.SZA,-5.7179,-4.2289,-1.49,2019-01-28,2019-01-29,2019-01-25
300601.SZA,-4.8017,-4.242700000000001,-0.5599999999999999,2018-04-04,2018-04-09,2018-04-03
000628.SZA,-4.9992,-4.280200000000001,-0.72,2019-01-25,2019-01-28,2019-01-24
002933.SZA,-4.9992,-4.280200000000001,-0.72,2018-08-08,2018-08-09,2018-08-07
300212.SZA,-8.498,-4.289,-4.21,2018-10-15,2018-10-16,2018-10-12
300373.SZA,-4.4446,-4.2956,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
000403.SZA,-3.1532,-4.3342,1.18,2019-01-15,2019-01-16,2019-01-12
300470.SZA,-2.9965,-4.447500000000001,1.45,2019-10-10,2019-10-11,2019-10-09
603666.SHA,-2.784,-4.4750000000000005,1.69,2018-05-30,2018-05-31,2018-05-29
600587.SHA,-2.784,-4.4750000000000005,1.69,2019-09-03,2019-09-04,2019-08-31
831557.SHA,-4.4161,-4.4771,0.06,2019-07-31,2019-08-01,2019-07-30
688001.SHA,-4.4161,-4.4771,0.06,2019-07-04,2019-07-05,2019-07-03
601898.SHA,-6.4609,-4.5019,-1.96,2018-10-17,2018-10-18,2018-10-16
002016.SZA,-5.0853,-4.5163,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
300288.SZA,-3.5175,-4.5285,1.01,2018-04-10,2018-04-11,2018-04-09
002235.SZA,-3.9960000000000004,-4.537000000000001,0.54,2018-03-01,2018-03-02,2018-02-28
832918.SHA,-3.2166000000000006,-4.537600000000001,1.32,2019-03-25,2019-03-26,2019-03-22
002083.SZA,-0.4570000000000001,-4.558,4.1,2019-04-01,2019-04-02,2019-03-29
002638.SZA,-3.1858000000000004,-4.606800000000001,1.42,2019-11-01,2019-11-04,2019-10-31
201872.SZA,-5.1621,-4.6131,-0.55,2019-07-12,2019-07-15,2019-07-11
002815.SZA,-4.8888,-4.619800000000001,-0.27,2018-10-25,2018-10-26,2018-10-24
002723.SZA,-11.3296,-4.6206,-6.71,2019-04-30,2019-05-06,2019-04-29
300657.SZA,-2.5219,-4.6229000000000005,2.1,2019-10-09,2019-10-10,2019-10-08
002243.SZA,-3.6735,-4.6745,0.9999999999999999,2019-08-26,2019-08-27,2019-08-23
600777.SHA,-6.5078000000000005,-4.678800000000001,-1.83,2019-01-30,2019-01-31,2019-01-29
300771.SZA,-5.3850999999999996,-4.7161,-0.6699999999999999,2019-04-02,2019-04-03,2019-04-01
831194.SHA,-5.3850999999999996,-4.7161,-0.6699999999999999,2019-03-01,2019-03-04,2019-02-28
000025.SZA,-5.3850999999999996,-4.7161,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
300606.SZA,-3.7178,-4.728800000000001,1.01,2018-04-10,2018-04-11,2018-04-09
300391.SZA,-3.4203,-4.781300000000001,1.36,2019-04-02,2019-04-03,2019-03-30
600622.SHA,-2.8232,-4.8142000000000005,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002139.SZA,-8.5649,-4.8159,-3.75,2018-08-01,2018-08-02,2018-07-31
300443.SZA,-3.367,-4.8180000000000005,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300080.SZA,-5.5677,-4.8287,-0.74,2018-07-17,2018-07-18,2018-07-16
000063.SZA,2.2625,-4.8385,7.1,2019-03-29,2019-04-01,2019-03-28
002252.SZA,-2.9997999999999996,-4.8808,1.8800000000000001,2019-03-28,2019-03-29,2019-03-27
688039.SHA,-2.4293,-4.960300000000001,2.5300000000000002,2019-11-25,2019-11-26,2019-11-22
300123.SZA,-6.3645,-4.9855,-1.38,2018-07-10,2018-07-11,2018-07-09
300426.SZA,-4.5567,-4.997700000000001,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
002529.SZA,-4.2090000000000005,-5.050000000000001,0.84,2018-05-02,2018-05-03,2018-04-27
002250.SZA,-3.6359000000000004,-5.086900000000001,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
834134.SHA,-3.6359000000000004,-5.086900000000001,1.4500000000000002,2019-03-01,2019-03-04,2019-02-28
000715.SZA,-2.5603999999999996,-5.0914,2.5300000000000002,2019-10-25,2019-10-28,2019-10-24
002560.SZA,-2.5702000000000003,-5.101200000000001,2.5300000000000002,2019-10-25,2019-10-28,2019-10-24
002524.SZA,-6.9532,-5.1242,-1.8299999999999998,2019-04-29,2019-04-30,2019-04-26
000629.SZA,-7.6997,-5.180700000000001,-2.52,2018-10-12,2018-10-15,2018-10-11
000014.SZA,-5.1442,-5.2052,0.06,2019-01-24,2019-01-25,2019-01-23
300693.SZA,-3.2268999999999997,-5.217899999999999,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
870704.SHA,-4.2945,-5.3055,1.01,2019-01-25,2019-01-28,2019-01-24
300249.SZA,-4.2945,-5.3055,1.01,2018-04-10,2018-04-11,2018-04-05
002023.SZA,-7.469099999999999,-5.310099999999999,-2.16,2018-08-29,2018-08-30,2018-08-28
603388.SHA,-6.8003,-5.3113,-1.4900000000000002,2018-04-19,2018-04-20,2018-04-18
000786.SZA,-6.042400000000001,-5.373400000000001,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
002001.SZA,-9.6142,-5.445200000000001,-4.17,2018-07-04,2018-07-05,2018-07-03
300590.SZA,-5.202100000000001,-5.463100000000001,0.26,2019-03-19,2019-03-20,2019-03-16
002006.SZA,-7.8991,-5.4701,-2.4299999999999997,2018-08-14,2018-08-15,2018-08-11
002789.SZA,-6.066599999999999,-5.497599999999999,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
002364.SZA,-5.2149,-5.5059000000000005,0.29000000000000004,2019-10-31,2019-11-01,2019-10-30
300739.SZA,-7.0259,-5.5369,-1.49,2019-01-28,2019-01-29,2019-01-25
300396.SZA,-9.7708,-5.5618,-4.21,2018-10-15,2018-10-16,2018-10-12
002801.SZA,-4.6032,-5.6042000000000005,0.9999999999999999,2019-08-26,2019-08-27,2019-08-23
002641.SZA,-6.2684,-5.7194,-0.55,2019-07-09,2019-07-10,2019-07-08
300205.SZA,-7.9741,-5.7451,-2.23,2019-04-10,2019-04-11,2019-04-09
200055.SZA,-10.0139,-5.8049,-4.21,2019-01-17,2019-01-18,2019-01-16
300492.SZA,-8.0759,-5.846900000000001,-2.23,2019-04-10,2019-04-11,2019-04-09
300139.SZA,-7.7633,-5.9343,-1.83,2019-01-30,2019-01-31,2019-01-29
603876.SHA,-7.7879000000000005,-5.958900000000001,-1.83,2019-01-30,2019-01-31,2019-01-29
300302.SZA,-7.1541,-5.9651000000000005,-1.19,2018-03-14,2018-03-15,2018-03-13
002181.SZA,-6.7074,-6.0884,-0.62,2019-10-16,2019-10-17,2019-10-15
002865.SZA,-9.113199999999999,-6.124199999999999,-2.9899999999999998,2018-08-15,2018-08-16,2018-08-14
300595.SZA,-5.698999999999999,-6.14,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
002825.SZA,-6.1011,-6.1621,0.06,2019-04-09,2019-04-10,2019-04-08
300536.SZA,-6.2137,-6.214700000000001,0.0,2018-01-22,2018-01-23,2018-01-19
000735.SZA,-8.4924,-6.2634,-2.23,2019-01-29,2019-01-30,2019-01-26
000048.SZA,-7.0182,-6.3992,-0.62,2019-10-16,2019-10-17,2019-10-15
002835.SZA,-9.1329,-6.4338999999999995,-2.7,2019-10-29,2019-10-30,2019-10-26
002058.SZA,-8.27,-6.441,-1.83,2019-01-30,2019-01-31,2019-01-29
002296.SZA,-9.161200000000001,-6.462200000000001,-2.7,2019-10-29,2019-10-30,2019-10-26
300540.SZA,-6.426699999999999,-6.487699999999999,0.06,2019-04-09,2019-04-10,2019-04-08
300662.SZA,-6.411,-6.492,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
002564.SZA,-8.3102,-6.5012,-1.81,2019-03-26,2019-03-27,2019-03-23
002582.SZA,-8.2214,-6.522399999999999,-1.7,2018-10-26,2018-10-29,2018-10-25
300688.SZA,-6.1231,-6.564100000000001,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
000555.SZA,-7.3437,-6.6047,-0.74,2018-07-17,2018-07-18,2018-07-14
600466.SHA,-8.2285,-6.709500000000001,-1.52,2019-10-17,2019-10-18,2019-10-16
603058.SHA,-6.3302,-6.771199999999999,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
300523.SZA,-8.3219,-6.772899999999999,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
300706.SZA,-5.8782,-6.8892,1.01,2018-04-10,2018-04-11,2018-04-09
002481.SZA,-7.6602,-6.9412,-0.72,2019-01-25,2019-01-28,2019-01-24
002456.SZA,-8.7736,-6.9446,-1.83,2018-04-25,2018-04-26,2018-04-24
300510.SZA,-8.5776,-7.0886000000000005,-1.49,2019-01-28,2019-01-29,2019-01-25
002371.SZA,-4.5249999999999995,-7.156,2.63,2018-10-30,2018-10-31,2018-10-27
832423.SHA,-8.049199999999999,-7.430199999999999,-0.62,2019-01-16,2019-01-17,2019-01-15
600318.SHA,-5.4393,-7.4303,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
000766.SZA,-10.5036,-7.514600000000001,-2.9899999999999998,2018-08-15,2018-08-16,2018-08-14
002075.SZA,0.0,-7.701,7.699999999999999,2018-10-19,2018-10-22,2018-10-18
002009.SZA,-7.7501,-7.7511,0.0,2018-02-06,2018-02-07,2018-02-05
002507.SZA,-9.4656,-7.7666,-1.7,2018-10-26,2018-10-29,2018-10-25
002102.SZA,-9.9502,-7.791200000000001,-2.16,2018-08-29,2018-08-30,2018-08-28
300168.SZA,-12.0234,-7.814400000000001,-4.21,2018-10-15,2018-10-16,2018-10-12
600227.SHA,-9.9138,-7.8748000000000005,-2.04,2018-06-27,2018-06-28,2018-06-26
833292.SHA,-6.9404,-7.9514000000000005,1.01,2019-02-27,2019-02-28,2019-02-26
