,rtn,pure_rtn,zz500_rtn,net_rtn,in_date,out_date,code,pub_date,sum_pure_return,positions,is_real,forecasttype,forecast,zfpx,size,turnover_rate5,turnover_rate1,pct_change5,pct_change,pe_ttm,volume_ratio,industry,from_list_date
5540,-12.646655196028085,-14.39353810285237,1.5868829068242836,-0.0,2019-07-12,20190715,300725.SZ,2019-07-12,84.32815712050797,0.0,0,略增,0.0,29.805,530964.4697,2.9623199999999996,3.9588,-0.01752577319587629,-0.011005756857433215,56.9006,1.48,39.0,6.400257445308821
5175,-16.008221013004793,-14.384358839976406,-1.7838621730283866,-0.0,2019-04-29,20190430,002451.SZ,2019-04-29,70.24285900632266,0.0,0,预增,2.0,301.535,608359.9617,10.36754,11.0104,0.014065934065934052,0.050323508267433446,771.7939,1.2,25.0,8.0702808933939
6664,-15.500965197215788,-14.156292852840737,-1.5046723443750512,-0.0,2019-10-15,20191016,300047.SZ,2019-10-15,99.20746809924181,0.0,0,略增,0.0,15.0,419665.3568,3.75942,10.8734,0.02331606217616579,0.09948979591836726,24.7643,4.66,42.0,8.17413934342947
4144,-15.345591954022991,-14.115056324378779,-1.3905356296442128,-0.0,2019-01-30,20190131,600318.SH,2019-01-30,69.26273911533646,0.0,0,扭亏,1.0,116.195,336864.0,0.6370250000000001,0.6132,0.0007204610951008491,0.020527859237536607,,0.75,23.0,8.797850648931053
4031,-15.146715622161668,-13.916179992517456,-1.3905356296442128,-0.15340129205790368,2019-01-30,20190131,002871.SZ,2019-01-30,69.19784132964735,0.011023232822540776,1,略增,0.0,25.0,63637.8,28.578740000000003,26.6061,-0.0122762148337596,0.007780320366132638,37.1785,0.78,61.0,6.432940092739179
4810,-13.430733703329965,-13.872590624937999,0.2818569216080343,-0.0,2019-04-09,20190410,300112.SZ,2019-04-09,60.21910061937627,0.0,0,预增,2.0,134.99,184793.53399999999,2.8198,2.9457,0.02269662921348314,0.09988901220865709,47.9393,1.13,96.0,8.051659556841953
3197,-13.40136054421769,-13.574565477551005,0.013204933333314794,-0.12374902590306705,2018-10-24,20181025,000150.SZ,2018-10-24,27.598497369025093,0.009116242144746182,1,略增,0.0,35.375,677031.8036,2.23458,4.0378,-0.04727272727272728,-0.07547169811320761,29.864,2.74,37.0,8.801619971147346
5646,-11.62617667278929,-13.453744458554455,1.6675677857651643,-0.047206120907208785,2019-07-15,20190716,300662.SZ,2019-07-15,84.45461296418877,0.003508771929824574,1,预增,2.0,42.0,345306.04,1.17728,0.9903,-0.0009921671018276643,-0.004440961337513106,53.6239,0.79,7.0,6.633318433280377
6740,-12.510335004530358,-13.333704783666668,0.6633697791363109,-0.0,2019-10-24,20191025,002800.SZ,2019-10-24,99.63150512515145,0.0,0,预增,2.0,450.825,236401.2613,13.381219999999999,21.0771,0.004004929143561297,0.09999999999999992,106.9109,1.63,98.0,7.118826249062078
1741,-11.938495271157816,-12.51872908731088,0.42023381615306443,-0.0,2018-07-13,20180717,300700.SZ,2018-07-13,25.038627740025586,0.0,0,略增,0.0,32.655,109777.4,8.136819999999998,10.7241,0.013287972783670204,0.06007559180425693,31.4142,1.45,58.0,5.6937321388027
4770,-12.06215681063123,-12.504013732239263,0.2818569216080343,-0.0,2019-04-09,20190410,300399.SZ,2019-04-09,60.2126835924457,0.0,0,扭亏,1.0,320.625,201753.1708,4.4193999999999996,3.5427,0.01986851716581448,0.10014619883040943,137.7949,0.78,2.0,7.399398083331354
6526,-13.640417249698434,-12.295744905323383,-1.5046723443750512,-0.01976101859784141,2019-10-15,20191016,000048.SZ,2019-10-15,99.35791167768323,0.0016071428571428781,1,扭亏,1.0,632.725,971689.4232,0.146,0.146,0.0,0.0,15.4737,0.65,24.0,9.11679862756782
5240,-13.097809266409275,-12.23328834436015,-1.0245209220491263,-0.0,2019-07-02,20190703,300263.SZ,2019-07-02,82.31930093394172,0.0,0,略增,0.0,40.0,338200.0684,3.44704,10.6933,0.01764705882352941,0.09978768577494687,31.0741,6.44,47.0,7.951207156472972
106,-12.341929752066116,-12.072193094693427,-0.4297366573726905,-0.0,2018-03-15,20180316,300511.SZ,2018-03-15,-2.043375760796876,0.0,0,预增,2.0,142.35,218668.7606,1.75258,2.1455,0.011538461538461543,0.021528070915998225,44.9757,1.37,80.0,6.511745329644728
6121,-10.553921786197575,-12.063777059831981,1.349855273634405,-0.0,2019-10-10,20191011,300141.SZ,2019-10-10,96.37445113657189,0.0,0,预增,2.0,635.0,121343.5554,2.1303600000000005,4.2687,0.022926093514328803,0.09970238095238095,241.9228,2.49,25.0,8.083328608786376
6483,-13.362174322732635,-12.017501978357584,-1.5046723443750512,-0.0193138424652178,2019-10-15,20191016,300561.SZ,2019-10-15,99.34298412204268,0.0016071428571428781,1,略增,0.0,10.925,172491.2027,7.00932,9.5181,0.01534559289790743,0.09974093264248711,156.077,1.52,42.0,6.961296045910167
3309,-14.147837288135596,-11.984246460393571,-2.3235908277420263,-0.0,2018-10-26,20181029,002034.SZ,2018-10-26,27.24586888236261,0.0,0,略增,0.0,29.89,185108.0552,7.488279999999999,12.1119,0.07675906183368868,0.09999999999999996,15.3189,2.0,3.0,8.550047528287184
21,-14.731769716775604,-11.980080980136975,-2.911688736638628,-0.0,2018-02-06,20180207,002579.SZ,2018-02-06,-2.831168254190744,0,0,预增,2.0,358.925,315863.2992,1.7931,1.7931,0.0,0.0,151.3558,1.27,13.0,7.8083230503910555
5414,-11.91934277879341,-11.953026237506318,-0.12631654128709313,-0.0,2019-07-11,20190712,300575.SZ,2019-07-11,83.99979122576156,0.0,0,略增,0.0,16.7,176941.3392,4.04408,3.2458,-0.015638692281766092,-0.009057971014492754,14.4315,0.77,49.0,6.8308742346461795
3026,-16.09984948472924,-11.9227978436079,-4.337051641121342,-0.0,2018-10-15,20181016,300685.SZ,2018-10-15,23.3635269575868,0.0,0,略增,0.0,39.995,486209.2392,0.9652999999999998,0.9442,-0.012407732864674873,-0.003361344537815121,64.2762,0.98,46.0,6.068425588244111
1069,-11.743484892086343,-11.730648266926108,-0.17283662516023468,-0.0,2018-04-27,20180502,002881.SZ,2018-04-27,0.7358567844169683,0.0,0,略增,0.0,25.17,88971.12,16.77724,12.7819,0.010473186119873818,-0.0411037654498419,60.7368,0.78,31.0,5.71042701737487
6145,-10.104384133611688,-11.714619674619717,1.450235541008029,-0.06694068385496987,2019-10-11,20191014,300569.SZ,2019-10-11,98.82022380329636,0.0057142857142857195,1,预增,2.0,150.0,243164.1105,8.51666,9.2232,0.002858655373213336,0.008421052631578954,27.6579,1.1,47.0,6.943122422819428
1984,-10.440950284414107,-11.56014217627598,0.959191891861872,-0.8480912361348265,2018-08-07,20180808,002511.SZ,2018-08-07,30.230383061485856,0.0733633914879785,1,略增,0.0,22.5,1106564.7653,0.37052,0.4643,-0.0147523709167545,-0.03087100330760762,30.3984,1.24,54.0,7.9391588179567965
3852,-13.28689682539682,-11.42436332560917,-2.022533499787651,-0.1902993853677571,2019-01-28,20190129,300344.SZ,2019-01-26,70.17063258703003,0.01665732959850609,1,扭亏,1.0,206.745,131409.8854,1.6824,1.6824,0.0,0.0,97.4429,0.4,42.0,7.766840537085513
3570,-9.901981494057726,-11.322637582125248,1.2606560880675222,-2.0951088238602603e-16,2019-01-15,20190116,601619.SH,2019-01-15,70.56656527747188,1.850371707708594e-17,1,预增,2.0,63.675,296711.5112,10.89656,18.9142,0.06591422121896162,0.10093457943925235,40.1967,2.45,22.0,6.285998094508865
2668,-12.573398591549285,-11.137438147396717,-1.5959604441525685,-0.0,2018-10-12,20181015,300199.SZ,2018-10-12,22.94494006966742,0,0,略增,0.0,25.0,628371.4011,1.0074,1.4859,-0.0031195840554592673,-0.04135021097046415,27.8066,1.65,39.0,7.912423121473705
3859,-12.99606078860899,-11.13352728882134,-2.022533499787651,-0.18545483364385895,2019-01-28,20190129,300192.SZ,2019-01-28,69.32167629233503,0.01665732959850609,1,预增,2.0,1211.0,157367.0438,1.8247799999999998,1.9812,0.0024390243902439293,0.0032967032967034216,28.9338,1.07,11.0,7.959275960116396
4408,-8.264347368421049,-10.929712515671149,2.5053651472500986,-2.1859425031342297,2019-03-18,20190319,002425.SZ,2019-03-18,58.734140762947334,0.2,1,预增,2.0,100.0,733596.0511,4.3056399999999995,4.3471,0.027431421446384035,0.09090909090909088,25.1065,1.05,2.0,8.0702808933939
5025,-11.06986662546354,-10.928126112739081,-0.30174051272445856,-0.0,2019-04-15,20190416,002234.SZ,2019-04-13,61.73437968304704,0.0,0,扭亏,1.0,2530.8,511337.6428,10.0815,10.0815,0.0,0.0,21.226,0.71,29.0,8.287780027088433
4413,-10.519347469220252,-10.86314848231142,0.18380101309116892,-4.020172521661321e-16,2019-03-19,20190320,300037.SZ,2019-03-19,58.734140762947334,3.700743415417188e-17,1,略增,0.0,10.0,728025.1458,3.6248600000000004,3.6044,-0.004610758436351495,0.02812939521800271,34.2455,0.89,57.0,8.116715624819111
6424,-12.204616717019142,-10.859944372644092,-1.5046723443750512,-0.017453482027463947,2019-10-15,20191016,300579.SZ,2019-10-15,99.33936314652246,0.0016071428571428781,1,略增,0.0,8.515,262439.3106,18.11584,15.1654,0.001675552170601667,0.01663680573329917,80.2984,0.76,42.0,6.926577033222725
4146,-12.073058365543899,-10.842522735899687,-1.3905356296442128,-0.0,2019-01-30,20190131,002572.SZ,2019-01-30,69.26273911533646,0.0,0,略增,0.0,7.5,1155591.5572,2.08742,1.68,0.012933568489124019,-0.01682953311617819,16.3498,0.83,94.0,7.952615111651
397,-11.52692346368715,-10.82973203778714,-0.8571914259000089,-0.0,2018-04-04,20180409,300121.SZ,2018-04-04,-0.18006161738091053,0.0,0,预增,2.0,170.7,527783.7998,1.36852,1.5093,0.014371257485029954,0.009873060648801169,26.4165,1.12,57.0,7.918992488165245
3726,-9.711560337005837,-10.78127020767773,0.9097098706718927,-0.0362395637232865,2019-01-23,20190124,300454.SZ,2019-01-23,71.85162948452557,0.003361344537815127,1,略增,0.0,5.0,370412.58,2.86274,1.7163,-0.0012024908739531937,-0.018135539293668554,60.8345,0.6,42.0,5.501258210544727
2693,-12.197224849699408,-10.76126440554684,-1.5959604441525685,-0.0,2018-10-12,20181015,300257.SZ,2018-10-12,23.377691090170018,0,0,略增,0.0,40.0,815887.0887,0.91906,1.0359,-0.017383348581884707,-0.04588910133843216,67.9747,1.25,61.0,7.862112211662748
1575,-10.151224770642205,-10.71225858679527,0.40103381615306444,-0.05113445263867377,2018-07-13,20180716,300028.SZ,2018-07-13,24.941649386676925,0.0047734520432232575,1,扭亏,1.0,271.64,37493.2779,10.24058,11.4557,-0.03851851851851852,0.009259259259259267,,1.44,1000.0,200.0
4352,-2.1542576197387544,-10.603459968771574,8.28920234903282,-8.482767975017259,2019-02-22,20190225,000529.SZ,2019-02-22,62.76383373423622,0.8,1,略增,0.0,7.195,392650.3358,3.79674,10.0963,0.07179487179487176,0.10063897763578274,24.9875,5.36,55.0,9.12913031655064
4645,-9.604357129714813,-10.47753692115527,0.7131797914404556,-0.0,2019-04-02,20190403,000936.SZ,2019-04-02,60.95158241544638,0.0,0,预增,2.0,2804.055,962402.2326,6.3733200000000005,7.587999999999999,0.021384928716904256,0.019699812382739126,30.0051,1.19,44.0,8.877381954654766
42,-9.81290188679246,-10.386433792505116,0.41353190571265647,-4.154573517002047,2018-02-13,20180214,300618.SZ,2018-02-13,-0.22806929812032495,0.4,1,预增,2.0,409.85,795000.0,11.71088,11.9555,0.03431628277112162,0.06382978723404258,93.7701,1.02,75.0,5.820082930352362
4107,-11.568381430363864,-10.337845800719652,-1.3905356296442128,-0.0,2019-01-30,20190131,300398.SZ,2019-01-30,69.26273911533646,0.0,0,预增,2.0,249.0,580216.0,0.9159799999999999,1.0492,0.001772151898734162,0.001256281407035149,23.5105,1.19,65.0,7.356918242356021
450,-9.007754548341003,-10.320124567838365,1.1523700194973618,-0.08413145028129104,2018-04-09,20180410,300661.SZ,2018-04-09,0.49643326515812664,0.008152173913043482,1,略增,0.0,18.5,187798.38600000003,7.269260000000001,4.5804,0.027154706094482513,-0.019381956877091887,81.7094,0.64,13.0,5.69035945432406
6153,-8.70389490994519,-10.314130450953218,1.450235541008029,-0.058937888291161304,2019-10-11,20191014,300492.SZ,2019-10-11,98.17374302806112,0.0057142857142857195,1,略增,0.0,29.68,307337.7047,3.35212,3.0721,0.012390852390852377,0.09991386735572784,136.915,0.84,8.0,7.2254814727822945
2447,-10.404840287769774,-10.239598172235118,-0.32524211553465726,-0.5057713163211534,2018-08-31,20180903,002488.SZ,2018-08-31,28.156761996894456,0.04939366836606565,1,预增,2.0,4606.13,569388.47,2.16716,1.1391,-0.006440382941688441,-0.014184397163120581,63.0562,0.37,19.0,7.9599745280805365
1700,-9.65585606494746,-10.216889881100526,0.40103381615306444,-0.0,2018-07-13,20180716,300335.SZ,2018-07-13,24.831805669283177,0.0,0,略增,0.0,5.0,277639.5149,2.5585,2.5817,0.009609609609609618,0.030511811023622097,15.6877,1.06,48.0,7.690286020676768
2017,-8.908801298701293,-10.194469969589619,1.1256686708883255,-0.7479008913914426,2018-08-13,20180814,002006.SZ,2018-08-11,29.124785864861966,0.07336339148797841,1,略增,0.0,18.96,331811.64,4.8946,4.8946,0.0,0.0,33.2597,8.72,47.0,8.54714026778419
5478,-8.333067355727822,-10.079950262552106,1.5868829068242836,-0.04199979276063356,2019-07-12,20190715,300207.SZ,2019-07-12,84.28858331366611,0.004166666666666645,1,略增,0.0,10.0,1622185.5393,0.765,0.4571,-0.008099173553719011,0.008688097306689804,24.9639,0.58,13.0,8.005367067316664
1548,-6.42311218568666,-10.039225167133928,3.4561129814472675,-0.0,2018-07-12,20180713,300705.SZ,2018-07-12,24.746957139534203,0.0,0,略增,0.0,11.85,151687.8,16.83516,35.4695,0.04831892411143133,0.10000000000000006,85.1785,2.97,39.0,5.5909869805108565
306,-10.792018680252305,-9.848946552719523,-1.1030721275327817,-0.04804364172058349,2018-04-02,20180403,002343.SZ,2018-03-31,-2.2216018894794987,0.00487804878048785,1,预增,2.0,209.75,912404.4393,1.7182000000000002,2.2047,0.009932885906040276,-0.05004859086491728,30.9743,1.51,40.0,7.999007213243955
6414,-10.343499999999993,-9.847208125460558,-0.656291874539435,-0.0,2019-10-14,20191015,300276.SZ,2019-10-14,98.77520519254435,0.0,0,略增,0.0,15.0,348504.2554,1.16642,1.1955,0.003821656050955408,0.005235602094240726,23.1239,0.96,47.0,7.964155718840937
6707,-9.379337863042895,-9.812113447111628,0.2727755840687327,-0.0,2019-10-22,20191023,603360.SH,2019-10-22,99.12317351198875,0.0,0,略增,0.0,,294270.223,3.0691800000000002,2.5464,0.0024271844660194333,0.008870967741935437,35.9911,0.77,57.0,6.8885724595653635
1536,-6.154471843719736,-9.770584825167003,3.4561129814472675,-0.0,2018-07-12,20180713,300454.SZ,2018-07-12,24.714476656831767,0.0,0,略增,0.0,11.0,495643.88,24.28996,21.1395,0.021828274688870976,0.016576399146561595,78.455,0.87,42.0,3.912023005428146
4388,-10.945213885505488,-9.750400102450383,-1.3548137830551057,-1.5600640163920614,2019-03-12,20190313,300423.SZ,2019-03-12,61.41087268990349,0.16,1,略增,0.0,27.7,359033.0075,6.32774,9.5306,0.031512160733168856,0.10016750418760476,21.2404,1.59,25.0,7.29776828253138
5612,-7.99925363583478,-9.746136542659064,1.5868829068242836,-0.0,2019-07-12,20190715,300590.SZ,2019-07-12,84.32815712050797,0.0,0,略增,0.0,30.0,333486.0,4.5774,5.4999,-0.02172673061965257,-0.041004184100418374,38.0654,1.25,31.0,6.807934943699926
4127,-10.903868965517242,-9.67333333587303,-1.3905356296442128,-0.0,2019-01-30,20190131,000560.SZ,2019-01-30,69.26273911533646,0.0,0,预增,2.0,764.995,597730.2511,0.84906,1.6634,-0.0025531914893617232,-0.04526748971193428,20.6673,2.92,26.0,9.118334726180159
458,-8.347166386789821,-9.659536406287183,1.1523700194973618,-0.07874622070342815,2018-04-09,20180410,300602.SZ,2018-04-05,0.557865077948619,0.008152173913043482,1,预增,2.0,85.0,197084.947,1.1574,1.1574,0.0,0.0,59.132,0.25,13.0,6.054439346269371
4450,-11.683726718547343,-9.643120071540826,-2.200606647006516,-0.642874671436055,2019-03-26,20190327,300401.SZ,2019-03-26,59.32034523288638,0.06666666666666667,1,略增,0.0,14.845,707792.9189,3.53814,5.6223,0.004780876494023897,-0.004519044544867675,24.0438,1.83,55.0,7.3914152346753585
2433,-11.963462308099533,-9.621812148852012,-2.501650159247522,-0.0,2018-08-30,20180831,002789.SZ,2018-08-30,29.643951687775267,0.0,0,略增,0.0,20.0,123942.1466,5.0436000000000005,3.1037,-0.09011052937754509,-0.03573251659009695,28.125,0.69,101.0,6.796823718274855
4397,-14.118963829787234,-9.566465651310331,-4.712498178476903,-0.0,2019-03-13,20190314,300042.SZ,2019-03-13,60.92830912084537,0,0,略增,0.0,2.5,252379.6675,5.3482199999999995,5.2696,0.03999999999999998,0.05076851420586865,46.7333,1.05,14.0,8.114922974204593
4989,-9.65771948051949,-9.51597896779503,-0.30174051272445856,-0.026879460827138924,2019-04-15,20190416,002454.SZ,2019-04-13,61.76752500134045,0.0028246658507871027,1,预增,2.0,139.83,359100.8667,3.0709,3.0709,0.0,0.0,20.4762,2.26,19.0,8.064636475774222
1588,-8.92853664122138,-9.489570457374445,0.40103381615306444,-0.04529800948906511,2018-07-13,20180716,300251.SZ,2018-07-13,24.8589705093794,0.0047734520432232575,1,预增,2.0,421.5,2884124.3914,1.18418,1.1347,0.007730426164519337,0.024437927663734114,11.7215,0.95,40.0,7.835579246669965
4512,-2.2073137197358825,-9.456407152035782,7.089093432299899,-0.02740987580300217,2019-03-29,20190401,300732.SZ,2019-03-29,60.400015680942595,0.002898550724637671,1,略增,0.0,2.5,344810.4288,4.64028,4.4518,0.004194756554307133,-0.018718502519798442,18.5824,1.03,8.0,6.142037405587356
6242,-9.9507,-9.454408125460564,-0.656291874539435,-0.04761542106769495,2019-10-14,20191015,300686.SZ,2019-10-14,99.05550730054695,0.00503631961259081,1,预增,2.0,910.43,176496.77300000004,9.949940000000002,10.3565,0.008749999999999999,0.010590015128593085,51.2919,1.07,13.0,6.668228248417403
5439,-7.653100000000016,-9.3999829068243,1.5868829068242836,-0.039166595445101045,2019-07-12,20190715,300129.SZ,2019-07-12,84.2467624355272,0.004166666666666645,1,预增,2.0,364.5,214220.36,0.6313000000000001,0.4066,-0.009523809523809532,-0.012345679012345635,169.3423,0.6,25.0,8.064950891749143
4643,-8.493258720330237,-9.366438511770692,0.7131797914404556,-0.0,2019-04-02,20190403,000811.SZ,2019-04-02,60.97571958310005,0.0,0,扭亏,1.0,839.465,632797.2038,5.52266,5.6574,0.032374100719424447,0.06250000000000004,22.4109,1.14,41.0,8.936824154997302
4480,-10.272243594646273,-9.299697209773896,-1.1325463848723765,-0.0,2019-03-27,20190328,002949.SZ,2019-03-27,60.38665561266525,0.0,0,扭亏,1.0,331.39,153856.14,27.398180000000004,17.3972,-0.01850780798149219,0.020487804878048747,48.7772,0.58,8.0,3.091042453358316
5370,-10.103266843033495,-9.29314100095451,-0.9701258420789863,-0.0,2019-07-10,20190711,300561.SZ,2019-07-10,82.97451441253737,0.0,0,略增,0.0,9.475,172795.9574,14.305539999999999,15.8273,0.00047142015321158167,-0.015055008685581819,164.2797,1.04,42.0,6.86484777797086
4993,-9.422592256341792,-9.280851743617333,-0.30174051272445856,-0.02621530498641382,2019-04-15,20190416,000859.SZ,2019-04-13,61.785577104325,0.0028246658507871027,1,预增,2.0,75.0,499035.924,8.6902,8.6902,0.0,0.0,42.7852,0.92,91.0,8.914760527397261
423,-7.951775881523263,-9.264145901020624,1.1523700194973618,-0.07552292854092903,2018-04-09,20180410,300424.SZ,2018-04-09,0.6402717779578345,0.008152173913043482,1,略增,0.0,5.0,348776.4103,4.862699999999999,4.9289,0.003882099209202007,-0.022406066873491972,102.0454,0.86,78.0,6.977281341630747
5891,-8.539183054626516,-9.215147452671156,0.5159643980446393,-2.459393519715091,2019-07-29,20190730,600984.SH,2019-07-27,87.63060883186506,0.2668859649122811,1,预增,2.0,217.74,590372.7135,0.5841,0.5841,0.0,0.0,34.2868,0.73,41.0,8.610683534503575
1172,-8.217670336728144,-9.210560334366082,0.8328899976379387,-0.0,2018-05-02,20180503,603799.SH,2018-04-28,1.4515020305101904,0.0,0,略增,0.0,,6169605.9713,2.6373599999999997,2.4067,0.005781814630334982,-0.04235978547404791,32.9402,0.89,75.0,7.0707241072602764
4372,-8.03629968798751,-9.187260054290896,0.9909603663033846,-0.0,2019-02-28,20190301,300420.SZ,2019-02-28,61.11881537903666,0.0,0,预增,2.0,216.075,300754.47,3.571,3.0092,0.024125874125874143,0.009448818897637875,44.3146,0.9,61.0,7.289610521451167
2999,-13.314516884247166,-9.137465243125824,-4.337051641121342,-0.0,2018-10-15,20181016,000553.SZ,2018-10-15,23.343608095979036,0.0,0,预增,2.0,59.2,280603.5946,1.9497399999999998,2.2447,-0.010396039603960381,-0.03849372384937231,7.5174,1.22,49.0,9.113278659133051
3416,-5.939034608266501,-9.137446023704081,3.0384114154375808,-0.05911554038083733,2018-10-30,20181031,002647.SZ,2018-10-30,27.036187533875257,0.006469591199497279,1,扭亏,1.0,125.495,907657.3097,0.37310000000000004,0.3802,-0.009853372434017594,0.0,,0.93,23.0,7.820439515262181
4474,-10.076429744384203,-9.103883359511826,-1.1325463848723765,-2.526835229807963e-16,2019-03-27,20190328,002299.SZ,2019-03-27,60.38665561266525,2.7755575615628914e-17,1,预增,2.0,427.685,2868343.8,2.23004,2.4139,-0.003500761035007617,0.01653543307086621,21.1763,1.06,29.0,8.142354276849835
946,-10.222419689119175,-9.01619796722154,-1.3662217218976345,-0.0,2018-04-25,20180426,002681.SZ,2018-04-25,0.11790572431749786,0.0,0,略增,0.0,20.0,700926.5273,0.48276,0.4885,-0.0038617886178861686,0.026595744680851064,30.6557,0.95,10.0,7.669961995473577
3047,-10.20637303370788,-8.957066016855055,-1.4093070168528246,-0.04683433211427121,2018-10-16,20181017,002240.SZ,2018-10-16,24.902083824139165,0.0052287581699342394,1,预增,2.0,610.16,436666.485,1.2961399999999998,1.1131,-0.03175803402646502,0.009070294784580506,62.6962,0.88,94.0,8.240385115516334
4076,-10.14298852459016,-8.912452894945949,-1.3905356296442128,-0.09824404328091674,2019-01-30,20190131,300296.SZ,2019-01-30,69.39693146718287,0.011023232822540776,1,略增,0.0,5.39,1148466.4325,1.671,1.421,-0.008559201141226814,0.00599700149925038,11.2142,0.82,102.0,7.826044013518965
2458,-9.05384427480915,-8.888602159274493,-0.32524211553465726,-0.0,2018-08-31,20180903,002749.SZ,2018-08-31,29.120967308298532,0.0,0,略增,0.0,15.0,344709.1367,0.7781600000000001,0.3536,-0.002357378595002357,-0.012950317871438596,27.6717,0.36,49.0,7.133295954896068
2753,-10.260837912509588,-8.82487746835702,-1.5959604441525685,-0.0,2018-10-12,20181015,300414.SZ,2018-10-12,22.94494006966742,0,0,略增,0.0,10.0,205235.4818,0.27652,0.3392,-0.026958831341301476,-0.0976454293628809,54.2915,1.26,31.0,7.1180162044653335
3259,-5.994050187265919,-8.739680659472594,2.585630472206674,-0.0,2018-10-25,20181026,002465.SZ,2018-10-25,27.27881175109677,0.0,0,略增,0.0,40.0,1658477.0001,0.82562,0.6035,0.012185430463576157,0.003759398496240521,53.985,0.67,31.0,7.996317231796746
141,-9.886256456456453,-8.732917931568352,-1.3133385248881002,-0.0,2018-03-21,20180322,002449.SZ,2018-03-21,-1.6293948691433413,0.0,0,预增,2.0,45.0,814030.0511,2.01288,3.0984,0.00471311475409837,0.02672147995889001,26.6167,1.61,102.0,7.936660155225426
5622,-6.979310526315787,-8.726193433140072,1.5868829068242836,-0.0,2019-07-12,20190715,300586.SZ,2019-07-12,84.32815712050797,0.0,0,预增,2.0,115.0,92910.0,8.466019999999999,13.9793,0.010089841050449185,0.023569023569023545,41.9813,2.21,57.0,6.815639990074331
