,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,forecastcontent
652,2020-06-30,2020-07-15,300785.SZA,值得买,电子信息,increase,略增,30.0,50.0,40.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,085.09万元至7,021.26万元,同比上年增长:30%至50%。"
653,2020-06-30,2020-07-15,300651.SZA,金陵体育,文教休闲,increase,略增,1.13,21.35,11.24,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,500万元至1,800万元,同比上年增长:1.13%至21.35%。"
654,2020-06-30,2020-07-15,300674.SZA,宇信科技,软件服务,increase,预增,38.25,62.93,50.59,"预计2020年1-6月归属于上市公司股东的净利润盈利:11,200万元至13,200万元,同比上年增长:38.25%至62.93%。"
655,2020-06-30,2020-07-15,002896.SZA,中大力德,机械行业,increase,预增,60.9,89.3,75.1,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,400万元至4,000万元,同比上年增长:60.9%至89.3%。"
656,2020-06-30,2020-07-15,002897.SZA,意华股份,电子元件,increase,预增,282.45,454.55,368.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,000万元至14,500万元,同比上年增长:282.45%至454.55%。"
657,2020-06-30,2020-07-15,002917.SZA,金奥博,化工行业,increase,略增,25.0,35.0,30.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,102.45万元至4,430.65万元,同比上年增长:25%至35%。"
658,2020-06-30,2020-07-15,300847.SZA,中船汉光,电子元件,increase,略增,0.0,15.01,7.505,"预计2020年1-6月归属于上市公司股东的净利润盈利:3550万元-4083万元,同比上年增长:0%-15.01% 。"
659,2020-06-30,2020-07-15,002765.SZA,蓝黛传动,机械行业,increase,扭亏,100.0,116.16,108.08,"预计2020年1-6月归属于上市公司股东的净利润盈利:0.00万元-1,000.00万元,比上年同期增长100%-116.16%。"
660,2020-06-30,2020-07-15,300172.SZA,中电环保,环保工程,increase,略增,0.0,15.0,7.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,740.04万元至7,751.05万元,同比上年增长:0%至15%。"
661,2020-06-30,2020-07-15,000679.SZA,*ST友谊,商业百货,increase,扭亏,120.82,128.17,124.495,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,700万元至2,300万元,同比上年增长:120.82%至128.17%。"
662,2020-06-30,2020-07-15,300354.SZA,东华测试,仪器仪表,increase,预增,50.0,70.0,60.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:309.5万元至350.76万元,同比上年增长:50%至70%。"
663,2020-06-30,2020-07-15,300359.SZA,全通教育,文教休闲,increase,扭亏,131.42,147.13,139.275,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,200万元,同比上年增长:131.42%至147.13%。"
664,2020-06-30,2020-07-15,000792.SZA,*ST盐湖,化工行业,increase,扭亏,406.83,477.64,442.235,"预计2020年1-6月归属于上市公司股东的净利润盈利:130,000万元至160,000万元。"
665,2020-06-30,2020-07-15,002041.SZA,登海种业,农牧饲渔,increase,预增,60.0,110.0,85.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,980.85万元至6,537.36万元,同比上年增长:60%至110%。"
666,2020-06-30,2020-07-15,300129.SZA,泰胜风能,输配电气,increase,预增,100.0,120.0,110.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,698.54万元至11,768.39万元,同比上年增长:100%至120%。"
667,2020-06-30,2020-07-15,000750.SZA,国海证券,券商信托,increase,预增,56.0,56.0,56.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:60,452万元,同比上年增长:56%。"
668,2020-06-30,2020-07-15,000690.SZA,宝新能源,电力行业,increase,预增,76.65,120.82,98.735,"预计2020年1-6月归属于上市公司股东的净利润盈利:56,000万元至70,000万元,同比上年增长:76.65%至120.82%。"
669,2020-06-30,2020-07-15,000561.SZA,烽火电子,通讯行业,increase,预增,199.82,274.77,237.295,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,000万元,同比上年增长:199.82%至274.77%。"
670,2020-06-30,2020-07-15,000667.SZA,美好置业,房地产,increase,预增,129.71,198.62,164.165,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,000万元至3,900万元,同比上年增长:129.71%至198.62%。"
671,2020-06-30,2020-07-15,000533.SZA,顺钠股份,输配电气,increase,扭亏,181.06,192.09,186.575,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,250万元至1,420万元。"
672,2020-06-30,2020-07-15,000633.SZA,合金投资,有色金属,increase,扭亏,331.57,446.44,389.005,"预计2020年1-6月归属于上市公司股东的净利润盈利:635万元至950万元,同比上年增长:331.57%至446.44%。"
673,2020-06-30,2020-07-15,000622.SZA,恒立实业,机械行业,increase,扭亏,130.52,138.56,134.54,预计2020年1-6月归属于上市公司股东的净利润盈利:190万元至240万元。
674,2020-06-30,2020-07-15,000628.SZA,高新发展,工程建设,increase,预增,94.84,135.69,115.265,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,200万元至7,500万元,同比上年增长:94.84%至135.69%。"
675,2020-06-30,2020-07-15,200168.SZA,*ST舜喆B,珠宝首饰,increase,扭亏,124.41,124.41,124.41,预计2020年1-6月归属于上市公司股东的净利润盈利:约104万元。
676,2020-06-30,2020-07-15,002319.SZA,*ST乐通,化工行业,increase,扭亏,107.79,111.63,109.71,预计2020年1-6月归属于上市公司股东的净利润盈利:67万元至100万元。
677,2020-06-30,2020-07-15,000157.SZA,中联重科,机械行业,increase,预增,47.5,63.03,55.265,"预计2020年1-6月归属于上市公司股东的净利润盈利:380,000万元至420,000万元,同比上年增长:47.5%至63.03%。"
678,2020-06-30,2020-07-15,000061.SZA,农产品,农牧饲渔,increase,预增,81.85,136.89,109.37,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,519万元至21,519万元,同比上年增长:81.85%至136.89%。"
679,2020-06-30,2020-07-15,000971.SZA,*ST高升,电子信息,increase,预增,5.55,58.32,31.935,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,200万元,同比上年增长:5.55%至58.32%。"
680,2020-06-30,2020-07-15,002019.SZA,亿帆医药,医药制造,increase,预增,40.0,70.0,55.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:67,961.11万元至82,524.21万元,同比上年增长:40%至70%。"
681,2020-06-30,2020-07-15,000995.SZA,*ST皇台,酿酒行业,increase,扭亏,113.46,119.89,116.675,预计2020年1-6月归属于上市公司股东的净利润盈利:220万元至325万元。
682,2020-06-30,2020-07-15,200986.SZA,粤华包B,造纸印刷,increase,预增,281.34,376.68,329.01,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,000万元至5,000万元,同比上年增长:281.34%至376.68%。"
683,2020-06-30,2020-07-15,000981.SZA,*ST银亿,汽车行业,increase,扭亏,105.82,108.73,107.275,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,600万元至2,400万元。"
684,2020-06-30,2020-07-15,000789.SZA,万年青,水泥建材,increase,略增,6.0,15.0,10.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:64,000万元至69,400万元,同比上年增长:6%至15%。"
685,2020-06-30,2020-07-15,002786.SZA,银宝山新,机械行业,increase,扭亏,103.7,105.4,104.55,预计2020年1-6月归属于上市公司股东的净利润盈利:260万元至380万元。
686,2020-06-30,2020-07-15,002535.SZA,*ST林重,机械行业,increase,预增,17.0,75.5,46.25,"预计2020年1-6月归属于上市公司股东的净利润盈利:600万元至900万元,同比上年增长:17%至75.5%。"
687,2020-06-30,2020-07-15,000619.SZA,海螺型材,水泥建材,increase,略增,33.33,47.37,40.35,"预计2020年1-6月归属于上市公司股东的净利润盈利:380万元至420万元,同比上年增长:33.33%至47.37%。"
688,2020-06-30,2020-07-15,002414.SZA,高德红外,安防设备,increase,预增,220.0,260.0,240.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:47,826.62万元-53,804.95万元,同比增长220%-260%。"
689,2020-06-30,2020-07-15,200625.SZA,长安B,汽车行业,increase,扭亏,189.28,233.93,211.605,"预计2020年1-6月归属于上市公司股东的净利润盈利:200,000万元至300,000万元,同比上年增长:189.28%至233.93%。"
690,2020-06-30,2020-07-15,000831.SZA,五矿稀土,有色金属,increase,预增,189.3,261.63,225.465,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,000万元至17,500万元,同比上年增长:189.3%至261.63%。"
691,2020-06-30,2020-07-15,002634.SZA,棒杰股份,纺织服装,increase,预增,200.0,280.0,240.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,647.41万元至3,353.39万元,同比上年增长:200%至280%。"
692,2020-06-30,2020-07-15,000815.SZA,美利云,造纸印刷,increase,预增,220.0,340.0,280.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,100万元,同比上年增长:220%至340%。"
693,2020-06-30,2020-07-15,000812.SZA,陕西金叶,包装材料,increase,扭亏,480.0,580.0,530.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,107.28万元至1,398.67万元,同比上年增长:480%至580%。"
694,2020-06-30,2020-07-15,000953.SZA,*ST河化,化肥行业,increase,扭亏,232.37,250.84,241.605,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,300万元至4,900万元。"
695,2020-06-30,2020-07-15,000927.SZA,*ST夏利,汽车行业,increase,扭亏,168.03,175.28,171.655,"预计2020年1-6月归属于上市公司股东的净利润盈利:37,500万元至41,500万元,同比上年增长:168.03%至175.28%。"
696,2020-06-30,2020-07-15,300552.SZA,万集科技,软件服务,increase,扭亏,2759.89,3060.25,2910.07,"预计2020年1-6月归属于上市公司股东的净利润盈利:30,020万元至33,410万元。"
697,2020-06-30,2020-07-15,600547.SHA,山东黄金,贵金属,increase,预增,80.0,110.0,95.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:100,000万元至125,000万元,同比上年增长:80%至110%。"
698,2020-06-30,2020-07-15,000838.SZA,财信发展,房地产,increase,扭亏,155.16,182.41,168.785,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,821.35万元至2,721.35万元。"
699,2020-06-30,2020-07-15,002749.SZA,国光股份,农药兽药,increase,略增,5.0,15.0,10.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,817.6万元至16,228.81万元,同比上年增长:5%至15%。"
700,2020-06-30,2020-07-15,000625.SZA,长安汽车,汽车行业,increase,扭亏,189.28,233.93,211.605,"预计2020年1-6月归属于上市公司股东的净利润盈利:200,000万元至300,000万元,同比上年增长:189.28%至233.93%。"
701,2020-06-30,2020-07-15,002624.SZA,完美世界,文化传媒,increase,略增,21.53,25.45,23.49,"预计2020年1-6月归属于上市公司股东的净利润盈利:124,000万元至128,000万元,同比上年增长:21.53%至25.45%。"
702,2020-06-30,2020-07-15,002625.SZA,光启技术,汽车行业,increase,略增,30.0,50.0,40.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,553.48万元至7,561.71万元,同比上年增长:30%至50%。"
703,2020-06-30,2020-07-15,000837.SZA,*ST秦机,机械行业,increase,预增,679.9,905.2,792.55,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,500万元至5,800万元,同比上年增长:679.9%至905.2%。"
704,2020-06-30,2020-07-15,002662.SZA,京威股份,汽车行业,increase,扭亏,150.0,180.0,165.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:9,500万元至14,000万元,同比上年增长:150%至180%。"
705,2020-06-30,2020-07-15,002072.SZA,ST凯瑞,软件服务,increase,扭亏,115.71,128.27,121.99,"预计2020年1-6月归属于上市公司股东的净利润盈利:250万元至450万元,同比上年增长:115.71%至128.27%。"
706,2020-06-30,2020-07-15,300298.SZA,三诺生物,医疗行业,increase,略增,15.0,35.0,25.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,897.72万元至17,488.63万元,同比上年增长:15%至35%。"
707,2020-06-30,2020-07-15,002134.SZA,天津普林,电子元件,increase,预增,65.52,91.66,78.59,"预计2020年1-6月归属于上市公司股东的净利润盈利:950万元至1,100万元,同比上年增长:65.52%至91.66%。"
708,2020-06-30,2020-07-15,000548.SZA,湖南投资,高速公路,increase,预增,87.0,181.0,134.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,800万元至5,700万元,同比上年增长:87%至181%。"
709,2020-06-30,2020-07-14,300662.SZA,科锐国际,文教休闲,increase,略增,10.0,25.0,17.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,072万元至8,036万元,同比上年增长:10%至25%。"
710,2020-06-30,2020-07-14,300403.SZA,汉宇集团,机械行业,increase,略增,3.0,9.0,6.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,874.75万元至7,275.22万元,同比上年增长:3%至9%。"
711,2020-06-30,2020-07-14,300352.SZA,北信源,软件服务,increase,略增,10.0,30.0,20.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,982.07万元至3,524.26万元,同比上年增长:10%至30%。"
712,2020-06-30,2020-07-14,300519.SZA,新光药业,医药制造,increase,略增,0.0,10.0,5.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,319.7万元至4,751.67万元,同比上年增长:0%至10%。"
713,2020-06-30,2020-07-14,300460.SZA,惠伦晶体,电子元件,increase,预增,1329.08,2043.62,1686.35,"预计2020年1-6月归属于上市公司股东的净利润盈利:400万元至600万元,同比上年增长:1329.08%至2043.62%。"
714,2020-06-30,2020-07-14,002888.SZA,惠威科技,电子信息,increase,略增,3.0,30.0,16.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,412.98万元至1,783.38万元,同比上年增长:3%至30%。"
715,2020-06-30,2020-07-14,300791.SZA,仙乐健康,食品饮料,increase,略增,25.0,40.0,32.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:11,059.14万元至12,386.23万元,同比上年增长:25%至40%。"
716,2020-06-30,2020-07-14,300666.SZA,江丰电子,材料行业,increase,预增,170.0,200.0,185.0,"预计2020年1-6月归属于上市公司股东的净利润3,723.38万元~4,137.09万元,比上年同期增长:
170%~200%。"
717,2020-06-30,2020-07-14,300658.SZA,延江股份,纺织服装,increase,预增,520.28,700.72,610.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:27,500万元至35,500万元,同比上年增长:520.28%至700.72%。"
718,2020-06-30,2020-07-14,002715.SZA,登云股份,汽车行业,increase,扭亏,485.69,678.54,582.115,预计2020年1-6月归属于上市公司股东的净利润盈利:220万元至330万元。
719,2020-06-30,2020-07-14,002886.SZA,沃特股份,塑胶制品,increase,预增,85.0,120.0,102.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,075.53万元至3,657.39万元,同比上年增长:85%至120%。"
720,2020-06-30,2020-07-14,002845.SZA,同兴达,电子元件,increase,预增,188.24,224.27,206.255,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,000万元至9,000万元,同比上年增长:188.24%至224.27%。"
721,2020-06-30,2020-07-14,836172.SHA,中迪医疗,nan,increase,略增,17.69,37.3,27.495,"预计2020年1-6月归属于上市公司股东的净利润盈利:600万元至700万元,同比上年增长:17.69%至37.3%。"
722,2020-06-30,2020-07-14,300605.SZA,恒锋信息,软件服务,increase,略增,5.0,30.0,17.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,814.56万元至2,246.6万元,同比上年增长:5%至30%。"
723,2020-06-30,2020-07-14,300602.SZA,飞荣达,电子元件,increase,略增,6.52,17.43,11.975,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,600万元至18,300万元,同比上年增长:6.52%至17.43%。"
724,2020-06-30,2020-07-14,300787.SZA,海能实业,电子元件,increase,预增,42.0,52.0,47.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,500万元至9,100万元,同比上年增长:42%至52%。"
725,2020-06-30,2020-07-14,603378.SHA,亚士创能,化工行业,increase,预增,197.0,217.0,207.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,517万元至11,225万元,同比上年增长:197%至217%。"
726,2020-06-30,2020-07-14,002847.SZA,盐津铺子,食品饮料,increase,预增,88.94,96.49,92.715,"预计2020年1-6月归属于上市公司股东的净利润盈利:12,500万元至13,000万元,同比上年增长:88.94%至96.49%。"
727,2020-06-30,2020-07-14,300684.SZA,中石科技,电子元件,increase,预增,100.0,130.0,115.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,573.38万元至6,409.39万元,同比上年增长:100%至130%。"
728,2020-06-30,2020-07-14,603218.SHA,日月股份,机械行业,increase,预增,80.0,100.0,90.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:38,644.29万元至42,938.1万元,同比上年增长:80%至100%。"
729,2020-06-30,2020-07-14,002824.SZA,和胜股份,有色金属,increase,预增,32.14,81.69,56.915,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,100万元,同比上年增长:32.14%至81.69%。"
730,2020-06-30,2020-07-14,603606.SHA,东方电缆,输配电气,increase,预增,103.0,103.0,103.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:36,500万元,同比上年增长:103%。"
731,2020-06-30,2020-07-14,300558.SZA,贝达药业,医药制造,increase,预增,55.0,75.0,65.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,537.1万元至15,283.82万元,同比上年增长:55%至75%。"
732,2020-06-30,2020-07-14,002757.SZA,南兴股份,专用设备,increase,略增,20.0,35.0,27.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:12,299.65万元至13,837.11万元,同比上年增长:20%至35%。"
733,2020-06-30,2020-07-14,300780.SZA,德恩精工,机械行业,increase,略增,15.0,35.0,25.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,241.18万元至4,978.77万元,同比上年增长:15%至35%。"
734,2020-06-30,2020-07-14,002768.SZA,国恩股份,塑胶制品,increase,预增,198.07,257.68,227.875,"预计2020年1-6月归属于上市公司股东的净利润盈利:50,000万元至60,000万元,同比上年增长:198.07%至257.68%。"
735,2020-06-30,2020-07-14,002252.SZA,上海莱士,医药制造,increase,预增,68.0,80.0,74.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:69,500万元至74,500万元,同比上年增长:68%至80%。"
736,2020-06-30,2020-07-14,300702.SZA,天宇股份,医药制造,increase,预增,39.73,69.25,54.49,"预计2020年1-6月归属于上市公司股东的净利润盈利:35,500万元至43,000万元,同比上年增长:39.73%至69.25%。"
737,2020-06-30,2020-07-14,002461.SZA,珠江啤酒,酿酒行业,increase,略增,10.0,30.0,20.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:23,308.79万元至27,546.75万元,同比上年增长:10%至30%。"
738,2020-06-30,2020-07-14,002100.SZA,天康生物,农牧饲渔,increase,预增,912.35,974.84,943.595,"预计2020年1-6月归属于上市公司股东的净利润盈利:81,000万元至86,000万元,同比上年增长:912.35%至974.84%。"
739,2020-06-30,2020-07-14,002838.SZA,道恩股份,塑胶制品,increase,预增,560.0,680.0,620.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:52,139.01万元至61,618.83万元,同比上年增长:560%至680%。"
740,2020-06-30,2020-07-14,002112.SZA,三变科技,输配电气,increase,预增,272.11,411.65,341.88,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,100万元,同比上年增长:272.11%至411.65%。"
741,2020-06-30,2020-07-14,002136.SZA,安纳达,化工行业,increase,略增,40.0,50.0,45.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,586.48万元至3,842.66万元,同比上年增长:40%至50%。"
742,2020-06-30,2020-07-14,002476.SZA,宝莫股份,化工行业,increase,预增,136.36,254.53,195.445,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,000万元至1,500万元,同比上年增长:136.36%至254.53%。"
743,2020-06-30,2020-07-14,002416.SZA,爱施德,商业百货,increase,预增,68.73,86.19,77.46,"预计2020年1-6月归属于上市公司股东的净利润盈利:29,000万元至32,000万元,同比上年增长:68.73%至86.19%。"
744,2020-06-30,2020-07-14,300047.SZA,天源迪科,软件服务,increase,略增,20.0,40.0,30.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,376.85万元至6,272.99万元,同比上年增长:20%至40%。"
745,2020-06-30,2020-07-14,002334.SZA,英威腾,输配电气,increase,扭亏,607.24,699.47,653.355,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,500万元至6,500万元。"
746,2020-06-30,2020-07-14,002225.SZA,濮耐股份,材料行业,increase,略增,25.0,35.0,30.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,528.06万元至17,850.31万元,同比上年增长:25%至35%。"
747,2020-06-30,2020-07-14,300463.SZA,迈克生物,医疗行业,increase,略增,10.0,20.0,15.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:29,637.8万元至32,332.14万元,同比上年增长:10%至20%。"
748,2020-06-30,2020-07-14,002221.SZA,东华能源,石油行业,increase,略增,0.0,20.0,10.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:63,309.14万元至75,970.97万元,同比上年增长:0%至20%。"
749,2020-06-30,2020-07-14,002229.SZA,鸿博股份,造纸印刷,increase,扭亏,317.3,379.86,348.58,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,598万元-2,058万元。"
750,2020-06-30,2020-07-14,002583.SZA,海能达,通讯行业,increase,预增,959.63,1282.13,1120.88,"预计2020年1-6月归属于上市公司股东的净利润盈利:23,000万元至30,000万元,同比上年增长:959.63%至1282.13%。"
751,2020-06-30,2020-07-14,002560.SZA,通达股份,输配电气,increase,预增,61.18,75.5,68.34,"预计2020年1-6月归属于上市公司股东的净利润盈利9,000万元-9,800万元,比上年同期增长61.18%-75.50%。"
752,2020-06-30,2020-07-14,300161.SZA,华中数控,机械行业,increase,扭亏,451.4,579.14,515.27,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,751万元至3,751万元。"
753,2020-06-30,2020-07-14,002724.SZA,海洋王,电子元件,increase,略增,25.0,45.0,35.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,951.74万元至5,744.02万元,同比上年增长:25%至45%。"
754,2020-06-30,2020-07-14,000800.SZA,一汽解放,汽车行业,increase,略增,6.12,22.83,14.475,"预计2020年1-6月归属于上市公司股东的净利润盈利:190,500万元至220,500万元,同比上年增长:6.12%至22.83%。"
755,2020-06-30,2020-07-14,002979.SZA,雷赛智能,仪器仪表,increase,预增,80.0,110.0,95.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,541.79万元至9,965.42万元,同比上年增长:80%至110%。"
756,2020-06-30,2020-07-14,300433.SZA,蓝思科技,材料行业,increase,扭亏,1320.0,1330.0,1325.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:190,804.51万元至192,368.48万元。"
757,2020-06-30,2020-07-14,300418.SZA,昆仑万维,文教休闲,increase,预增,478.0,512.0,495.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:340,000万元至360,000万元,同比上年增长:478%至512%。"
758,2020-06-30,2020-07-14,002835.SZA,同为股份,电子信息,increase,预增,137.41,181.37,159.39,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,700万元至3,200万元,同比上年增长:137.41%至181.37%。"
759,2020-06-30,2020-07-14,000877.SZA,天山股份,水泥建材,increase,略增,0.08,0.08,0.08,"预计2020年1-6月归属于上市公司股东的净利润盈利:约为67,100万元,同比上年增长:0.08%。"
760,2020-06-30,2020-07-14,002185.SZA,华天科技,电子元件,increase,预增,168.66,238.74,203.7,"预计2020年1-6月归属于上市公司股东的净利润盈利:23,000万元至29,000万元,同比上年增长:168.66%至238.74%。"
761,2020-06-30,2020-07-14,300166.SZA,东方国信,软件服务,increase,略增,0.0,10.0,5.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,652.42万元至9,517.67万元,同比上年增长:0%至10%。"
762,2020-06-30,2020-07-14,300248.SZA,新开普,软件服务,increase,预增,180.0,210.0,195.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,927.18万元至3,240.8万元,同比上年增长:180%至210%。"
763,2020-06-30,2020-07-14,002456.SZA,欧菲光,电子元件,increase,预增,2043.0,2519.0,2281.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:45,000万元至55,000万元,同比上年增长:2043%至2519%。"
764,2020-06-30,2020-07-14,300087.SZA,荃银高科,农牧饲渔,increase,扭亏,289.49,384.24,336.865,"预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,200万元。"
765,2020-06-30,2020-07-14,300777.SZA,中简科技,材料行业,increase,预增,60.0,78.0,69.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,422.5万元至9,370万元,同比上年增长:60%至78%。"
766,2020-06-30,2020-07-14,002518.SZA,科士达,输配电气,increase,略增,0.0,15.0,7.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:12,317.71万元至14,165.36万元,同比上年增长:0%至15%。"
767,2020-06-30,2020-07-14,300305.SZA,裕兴股份,材料行业,increase,略增,5.0,25.0,15.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,158.55万元至6,141.13万元,同比上年增长:5%至25%。"
768,2020-06-30,2020-07-14,002980.SZA,华盛昌,仪器仪表,increase,预增,440.93,466.09,453.51,"预计2020年1-6月归属于上市公司股东的净利润盈利:25,800万元至27,000万元,同比上年增长:440.93%至466.09%。"
769,2020-06-30,2020-07-14,002987.SZA,京北方,软件服务,increase,预增,60.86,77.98,69.42,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,433.20万元至9,330.77万元,同比增长60.86%至77.98%。"
770,2020-06-30,2020-07-14,300850.SZA,新强联,机械行业,increase,预增,190.45,277.58,234.015,"预计2020年1-6月归属于上市公司股东的净利润盈利:9,000万元-11,700万元,同比上年上升:190.45%-277.58%。"
771,2020-06-30,2020-07-14,300870.SZA,欧陆通,电子元件,increase,预增,134.66,147.01,140.835,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,600.00万元至8,000.00万元,同比上年增长:134.66%至147.01%。"
772,2020-06-30,2020-07-14,001914.SZA,招商积余,房地产,increase,预增,88.66,124.04,106.35,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,000万元至19,000万元,同比上年增长:88.66%至124.04%。"
773,2020-06-30,2020-07-14,688580.SHA,伟思医疗,医疗行业,increase,略增,12.05,21.39,16.72,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,800万元-5,200万元,同比增长12.05%-21.39%。"
774,2020-06-30,2020-07-14,002394.SZA,联发股份,纺织服装,increase,预增,45.0,55.0,50.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:24,325万元至26,003万元,同比上年增长:45%至55%。"
775,2020-06-30,2020-07-14,002417.SZA,深南股份,软件服务,increase,扭亏,199.76,266.26,233.01,"预计2020年1-6月归属于上市公司股东的净利润盈利:600万元至1,000万元。"
776,2020-06-30,2020-07-14,002459.SZA,晶澳科技,专用设备,increase,预增,64.83,85.11,74.97,"预计2020年1-6月归属于上市公司股东的净利润盈利:65,000万元至73,000万元,同比上年增长:64.83%至85.11%。"
777,2020-06-30,2020-07-14,300097.SZA,智云股份,机械行业,increase,扭亏,129.38,137.32,133.35,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,850万元至2,350万元。"
778,2020-06-30,2020-07-14,601208.SHA,东材科技,材料行业,increase,预增,730.7,840.31,785.505,"预计2020年1-6月归属于上市公司股东的净利润盈利:22,737.092374万元至25,737.092374万元,同比上年增长:730.7%至840.31%。"
779,2020-06-30,2020-07-14,300092.SZA,科新机电,机械行业,increase,预增,99.98,128.55,114.265,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,200万元至4,800万元,同比上年增长:99.98%至128.55%。"
780,2020-06-30,2020-07-14,002915.SZA,中欣氟材,化工行业,increase,预增,45.0,60.0,52.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,688.05万元至4,069.6万元,同比上年增长:45%至60%。"
781,2020-06-30,2020-07-14,603733.SHA,仙鹤股份,造纸印刷,increase,预增,106.49,121.79,114.14,"预计2020年1-6月归属于上市公司股东的净利润盈利:27,000万元至29,000万元,同比上年增长:106.49%至121.79%。"
