,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,forecastcontent
322,2020-03-31,2020-04-09,300419.SZA,浩丰科技,电子信息,increase,预增,76.47,103.62,90.045,"预计2020年1-3月归属于上市公司股东的净利润盈利:650万元至750万元,同比上年增长:76.47%至103.62%。"
323,2020-03-31,2020-04-09,300613.SZA,富瀚微,电子元件,increase,扭亏,204.48,221.58,213.03,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,750万元至3,200万元。"
324,2020-03-31,2020-04-09,300739.SZA,明阳电路,电子元件,increase,略增,5.0,35.0,20.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,864.53万元至3,682.97万元,同比上年增长:5%至35%。"
325,2020-03-31,2020-04-09,300662.SZA,科锐国际,文教休闲,increase,略增,1.5,10.55,6.025,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,578万元至2,808万元,同比上年增长:1.5%至10.55%。"
326,2020-03-31,2020-04-08,300617.SZA,安靠智电,电力行业,increase,预增,23.76,52.32,38.04,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,600万元至3,200万元,同比上年增长:23.76%至52.32%。"
327,2020-03-31,2020-04-08,300702.SZA,天宇股份,医药制造,increase,略增,24.84,32.64,28.74,"预计2020年1-3月归属于上市公司股东的净利润盈利:16,000万元至17,000万元,同比上年增长:24.84%至32.64%。"
328,2020-03-31,2020-04-08,002216.SZA,三全食品,食品饮料,increase,预增,520.0,550.0,535.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:24,909.18万元至26,114.47万元,同比上年增长:520%至550%。"
329,2020-03-31,2020-04-08,688096.SHA,京源环保,专用设备,increase,略增,10.84,20.29,15.565,"预计2020年1-3月归属于上市公司股东的净利润盈利:387.00万元-420.00万元,同比增长10.84%-20.29%。"
330,2020-03-31,2020-04-08,002985.SZA,北摩高科,航天航空,increase,略增,10.69,15.61,13.15,"预计2020年1-3月归属于上市公司股东的净利润:4,500.00万元至4,700.00万元,相比上年同期增长10.69%至15.61%。"
331,2020-03-31,2020-04-08,603439.SHA,贵州三力,医药制造,increase,略增,5.43,10.22,7.825,"预计2020年1-3月归属于上市公司股东的净利润:2,200万元至2,300万元,同比增长5.43%至10.22%。"
332,2020-03-31,2020-04-08,600572.SHA,康恩贝,医药制造,increase,略增,3.1,4.5,3.8,"预计2020年1-3月归属于上市公司股东的净利润盈利:18,169.9万元至18,419.9万元,同比上年增长:3.1%至4.5%。"
333,2020-03-31,2020-04-08,300687.SZA,赛意信息,软件服务,increase,扭亏,660.05,1089.42,874.735,预计2020年1-3月归属于上市公司股东的净利润盈利:180万元至318万元。
334,2020-03-31,2020-04-08,300791.SZA,仙乐健康,食品饮料,increase,略增,30.0,45.0,37.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,757.87万元至5,306.86万元,同比上年增长:30%至45%。"
335,2020-03-31,2020-04-08,300690.SZA,双一科技,输配电气,increase,略增,0.0,30.0,15.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,482.03万元至4,526.64万元,同比上年增长:0%至30%。"
336,2020-03-31,2020-04-08,002605.SZA,姚记科技,文教休闲,increase,预增,1118.72,1198.72,1158.72,"预计2020年1-3月归属于上市公司股东的净利润盈利:64,161.75万元至68,373.51万元,同比上年增长:1118.72%至1198.72%。"
337,2020-03-31,2020-04-08,300298.SZA,三诺生物,医疗行业,increase,略增,20.0,35.0,27.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,881.55万元至6,616.74万元,同比上年增长:20%至35%。"
338,2020-03-31,2020-04-08,002296.SZA,辉煌科技,通讯行业,increase,预增,130.0,160.0,145.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,210.37万元至1,368.25万元,同比上年增长:130%至160%。"
339,2020-03-31,2020-04-08,300088.SZA,长信科技,电子元件,increase,略增,10.0,15.0,12.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:18,743.2万元至19,595.16万元,同比上年增长:10%至15%。"
340,2020-03-31,2020-04-08,300147.SZA,香雪制药,医药制造,increase,预增,150.0,180.0,165.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:7,732.8万元至8,660.74万元,同比上年增长:150%至180%。"
341,2020-03-31,2020-04-08,002475.SZA,立讯精密,电子元件,increase,预增,55.0,60.0,57.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:95,476.1万元至98,555.98万元,同比上年增长:55%至60%。"
342,2020-03-31,2020-04-08,300433.SZA,蓝思科技,材料行业,increase,扭亏,1006.59,1011.75,1009.17,"预计2020年1-3月归属于上市公司股东的净利润盈利:87,908.9万元至88,408.9万元。"
343,2020-03-31,2020-04-08,300559.SZA,佳发教育,软件服务,increase,预增,46.94,66.11,56.525,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,300万元至2,600万元,同比上年增长:46.94%至66.11%。"
344,2020-03-31,2020-04-08,300529.SZA,健帆生物,医疗行业,increase,略增,30.0,50.0,40.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:16,845.96万元至19,437.65万元,同比上年增长:30%至50%。"
345,2020-03-31,2020-04-08,300505.SZA,川金诺,化工行业,increase,略增,20.0,40.0,30.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,477.86万元至1,724.17万元,同比上年增长:20%至40%。"
346,2020-03-31,2020-04-08,300389.SZA,艾比森,电子元件,increase,略增,10.0,25.01,17.505,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,114万元至3,539万元,同比上年增长:10%至25.01%。"
347,2020-03-31,2020-04-08,002714.SZA,牧原股份,农牧饲渔,increase,扭亏,839.46,931.89,885.675,"预计2020年1-3月归属于上市公司股东的净利润盈利:400,000万元至450,000万元。"
348,2020-03-31,2020-04-08,300346.SZA,南大光电,材料行业,increase,预增,111.51,137.14,124.325,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,300万元至3,700万元,同比上年增长:111.51%至137.14%。"
349,2020-03-31,2020-04-08,000737.SZA,ST南风,化工行业,increase,预增,1738.86,1965.88,1852.37,"预计2020年1-3月归属于上市公司股东的净利润盈利:8,100万元至9,100万元,同比上年增长:1738.86%至1965.88%。"
350,2020-03-31,2020-04-08,000708.SZA,中信特钢,钢铁行业,increase,略增,0.48,8.52,4.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:125,000万元至135,000万元,同比上年增长:0.48%至8.52%。"
351,2020-03-31,2020-04-08,300235.SZA,方直科技,电子信息,increase,略增,0.0,25.0,12.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,240.82万元至1,551.03万元,同比上年增长:0%至25%。"
352,2020-03-31,2020-04-08,300009.SZA,安科生物,医药制造,increase,略增,10.03,30.38,20.205,"预计2020年1-3月归属于上市公司股东的净利润盈利:7,300万元至8,650万元,同比上年增长:10.03%至30.38%。"
353,2020-03-31,2020-04-08,300263.SZA,隆华科技,机械行业,increase,预增,50.0,70.0,60.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,476.7万元至5,073.6万元,同比上年增长:50%至70%。"
354,2020-03-31,2020-04-08,002414.SZA,高德红外,安防设备,increase,预增,1909.71,2579.62,2244.665,"预计2020年1-3月归属于上市公司股东的净利润盈利:12,000万元至16,000万元,同比上年增长:1909.71%至2579.62%。"
355,2020-03-31,2020-04-08,300545.SZA,联得装备,电子元件,increase,预增,33.15,54.82,43.985,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,150万元至2,500万元,同比上年增长:33.15%至54.82%。"
356,2020-03-31,2020-04-07,300201.SZA,海伦哲,汽车行业,increase,扭亏,106.36,131.79,119.075,预计2020年1-3月归属于上市公司股东的净利润盈利:100万元至500万元。
357,2020-03-31,2020-04-07,002548.SZA,金新农,农牧饲渔,increase,扭亏,692.42,829.13,760.775,"预计2020年1-3月归属于上市公司股东的净利润盈利:6,500万元至8,000万元。"
358,2020-03-31,2020-04-07,300238.SZA,冠昊生物,医疗行业,increase,略增,0.0,20.0,10.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,000万元至1,200万元,同比上年增长:0%至20%。"
359,2020-03-31,2020-04-07,002588.SZA,史丹利,化肥行业,increase,预增,45.0,60.0,52.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,820.43万元至6,422.55万元,同比上年增长:45%至60%。"
360,2020-03-31,2020-04-07,300246.SZA,宝莱特,医疗行业,increase,预增,140.0,160.0,150.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,872.33万元至4,195.03万元,同比上年增长:140%至160%。"
361,2020-03-31,2020-04-07,002688.SZA,金河生物,农牧饲渔,increase,略增,40.0,50.0,45.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,282.76万元至5,660.1万元,同比上年增长:40%至50%。"
362,2020-03-31,2020-04-07,300347.SZA,泰格医药,医药制造,increase,预增,58.0,88.0,73.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:22,990.25万元至27,355.49万元,同比上年增长:58%至88%。"
363,2020-03-31,2020-04-07,300397.SZA,天和防务,航天航空,increase,略增,5.0,25.0,15.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,348.98万元至2,796.4万元,同比上年增长:5%至25%。"
364,2020-03-31,2020-04-07,300390.SZA,天华超净,电子元件,increase,预增,280.0,300.0,290.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,592.03万元至4,833.72万元,同比上年增长:280%至300%。"
365,2020-03-31,2020-04-07,300503.SZA,昊志机电,机械行业,increase,预增,494.69,522.14,508.415,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,300万元至1,360万元,同比上年增长:494.69%至522.14%。"
366,2020-03-31,2020-04-07,300782.SZA,卓胜微,电子元件,increase,预增,256.48,266.48,261.48,"预计2020年1-3月归属于上市公司股东的净利润盈利:14,891万元至15,309万元,同比上年增长:256.48%至266.48%。"
367,2020-03-31,2020-04-07,300067.SZA,安诺其,化工行业,increase,略增,5.0,20.0,12.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,904万元至5,604万元,同比上年增长:5%至20%。"
368,2020-03-31,2020-04-07,300457.SZA,赢合科技,专用设备,increase,预增,112.12,140.41,126.265,"预计2020年1-3月归属于上市公司股东的净利润盈利:15,000万元至17,000万元,同比上年增长:112.12%至140.41%。"
369,2020-03-31,2020-04-07,300248.SZA,新开普,软件服务,increase,预增,100.0,130.0,115.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,016.32万元至1,168.77万元,同比上年增长:100%至130%。"
370,2020-03-31,2020-04-07,002270.SZA,华明装备,专用设备,increase,预增,350.45,491.21,420.83,"预计2020年1-3月归属于上市公司股东的净利润盈利:16,000万元至21,000万元,同比上年增长:350.45%至491.21%。"
371,2020-03-31,2020-04-07,002163.SZA,海南发展,玻璃陶瓷,increase,扭亏,100.0,129.13,114.565,"预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至1,000万元。"
372,2020-03-31,2020-04-07,002124.SZA,天邦股份,农牧饲渔,increase,扭亏,234.21,249.13,241.67,"预计2020年1-3月归属于上市公司股东的净利润盈利:45,000万元至50,000万元,同比上年增长:234.21%至249.13%。"
373,2020-03-31,2020-04-07,300007.SZA,汉威科技,仪器仪表,increase,略增,0.0,15.0,7.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,823.08万元至3,246.54万元,同比上年上升:0%至15%。"
374,2020-03-31,2020-04-07,300261.SZA,雅本化学,农药兽药,increase,略增,8.96,23.35,16.155,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,300万元至6,000万元,同比上年增长:8.96%至23.35%。"
375,2020-03-31,2020-04-04,300206.SZA,理邦仪器,医疗行业,increase,预增,120.0,130.0,125.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:8,099.54万元至8,467.7万元,同比上年增长:120%至130%。"
376,2020-03-31,2020-04-03,603360.SHA,百傲化学,化工行业,increase,预增,181.83,181.83,181.83,"预计2020年1-3月归属于上市公司股东的净利润盈利:9,000万元,同比上年增长:181.83%。"
377,2020-03-31,2020-04-03,603859.SHA,能科股份,软件服务,increase,预增,70.0,90.0,80.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,568.15万元至1,752.63万元,同比上年增长:70%至90%。"
378,2020-03-31,2020-04-03,000550.SZA,江铃汽车,汽车行业,increase,预增,174.24,174.24,174.24,"预计2020年1-3月归属于上市公司股东的净利润盈利:6,900万元,同比上年增长:174.24%。"
379,2020-03-31,2020-04-03,300499.SZA,高澜股份,专用设备,increase,预增,90.0,120.0,105.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:243.43万元至281.87万元,同比上年增长:90%至120%。"
380,2020-03-31,2020-04-03,300449.SZA,汉邦高科,安防设备,increase,扭亏,153.0,171.55,162.275,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,000万元至1,350万元。"
381,2020-03-31,2020-04-03,300387.SZA,富邦股份,化工行业,increase,预增,120.0,130.0,125.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,128.5万元至4,316.16万元,同比上年增长:120%至130%。"
382,2020-03-31,2020-04-03,603392.SHA,万泰生物,医药制造,increase,略增,7.47,19.41,13.44,"预计2020年1-3月归属于上市公司股东的净利润:4,275万元-4,750万元,同比增长7.47%-19.41%。"
383,2020-03-31,2020-04-03,300305.SZA,裕兴股份,材料行业,increase,略增,30.0,50.0,40.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,598.19万元至2,997.92万元,同比上年增长:30%至50%。"
384,2020-03-31,2020-04-03,200550.SZA,江铃B,汽车行业,increase,预增,174.24,174.24,174.24,"预计2020年1-3月归属于上市公司股东的净利润盈利:6,900万元,同比上年增长:174.24%。"
385,2020-03-31,2020-04-03,601872.SHA,招商轮船,港口水运,increase,预增,320.0,391.0,355.5,"预计2020年1-3月归属于上市公司股东的净利润盈利: 120,000万元至140,000万元,同比上年增长:320%至391%。"
386,2020-03-31,2020-04-02,300364.SZA,中文在线,文化传媒,increase,扭亏,100.0,106.2,103.1,预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至500万元。
387,2020-03-31,2020-04-02,002481.SZA,双塔食品,食品饮料,increase,预增,50.0,90.0,70.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,575.47万元至7,062.26万元,同比上年增长:50%至90%。"
388,2020-03-31,2020-04-02,002555.SZA,三七互娱,电子信息,increase,预增,54.06,65.06,59.56,"预计2020年1-3月归属于上市公司股东的净利润盈利:70,000万元-75,000万元,同比上年上升:54.06%-65.06%。"
389,2020-03-31,2020-04-02,002049.SZA,紫光国微,电子元件,increase,预增,160.0,210.0,185.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:17,437.94万元至20,791.39万元,同比增长160%至210%。"
390,2020-03-31,2020-04-02,300552.SZA,万集科技,软件服务,increase,扭亏,589.05,620.2,604.625,"预计2020年1-3月归属于上市公司股东的净利润盈利:7,850万元至8,350万元。"
391,2020-03-31,2020-04-01,002489.SZA,浙江永强,木业家具,increase,略增,10.0,30.0,20.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:28,700万元至33,900万元,同比上年增长:10%至30%。"
392,2020-03-31,2020-04-01,300037.SZA,新宙邦,材料行业,increase,预增,40.0,60.0,50.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:8,692.8万元至9,934.62万元,同比上年增长:40%至60%。"
393,2020-03-31,2020-04-01,002202.SZA,金风科技,输配电气,increase,预增,250.0,300.0,275.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:80,012.97万元至91,443.4万元,同比上年增长:250%至300%。"
394,2020-03-31,2020-04-01,300371.SZA,汇中股份,仪器仪表,increase,略增,15.0,35.0,25.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:819.39万元至961.89万元,同比上年增长:15%至35%。"
395,2020-03-31,2020-04-01,002241.SZA,歌尔股份,电子元件,increase,预增,40.0,60.0,50.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:28,451.82万元至32,516.37万元,同比上年增长:40%至60%。"
396,2020-03-31,2020-04-01,300607.SZA,拓斯达,机械行业,increase,预增,271.86,301.66,286.76,"预计2020年1-3月归属于上市公司股东的净利润盈利:14,350万元至15,500万元,同比上年增长:271.86%至301.66%。"
397,2020-03-31,2020-04-01,300673.SZA,佩蒂股份,食品饮料,increase,预增,62.83,92.14,77.485,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,000万元至1,180万元,同比上年增长:62.83%至92.14%。"
398,2020-03-31,2020-04-01,601609.SHA,金田铜业,有色金属,increase,略增,13.9,25.6,19.75,"预计2020年1-3月归属于上市公司股东的净利润:6,800.00万元-7,500.00万元,同比增长13.9%-25.6%。"
399,2020-03-31,2020-04-01,300114.SZA,中航电测,仪器仪表,increase,略增,0.0,20.0,10.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,062.99万元至3,675.59万元,同比上年增长:0%至20%。"
400,2020-03-31,2020-03-31,002603.SZA,以岭药业,医药制造,increase,预增,50.0,60.0,55.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:43,255.16万元至46,138.84万元,同比上年增长:50%至60%。"
401,2020-03-31,2020-03-31,002065.SZA,东华软件,软件服务,increase,略增,0.0,10.0,5.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:15,479.51万元至17,027.46万元,同比上年增长:0%至10%。"
402,2020-03-31,2020-03-31,002170.SZA,芭田股份,化肥行业,increase,扭亏,159.51,189.27,174.39,预计2020年1-3月归属于上市公司股东的净利润盈利:500万元至750万元。
403,2020-03-31,2020-03-31,300699.SZA,光威复材,化工行业,increase,略增,0.0,10.0,5.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:15,847.08万元至17,431.79万元,同比上年增长:0%至10%。"
404,2020-03-31,2020-03-31,002077.SZA,*ST大港,房地产,increase,扭亏,100.0,104.17,102.085,预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至500万元。
405,2020-03-31,2020-03-31,300661.SZA,圣邦股份,电子元件,increase,预增,70.0,100.0,85.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,696.32万元至3,172.14万元,同比上年增长:70%至100%。"
406,2020-03-31,2020-03-31,300658.SZA,延江股份,纺织服装,increase,预增,315.0,345.0,330.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,628.71万元至3,891.03万元,同比上年增长:315%至345%。"
407,2020-03-31,2020-03-31,300674.SZA,宇信科技,软件服务,increase,预增,415.37,444.79,430.08,"预计2020年1-3月归属于上市公司股东的净利润盈利:508万元至537万元,同比上年增长:415.37%至444.79%。"
408,2020-03-31,2020-03-31,002432.SZA,九安医疗,医疗行业,increase,扭亏,213.26,269.89,241.575,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,000万元至6,000万元。"
409,2020-03-31,2020-03-31,300110.SZA,华仁药业,医药制造,increase,略增,0.0,20.0,10.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:490.79万元至588.95万元,同比上年增长:0%至20%。"
410,2020-03-31,2020-03-31,300327.SZA,中颖电子,电子元件,increase,略增,17.3,35.8,26.55,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,800万元至4,400万元,同比上年增长:17.3%至35.8%。"
411,2020-03-31,2020-03-31,002859.SZA,洁美科技,电子元件,increase,预增,120.0,170.0,145.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,888.59万元至4,772.36万元,同比上年增长:120%至170%。"
412,2020-03-31,2020-03-31,000534.SZA,万泽股份,医药制造,increase,预增,108.38,170.9,139.64,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,000万元至5,200万元。"
413,2020-03-31,2020-03-31,000531.SZA,穗恒运A,电力行业,increase,预增,410.0,460.0,435.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:40,300万元至44,300万元,同比上年增长:410%至460%。"
414,2020-03-31,2020-03-31,002733.SZA,雄韬股份,电子元件,increase,略增,11.15,25.83,18.49,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,650万元至3,000万元,同比上年增长:11.15%至25.83%。"
415,2020-03-31,2020-03-31,300414.SZA,中光防雷,电子元件,increase,预增,50.0,80.0,65.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,278.2万元至1,533.83万元,同比上年增长:50%至80%。"
416,2020-03-31,2020-03-31,300482.SZA,万孚生物,医药制造,increase,略增,25.0,35.0,30.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:9,071.7万元至9,797.44万元,同比上年增长:25%至35%。"
417,2020-03-31,2020-03-31,300187.SZA,永清环保,环保工程,increase,预增,50.0,80.0,65.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,374.92万元至1,649.9万元,同比上年增长:50%至80%。"
418,2020-03-31,2020-03-31,002876.SZA,三利谱,电子信息,increase,扭亏,149.21,173.82,161.515,"预计2020年1-3月归属于上市公司股东的净利润盈利:700万元-1,050万元。"
419,2020-03-31,2020-03-30,002204.SZA,大连重工,专用设备,increase,预增,28.72,93.08,60.9,"预计2020年1-3月归属于上市公司股东的净利润盈利:600万元至900万元,同比上年增长:28.72%至93.08%。"
420,2020-03-31,2020-03-30,300041.SZA,回天新材,化工行业,increase,略增,0.0,10.0,5.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,125.84万元至5,638.43万元,同比上年增长:0%至10%。"
421,2020-03-31,2020-03-30,000703.SZA,恒逸石化,化工行业,increase,预增,53.52,88.95,71.235,"预计2020年1-3月归属于上市公司股东的净利润盈利:65,000万元至80,000万元,同比上年增长:53.52%至88.95%。"
422,2020-03-31,2020-03-30,002734.SZA,利民股份,农药兽药,increase,预增,70.0,80.0,75.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:14,033.38万元至14,858.87万元,同比上年增长:70%至80%。"
423,2020-03-31,2020-03-30,300709.SZA,精研科技,电子元件,increase,扭亏,1025.5,1289.93,1157.715,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,400万元至1,800万元。"
424,2020-03-31,2020-03-30,300759.SZA,康龙化成,医药制造,increase,预增,70.0,100.0,85.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:9,221.16万元至10,848.42万元,同比上年增长:70%至100%。"
425,2020-03-31,2020-03-28,000987.SZA,越秀金控,多元金融,increase,预增,1146.0,1182.0,1164.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:344,505万元至354,505万元,同比上年增长:1146%至1182%。"
426,2020-03-31,2020-03-28,300453.SZA,三鑫医疗,医疗行业,increase,预增,100.0,120.0,110.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,004.72万元至1,105.19万元,同比上年增长:100%至120%。"
427,2020-03-31,2020-03-28,300363.SZA,博腾股份,医药制造,increase,预增,154.0,203.0,178.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,200万元至5,000万元,同比上年增长:154%至203%。"
428,2020-03-31,2020-03-28,002401.SZA,中远海科,软件服务,increase,预增,200.0,250.0,225.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:7,753.18万元-9,045.38万元,同比上年上升:200%-250%。"
429,2020-03-31,2020-03-27,002039.SZA,黔源电力,电力行业,increase,预增,500.0,800.0,650.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,112.94万元-6,169.41万元,同比上年上升:500%-800%。"
430,2020-03-31,2020-03-27,300678.SZA,中科信息,软件服务,increase,预增,30.0,50.01,40.005,"预计2020年1-3月归属于上市公司股东的净利润盈利:80.07万元至92.39万元,同比上年增长:30%至50.01%。"
431,2020-03-31,2020-03-27,002845.SZA,同兴达,电子元件,increase,预增,89.61,184.42,137.015,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,000万元至1,500万元,同比上年增长:89.61%至184.42%。"
432,2020-03-31,2020-03-27,300481.SZA,濮阳惠成,化工行业,increase,略增,0.0,15.0,7.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,906.84万元至3,342.87万元,同比上年增长:0%至15%。"
433,2020-03-31,2020-03-27,300560.SZA,中富通,通讯行业,increase,预增,80.0,110.0,95.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,372.3万元至1,601.02万元,同比上年增长:80%至110%。"
434,2020-03-31,2020-03-27,300092.SZA,科新机电,机械行业,increase,略增,7.83,31.79,19.81,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,800万元至2,200万元,同比上年增长:7.83%至31.79%。"
435,2020-03-31,2020-03-27,300701.SZA,森霸传感,电子元件,increase,预增,40.0,60.0,50.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,375.46万元至2,714.81万元,同比上年增长:40%至60%。"
436,2020-03-31,2020-03-26,300618.SZA,寒锐钴业,有色金属,increase,扭亏,136.15,145.19,140.67,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,000万元至2,500万元。"
437,2020-03-31,2020-03-26,002829.SZA,星网宇达,电子信息,increase,预增,121.32,195.09,158.205,"预计2020年1-3月归属于上市公司股东的净利润盈利:900万元至1,200万元,同比上年增长:121.32%至195.09%。"
438,2020-03-31,2020-03-26,300770.SZA,新媒股份,文化传媒,increase,预增,70.0,100.0,85.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:12,485.77万元至14,689.14万元,同比上年增长:70%至100%。"
439,2020-03-31,2020-03-25,002683.SZA,宏大爆破,化工行业,increase,略增,15.0,35.0,25.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,365.96万元至3,951.34万元,同比上年增长:15%至35%。"
440,2020-03-31,2020-03-25,688189.SHA,南新制药,医药制造,increase,略增,25.78,49.51,37.645,"预计2020年1-3月归属于上市公司股东的净利润2,588万元-3,076万元,较上年同比增加 25.78%-49.51%。"
441,2020-03-31,2020-03-24,300234.SZA,开尔新材,材料行业,increase,预增,332.79,362.76,347.775,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,000万元至4,277万元,同比上年增长:332.79%至362.76%。"
442,2020-03-31,2020-03-24,300777.SZA,中简科技,材料行业,increase,略增,10.0,25.0,17.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,681.21万元至3,046.83万元,同比上年增长:10%至25%。"
443,2020-03-31,2020-03-24,300748.SZA,金力永磁,材料行业,increase,略增,10.0,25.0,17.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,899.51万元至3,294.89万元,同比上年增长:10%至25%。"
444,2020-03-31,2020-03-24,300763.SZA,锦浪科技,专用设备,increase,预增,759.07,788.69,773.88,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,800万元至6,000万元,同比上年增长:759.07%至788.69%。"
445,2020-03-31,2020-03-24,300224.SZA,正海磁材,材料行业,increase,预增,50.0,80.0,65.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,036.49万元至1,243.78万元,同比上年增长:50%至80%。"
446,2020-03-31,2020-03-23,300765.SZA,新诺威,食品饮料,increase,略增,15.0,30.0,22.5,"预计2020年1-3月归属于上市公司股东的净利润盈利:6,491.59万元至7,338.31万元,同比上年增长:15%至30%。"
447,2020-03-31,2020-03-23,300554.SZA,三超新材,机械行业,increase,略增,11.61,40.91,26.26,"预计2020年1-3月归属于上市公司股东的净利润盈利:160万元至202万元,同比上年增长:11.61%至40.91%。"
448,2020-03-31,2020-03-21,002324.SZA,普利特,塑胶制品,increase,预增,70.0,120.0,95.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:4,199.71万元-5,434.92万元,同比上年增长:70%-120%。"
449,2020-03-31,2020-03-20,002782.SZA,可立克,电子元件,increase,预增,204.75,348.67,276.71,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,600万元-5,300万元。"
450,2020-03-31,2020-03-20,688360.SHA,德马科技,机械行业,increase,扭亏,124.57,149.14,136.855,预计2020年1-3月归属于上市公司股东的净利润盈利:150万元-300万元。
451,2020-03-31,2020-03-20,300497.SZA,富祥药业,医药制造,increase,预增,50.0,70.0,60.0,"预计2020年1-3月归属于上市公司股东的净利润盈利:8,013.59万元至9,082.06万元,同比上年增长:50%至70%。"
