ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399905.SZ,20191108,4988.2938,5036.6566,5051.5643,4985.9488,5007.0666,-18.7728,-0.3749,79096556.0,80301698.4
399905.SZ,20191107,5007.0666,4970.529,5020.2236,4960.8385,4974.7343,32.3323,0.6499,72092198.0,70612908.5
399905.SZ,20191106,4974.7343,5022.1048,5027.7894,4955.8258,5025.3029,-50.5686,-1.0063,83216275.0,82703564.2
399905.SZ,20191105,5025.3029,4995.4616,5041.2355,4972.7168,4987.8364,37.4665,0.7512,85072951.0,84235951.7
399905.SZ,20191104,4987.8364,4974.3632,5016.9371,4974.3632,4962.3495,25.4869,0.5136,81278227.0,82241598.0
399905.SZ,20191101,4962.3495,4908.6477,4967.0484,4896.0073,4917.4174,44.9321,0.9137,74155656.0,72447112.6
399905.SZ,20191031,4917.4174,4950.0259,4967.7453,4911.3756,4947.8954,-30.478,-0.616,79582687.0,79650641.3
399905.SZ,20191030,4947.8954,4975.6732,4984.4037,4938.1025,5007.7126,-59.8172,-1.1945,85762155.0,83620058.9
399905.SZ,20191029,5007.7126,5080.9295,5080.9295,5007.7126,5084.4677,-76.7551,-1.5096,108706305.0,105275425.0
399905.SZ,20191028,5084.4677,5026.064,5084.6884,5026.064,4994.5684,89.8993,1.7999,102907395.0,101064614.5
399905.SZ,20191025,4994.5684,4953.3271,5001.5089,4922.0836,4958.2465,36.3219,0.7326,73158777.0,72672829.2
399905.SZ,20191024,4958.2465,4961.6853,4972.7625,4921.1123,4967.1949,-8.9484,-0.1801,64868443.0,62074661.0
399905.SZ,20191023,4967.1949,5009.3572,5009.9404,4955.0555,5005.5525,-38.3576,-0.7663,69036507.0,65559048.9
399905.SZ,20191022,5005.5525,4954.1075,5011.0127,4954.1075,4951.0354,54.5171,1.1011,65534982.0,63627854.0
399905.SZ,20191021,4951.0354,4956.7929,4957.2357,4906.3624,4961.8072,-10.7718,-0.2171,69899271.0,65366244.5
399905.SZ,20191018,4961.8072,5033.8167,5056.5575,4953.1478,5029.854,-68.0468,-1.3529,82038850.0,74431254.1
399905.SZ,20191017,5029.854,5039.2712,5049.3606,5017.4677,5038.356,-8.502,-0.1687,70514508.0,65942908.1
399905.SZ,20191016,5038.356,5064.3325,5086.9729,5036.5028,5061.0029,-22.6469,-0.4475,78221408.0,73744399.9
399905.SZ,20191015,5061.0029,5115.2478,5115.2478,5057.2839,5131.1312,-70.1283,-1.3667,88321430.0,86494758.0
399905.SZ,20191014,5131.1312,5095.2164,5151.6944,5089.3126,5055.5165,75.6147,1.4957,103688878.0,100737694.0
399905.SZ,20191011,5055.5165,5057.8108,5074.9035,5012.3843,5046.3594,9.1571,0.1815,82786016.0,82692670.9
399905.SZ,20191010,5046.3594,4988.1408,5049.2193,4979.1948,4982.9535,63.4059,1.2725,73818154.0,75962306.5
399905.SZ,20191009,4982.9535,4926.2085,4985.4405,4904.3222,4941.7607,41.1928,0.8336,66505759.0,67224088.8
399905.SZ,20191008,4941.7607,4955.078,4994.4433,4937.0284,4940.903,0.8577,0.0174,66443425.0,69528043.0
399905.SZ,20190930,4940.903,5009.1385,5022.4285,4940.903,5005.6299,-64.7269,-1.2931,65785130.0,66977336.9
399905.SZ,20190927,5005.6299,4974.0324,5033.185,4974.0324,4970.2403,35.3896,0.712,74329833.0,77773539.9
399905.SZ,20190926,4970.2403,5099.5177,5108.8037,4970.2403,5087.0091,-116.7688,-2.2954,94670752.0,100909210.4
399905.SZ,20190925,5087.0091,5162.1513,5162.1513,5087.0091,5180.7418,-93.7327,-1.8093,92202920.0,103768929.2
399905.SZ,20190924,5180.7418,5168.1222,5237.4102,5159.3315,5171.484,9.2578,0.179,94527996.0,108590216.7
399905.SZ,20190923,5171.484,5192.8838,5192.8838,5124.7981,5204.4848,-33.0008,-0.6341,94657680.0,103757230.3
399905.SZ,20190920,5204.4848,5198.7279,5220.2351,5180.0778,5191.6687,12.8161,0.2469,94186438.0,104270351.9
399905.SZ,20190919,5191.6687,5150.4983,5191.6687,5126.1532,5141.0381,50.6306,0.9848,88129311.0,92724183.2
399905.SZ,20190918,5141.0381,5148.0631,5163.8104,5119.6137,5140.4502,0.5879,0.0114,89555999.0,92044125.7
399905.SZ,20190917,5140.4502,5237.5592,5237.5592,5118.2077,5250.3398,-109.8896,-2.093,114771435.0,113656216.3
399905.SZ,20190916,5250.3398,5263.3007,5279.5896,5228.29,5242.6115,7.7283,0.1474,114136339.0,116963948.6
399905.SZ,20190912,5242.6115,5230.2944,5255.7851,5197.5696,5217.2913,25.3202,0.4853,96044226.0,99874269.5
399905.SZ,20190911,5217.2913,5262.4946,5273.9678,5206.9728,5245.305,-28.0137,-0.5341,115603941.0,119062341.4
399905.SZ,20190910,5245.305,5264.3276,5264.3276,5212.5251,5263.4594,-18.1544,-0.3449,131111547.0,138175230.5
399905.SZ,20190909,5263.4594,5202.7058,5263.4594,5171.8514,5154.6378,108.8216,2.1111,132941927.0,139542294.5
399905.SZ,20190906,5154.6378,5152.185,5167.4828,5111.7349,5138.4051,16.2327,0.3159,112798576.0,122605223.2
399905.SZ,20190905,5138.4051,5119.5739,5208.9999,5119.4281,5093.2662,45.1389,0.8862,158947369.0,160737034.5
399905.SZ,20190904,5093.2662,5036.5238,5093.2662,5027.6672,5044.1805,49.0857,0.9731,122499224.0,123208416.3
399905.SZ,20190903,5044.1805,5019.4049,5044.1805,4999.8872,5008.2958,35.8847,0.7165,109090449.0,115052722.4
399905.SZ,20190902,5008.2958,4894.0496,5020.2648,4890.2253,4886.494,121.8018,2.4926,108292930.0,109204318.7
399905.SZ,20190830,4886.494,4963.2785,4975.9723,4862.5821,4934.1838,-47.6898,-0.9665,102451634.0,108135467.9
399905.SZ,20190829,4934.1838,4937.5909,4954.9574,4912.22,4928.1935,5.9903,0.1216,96817996.0,94062432.2
399905.SZ,20190828,4928.1935,4929.8939,4948.0177,4910.6033,4936.1238,-7.9303,-0.1607,98994293.0,92168539.7
399905.SZ,20190827,4936.1238,4878.2891,4976.5805,4878.2891,4855.4584,80.6654,1.6613,108192637.0,105376287.9
399905.SZ,20190826,4855.4584,4799.4831,4867.3032,4793.8441,4887.9024,-32.444,-0.6638,88453144.0,86780252.7
399905.SZ,20190823,4887.9024,4888.5329,4902.7831,4861.2002,4887.9142,-0.0118,-0.0002,82502528.0,81178885.7
399905.SZ,20190822,4887.9142,4894.3625,4896.5752,4851.9692,4882.7213,5.1929,0.1064,82238110.0,82031364.6
399905.SZ,20190821,4882.7213,4865.7174,4896.2914,4859.328,4872.6061,10.1152,0.2076,84940790.0,83121773.9
399905.SZ,20190820,4872.6061,4878.6745,4912.9917,4864.8159,4875.0363,-2.4302,-0.0498,100202293.0,94825269.8
399905.SZ,20190819,4875.0363,4765.0581,4875.0363,4765.0581,4722.6625,152.3738,3.2264,106580926.0,105144365.4
399905.SZ,20190816,4722.6625,4702.1415,4755.9526,4696.9213,4706.5504,16.1121,0.3423,77542458.0,76502437.6
399905.SZ,20190815,4706.5504,4585.0944,4709.363,4576.4614,4683.8403,22.7101,0.4849,78261611.0,72618382.7
399905.SZ,20190814,4683.8403,4713.5026,4731.8627,4677.1302,4658.3884,25.4519,0.5464,71148787.0,69438518.1
399905.SZ,20190813,4658.3884,4649.349,4667.715,4638.0294,4685.045,-26.6566,-0.569,58691317.0,57730564.5
399905.SZ,20190812,4685.045,4608.1166,4685.045,4591.6615,4600.3526,84.6924,1.841,61946507.0,62148044.5
399905.SZ,20190809,4600.3526,4677.2477,4690.654,4593.2238,4656.1009,-55.7483,-1.1973,64443337.0,64477323.1
399905.SZ,20190808,4656.1009,4641.8665,4663.032,4636.2385,4626.3641,29.7368,0.6428,60077796.0,56743200.9
399905.SZ,20190807,4626.3641,4678.4283,4686.7321,4624.7423,4650.5627,-24.1986,-0.5203,67417406.0,62344725.9
399905.SZ,20190806,4650.5627,4665.8404,4684.5159,4558.0604,4751.9846,-101.4219,-2.1343,98667866.0,84239326.2
399905.SZ,20190805,4751.9846,4795.9105,4838.7588,4749.9444,4809.9198,-57.9352,-1.2045,71612542.0,69025913.4
399905.SZ,20190802,4809.9198,4773.4302,4816.8104,4756.4044,4870.469,-60.5492,-1.2432,79002361.0,73848047.8
399905.SZ,20190801,4870.469,4877.5573,4900.0866,4850.5281,4903.203,-32.734,-0.6676,64332504.0,61801931.6
399905.SZ,20190731,4903.203,4914.044,4921.7224,4892.5557,4922.9175,-19.7145,-0.4005,62754547.0,58776188.9
399905.SZ,20190730,4922.9175,4902.8411,4961.0247,4902.7813,4897.0183,25.8992,0.5289,71194127.0,65553974.5
399905.SZ,20190729,4897.0183,4897.6519,4914.48,4872.545,4898.1099,-1.0916,-0.0223,56581521.0,54815760.1
399905.SZ,20190726,4898.1099,4880.7194,4902.0916,4868.197,4891.6432,6.4667,0.1322,59252777.0,57190685.2
399905.SZ,20190725,4891.6432,4873.1742,4899.715,4861.7715,4873.0271,18.6161,0.382,67384418.0,65540811.9
399905.SZ,20190724,4873.0271,4837.7669,4898.8054,4837.7669,4823.9182,49.1089,1.018,69451383.0,63586100.1
399905.SZ,20190723,4823.9182,4778.0529,4823.9182,4778.0529,4776.5749,47.3433,0.9912,54729263.0,48300963.6
399905.SZ,20190722,4776.5749,4885.4293,4886.402,4766.0716,4878.6903,-102.1154,-2.0931,72191578.0,61198813.6
399905.SZ,20190719,4878.6903,4861.2125,4920.4135,4861.2031,4844.1087,34.5816,0.7139,68597298.0,57390762.2
399905.SZ,20190718,4844.1087,4909.7172,4909.7172,4843.5134,4929.085,-84.9763,-1.724,72636158.0,59848894.3
399905.SZ,20190717,4929.085,4930.6466,4953.4093,4914.4924,4932.0458,-2.9608,-0.06,75361088.0,65860765.2
399905.SZ,20190716,4932.0458,4917.7931,4940.2313,4909.6633,4925.3243,6.7215,0.1365,68924962.0,60958972.1
399905.SZ,20190715,4925.3243,4850.8904,4951.6237,4787.9062,4861.5679,63.7564,1.3114,84594481.0,75865112.7
399905.SZ,20190712,4861.5679,4848.222,4874.3204,4820.6635,4844.5474,17.0205,0.3513,61479398.0,54064544.4
399905.SZ,20190711,4844.5474,4867.6825,4905.1604,4821.5516,4843.8649,0.6825,0.0141,62628484.0,56483156.3
399905.SZ,20190710,4843.8649,4891.9111,4896.0413,4829.2848,4881.6235,-37.7586,-0.7735,60795192.0,55261260.6
399905.SZ,20190709,4881.6235,4868.475,4892.5583,4838.9366,4870.7807,10.8428,0.2226,61012512.0,56755420.8
399905.SZ,20190708,4870.7807,5028.6349,5028.6349,4855.2148,5042.6599,-171.8792,-3.4085,91766077.0,81431278.9
399905.SZ,20190705,5042.6599,5026.3316,5055.0145,5001.5234,5025.0207,17.6392,0.351,64904141.0,60552010.3
399905.SZ,20190704,5025.0207,5046.883,5067.997,5002.3322,5040.7227,-15.702,-0.3115,80147189.0,72016475.8
399905.SZ,20190703,5040.7227,5074.7097,5074.7097,5021.8958,5084.41,-43.6873,-0.8592,85358589.0,79210212.9
399905.SZ,20190702,5084.41,5092.8418,5102.4091,5066.2507,5100.2619,-15.8519,-0.3108,97080637.0,91618108.6
399905.SZ,20190701,5100.2619,5044.6638,5100.2619,5016.2363,4950.4798,149.7821,3.0256,111630214.0,108157182.5
399905.SZ,20190628,4950.4798,5005.1921,5005.1921,4920.4349,5007.4833,-57.0035,-1.1384,77164628.0,70271421.8
399905.SZ,20190627,5007.4833,4974.9859,5030.3718,4972.6702,4962.5936,44.8897,0.9046,81631266.0,77117707.8
399905.SZ,20190626,4962.5936,4943.7751,4991.1275,4928.733,4974.9882,-12.3946,-0.2491,70035687.0,64206718.4
399905.SZ,20190625,4974.9882,5020.2009,5020.2009,4910.1971,5024.2046,-49.2164,-0.9796,99202180.0,85713850.5
399905.SZ,20190624,5024.2046,5032.3746,5038.4798,4996.1699,5021.3051,2.8995,0.0577,99620157.0,86442218.7
399905.SZ,20190621,5021.3051,4973.5853,5045.7149,4973.5853,4954.7338,66.5713,1.3436,122814214.0,106832740.4
399905.SZ,20190620,4954.7338,4853.2088,4987.5951,4837.1763,4858.9164,95.8174,1.972,119695961.0,102804340.1
399905.SZ,20190619,4858.9164,4902.9598,4931.1098,4856.9033,4797.1468,61.7696,1.2876,98274376.0,88246816.0
399905.SZ,20190618,4797.1468,4804.3018,4825.6252,4773.5495,4802.8185,-5.6717,-0.1181,66523897.0,56694905.7
399905.SZ,20190617,4802.8185,4796.1203,4826.5959,4779.6429,4795.5267,7.2918,0.1521,73361138.0,64090002.5
399905.SZ,20190614,4795.5267,4880.2264,4893.9284,4786.195,4877.6505,-82.1238,-1.6837,102803894.0,83140662.6
399905.SZ,20190613,4877.6505,4855.5398,4892.5811,4831.5194,4863.4922,14.1583,0.2911,96172538.0,79697102.6
399905.SZ,20190612,4863.4922,4889.3606,4917.0919,4852.9834,4901.4723,-37.9801,-0.7749,107847561.0,94685225.2
399905.SZ,20190611,4901.4723,4730.8093,4903.8673,4728.4832,4725.2643,176.208,3.7291,116811446.0,99669915.5
399905.SZ,20190610,4725.2643,4693.7633,4750.5423,4662.7808,4678.7844,46.4799,0.9934,73361381.0,63265364.5
399905.SZ,20190606,4678.7844,4776.4896,4776.6879,4668.5413,4783.8245,-105.0401,-2.1957,83416931.0,70429637.4
399905.SZ,20190605,4783.8245,4837.895,4850.8038,4777.9781,4795.4129,-11.5884,-0.2417,81300165.0,72772853.6
399905.SZ,20190604,4795.4129,4847.6634,4853.8105,4768.0393,4853.8153,-58.4024,-1.2032,86751653.0,77250794.6
399905.SZ,20190603,4853.8153,4921.7084,4942.0652,4838.3523,4912.0005,-58.1852,-1.1846,98540830.0,83580691.9
399905.SZ,20190531,4912.0005,4923.9199,4969.0513,4902.7379,4926.403,-14.4025,-0.2924,86716729.0,75731116.0
399905.SZ,20190530,4926.403,4933.5006,4933.8544,4865.7753,4956.8638,-30.4608,-0.6145,94779602.0,80822550.0
399905.SZ,20190529,4956.8638,4943.5678,4992.9887,4930.4307,4955.4855,1.3783,0.0278,85876852.0,78641296.2
399905.SZ,20190528,4955.4855,4965.5908,5002.2491,4933.8967,4962.947,-7.4615,-0.1503,90263989.0,83641973.4
399905.SZ,20190527,4962.947,4848.6417,4974.2676,4824.142,4841.7573,121.1897,2.503,93076414.0,81678357.2
399905.SZ,20190524,4841.7573,4848.5757,4892.4587,4831.3352,4872.9202,-31.1629,-0.6395,77933436.0,69305381.7
399905.SZ,20190523,4872.9202,4955.2522,4957.9863,4860.1881,4976.3929,-103.4727,-2.0793,90563681.0,82582767.2
399905.SZ,20190522,4976.3929,5002.1602,5018.1092,4941.0098,5009.8725,-33.4796,-0.6683,94092709.0,86507936.4
399905.SZ,20190521,5009.8725,4917.3424,5026.2842,4904.8232,4923.5589,86.3136,1.7531,100837073.0,91301255.1
399905.SZ,20190520,4923.5589,4937.1767,4947.7455,4835.8087,4942.5792,-19.0203,-0.3848,95686497.0,84271517.2
399905.SZ,20190517,4942.5792,5112.2411,5116.9934,4923.6727,5108.3588,-165.7796,-3.2453,119071213.0,103931108.2
399905.SZ,20190516,5108.3588,5071.1085,5118.4448,5059.2068,5076.555,31.8038,0.6265,104422166.0,91206178.6
399905.SZ,20190515,5076.555,5002.6051,5086.7298,4999.3368,4965.6124,110.9426,2.2342,97463860.0,88150026.7
399905.SZ,20190514,4965.6124,4942.3937,5018.4131,4941.9271,5005.9044,-40.292,-0.8049,87540969.0,78269150.1
399905.SZ,20190513,5005.9044,5009.4748,5040.5037,4985.1882,5064.323,-58.4186,-1.1535,91736394.0,81269399.6
399905.SZ,20190510,5064.323,4940.4814,5064.323,4842.6072,4888.4128,175.9102,3.5985,122177483.0,103926817.4
399905.SZ,20190509,4888.4128,4897.9781,4955.7835,4879.6945,4947.7419,-59.3291,-1.1991,90934656.0,75438861.4
399905.SZ,20190508,4947.7419,4865.7878,5028.526,4842.5603,4973.4043,-25.6624,-0.516,107738121.0,88503433.4
399905.SZ,20190507,4973.4043,4933.0425,4990.1939,4886.0568,4908.7984,64.6059,1.3161,116573687.0,97660954.7
399905.SZ,20190506,4908.7984,5122.4696,5125.1616,4874.6433,5307.56,-398.7616,-7.5131,143386233.0,116597523.1
399905.SZ,20190430,5307.56,5244.0447,5349.9438,5244.0447,5265.6011,41.9589,0.7968,102190340.0,90849649.2
399905.SZ,20190429,5265.6011,5405.1641,5421.6568,5252.0486,5408.0306,-142.4295,-2.6337,138672387.0,119713196.2
399905.SZ,20190426,5408.0306,5427.6228,5496.0353,5407.1942,5458.4194,-50.3888,-0.9231,124279880.0,108970816.4
399905.SZ,20190425,5458.4194,5652.0056,5662.7898,5457.8254,5679.7256,-221.3062,-3.8964,151401718.0,132098714.8
399905.SZ,20190424,5679.7256,5636.4016,5682.4788,5568.408,5628.0624,51.6632,0.918,134784412.0,121970724.6
399905.SZ,20190423,5628.0624,5710.7334,5710.7334,5610.7353,5723.0417,-94.9793,-1.6596,149871461.0,133768248.9
399905.SZ,20190422,5723.0417,5821.0229,5824.5207,5704.9769,5810.1798,-87.1381,-1.4997,158161026.0,143410616.8
399905.SZ,20190419,5810.1798,5762.5009,5810.1798,5710.7953,5775.171,35.0088,0.6062,148724289.0,133507303.9
399905.SZ,20190418,5775.171,5804.3014,5826.6736,5762.5678,5807.7288,-32.5578,-0.5606,151322505.0,141406848.4
399905.SZ,20190417,5807.7288,5776.6352,5840.6249,5757.9952,5777.0111,30.7177,0.5317,169800155.0,158856829.0
399905.SZ,20190416,5777.0111,5625.1221,5777.0111,5583.6142,5655.9825,121.0286,2.1398,156029632.0,147394539.9
399905.SZ,20190415,5655.9825,5795.5011,5815.3916,5654.3441,5714.3676,-58.3851,-1.0217,157754136.0,147932909.4
399905.SZ,20190412,5714.3676,5720.0481,5749.3368,5673.7447,5727.1749,-12.8073,-0.2236,140078341.0,126121980.2
399905.SZ,20190411,5727.1749,5852.636,5866.9221,5720.5516,5850.7609,-123.586,-2.1123,165876073.0,157397019.8
399905.SZ,20190410,5850.7609,5826.0258,5906.4273,5782.3689,5858.0464,-7.2855,-0.1244,178753607.0,172671580.6
399905.SZ,20190409,5858.0464,5834.29,5877.84,5798.3736,5847.6296,10.4168,0.1781,179363502.0,169072553.7
399905.SZ,20190408,5847.6296,5921.2105,5939.4979,5765.9069,5871.5575,-23.9279,-0.4075,238317466.0,222907102.7
399905.SZ,20190404,5871.5575,5868.3919,5894.9882,5813.4624,5836.0369,35.5206,0.6086,208834859.0,196845266.3
399905.SZ,20190403,5836.0369,5744.2215,5843.468,5724.1257,5775.5497,60.4872,1.0473,199104763.0,182304278.5
399905.SZ,20190402,5775.5497,5794.7878,5833.0223,5750.3296,5757.8379,17.7118,0.3076,228750284.0,216017608.6
399905.SZ,20190401,5757.8379,5591.6651,5763.5806,5591.6651,5547.6561,210.1818,3.7887,221181631.0,208464845.2
399905.SZ,20190329,5547.6561,5370.4209,5550.7601,5346.2139,5370.1234,177.5327,3.3059,178333017.0,164954573.8
399905.SZ,20190328,5370.1234,5432.9438,5487.7654,5370.1234,5447.8795,-77.7561,-1.4273,149261082.0,141312489.9
399905.SZ,20190327,5447.8795,5431.9779,5447.8795,5333.7848,5394.8787,53.0008,0.9824,144956608.0,134714503.0
399905.SZ,20190326,5394.8787,5571.5251,5589.4127,5380.8535,5549.6711,-154.7924,-2.7892,176164730.0,160539919.3
399905.SZ,20190325,5549.6711,5521.251,5629.2277,5507.3576,5622.1402,-72.4691,-1.289,178432937.0,166384283.6
399905.SZ,20190322,5622.1402,5591.0427,5625.095,5505.8058,5589.478,32.6622,0.5844,181954823.0,168610426.9
399905.SZ,20190321,5589.478,5525.9922,5634.6618,5513.392,5515.7856,73.6924,1.336,207150045.0,184005098.8
399905.SZ,20190320,5515.7856,5518.3087,5533.0525,5415.7549,5522.1801,-6.3945,-0.1158,176820735.0,154380099.3
399905.SZ,20190319,5522.1801,5505.6985,5555.1227,5486.7986,5501.183,20.9971,0.3817,166713931.0,150233661.5
399905.SZ,20190318,5501.183,5387.3756,5501.183,5333.2557,5359.0087,142.1743,2.653,172655255.0,153883835.9
399905.SZ,20190315,5359.0087,5328.8085,5418.3293,5308.0621,5298.5024,60.5063,1.142,152846465.0,139681586.0
399905.SZ,20190314,5298.5024,5381.11,5432.5207,5236.7529,5424.8642,-126.3618,-2.3293,178608679.0,154289289.8
399905.SZ,20190313,5424.8642,5557.1556,5557.1556,5388.2464,5551.0029,-126.1387,-2.2724,224349236.0,201483723.0
399905.SZ,20190312,5551.0029,5500.9359,5591.6863,5458.7596,5456.381,94.6219,1.7342,249333993.0,216216097.8
399905.SZ,20190311,5456.381,5279.7507,5456.4199,5272.1903,5245.6999,210.6811,4.0163,214252213.0,185766885.6
399905.SZ,20190308,5245.6999,5340.1057,5480.1728,5245.5313,5458.6153,-212.9154,-3.9005,285680249.0,229867708.6
399905.SZ,20190307,5458.6153,5381.2266,5512.6438,5353.5735,5390.0294,68.5859,1.2725,266967220.0,214811701.3
399905.SZ,20190306,5390.0294,5328.1279,5395.554,5256.7934,5295.2878,94.7416,1.7892,264964318.0,209513257.0
399905.SZ,20190305,5295.2878,5146.6204,5295.2878,5125.154,5158.2467,137.0411,2.6567,206891261.0,168045744.4
399905.SZ,20190304,5158.2467,5112.9515,5253.388,5108.2823,5067.225,91.0217,1.7963,232446864.0,183781732.2
399905.SZ,20190301,5067.225,5047.2277,5067.3068,4984.993,5025.2913,41.9337,0.8345,149828330.0,112765394.5
399905.SZ,20190228,5025.2913,5017.4403,5072.6687,4994.0501,5017.8842,7.4071,0.1476,156042877.0,116972246.6
399905.SZ,20190227,5017.8842,5027.3875,5093.7952,4964.623,5038.5435,-20.6593,-0.41,208854087.0,155472037.7
399905.SZ,20190226,5038.5435,5059.284,5149.6229,5004.552,5044.3466,-5.8031,-0.115,262833265.0,196257557.7
399905.SZ,20190225,5044.3466,4840.5434,5045.0755,4835.4825,4777.2977,267.0489,5.59,241783579.0,190541189.5
399905.SZ,20190222,4777.2977,4651.538,4777.2977,4649.2158,4659.1431,118.1546,2.536,146166142.0,111540083.3
399905.SZ,20190221,4659.1431,4666.2814,4750.418,4643.1096,4667.6243,-8.4812,-0.1817,145951113.0,111329120.9
399905.SZ,20190220,4667.6243,4667.3534,4677.9779,4619.46,4667.2836,0.3407,0.0073,120213129.0,87303394.5
399905.SZ,20190219,4667.2836,4683.3252,4706.5253,4614.2779,4660.999,6.2846,0.1348,143874768.0,105704251.1
399905.SZ,20190218,4660.999,4527.9685,4660.999,4527.9685,4502.7348,158.2642,3.5148,124124004.0,92189941.7
399905.SZ,20190215,4502.7348,4523.9449,4544.3864,4497.3858,4532.1699,-29.4351,-0.6495,93511607.0,67254618.8
399905.SZ,20190214,4532.1699,4507.8406,4555.2331,4494.5521,4512.4088,19.7611,0.4379,94828533.0,70164059.5
399905.SZ,20190213,4512.4088,4442.7279,4526.2699,4433.0271,4439.485,72.9238,1.6426,113218903.0,82940466.8
399905.SZ,20190212,4439.485,4398.4427,4452.5007,4394.8339,4402.8668,36.6182,0.8317,85271156.0,61588925.2
399905.SZ,20190211,4402.8668,4306.2006,4403.7282,4306.2006,4294.2696,108.5972,2.5289,75297356.0,56743679.2
399905.SZ,20190201,4294.2696,4189.1098,4295.0379,4189.1098,4176.4739,117.7957,2.8205,66099677.0,47693471.3
399905.SZ,20190131,4176.4739,4203.9772,4240.7162,4151.414,4211.6235,-35.1496,-0.8346,71511205.0,47694716.1
399905.SZ,20190130,4211.6235,4235.2746,4266.8811,4211.1908,4254.2875,-42.664,-1.0028,58513770.0,42466758.4
399905.SZ,20190129,4254.2875,4301.4692,4301.4692,4188.594,4307.2196,-52.9321,-1.2289,77753727.0,54223809.2
399905.SZ,20190128,4307.2196,4341.4922,4370.898,4297.9632,4318.4417,-11.2221,-0.2599,67279935.0,49287478.1
399905.SZ,20190125,4318.4417,4341.4133,4359.4637,4315.9525,4338.17,-19.7283,-0.4548,71657478.0,52504910.5
399905.SZ,20190124,4338.17,4318.7091,4363.2181,4292.8296,4315.6846,22.4854,0.521,70630305.0,51572057.9
399905.SZ,20190123,4315.6846,4298.938,4322.8895,4292.0872,4308.2518,7.4328,0.1725,58485735.0,40571874.3
399905.SZ,20190122,4308.2518,4370.8568,4370.8568,4291.9624,4373.6333,-65.3815,-1.4949,69496672.0,47826602.4
399905.SZ,20190121,4373.6333,4354.6997,4395.0631,4352.8102,4347.8112,25.8221,0.5939,72781531.0,52937642.7
399905.SZ,20190118,4347.8112,4307.1386,4351.4382,4297.4773,4303.7308,44.0804,1.0242,83371611.0,55476936.2
399905.SZ,20190117,4303.7308,4334.6309,4347.1786,4297.6681,4336.8779,-33.1471,-0.7643,74562113.0,48421136.0
399905.SZ,20190116,4336.8779,4347.0758,4364.0963,4330.7437,4347.3555,-10.4776,-0.241,69274744.0,50030063.7
399905.SZ,20190115,4347.3555,4282.9863,4350.9338,4271.6362,4286.5474,60.8081,1.4186,72005181.0,50608143.3
399905.SZ,20190114,4286.5474,4317.5239,4325.9474,4278.761,4314.8757,-28.3283,-0.6565,67679614.0,44765955.4
399905.SZ,20190111,4314.8757,4282.3935,4316.5413,4267.2889,4281.8606,33.0151,0.771,68355085.0,46599960.1
399905.SZ,20190110,4281.8606,4289.5591,4319.4941,4274.1955,4288.7717,-6.9111,-0.1611,68910889.0,49243142.0
399905.SZ,20190109,4288.7717,4286.231,4354.1986,4280.6556,4277.2967,11.475,0.2683,85153595.0,61510931.8
399905.SZ,20190108,4277.2967,4278.2802,4289.6278,4264.6001,4288.3234,-11.0267,-0.2571,69556937.0,49700132.3
399905.SZ,20190107,4288.3234,4235.0346,4297.0238,4223.4585,4210.8786,77.4448,1.8392,81153450.0,59231303.9
399905.SZ,20190104,4210.8786,4075.6217,4210.8786,4071.6898,4112.807,98.0716,2.3845,73448737.0,52230681.3
399905.SZ,20190103,4112.807,4131.6949,4182.1983,4110.527,4131.9567,-19.1497,-0.4635,55491244.0,41103713.1
399905.SZ,20190102,4131.9567,4176.1098,4179.7233,4125.9356,4168.0363,-36.0796,-0.8656,47494449.0,35572462.2
399905.SZ,20181228,4168.0363,4168.9399,4192.6955,4138.9346,4161.2702,6.7661,0.1626,49964185.0,37350056.8
399905.SZ,20181227,4161.2702,4263.3345,4272.8081,4159.7661,4208.4053,-47.1351,-1.12,54219393.0,40327766.0
399905.SZ,20181226,4208.4053,4218.6618,4241.3508,4194.305,4225.5124,-17.1071,-0.4049,45032933.0,34328585.0
399905.SZ,20181225,4225.5124,4233.5432,4244.9521,4132.7639,4274.7218,-49.2094,-1.1512,60383673.0,43750314.4
399905.SZ,20181224,4274.7218,4227.354,4276.9745,4215.0226,4231.144,43.5778,1.0299,41841941.0,32706121.6
399905.SZ,20181221,4231.144,4246.4287,4260.289,4204.486,4259.7614,-28.6174,-0.6718,47110425.0,35374801.4
399905.SZ,20181220,4259.7614,4240.3729,4274.0116,4225.1345,4247.8991,11.8623,0.2793,46967852.0,34730999.5
399905.SZ,20181219,4247.8991,4311.2792,4315.1081,4245.1504,4307.2675,-59.3684,-1.3783,46260174.0,33854346.7
399905.SZ,20181218,4307.2675,4308.0478,4339.4043,4266.4517,4330.6465,-23.379,-0.5399,51303478.0,37327896.8
399905.SZ,20181217,4330.6465,4322.5935,4341.2033,4285.2144,4337.1025,-6.456,-0.1489,51502815.0,38561891.3
399905.SZ,20181214,4337.1025,4436.0023,4439.0458,4331.3785,4443.1572,-106.0547,-2.3869,65786546.0,47335305.3
399905.SZ,20181213,4443.1572,4405.0861,4471.2565,4378.4604,4393.324,49.8332,1.1343,63613910.0,47775555.0
399905.SZ,20181212,4393.324,4408.9142,4417.6041,4381.3236,4395.5702,-2.2462,-0.0511,48093612.0,35826068.7
