rtn,pure_rtn,zz500_rtn,net_rtn,in_date,out_date,code,pub_date,sum_pure_return,positions,is_real,forecasttype,forecast,zfpx,size,turnover_rate5,turnover_rate1,pct_change5,pct_change,pe_ttm,volume_ratio,industry,from_list_date
-3.4553847557386694,-0.4215385475993062,-3.1938462081393633,-0.0,2016-02-29,20160301,002236.SZ,2016-02-29,-19.23538441396209,0,0,预增,2.0,95.0,2245153.3091,1.7371199999999998,2.1538,-0.0030144927536232065,0.059557218584346636,33.4219,1.2,96.0,7.949444420250626
-2.1416855297157698,0.8921606784235935,-3.1938462081393633,0.0,2016-02-29,20160301,300113.SZ,2016-02-29,-19.23538441396209,0,0,预增,2.0,155.0,1396044.1714,5.214039999999999,5.4088,-0.03195831524099001,-0.03237904738092248,93.0821,1.14,2.0,7.60339933974067
-4.750406208842907,-1.716560000703544,-3.1938462081393633,-0.0,2016-02-29,20160301,300014.SZ,2016-02-29,-19.23538441396209,0,0,略增,0.0,30.0,724189.5487,5.453,4.8115,-0.01929451763705907,0.00710563713879688,78.5684,0.91,25.0,7.743269700829004
-7.609755856966712,-4.5759096488273485,-3.1938462081393633,-0.0,2016-02-29,20160301,300284.SZ,2016-02-29,-19.23538441396209,0,0,略增,0.0,30.0,529305.9786,0.91828,0.6021,-0.019275766016713096,0.013749999999999929,30.7242,0.57,8.0,7.315883504509785
-5.843079462102692,-2.8092332539633285,-3.1938462081393633,-0.0,2016-02-29,20160301,002577.SZ,2016-02-29,-19.23538441396209,0,0,扭亏,1.0,4276.66,920258.1473,2.55322,2.0683,-0.024933119315141805,-0.024157470921562847,,0.82,14.0,7.473637108496206
11.070164915758172,14.104011123897536,-3.1938462081393633,0.0,2016-02-29,20160301,002640.SZ,2016-02-27,-19.23538441396209,0,0,预增,2.0,233.0,1091848.1093,2.02346,1.9123,-0.021021021021021,-0.09778988798062369,135.7026,0.94,2.0,7.335633981927201
-1.538095774647879,1.4957504334914844,-3.1938462081393633,0.0,2016-02-29,20160301,002138.SZ,2016-02-27,-19.23538441396209,0,0,预增,2.0,55.0,824901.8989,4.6785,4.3461,-0.012396694214876033,-0.09992069785884218,35.1454,1.04,13.0,8.062432791583195
-4.17669139922978,-1.1428451910904165,-3.1938462081393633,-0.0,2016-02-29,20160301,300259.SZ,2016-02-27,-19.23538441396209,0,0,略增,0.0,35.0,194902.1685,2.32766,2.7672,-0.01833137485311397,-0.10011641443538992,39.2706,1.21,96.0,7.398174092970465
-4.362779084287194,-1.3289328761478305,-3.1938462081393633,-0.0,2016-02-29,20160301,300095.SZ,2016-02-27,-19.23538441396209,0,0,略增,0.0,18.73,232185.4,3.4242799999999995,4.0553,-0.014814814814814828,-0.09990999099909986,54.36600000000001,1.33,61.0,7.616775808698373
-4.582714822546978,-1.548868614407615,-3.1938462081393633,-0.0,2016-02-29,20160301,002340.SZ,2016-02-27,-19.23538441396209,0,0,预增,2.0,55.0,1116549.4992,2.38,3.8032,-0.016666666666666653,-0.09887005649717505,57.1245,1.85,75.0,7.704811922932594
-7.958910843373485,-4.925064635234122,-3.1938462081393633,-0.0,2016-02-29,20160301,002335.SZ,2016-02-29,-19.23538441396209,0,0,预增,2.0,125.0,609898.9732,2.7891199999999996,2.6807,-0.02198391420911525,-0.04925544100801829,57.2141,1.03,25.0,7.7102051944325325
-10.276511573068563,-7.242665364929199,-3.1938462081393633,-0.0,2016-02-29,20160301,300191.SZ,2016-02-29,-19.23538441396209,0,0,扭亏,1.0,175.0,667225.46,8.032979999999998,5.3402,-0.02232635060639473,-0.040488240547782266,,0.65,104.0,7.4977617006225685
7.468194736842099,-0.26357282730859743,7.571767564150696,-0.0,2016-03-01,20160302,300122.SZ,2016-03-01,-19.23538441396209,0.0,0,预增,2.0,45.0,759584.85,0.9055199999999999,1.1133,-0.0322912835601324,-0.041614123581336634,92.4003,1.42,46.0,7.587817219993427
8.168014030819133,0.436246466668437,7.571767564150696,0.0,2016-03-01,20160302,002296.SZ,2016-03-01,-19.23538441396209,0.0,0,预增,2.0,65.0,354860.7155,4.1696,4.2317,-0.03636363636363637,-0.07778608825729239,61.9853,1.0,31.0,7.757051142032013
8.178756235069287,0.4469886709185903,7.571767564150696,0.35759093673487224,2016-03-01,20160302,300204.SZ,2016-03-01,-18.87779347722722,0.8,1,略增,0.0,10.0,690619.4136,1.86388,1.9556,-0.04233521657250471,-0.093939393939394,33.6858,1.14,46.0,7.4815557019095165
12.448644766505636,4.538583609240083,7.750061157265552,0.0,2016-03-01,20160303,002108.SZ,2016-03-01,-18.87779347722722,0.0,0,预增,2.0,225.0,763132.7114,2.6847,2.1777,-0.027500000000000007,-0.08,35.7822,0.81,91.0,8.106816038947052
2.506012903225815,-3.1014482540397372,5.447461157265552,-0.0,2016-03-02,20160303,300077.SZ,2016-03-02,-18.87779347722722,0,0,预增,2.0,150.555,824244.6625,7.27828,7.5294,-0.028729281767955816,0.09851169383416021,101.6293,1.07,102.0,7.661997558901893
6.858342807625643,1.250881650360091,5.447461157265552,0.0,2016-03-02,20160303,300203.SZ,2016-03-02,-18.87779347722722,0,0,预增,2.0,105.0,1030624.0136,2.91194,1.5969,-0.023816793893129778,0.027147307521139273,42.3665,0.52,3.0,7.4821189235521155
-10.990196273795064,-9.252495083951295,-1.8977011898437697,-7.401996067161036,2016-03-03,20160304,300144.SZ,2016-03-03,-26.279789544388255,0.8,1,预增,2.0,105.0,3009861.3448,1.2367599999999999,0.9389,0.008178752107925822,0.0373949579831933,56.8806,0.75,32.0,7.55171221535131
-9.227468118628357,-7.489766928784587,-1.8977011898437697,-0.0,2016-03-03,20160304,300485.SZ,2016-03-03,-26.279789544388255,0.0,0,略增,0.0,5.0,291330.0,6.521940000000001,6.3041,-0.010701754385964901,0.049157303370786484,55.6839,0.82,46.0,5.497168225293202
6.940860922659428,8.678562112503197,-1.8977011898437697,0.0,2016-03-03,20160304,300131.SZ,2016-03-03,-26.279789544388255,0.0,0,预增,2.0,6977.185,379287.2273,6.5292,7.9779,-0.011869814932992977,0.08462104488594557,209.5514,1.24,13.0,7.578145472419466
-1.5078358490566053,0.2298653407871644,-1.8977011898437697,0.0,2016-03-03,20160304,300009.SZ,2016-03-03,-26.279789544388255,0.0,0,预增,2.0,47.545,649453.1517,4.64902,6.0424,-0.009694793536804318,0.08340147179067862,79.3386,1.46,46.0,7.744569809354496
-12.725403305785115,-10.987702115941346,-1.8977011898437697,-0.0,2016-03-03,20160304,002426.SZ,2016-03-03,-26.279789544388255,0.0,0,预增,2.0,339.895,1143349.6939,2.49308,2.1284,0.0028287061288632745,0.03806970509383383,79.5801,0.87,13.0,7.643961949002529
-2.808742556917682,-1.4500388448526695,-1.5187037120650122,-0.0,2016-03-04,20160307,300033.SZ,2016-03-04,-26.279789544388255,0,0,预增,2.0,90.0,1505275.3162,5.40048,6.2232,-0.0050196346252347574,0.002106002106002186,32.0688,1.09,42.0,7.720461694599722
1.2123193776520576,-1.5026722703619873,2.554991648014045,-1.20213781628959,2016-03-07,20160308,002539.SZ,2016-03-05,-27.481927360677844,0.8,1,略增,0.0,25.0,598489.2886,1.59194,1.5678,0.004610169491525422,0.005999999999999991,75.9843,0.78,49.0,7.5310163320779155
13.730692386258124,11.015700738244078,2.554991648014045,0.0,2016-03-07,20160308,300163.SZ,2016-03-05,-27.481927360677844,0.0,0,略增,0.0,25.0,320525.6623,5.639200000000001,6.7419,0.015068493150684923,0.007332722273143911,166.1588,1.18,15.0,7.533693709848633
3.720995863746953,3.5315115221284694,0.029484341618483262,0.0,2016-03-08,20160309,300269.SZ,2016-03-08,-27.481927360677844,0,0,预增,2.0,105.595,416919.9597,3.6485399999999997,2.7593,-0.01806108897742363,0.005381604696673162,44.2842,0.74,102.0,7.379008127628304
5.066201589825122,4.8767172482066385,0.029484341618483262,0.0,2016-03-08,20160309,002341.SZ,2016-03-08,-27.481927360677844,0,0,预增,2.0,125.0,322589.9061,5.10304,2.9765,-0.005112316034082108,0.03539094650205759,,0.55,57.0,7.709756864454165
-10.239459790732443,-10.428944132350926,0.029484341618483262,-0.0,2016-03-08,20160309,002182.SZ,2016-03-08,-27.481927360677844,0,0,预增,2.0,437.98,295227.3692,6.450840000000001,8.1702,0.03702391496899914,0.056037884767166604,132.3372,1.48,75.0,8.016647877057803
5.034368630338733,9.12906546411482,-4.254696833776087,7.3032523712918564,2016-03-09,20160310,002421.SZ,2016-03-09,-20.17867498938599,0.8,1,预增,2.0,75.0,617241.7098,2.37892,2.3482,-0.0020408163265306202,0.012677106636838175,54.347,0.93,42.0,7.649216319820633
1.1248355048859933,5.219532338662081,-4.254696833776087,0.0,2016-03-09,20160310,300408.SZ,2016-03-09,-20.17867498938599,0.0,0,略增,0.0,35.0,1492179.8703,0.78552,1.0618,0.0007848266841072662,0.03716216216216209,30.3548,1.31,13.0,6.12029741895095
-3.8629565379825626,-3.207283197849706,-0.8156733401328571,-0.0,2016-03-10,20160311,002125.SZ,2016-03-10,-20.17867498938599,0,0,扭亏,1.0,145.97,223443.7693,5.32064,3.6061,-0.005097087378640797,-0.03889886295631371,280.4619,0.68,57.0,8.088561805276234
-3.2032960591133,-2.547622718980443,-0.8156733401328571,-0.0,2016-03-10,20160311,300316.SZ,2016-03-10,-20.17867498938599,0,0,预增,2.0,45.0,658384.2420000001,1.8017600000000003,1.3606,-0.0075829383886256,-0.03102625298329374,68.2889,0.69,47.0,7.238496840894365
0.06913333333333438,0.7248066734661914,-0.8156733401328571,0.0,2016-03-10,20160311,002256.SZ,2016-03-10,-20.17867498938599,0,0,略增,0.0,35.0,424073.475,2.54626,1.7607,-0.010659186535764373,-0.029475197699496775,83.1732,0.65,65.0,7.940227765145702
16.63505579433621,13.992334589329356,2.482721205006855,11.193867671463487,2016-03-11,20160315,300457.SZ,2016-03-11,-8.984807317922503,0.8,1,略增,0.0,34.765,145635.75,7.571600000000001,6.3313,-0.001038961038961031,-0.038060278207109714,96.7256,0.76,47.0,5.68697535633982
0.1576419853539397,-2.719879219652915,2.7175212050068547,-0.0,2016-03-14,20160315,300322.SZ,2016-03-12,-8.984807317922503,0,0,扭亏,1.0,257.5,447856.613,4.2654,4.2654,0.0,0.0,,1.1,31.0,7.21890970761906
0.32817562149157287,-2.549345583515282,2.7175212050068547,-0.0,2016-03-14,20160315,300360.SZ,2016-03-12,-8.984807317922503,0,0,略增,0.0,20.0,188288.1,3.3993,3.3993,0.0,0.0,25.3421,0.93,96.0,6.650279048587422
14.357504500978465,16.856644848749603,-2.6591403477711397,0.0,2016-03-15,20160316,300073.SZ,2016-03-15,-8.984807317922503,0,0,扭亏,1.0,462.355,406225.5641,3.92502,4.2959,0.016159052453468697,0.08125264494286931,362.7,1.1,58.0,7.669495251007694
-6.565608298755183,-4.066467950984044,-2.6591403477711397,-0.0,2016-03-15,20160316,002562.SZ,2016-03-15,-8.984807317922503,0,0,预增,2.0,165.0,260869.8475,5.46374,5.608,-0.014971209213051818,0.0768543342269885,80.3521,0.92,39.0,7.509335266016592
-1.6786850264057065,0.8204553213654332,-2.6591403477711397,0.0,2016-03-15,20160316,300383.SZ,2016-03-15,-8.984807317922503,0,0,预增,2.0,174.04,833354.2529,3.45906,5.9433,0.005358851674641125,0.08165322580645148,154.6751,2.02,103.0,6.645090969505644
-5.205161177375917,-2.7060208296047774,-2.6591403477711397,-0.0,2016-03-15,20160316,300244.SZ,2016-03-15,-8.984807317922503,0,0,预增,2.0,45.0,943167.2082,2.54712,3.0892,0.011086294416243642,0.06560065600655998,90.1313,1.33,37.0,7.434847875211999
4.448886956521742,6.948027304292881,-2.6591403477711397,0.0,2016-03-15,20160316,300296.SZ,2016-03-15,-8.984807317922503,0,0,预增,2.0,135.0,678151.1581,0.86868,1.2378,0.0084985835694051,0.04604889141557696,42.9404,1.51,102.0,7.282073658093465
-0.20497292736610262,2.294167420405037,-2.6591403477711397,0.0,2016-03-15,20160316,300421.SZ,2016-03-15,-8.984807317922503,0,0,略增,0.0,7.5,114492.0,1.76406,3.0496,0.01214007782101169,0.06651017214397507,56.3696,2.17,61.0,5.953243334287785
-0.5067639751552786,1.9923763726158612,-2.6591403477711397,0.0,2016-03-15,20160316,300172.SZ,2016-03-15,-8.984807317922503,0,0,略增,0.0,32.5,293243.2954,1.43626,1.828,-0.0010810810810810581,0.048859934853420314,43.1566,1.23,3.0,7.529406457837013
-4.4118420233463,-1.9127016755751602,-2.6591403477711397,-0.0,2016-03-15,20160316,002196.SZ,2016-03-15,-8.984807317922503,0,0,预增,2.0,245.0,251845.8008,3.13366,5.9166,0.01642105263157894,0.09829059829059833,112.0312,2.33,99.0,8.009363076630045
-0.2956525411596238,2.2034878066115158,-2.6591403477711397,0.0,2016-03-15,20160316,300068.SZ,2016-03-15,-8.984807317922503,0,0,预增,2.0,115.0,610602.7535,2.1389199999999997,2.6251,0.0008626887131560101,0.05275056518462706,41.4053,1.27,25.0,7.672292455628756
3.055423308270673,1.4427098962575928,1.4527134120130805,0.0,2016-03-16,20160317,300216.SZ,2016-03-16,-8.984807317922503,0.0,0,略增,0.0,12.5,711814.7179,7.471000000000001,9.7995,0.008463949843260203,0.031007751937984523,153.9793,1.57,1000.0,200.0
0.9132738330975885,-0.699439578915492,1.4527134120130805,-0.5595516631323937,2016-03-16,20160317,300403.SZ,2016-03-16,-9.544358981054897,0.8,1,略增,0.0,34.0,252695.94,1.5947,0.8354,-0.01345646437994721,-0.017600741083835063,38.4726,0.46,10.0,6.206575926724928
3.261832599724892,1.6491191877118117,1.4527134120130805,0.0,2016-03-16,20160317,002169.SZ,2016-03-16,-9.544358981054897,0.0,0,预增,2.0,115.0,270968.6381,2.79044,4.4863,0.012417823228634033,-0.012228260869565319,42.5514,1.33,25.0,8.037220031133012
-0.7339339113037644,-2.3466473233168452,1.4527134120130805,-0.0,2016-03-16,20160317,300072.SZ,2016-03-16,-9.544358981054897,0.0,0,预增,2.0,100.265,1789985.7071,1.116,1.1206,0.010087565674255675,0.008745375042045006,29.1175,0.95,3.0,7.669961995473577
-2.890406036745411,-4.503119448758492,1.4527134120130805,-0.0,2016-03-16,20160317,300143.SZ,2016-03-16,-9.544358981054897,0.0,0,预增,2.0,418.3,201823.8877,2.5429399999999998,2.5902,0.003634420096205236,-0.007295466388744167,422.2671,1.03,37.0,7.558516743045645
-0.3261090909091027,-1.938822502922183,1.4527134120130805,-0.0,2016-03-16,20160317,002513.SZ,2016-03-16,-9.544358981054897,0.0,0,扭亏,1.0,692.88,293040.0,1.06556,0.8207,-0.005928016937191249,0.014760147601475962,,0.75,49.0,7.56164174558878
0.8398333333333303,-0.7728800786797502,1.4527134120130805,-0.0,2016-03-16,20160317,300176.SZ,2016-03-16,-9.544358981054897,0.0,0,预增,2.0,138.32,257472.0,2.00642,3.2056,0.001850294365012606,0.000834028356964119,67.5207,1.8,19.0,7.522400231387125
0.9430368010403134,-0.6696766109727671,1.4527134120130805,-0.0,2016-03-16,20160317,300080.SZ,2016-03-16,-9.544358981054897,0.0,0,预增,2.0,839.85,276454.7072,2.47716,2.286,0.0072776280323450255,0.002607561929595888,604.0376,0.86,102.0,7.642044402873258
3.1511039674465953,1.5383905554335149,1.4527134120130805,0.0,2016-03-16,20160317,300024.SZ,2016-03-16,-9.544358981054897,0.0,0,略增,0.0,15.0,3115266.5418,3.18404,1.9903,-0.0019742143432715633,-0.02286282306163019,88.2855,0.59,47.0,7.7501841622578365
13.061870321361052,6.564156272831429,6.337714048529623,0.0,2016-03-17,20160318,300422.SZ,2016-03-17,-9.544358981054897,0,0,略增,0.0,7.5,183335.2655,2.40284,2.7564,0.0039321511179645175,-0.020370370370370396,78.9153,1.2,3.0,5.958424693029782
4.812981159420294,-0.2764693570050073,4.929450516425301,-0.0,2016-03-18,20160321,300365.SZ,2016-03-18,-9.544358981054897,0.0,0,预增,2.0,45.0,175957.245,7.996840000000001,8.3266,0.046208742194469216,0.09306930693069312,60.1672,1.14,42.0,6.656726524178391
21.577019920034274,13.194769403608973,8.222250516425301,0.0,2016-03-17,20160321,300458.SZ,2016-03-17,-9.544358981054897,0,0,略增,0.0,10.14,280120.0,4.148059999999999,3.4415,0.0031032482598608107,-0.032868388344151296,87.5543,0.82,13.0,5.703782474656201
6.180076470588235,1.090625954162934,4.929450516425301,0.8725007633303472,2016-03-18,20160321,002255.SZ,2016-03-18,-8.67185821772455,0.8,1,略增,0.0,25.0,290504.6616,1.5633199999999998,2.4903,0.009384164222873883,0.03328509406657012,56.4319,1.92,47.0,7.943072717277933
11.676590726817038,6.587140210391737,4.929450516425301,0.0,2016-03-18,20160321,002243.SZ,2016-03-18,-8.67185821772455,0.0,0,扭亏,1.0,136.325,370961.0203,2.0905,2.7862,0.012611012433392556,0.03546712802768167,604.3297,1.43,91.0,7.952966790923131
8.199958600583093,3.110508084157792,4.929450516425301,0.0,2016-03-18,20160321,300215.SZ,2016-03-18,-8.67185821772455,0.0,0,扭亏,1.0,137.155,493918.4565,1.6349999999999998,2.5365,0.021290322580645126,0.06632124352331593,282.2290000000001,1.72,25.0,7.476472381163905
3.066979383384324,-2.022471133040977,4.929450516425301,-0.0,2016-03-18,20160321,300393.SZ,2016-03-18,-8.67185821772455,0.0,0,略增,0.0,37.335,163320.3214,2.34452,3.9036,0.022344322344322362,0.037606837606837584,47.1531,1.99,91.0,6.302618975744905
14.825765814696474,6.443515298271173,8.222250516425301,0.0,2016-03-17,20160321,002188.SZ,2016-03-17,-8.67185821772455,0,0,扭亏,1.0,306.96,312967.443,2.1096000000000004,2.6244,0.016984402079722714,0.00360721442885771,673.1776,1.31,20.0,8.016647877057803
-3.2841823056300283,-6.455338422847204,3.0111561172171752,-0.0,2016-03-21,20160322,300255.SZ,2016-03-19,-8.67185821772455,0,0,略增,0.0,20.0,476253.1498,1.7749399999999997,1.2497,0.01467753891771683,0.032810271041369535,43.6396,0.74,46.0,7.418180822726788
0.6779661016949158,-2.4931900155222597,3.0111561172171752,-0.0,2016-03-21,20160322,002342.SZ,2016-03-21,-8.67185821772455,0,0,略增,0.0,15.0,487505.5688,1.69038,2.7011,0.006293706293706315,0.02966841186736473,208.7834,2.03,61.0,7.713784616598755
2.475392982456132,-0.6957631347610435,3.0111561172171752,-0.0,2016-03-21,20160322,300045.SZ,2016-03-19,-8.67185821772455,0,0,预增,2.0,60.0,531075.9526,2.73672,4.6416,0.020272108843537442,0.05609915198956303,287.1416,2.14,14.0,7.715123603632105
-2.007722175201017,-2.8400807259817555,0.6723585507807384,-0.0,2016-03-22,20160323,300037.SZ,2016-03-22,-8.67185821772455,0.0,0,预增,2.0,330.0,513579.5194,10.256,11.6643,0.025101214574898764,-0.003794266441821242,67.7864,1.24,57.0,7.722234744709607
4.913541519674355,4.081182968893616,0.6723585507807384,0.0,2016-03-22,20160323,300101.SZ,2016-03-22,-8.67185821772455,0.0,0,略增,0.0,14.855,973733.1998,3.7163000000000004,4.0244,0.02758620689655172,0.018894009216589867,157.4669,1.08,31.0,7.6246189861593985
3.072690043290045,2.2403314925093065,0.6723585507807384,0.0,2016-03-22,20160323,300491.SZ,2016-03-22,-8.67185821772455,0.0,0,预增,2.0,50.0,138600.0,28.46006,30.5769,0.0680851063829787,0.07792813812412491,129.9521,1.13,25.0,4.31748811353631
2.9579840490797533,2.125625498299015,0.6723585507807384,0.0,2016-03-22,20160323,300222.SZ,2016-03-22,-8.67185821772455,0.0,0,预增,2.0,195.0,686673.9338,9.77132,5.0232,0.09286917462099943,0.09995782370307876,114.9929,0.46,25.0,7.470793774195062
1.509362544169616,0.6770039933888775,0.6723585507807384,0.0,2016-03-22,20160323,300091.SZ,2016-03-22,-8.67185821772455,0.0,0,预增,2.0,110.215,409126.4778,2.36254,3.2085,0.019125048393341098,0.01071428571428574,173.4726,1.33,61.0,7.644919344958857
0.9366921905505695,0.10433363976983115,0.6723585507807384,0.0,2016-03-22,20160323,300249.SZ,2016-03-22,-8.67185821772455,0.0,0,扭亏,1.0,133.21,249744.2587,3.5644800000000005,4.4083,0.02999550965424338,0.017481128327373766,295.6356,1.4,42.0,7.430114138561801
-0.9706633802816902,-1.8030219310624285,0.6723585507807384,-0.7212087724249714,2016-03-22,20160323,002294.SZ,2016-03-22,-9.39306699014952,0.4,1,略增,0.0,15.0,1304071.2,0.7339400000000001,1.3478,0.006170598911070765,-0.0007037297677692866,23.4746,2.21,39.0,7.774015077250727
10.507755946225437,9.675397395444698,0.6723585507807384,0.0,2016-03-22,20160323,300036.SZ,2016-03-22,-9.39306699014952,0.0,0,扭亏,1.0,188.5,590029.5318,8.68516,12.7582,0.05916247906197654,0.10011376564277598,132.4823,1.73,42.0,7.7284157798410416
2.0782414730067935,1.2458829222260552,0.6723585507807384,0.0,2016-03-22,20160323,002184.SZ,2016-03-22,-9.39306699014952,0.0,0,略增,0.0,15.0,373802.6008,3.95198,5.0418,0.0364327979712595,0.039776951672862465,76.0866,1.41,42.0,8.020270472819238
4.629016636528029,3.796658085747291,0.6723585507807384,0.0,2016-03-22,20160323,002743.SZ,2016-03-22,-9.39306699014952,0.0,0,预增,2.0,175.0,158545.1,5.72716,7.2308,0.02031872509960157,0.005454545454545403,110.8548,1.34,86.0,5.971261839790462
3.8483004411116006,3.015941890330862,0.6723585507807384,1.2063767561323449,2016-03-22,20160323,002051.SZ,2016-03-22,-8.186690234017176,0.4,1,略增,0.0,15.0,1733199.9541,0.80244,1.2261,0.012265917602996276,0.034687357371063515,16.6886,1.77,8.0,8.176672771948455
7.132488045540798,6.30012949476006,0.6723585507807384,0.0,2016-03-22,20160323,300213.SZ,2016-03-22,-8.186690234017176,0.0,0,略增,0.0,25.0,330064.7692,4.09706,5.8329999999999975,0.043305632502308414,0.04480570975416347,82.9358,1.64,31.0,7.4821189235521155
-4.412630985915486,-4.5636968080821605,-0.00893417783332584,-0.0,2016-03-23,20160324,002502.SZ,2016-03-23,-8.186690234017176,0,0,预增,2.0,335.0,566663.4193,4.8935,5.2131,0.030800487606663953,-0.04280417930569609,104.1873,1.13,40.0,7.57353126274595
-1.6775543458371385,-1.8286201680038126,-0.00893417783332584,-0.0,2016-03-23,20160324,300247.SZ,2016-03-23,-8.186690234017176,0,0,略增,0.0,35.0,391549.8997,25.4037,25.4037,0.0,0.0,194.9254,1.25,37.0,7.433666540166168
-3.6906271954674126,-3.841693017634087,-0.00893417783332584,-0.0,2016-03-23,20160324,300236.SZ,2016-03-23,-8.186690234017176,0,0,预增,2.0,122.92,535214.0816,5.309219999999999,6.26,0.06752557787040543,0.030055442077618733,153.0089,1.3,102.0,7.451241684987676
-0.6631126498002596,-0.8141784719669338,-0.00893417783332584,-0.0,2016-03-23,20160324,300026.SZ,2016-03-23,-8.186690234017176,0,0,略增,0.0,35.0,988492.85,1.92588,1.5168,0.02535633908477118,0.008053691275167732,28.3163,0.8,52.0,7.753194269884341
1.0908223119422131,1.3981660009877221,-0.46734368904550894,0.0,2016-03-24,20160325,002053.SZ,2016-03-24,-8.186690234017176,0,0,预增,2.0,238.445,437307.6454,4.8677399999999995,4.8594,0.03320118929633301,0.008572653236176718,64.0673,0.98,55.0,8.174984532943087
1.5008101539292342,1.8081538429747432,-0.46734368904550894,0.0,2016-03-24,20160325,300114.SZ,2016-03-24,-8.186690234017176,0,0,略增,0.0,10.0,750968.4,1.43148,1.2426,0.027526881720430132,0.022363335173937116,96.5246,0.9,96.0,7.615298339825815
-0.8745297476759702,-0.5671860586304613,-0.46734368904550894,-0.0,2016-03-24,20160325,300267.SZ,2016-03-24,-8.186690234017176,0,0,预增,2.0,83.0,1706648.9733,0.66942,0.3692,0.007010309278350513,0.0026631158455393427,50.9838,0.56,39.0,7.398174092970465
