forecast,zfpx,size,turnover_raten,turnover_rate1,pct_changen,pct_change,pe_ttm,volume_ratio,industry,from_list_date,turnover_raten_std,pct_changen_std,cate
2.0,65.0,796650.3841,2.53326,1.4336,-0.0032974910394265038,0.0,64.3989,0.52,18.0,7.465655310134057,1.1605431715365009,0.01893670193965846,1.0
2.0,155.0,140473.7002,5.0196,4.4849,-0.0043503821281599174,-0.011289364230540569,93.5738,0.8,41.0,7.625107148238901,0.8204224033996146,0.025673719757249108,2.0
2.0,75.0,330623.6117,8.73638,8.7938,0.0012345679012345922,-0.024850437183617083,54.9064,0.95,42.0,7.720017940432244,1.3235595517391725,0.039551679666531364,2.0
2.0,105.0,1392797.96,8.91226,10.6348,0.006479113384484211,0.020219039595619232,410.4669,1.22,25.0,8.033982734683219,2.7349362173549863,0.010862229667863429,1.0
0.0,35.0,2292337.5956,1.05824,1.1266,0.0015764222069910927,0.006158056790968172,67.6429,0.95,37.0,7.755767170102997,0.2078209036646699,0.002969949089143159,2.0
0.0,40.0,1134381.3743,3.30732,3.9222,-0.0038273615635179064,0.009216589861751105,66.7742,1.15,40.0,7.315218389752975,0.3944978542400454,0.01831722551860358,2.0
2.0,6069.5,393917.04,7.8316,7.4058,-0.009491525423728822,-0.020905923344947758,125.9876,0.81,13.0,7.485491608030754,1.5605249068822964,0.02885476279816012,1.0
1.0,10573.975,342395.2932,8.345139999999999,7.9016,-0.009652235628105035,-0.017582417582417596,408.1616,0.79,31.0,8.072467369354769,1.6132766944947787,0.004533369744361537,1.0
2.0,569.72,4377292.4097,1.99642,2.6603,0.0011783053197019454,0.019136235955056115,50.8012,1.33,62.0,7.454141078146678,0.5399327106223516,0.015032450470962674,1.0
0.0,5.0,1137236.0,8.894540000000003,12.602,0.003443328550932571,0.03052325581395348,113.4594,1.37,99.0,7.282073658093465,2.608511969111892,0.03781149320066962,2.0
0.0,27.5,1452064.9535,4.2053600000000015,2.9687,-0.0014012738853503113,-0.007006369426751556,34.7228,0.61,21.0,7.639642287858013,1.549102655733312,0.009234507050877009,1.0
0.0,30.0,424599.0536,3.65828,5.8558,-0.00258467023172908,-0.04772141014617382,33.0891,1.91,19.0,8.122964715234058,1.2822965947860894,0.03132534686350685,1.0
0.0,10.0,126891.0,26.88738,29.1889,0.0354171111585236,0.10009970089730814,209.2283,1.21,47.0,5.575949103146316,7.084551912929991,0.0370445267170042,2.0
0.0,35.0,358757.089,25.529860000000006,25.4677,-0.013025998391852048,-0.0605978992728252,157.4348,0.98,94.0,7.412160334945206,5.196926788304793,0.043062647082749816,1.0
2.0,220.715,277625.7268,3.04446,4.0068,-0.0014184397163120267,-0.043435822352366864,61.6415,1.38,55.0,7.582738488914411,0.8367527430489846,0.03610947258465546,2.0
2.0,275.0,631893.8656,5.40712,5.9595,0.0020881670533643075,0.022300469483568227,259.3549,0.98,102.0,8.135639903354388,1.3507085277734794,0.030295106246656125,1.0
0.0,10.0,314005.3549,12.75458,16.2357,0.005361003026372685,0.023706896551724168,54.2002,1.29,25.0,6.163314804034642,2.841962817666692,0.02189009796789537,1.0
2.0,113.95,480282.5803,9.368160000000001,8.5083,0.011891891891891878,0.012265978050355036,57.9478,0.82,24.0,7.527793987721443,2.6756406995334783,0.0076782015371793235,1.0
1.0,109.86,420894.8786,3.0413200000000002,2.2946,-0.005617147080561701,-0.025203854707190502,223.9896,0.67,15.0,7.262628600974241,0.6858167481186209,0.03445429772744843,1.0
2.0,135.0,258935.3918,5.20736,4.7068,-0.007692307692307695,-0.008899676375404486,53.6497,0.9,91.0,7.4627891574124465,1.4914309011818148,0.03263528203145125,2.0
2.0,65.0,548755.1589,2.01706,2.3876,-0.0018382352941176468,0.005597014925373081,98.5424,1.04,39.0,7.6953031349635665,0.3931586677157201,0.021978255296670145,1.0
2.0,235.0,748034.7033,7.06292,7.3442,-0.004748201438848922,0.006676557863501473,35.0572,0.99,57.0,7.450079569807499,1.105280922209372,0.034579623819406026,1.0
2.0,75.0,137952.0,15.502479999999998,11.3797,-0.02464248941768676,-0.030732262552168876,58.0174,0.72,39.0,4.5217885770490405,4.355602300141738,0.02083524527627769,2.0
2.0,60.0,491651.376,10.88194,6.6203,-0.002695871946082534,-0.04095004095004095,69.0115,0.56,24.0,7.509335266016593,2.8806823398285335,0.03243835774075566,1.0
2.0,50.0,1427628.3044,2.6756,3.853,0.00014388489208632787,-0.044970820460006826,34.2698,1.73,13.0,7.615298339825815,1.5383238199416922,0.045400314988064634,2.0
2.0,104.55,450421.8057,1.92336,1.9113,-0.009211553473848551,-0.04006284367635505,74.8347,0.91,13.0,7.990915463091325,0.6698310219749455,0.02704200659480037,1.0
2.0,95.0,473362.0689,3.4455800000000005,2.9688,-0.01211538461538463,-0.04215686274509802,86.6062,0.77,13.0,7.669961995473577,0.42411489245250505,0.0382675928929729,1.0
2.0,85.0,434324.6381,4.2099199999999986,3.2282,-0.006075949367088614,-0.013522215067611016,33.71,0.67,39.0,7.663407664893478,0.7471232642609921,0.01813766129552057,1.0
