forecast,zfpx,size,turnover_raten,turnover_rate1,pct_changen,pct_change,pe_ttm,volume_ratio,industry,from_list_date,turnover_raten_std,pct_changen_std,cate
2.0,91.36,192801.1379,8.664480000000001,8.6457,-0.009389671361502356,-0.08558558558558575,74.2163,0.99,102.0,7.244227515603349,0.5212602248397626,0.062214327381928836,2.0
0.0,35.0,470287.9459,1.19782,0.626,-0.02131868131868132,-0.034059405940594034,36.2455,0.46,37.0,7.247080584585756,0.3823042662592192,0.056430596259902134,2.0
0.0,25.0,903293.4452,3.73146,6.1159,0.036470588235294116,0.07736287296766121,131.9567,2.07,14.0,6.590301048196687,1.6226193555483057,0.07442119551502348,2.0
2.0,735.89,199179.502,19.853140000000003,21.8368,0.025049476957873903,-0.02211302211302225,539.4515,1.09,47.0,7.732369222284388,2.182460471119694,0.03513016888785726,2.0
2.0,285.0,1006747.8584,3.1774,3.0186,0.033033777502324134,-0.0021231422505307404,71.3277,0.87,57.0,7.3132203870903005,0.8195896381726651,0.02626211943499217,1.0
2.0,92.075,343162.0,11.09038,11.2431,0.03751029532886225,0.047317629967832335,121.3846,1.05,47.0,5.564520407322693,1.7908516010546491,0.04088350535836103,2.0
0.0,35.0,361482.072,14.694260000000005,20.8831,0.04432203389830506,0.03130030406009659,60.8703,1.6,25.0,6.6052979209482015,5.7890705396462385,0.05418307964309962,2.0
2.0,67.28,1226531.1812,6.353940000000001,6.102,0.031079478054567043,0.025047358450852555,115.728,0.98,42.0,7.770645234129176,0.569587204034641,0.03833876411574933,1.0
2.0,45.0,923896.2928,2.59302,2.3844,0.0016480853126514948,0.032258064516129135,70.0671,0.92,42.0,7.361375428977347,0.3343167016468068,0.019913194311586592,2.0
0.0,35.0,280573.3287,2.55878,2.1258,-0.002920443101711975,-0.024426719840478492,57.9638,0.81,39.0,6.618738983517219,0.58339000848489,0.025828924969207842,2.0
2.0,75.0,448569.2684,9.30868,9.5518,-0.019187279151943463,-0.09991204925241864,96.6341,0.97,19.0,7.5310163320779155,1.06576739582331,0.06545018806978914,1.0
2.0,55.0,1116549.4992,2.7334400000000003,4.368,-0.016666666666666653,-0.09887005649717504,57.1245,1.85,75.0,7.704811922932594,0.997246365247826,0.05945371517779876,1.0
0.0,18.73,232185.4,4.9742,5.8908,-0.014814814814814828,-0.09990999099909986,54.36600000000001,1.33,61.0,7.616775808698372,1.4244856949088678,0.06228673572835719,2.0
0.0,35.0,194902.1685,3.0450600000000003,3.6201,-0.01833137485311397,-0.10011641443538992,39.2706,1.21,96.0,7.398174092970465,0.3824280036817387,0.059589074650608025,2.0
2.0,55.0,824901.8989,7.165280000000001,6.6562,-0.012396694214876032,-0.09992069785884218,35.1454,1.04,13.0,8.062432791583195,2.791483707099148,0.07233719094074287,1.0
2.0,233.0,1091848.1093,4.27722,4.0423,-0.021021021021021,-0.09778988798062367,135.7026,0.94,2.0,7.335633981927201,0.5410861363960453,0.058245124882173385,1.0
2.0,125.0,609898.9732,6.9725399999999995,6.7014,-0.02198391420911525,-0.049255441008018284,57.2141,1.03,25.0,7.710205194432532,1.4370710935788804,0.06413846627410139,1.0
1.0,114.81,481698.5782,2.3660400000000004,1.5956,-0.020657276995305174,0.0,55.2781,0.6,25.0,7.731053144007128,0.5195005226176389,0.055010190725832415,1.0
0.0,30.0,529305.9786,1.06756,0.7,-0.019275766016713096,0.013749999999999929,30.7242,0.57,8.0,7.315883504509785,0.2496943491551221,0.05853362239521339,2.0
0.0,30.0,724189.5487,8.7162,7.6908,-0.01929451763705907,0.00710563713879688,78.5684,0.91,25.0,7.743269700829004,2.6536374366141287,0.05266001403049633,2.0
2.0,155.0,1396044.1714,6.35572,6.5858,-0.031958315240990014,-0.03237904738092248,93.0821,1.14,2.0,7.60339933974067,1.8565683658298175,0.04621165352792871,2.0
2.0,95.0,2245153.3091,2.1755,2.6973,-0.0030144927536232065,0.059557218584346636,33.4219,1.2,96.0,7.949444420250626,0.3659168484779021,0.051560395836729264,1.0
2.0,225.0,763132.7114,4.2480199999999995,3.4458,-0.02750000000000001,-0.08,35.7822,0.81,91.0,8.106816038947054,1.3362647237729506,0.06945652816586839,1.0
0.0,10.0,690619.4136,6.055560000000002,6.3535,-0.04233521657250471,-0.093939393939394,33.6858,1.14,46.0,7.4815557019095165,2.473187486423138,0.05212754849440896,2.0
2.0,65.0,354860.7155,4.4693,4.5359,-0.03636363636363637,-0.07778608825729239,61.9853,1.0,31.0,7.7570511420320125,0.6254429990015077,0.054116947748368435,1.0
2.0,45.0,759584.85,1.41998,1.7459,-0.0322912835601324,-0.041614123581336634,92.4003,1.42,46.0,7.587817219993428,0.2124053365619612,0.049214340717566536,2.0
2.0,150.555,824244.6625,7.2782800000000005,7.5294,-0.02872928176795582,0.0985116938341602,101.6293,1.07,102.0,7.661997558901893,0.5404604583130946,0.09472727397370084,2.0
2.0,105.0,1030624.0136,4.68952,2.5718,-0.023816793893129774,0.027147307521139277,42.3665,0.52,3.0,7.4821189235521155,1.3392436884301526,0.06356727159381174,2.0
2.0,105.0,3009861.3448,2.7590600000000003,2.0945,0.008178752107925822,0.0373949579831933,56.8806,0.75,32.0,7.551712215351309,0.5467774071777289,0.048615320455522235,2.0
0.0,5.0,291330.0,6.521940000000002,6.3041,-0.0107017543859649,0.049157303370786484,55.6839,0.82,46.0,5.497168225293202,2.1366627045465085,0.06757967645191143,2.0
2.0,6977.185,379287.2273,7.439920000000001,9.0907,-0.011869814932992977,0.08462104488594557,209.5514,1.24,13.0,7.5781454724194655,1.5199133929273736,0.08510660463711409,2.0
2.0,47.545,649453.1517,5.44246,7.0736,-0.009694793536804318,0.08340147179067862,79.3386,1.46,46.0,7.744569809354496,1.7049741121201811,0.07705728576342301,2.0
2.0,339.895,1143349.6939,3.3726,2.8793,0.0028287061288632745,0.03806970509383383,79.5801,0.87,13.0,7.643961949002528,0.5979663577493303,0.03732955648722257,1.0
2.0,90.0,1505275.3162,7.96558,9.1791,-0.0050196346252347574,0.002106002106002186,32.0688,1.09,42.0,7.720461694599723,0.9092435603291342,0.07140605863346469,2.0
0.0,25.0,598489.2886,2.39398,2.3577,0.004610169491525422,0.005999999999999991,75.9843,0.78,49.0,7.5310163320779155,0.7612215262326729,0.038625741326283936,1.0
0.0,25.0,320525.6623,5.836880000000002,6.9782,0.015068493150684925,0.007332722273143911,166.1588,1.18,15.0,7.533693709848633,1.4159787523123362,0.0285666436345054,2.0
2.0,437.98,295227.3692,7.158019999999999,9.0659,0.037023914968999136,0.056037884767166604,132.3372,1.48,75.0,8.016647877057803,3.947578335764852,0.06239887021360451,1.0
2.0,105.595,416919.9597,4.74306,3.587,-0.01806108897742363,0.005381604696673162,44.2842,0.74,102.0,7.379008127628304,2.720451417136501,0.05788820864692081,2.0
2.0,75.0,617241.7098,3.3672200000000005,3.3237,-0.00204081632653062,0.012677106636838176,54.347,0.93,42.0,7.649216319820633,0.923404817509634,0.032928181831863815,1.0
0.0,35.0,1492179.8703,0.78552,1.0618,0.0007848266841072662,0.03716216216216209,30.3548,1.31,13.0,6.12029741895095,0.19508087297323648,0.02918780140658415,2.0
1.0,145.97,223443.7693,9.9929,6.7727,-0.005097087378640797,-0.038898862956313715,280.4619,0.68,57.0,8.088561805276234,2.3777105868881523,0.040332080953016734,1.0
2.0,45.0,658384.2420000001,4.59306,3.4684,-0.0075829383886256,-0.03102625298329374,68.2889,0.69,47.0,7.238496840894365,0.9685353855177414,0.0439844179345735,2.0
0.0,35.0,424073.475,4.1765,2.888,-0.010659186535764371,-0.029475197699496775,83.1732,0.65,65.0,7.9402277651457025,1.1254840958449837,0.035023751277785016,1.0
0.0,34.765,145635.75,7.571600000000001,6.3313,-0.0010389610389610312,-0.038060278207109714,96.7256,0.76,47.0,5.68697535633982,1.4910588838137817,0.025791714968621364,2.0
0.0,20.0,187679.492,2.62208,1.6161,-0.0006464646464646327,-0.010429201764941758,25.2602,0.53,96.0,6.650279048587422,0.7980711008425251,0.02117860699793265,2.0
2.0,115.0,610602.7535,2.4163200000000002,2.9656,0.0008626887131560102,0.05275056518462706,41.4053,1.27,25.0,7.672292455628757,0.556666091117467,0.03540169704121884,2.0
2.0,245.0,251845.8008,3.18312,6.01,0.01642105263157894,0.09829059829059833,112.0312,2.33,99.0,8.009363076630045,1.7609637608423403,0.05702379394517304,1.0
0.0,32.5,293243.2954,1.6823,2.1411,-0.0010810810810810581,0.04885993485342032,43.1566,1.23,3.0,7.529406457837013,0.6027201921289844,0.03441378487623476,2.0
0.0,7.5,114492.0,2.62962,4.5459,0.01214007782101169,0.06651017214397507,56.3696,2.17,61.0,5.9532433342877855,1.2056299005084437,0.04119062167323776,2.0
2.0,45.0,943167.2082,3.00098,3.6397,0.011086294416243642,0.06560065600655997,90.1313,1.33,37.0,7.434847875211999,0.7925027962095779,0.040736833016680685,2.0
2.0,135.0,678151.1581,1.06502,1.5176,0.0084985835694051,0.04604889141557696,42.9404,1.51,102.0,7.282073658093465,0.5048169192885675,0.02703135429796769,2.0
2.0,174.04,833354.2529,3.98406,6.8454,0.005358851674641125,0.08165322580645147,154.6751,2.02,103.0,6.6450909695056435,1.809578743243852,0.04673764094459332,2.0
2.0,165.0,260869.8475,9.69642,9.9524,-0.014971209213051818,0.0768543342269885,80.3521,0.92,39.0,7.509335266016593,1.6640289336426817,0.06261749081621001,1.0
1.0,462.355,406225.5641,3.9250199999999995,4.2959,0.016159052453468697,0.08125264494286931,362.7,1.1,58.0,7.669495251007693,0.8359668276911472,0.05234267880531211,2.0
0.0,12.5,711814.7179,8.32068,10.914,0.008463949843260203,0.031007751937984523,153.9793,1.57,1000.0,200.0,3.2900791581662587,0.06605053268731327,2.0
0.0,34.0,252695.94,2.67224,1.3999,-0.013456464379947209,-0.017600741083835063,38.4726,0.46,10.0,6.206575926724928,1.2783195054445504,0.0427127890932237,2.0
2.0,115.0,270968.6381,3.4207199999999998,4.4863,0.012417823228634032,-0.01222826086956532,42.5514,1.33,25.0,8.037220031133012,0.9207771511066072,0.03760599830342951,1.0
2.0,100.265,1789985.7071,1.92132,1.9292,0.010087565674255677,0.008745375042045006,29.1175,0.95,3.0,7.669961995473577,0.4921651927960774,0.01681929733419597,2.0
2.0,418.3,201823.8877,3.16152,3.2202,0.003634420096205236,-0.0072954663887441675,422.2671,1.03,37.0,7.558516743045645,1.2598101987998034,0.018569082400121995,2.0
2.0,138.32,257472.0,3.5248200000000005,5.6316,0.0018502943650126058,0.0008340283569641191,67.5207,1.8,19.0,7.522400231387126,1.7356458630723028,0.018488339348961075,2.0
2.0,839.85,276454.7072,2.5762,2.3774,0.007277628032345026,0.002607561929595888,604.0376,0.86,102.0,7.642044402873258,0.7879776107225384,0.01610907456022467,2.0
0.0,15.0,3115266.5418,4.4392200000000015,2.7748,-0.0019742143432715637,-0.02286282306163019,88.2855,0.59,47.0,7.7501841622578365,1.5493500321102396,0.03536922484838405,2.0
1.0,306.96,312967.443,2.80582,3.4905,0.016984402079722714,0.0036072144288577103,673.1776,1.31,20.0,8.016647877057803,0.8389492219437359,0.0299293393990619,1.0
0.0,10.14,280120.0,4.148059999999999,3.4415,0.003103248259860811,-0.032868388344151296,87.5543,0.82,13.0,5.703782474656202,1.46967738738813,0.048058445328203726,2.0
0.0,7.5,183335.2655,4.2991800000000016,4.9317,0.0039321511179645175,-0.0203703703703704,78.9153,1.2,3.0,5.958424693029783,1.213637786573902,0.034733257551936125,2.0
0.0,25.0,290504.6616,1.69718,2.7036,0.009384164222873885,0.03328509406657012,56.4319,1.92,47.0,7.943072717277932,0.7479591412637457,0.023912088160009937,1.0
0.0,37.335,163320.3214,2.34452,3.9036,0.02234432234432236,0.037606837606837584,47.1531,1.99,91.0,6.302618975744905,1.0423148742102841,0.023012700685107145,2.0
1.0,136.325,370961.0203,4.18778,5.5815,0.012611012433392556,0.03546712802768167,604.3297,1.43,91.0,7.9529667909231305,0.9796564178322928,0.02591274469351814,1.0
1.0,137.155,493918.4565,3.47784,5.3954,0.02129032258064513,0.06632124352331592,282.2290000000001,1.72,25.0,7.476472381163906,1.5163279206688771,0.040676952375541184,2.0
2.0,45.0,175957.245,8.761239999999999,9.1226,0.046208742194469216,0.09306930693069312,60.1672,1.14,42.0,6.656726524178391,2.9525678930381942,0.046230583702258264,2.0
0.0,20.0,476253.1498,3.01776,2.1248,0.014677538917716832,0.03281027104136953,43.6396,0.74,46.0,7.418180822726788,2.6270752926020218,0.04710438712818815,2.0
2.0,60.0,531075.9526,3.4463800000000004,5.8452,0.020272108843537442,0.05609915198956303,287.1416,2.14,14.0,7.715123603632105,1.4847968133721194,0.034162633976298706,2.0
0.0,10.0,243307.665,3.09852,4.4913,0.025903614457831303,0.04944029850746262,41.0804,1.79,57.0,7.7510451179718025,1.1645075426977705,0.025758517292961747,2.0
0.0,15.0,487505.5688,2.2204,3.5481,0.006293706293706315,0.02966841186736473,208.7834,2.03,61.0,7.713784616598755,0.891529906957697,0.023293452970452825,1.0
2.0,175.0,158545.1,5.72716,7.2308,0.02031872509960157,0.005454545454545403,110.8548,1.34,86.0,5.971261839790463,0.9128877822602296,0.01594761643929241,1.0
0.0,15.0,1304071.2,1.1047599999999995,2.0288,0.006170598911070765,-0.0007037297677692867,23.4746,2.21,39.0,7.774015077250727,0.6349259271757611,0.012636381947782214,1.0
2.0,50.0,138600.0,28.46006,30.5769,0.0680851063829787,0.07792813812412491,129.9521,1.13,25.0,4.31748811353631,4.645391084505158,0.015340521919411997,2.0
0.0,15.0,373802.6008,5.269419999999998,6.7225,0.0364327979712595,0.03977695167286247,76.0866,1.41,42.0,8.020270472819238,1.7666975539123837,0.04199415809098983,1.0
0.0,25.0,330064.7692,5.69286,8.1049,0.04330563250230842,0.04480570975416347,82.9358,1.64,31.0,7.4821189235521155,2.7145686090058576,0.04350715273074435,2.0
1.0,188.5,590029.5318,10.03756,14.7449,0.05916247906197654,0.10011376564277598,132.4823,1.73,42.0,7.7284157798410416,3.8756132802435284,0.0537184113234453,2.0
2.0,330.0,513579.5194,13.56988,15.4333,0.025101214574898764,-0.003794266441821242,67.7864,1.24,57.0,7.722234744709607,1.5252121072165663,0.042417337775508865,2.0
1.0,133.21,249744.2587,4.391380000000001,5.431,0.029995509654243382,0.017481128327373766,295.6356,1.4,42.0,7.430114138561801,2.170143504932335,0.02099626593995396,2.0
2.0,110.215,409126.4778,2.74052,3.7218,0.019125048393341098,0.01071428571428574,173.4726,1.33,61.0,7.644919344958858,1.4022223386467643,0.018572432467283063,2.0
2.0,195.0,686673.9338,12.531759999999998,6.4422,0.09286917462099943,0.09995782370307876,114.9929,0.46,25.0,7.470793774195062,5.2771972985667315,0.00010966148189060128,2.0
0.0,14.855,973733.1998,4.87142,5.2753,0.02758620689655172,0.018894009216589867,157.4669,1.08,31.0,7.6246189861593985,0.8701198032455071,0.039650764168219166,2.0
0.0,15.0,1733199.9541,2.01026,3.0716,0.012265917602996277,0.03468735737106352,16.6886,1.77,8.0,8.176672771948455,1.2901540656061201,0.021918154452667187,1.0
2.0,335.0,566663.4193,5.83394,6.2348,0.030800487606663957,-0.042804179305696084,104.1873,1.13,40.0,7.57353126274595,0.851251539205657,0.0570486832385497,1.0
2.0,122.92,535214.0816,13.792719999999996,16.2628,0.06752557787040543,0.030055442077618733,153.0089,1.3,102.0,7.451241684987676,4.626339912609104,0.029162028273608392,2.0
0.0,35.0,988492.85,3.17126,2.4976,0.02535633908477118,0.00805369127516773,28.3163,0.8,52.0,7.75319426988434,1.0710044785153794,0.01854957125622504,2.0
2.0,45.0,354284.8294,6.512339999999999,5.5542,0.014099931553730337,0.01295336787564774,75.5766,0.89,3.0,7.404887575616125,1.314667672075342,0.015143237369812615,2.0
0.0,10.0,2589580.6226,6.31856,4.5453,0.022761639474731397,0.019300801165331304,39.624,0.77,40.0,7.753623546559746,1.5026253501788132,0.029903073218655207,2.0
2.0,75.0,952703.1039,8.92194,8.882,0.03995703544575723,0.030442804428044288,230.564,1.13,103.0,8.125630988477065,2.600667371656744,0.04079829047270987,1.0
2.0,238.445,437307.6454,8.192879999999999,8.1788,0.03320118929633301,0.008572653236176718,64.0673,0.98,55.0,8.174984532943087,1.5648738837363223,0.02542139604457976,1.0
2.0,83.0,1706648.9733,1.26196,0.6959,0.007010309278350513,0.002663115845539343,50.9838,0.56,39.0,7.398174092970465,0.4703133827566466,0.008318106690005442,2.0
0.0,10.0,750968.4,4.492520000000002,3.8997,0.02752688172043013,0.02236333517393712,96.5246,0.9,96.0,7.615298339825815,0.8430222191615118,0.020325949739083124,2.0
0.0,30.0,473873.8073,2.2289000000000003,1.6845,0.007819548872180445,0.002175489485134238,31.7686,0.82,44.0,7.998335395952983,0.7128022481726609,0.014310294361854197,1.0
0.0,30.0,140770.0,10.071000000000002,13.7865,0.010962496721741393,0.04876140808344191,91.8619,1.47,6.0,5.730099782973574,2.8955401266430414,0.025870380774693842,2.0
0.0,10.0,684178.3951,2.0711,2.6778,0.00880072137060414,0.04137434790429928,158.5416,1.37,96.0,7.720461694599723,0.6231306644677344,0.019851984672223183,1.0
1.0,156.15,796479.0157,8.55454,8.4309,0.008315098468271312,-0.0611439842209074,1438.9735,1.12,13.0,7.620214770574456,2.203096421630247,0.06550276684081499,1.0
0.0,42.0,185990.24,12.739160000000002,25.5748,0.04163887565507386,0.036371066612178204,60.1532,2.88,13.0,5.638354669333745,7.250921164445248,0.023897879778986338,2.0
2.0,325.0,378550.0749,19.23248,17.3636,0.0052057094878253645,-0.017684887459806984,70.3536,0.99,15.0,8.285261134068946,3.1376817607909184,0.019352409261040995,1.0
2.0,115.0,1079871.7116,5.80662,6.2508,0.001676646706586833,0.0011890606420927915,50.0693,1.03,13.0,7.491645473605133,1.4338922647814236,0.014998529583507681,2.0
0.0,30.0,715338.6437,8.488679999999999,11.9825,0.031363088057901105,0.012137203166226936,57.3211,1.69,96.0,7.688913336864796,2.473075979827551,0.03030392647095828,2.0
2.0,110.0,1294854.8276,9.13214,7.6288,-0.001216333622936582,-0.04587155963302758,58.6008,0.85,2.0,7.4354380198145495,1.7315664362074008,0.0364889542633839,1.0
2.0,105.0,760029.5098,6.57958,8.1824,0.022089552238805987,-0.024901703800786257,72.3015,1.3,42.0,7.199678345691173,1.234734524908087,0.04857431382551225,2.0
2.0,326.98,604263.1021,28.5329,30.8775,0.0014915254237288056,0.031228313671061717,4428.4283,1.12,42.0,7.488852955733459,5.00924008608092,0.035034587885487994,2.0
2.0,99.315,422481.5638,6.80054,6.448,0.034254143646408816,-0.04072398190045258,40.9207,1.06,8.0,7.452402451223638,1.3598743978765095,0.06342953245017192,2.0
0.0,35.0,807211.4825,19.91454,25.252,0.05803468208092485,0.10004928536224747,115.2883,1.4,19.0,7.463363045520022,9.179283025269457,0.034344969044301864,1.0
2.0,1225.0,1338534.792,15.915679999999998,19.4631,0.023331253898939454,0.10001536334306332,450.7522,1.2,57.0,7.664346632098618,3.3368976141020568,0.044211302807886,1.0
0.0,30.0,314817.114,4.92086,4.8145,0.008682855040470932,-0.020041465100207392,47.8607,0.97,13.0,7.592366128519796,0.4873700267763704,0.028385572059701825,2.0
2.0,842.905,2409610.28,10.00128,11.6241,-0.0025559537494083263,0.0030917210580555725,154.0138,1.14,75.0,7.613818684808629,1.8283209351752228,0.01679841533545346,1.0
2.0,65.0,615594.7293,3.74516,2.5281,-0.00042216358839049234,-0.011500261369576522,54.591,0.64,3.0,7.511524648390867,1.4887250730071018,0.026204049664470708,2.0
2.0,49.5,808844.0,13.08896,18.2651,0.025579578015108084,0.014526710402999004,130.1926,1.62,9.0,7.544861068658457,3.54412707630525,0.020297518224188377,2.0
0.0,15.0,412459.5438,5.32346,6.5177,-0.0008714596949890883,0.0,105.6384,1.35,108.0,7.754052639035757,1.2738480611909726,0.013359761550420974,2.0
2.0,65.0,925299.0904,8.850875,8.3286,-0.018310546875,-0.04928871969545169,57.4253,0.87,39.0,8.358431899031295,2.7429632509082817,0.035827041595647015,1.0
0.0,21.5,350819.3165,6.728280000000002,5.1544,0.0043408360128617575,-0.02380952380952371,39.0577,0.79,37.0,7.409741954080922,2.007437813980797,0.025778502596164328,1.0
0.0,12.5,216436.0,6.01194,8.2528,0.01019121888687105,0.014331374368491603,69.2818,1.5,37.0,5.5683445037610975,1.4446196153313164,0.005559034678644787,2.0
0.0,10.0,197396.402,5.26342,6.2287,0.004774305555555562,-0.03280032800328006,52.5506,1.17,96.0,7.330405211844402,0.951627703989328,0.03167678337523786,2.0
2.0,175.0,225628.1001,2.4237200000000003,2.053,-0.0018518518518518359,-0.013175230566534869,51.919,0.8,41.0,7.562681246721884,0.7024926383955921,0.010485434171225256,1.0
0.0,25.0,872088.2220000002,4.356540000000002,4.0512,0.0011019283746556484,-0.012178619756427584,32.8967,0.88,25.0,7.488852955733459,0.7989396585475027,0.014932469575439963,2.0
0.0,37.5,1332378.1859,5.3284600000000015,6.2054,-0.0011292346298619805,-0.011228945726762413,120.4378,1.23,42.0,7.422971251049421,0.8101105313474206,0.013587171097262056,2.0
2.0,45.0,272291.1383,4.741140000000001,2.7443,-0.002796173657100802,0.029185867895545375,51.0015,0.5,57.0,7.501082124259871,2.412008933026576,0.029417902200065044,2.0
2.0,225.0,1671261.074,3.5123999999999995,1.5725,-0.004045307443365696,0.006650041562759773,40.8053,0.32,35.0,7.985143931198619,1.3989458835137265,0.02969183582144205,1.0
2.0,245.0,208583.0,20.64002,15.6888,0.026124739748347982,-0.01893017045008245,75.2083,0.73,3.0,4.499809670330264,4.768647619294174,0.052131013894690915,2.0
0.0,22.5,831306.6678,2.146,1.4125,-0.002631578947368432,0.006229036895064638,39.4373,0.57,39.0,7.936660155225426,0.6771548973462423,0.00926873418365211,1.0
0.0,25.0,200025.0,13.291239999999998,11.2472,-0.001010739102969047,0.03075916230366496,48.2204,0.78,102.0,6.669498089857878,2.6264606246810547,0.0358758751457064,2.0
0.0,17.5,453456.0514,5.8495599999999985,5.0013,0.007676203768318224,0.042016806722689176,40.3766,0.78,46.0,7.309881485824786,0.8354269016496897,0.0321908394757863,2.0
2.0,100.0,656102.4979,9.10528,6.7886,-0.005175038051750396,-0.024390243902439046,329.5906,0.69,19.0,7.710653323501202,2.9965696916641207,0.032756969462206194,1.0
0.0,5.0,459596.6045,6.6651799999999986,4.5206,-0.0002877697841726557,0.02662721893491133,41.2283,0.6,102.0,7.6377164326647975,1.7000697462163137,0.037321722216511116,1.0
2.0,452.0,542800.0,5.47286,7.0662,0.02137030995106037,0.033511043412033474,125.2569,1.35,91.0,7.47477218239787,1.7146529380606443,0.03426698357170313,2.0
2.0,65.0,302384.9042,5.9947,5.7263,0.00015432098765431768,-0.006130268199233722,51.5853,0.91,98.0,6.665683717782406,1.2116785980613836,0.02601240417909572,1.0
