ts_code,symbol,name,area,industry,market,list_status,list_date,delist_date,industry_code
002281.SZ,002281,光迅科技,湖北,通信设备,中小板,L,20090821,,31
002282.SZ,002282,博深股份,河北,轻工机械,中小板,L,20090821,,21
002283.SZ,002283,天润工业,山东,汽车配件,中小板,L,20090821,,19
002284.SZ,002284,亚太股份,浙江,汽车配件,中小板,L,20090828,,19
002285.SZ,002285,世联行,深圳,房产服务,中小板,L,20090828,,26
002286.SZ,002286,保龄宝,山东,食品,中小板,L,20090828,,55
002287.SZ,002287,奇正藏药,西藏,中成药,中小板,L,20090828,,52
002288.SZ,002288,超华科技,广东,元器件,中小板,L,20090903,,13
002289.SZ,002289,ST宇顺,深圳,元器件,中小板,L,20090903,,13
002290.SZ,002290,ST中科创,江苏,家用电器,中小板,L,20090903,,10
002291.SZ,002291,星期六,广东,服饰,中小板,L,20090903,,97
002292.SZ,002292,奥飞娱乐,广东,影视音像,中小板,L,20090910,,40
002293.SZ,002293,罗莱生活,江苏,纺织,中小板,L,20090910,,71
002294.SZ,002294,信立泰,深圳,化学制药,中小板,L,20090910,,39
002295.SZ,002295,精艺股份,广东,铜,中小板,L,20090929,,76
002296.SZ,002296,辉煌科技,河南,通信设备,中小板,L,20090929,,31
002297.SZ,002297,博云新材,湖南,矿物制品,中小板,L,20090929,,58
002298.SZ,002298,中电兴发,安徽,软件服务,中小板,L,20090929,,42
002299.SZ,002299,圣农发展,福建,农业综合,中小板,L,20091021,,29
002300.SZ,002300,太阳电缆,福建,电气设备,中小板,L,20091021,,25
002301.SZ,002301,齐心集团,深圳,文教休闲,中小板,L,20091021,,11
002302.SZ,002302,西部建设,新疆,水泥,中小板,L,20091103,,45
002303.SZ,002303,美盈森,深圳,造纸,中小板,L,20091103,,54
002304.SZ,002304,洋河股份,江苏,白酒,中小板,L,20091106,,66
002305.SZ,002305,南国置业,湖北,区域地产,中小板,L,20091106,,4
002306.SZ,002306,ST云网,北京,酒店餐饮,中小板,L,20091111,,5
002307.SZ,002307,北新路桥,新疆,建筑工程,中小板,L,20091111,,8
002308.SZ,002308,威创股份,广东,IT设备,中小板,L,20091127,,14
002309.SZ,002309,中利集团,江苏,电气设备,中小板,L,20091127,,25
002310.SZ,002310,东方园林,北京,建筑工程,中小板,L,20091127,,8
002311.SZ,002311,海大集团,广东,饲料,中小板,L,20091127,,24
002312.SZ,002312,三泰控股,四川,化工原料,中小板,L,20091203,,57
002313.SZ,002313,日海智能,深圳,通信设备,中小板,L,20091203,,31
002314.SZ,002314,南山控股,深圳,区域地产,中小板,L,20091203,,4
002315.SZ,002315,焦点科技,江苏,互联网,中小板,L,20091209,,2
002316.SZ,002316,亚联发展,深圳,软件服务,中小板,L,20091209,,42
002317.SZ,002317,众生药业,广东,中成药,中小板,L,20091211,,52
002318.SZ,002318,久立特材,浙江,特种钢,中小板,L,20091211,,79
002319.SZ,002319,*ST乐通,广东,染料涂料,中小板,L,20091211,,65
002320.SZ,002320,海峡股份,海南,水运,中小板,L,20091216,,59
002321.SZ,002321,华英农业,河南,农业综合,中小板,L,20091216,,29
002322.SZ,002322,理工环科,浙江,软件服务,中小板,L,20091218,,42
002323.SZ,002323,*ST雅博,山东,建筑工程,中小板,L,20091218,,8
002324.SZ,002324,普利特,上海,塑料,中小板,L,20091218,,91
002325.SZ,002325,洪涛股份,深圳,装修装饰,中小板,L,20091222,,101
002326.SZ,002326,永太科技,浙江,化工原料,中小板,L,20091222,,57
002327.SZ,002327,富安娜,深圳,纺织,中小板,L,20091230,,71
002328.SZ,002328,新朋股份,上海,汽车配件,中小板,L,20091230,,19
002329.SZ,002329,皇氏集团,广西,乳制品,中小板,L,20100106,,105
002330.SZ,002330,得利斯,山东,食品,中小板,L,20100106,,55
002331.SZ,002331,皖通科技,安徽,软件服务,中小板,L,20100106,,42
002332.SZ,002332,仙琚制药,浙江,生物制药,中小板,L,20100112,,46
002333.SZ,002333,ST罗普,江苏,铝,中小板,L,20100112,,72
002334.SZ,002334,英威腾,深圳,电气设备,中小板,L,20100113,,25
002335.SZ,002335,科华恒盛,福建,电气设备,中小板,L,20100113,,25
002336.SZ,002336,ST人乐,深圳,超市连锁,中小板,L,20100113,,85
002337.SZ,002337,赛象科技,天津,化工机械,中小板,L,20100115,,90
002338.SZ,002338,奥普光电,吉林,电器仪表,中小板,L,20100115,,96
002339.SZ,002339,积成电子,山东,电气设备,中小板,L,20100122,,25
002340.SZ,002340,格林美,深圳,小金属,中小板,L,20100122,,75
002341.SZ,002341,新纶科技,深圳,化工原料,中小板,L,20100122,,57
002342.SZ,002342,巨力索具,河北,机械基件,中小板,L,20100126,,61
002343.SZ,002343,慈文传媒,浙江,影视音像,中小板,L,20100126,,40
002344.SZ,002344,海宁皮城,浙江,商品城,中小板,L,20100126,,106
002345.SZ,002345,潮宏基,广东,服饰,中小板,L,20100128,,97
002346.SZ,002346,柘中股份,上海,电气设备,中小板,L,20100128,,25
002347.SZ,002347,泰尔股份,安徽,机械基件,中小板,L,20100128,,61
002348.SZ,002348,高乐股份,广东,文教休闲,中小板,L,20100203,,11
002349.SZ,002349,精华制药,江苏,中成药,中小板,L,20100203,,52
002350.SZ,002350,北京科锐,北京,电气设备,中小板,L,20100203,,25
002351.SZ,002351,漫步者,深圳,IT设备,中小板,L,20100205,,14
002352.SZ,002352,顺丰控股,深圳,仓储物流,中小板,L,20100205,,98
002353.SZ,002353,杰瑞股份,山东,化工机械,中小板,L,20100205,,90
002354.SZ,002354,*ST天娱,辽宁,互联网,中小板,L,20100209,,2
002355.SZ,002355,兴民智通,山东,汽车配件,中小板,L,20100209,,19
002356.SZ,002356,*ST赫美,深圳,其他商业,中小板,L,20100209,,12
002357.SZ,002357,富临运业,四川,公路,中小板,L,20100210,,84
002358.SZ,002358,森源电气,河南,电气设备,中小板,L,20100210,,25
002360.SZ,002360,同德化工,山西,化工原料,中小板,L,20100303,,57
002361.SZ,002361,神剑股份,安徽,化工原料,中小板,L,20100303,,57
002362.SZ,002362,汉王科技,北京,软件服务,中小板,L,20100303,,42
002363.SZ,002363,隆基机械,山东,汽车配件,中小板,L,20100305,,19
002364.SZ,002364,中恒电气,浙江,电气设备,中小板,L,20100305,,25
002365.SZ,002365,永安药业,湖北,化学制药,中小板,L,20100305,,39
002366.SZ,002366,台海核电,四川,专用机械,中小板,L,20100312,,47
002367.SZ,002367,康力电梯,江苏,运输设备,中小板,L,20100312,,6
002368.SZ,002368,太极股份,北京,软件服务,中小板,L,20100312,,42
002369.SZ,002369,卓翼科技,深圳,通信设备,中小板,L,20100316,,31
002370.SZ,002370,亚太药业,浙江,化学制药,中小板,L,20100316,,39
002371.SZ,002371,北方华创,北京,半导体,中小板,L,20100316,,102
002372.SZ,002372,伟星新材,浙江,其他建材,中小板,L,20100318,,15
002373.SZ,002373,千方科技,北京,软件服务,中小板,L,20100318,,42
002374.SZ,002374,丽鹏股份,山东,建筑工程,中小板,L,20100318,,8
002375.SZ,002375,亚厦股份,浙江,装修装饰,中小板,L,20100323,,101
002376.SZ,002376,新北洋,山东,IT设备,中小板,L,20100323,,14
002377.SZ,002377,国创高新,湖北,房产服务,中小板,L,20100323,,26
002378.SZ,002378,章源钨业,江西,小金属,中小板,L,20100331,,75
002379.SZ,002379,宏创控股,山东,铝,中小板,L,20100331,,72
002380.SZ,002380,科远智慧,江苏,电气设备,中小板,L,20100331,,25
002381.SZ,002381,双箭股份,浙江,橡胶,中小板,L,20100402,,93
002382.SZ,002382,蓝帆医疗,山东,医疗保健,中小板,L,20100402,,37
002383.SZ,002383,合众思壮,北京,通信设备,中小板,L,20100402,,31
002384.SZ,002384,东山精密,江苏,元器件,中小板,L,20100409,,13
002385.SZ,002385,大北农,北京,饲料,中小板,L,20100409,,24
002386.SZ,002386,天原集团,四川,化工原料,中小板,L,20100409,,57
002387.SZ,002387,维信诺,广东,元器件,中小板,L,20100413,,13
002388.SZ,002388,新亚制程,深圳,元器件,中小板,L,20100413,,13
002389.SZ,002389,航天彩虹,浙江,元器件,中小板,L,20100413,,13
002390.SZ,002390,信邦制药,贵州,中成药,中小板,L,20100416,,52
002391.SZ,002391,长青股份,江苏,农药化肥,中小板,L,20100416,,49
002392.SZ,002392,北京利尔,北京,其他建材,中小板,L,20100423,,15
002393.SZ,002393,力生制药,天津,化学制药,中小板,L,20100423,,39
002394.SZ,002394,联发股份,江苏,纺织,中小板,L,20100423,,71
002395.SZ,002395,双象股份,江苏,塑料,中小板,L,20100429,,91
002396.SZ,002396,星网锐捷,福建,通信设备,中小板,L,20100623,,31
002397.SZ,002397,梦洁股份,湖南,纺织,中小板,L,20100429,,71
002398.SZ,002398,垒知集团,福建,其他建材,中小板,L,20100506,,15
002399.SZ,002399,海普瑞,深圳,化学制药,中小板,L,20100506,,39
002400.SZ,002400,省广集团,广东,广告包装,中小板,L,20100506,,20
002401.SZ,002401,中远海科,上海,软件服务,中小板,L,20100506,,42
002402.SZ,002402,和而泰,深圳,元器件,中小板,L,20100511,,13
002403.SZ,002403,爱仕达,浙江,家用电器,中小板,L,20100511,,10
002404.SZ,002404,嘉欣丝绸,浙江,纺织,中小板,L,20100511,,71
002405.SZ,002405,四维图新,北京,软件服务,中小板,L,20100518,,42
002406.SZ,002406,远东传动,河南,汽车配件,中小板,L,20100518,,19
002407.SZ,002407,多氟多,河南,化工原料,中小板,L,20100518,,57
002408.SZ,002408,齐翔腾达,山东,化工原料,中小板,L,20100518,,57
002409.SZ,002409,雅克科技,江苏,化工原料,中小板,L,20100525,,57
002410.SZ,002410,广联达,北京,软件服务,中小板,L,20100525,,42
002411.SZ,002411,延安必康,陕西,化学制药,中小板,L,20100525,,39
002412.SZ,002412,汉森制药,湖南,中成药,中小板,L,20100525,,52
002413.SZ,002413,雷科防务,江苏,通信设备,中小板,L,20100528,,31
002414.SZ,002414,高德红外,湖北,电器仪表,中小板,L,20100716,,96
002415.SZ,002415,海康威视,浙江,电器仪表,中小板,L,20100528,,96
002416.SZ,002416,爱施德,深圳,电器连锁,中小板,L,20100528,,100
002417.SZ,002417,深南股份,江苏,软件服务,中小板,L,20100601,,42
002418.SZ,002418,*ST康盛,浙江,机械基件,中小板,L,20100601,,61
002419.SZ,002419,天虹股份,深圳,百货,中小板,L,20100601,,51
002420.SZ,002420,ST毅昌,广东,塑料,中小板,L,20100601,,91
002421.SZ,002421,达实智能,深圳,软件服务,中小板,L,20100603,,42
002422.SZ,002422,科伦药业,四川,化学制药,中小板,L,20100603,,39
002423.SZ,002423,中粮资本,河南,多元金融,中小板,L,20100603,,23
002424.SZ,002424,贵州百灵,贵州,中成药,中小板,L,20100603,,52
002425.SZ,002425,凯撒文化,广东,互联网,中小板,L,20100608,,2
002426.SZ,002426,*ST胜利,江苏,元器件,中小板,L,20100608,,13
002427.SZ,002427,ST尤夫,浙江,化纤,中小板,L,20100608,,44
002428.SZ,002428,云南锗业,云南,小金属,中小板,L,20100608,,75
002429.SZ,002429,兆驰股份,深圳,家用电器,中小板,L,20100610,,10
002430.SZ,002430,杭氧股份,浙江,化工机械,中小板,L,20100610,,90
002431.SZ,002431,棕榈股份,广东,建筑工程,中小板,L,20100610,,8
002432.SZ,002432,九安医疗,天津,医疗保健,中小板,L,20100610,,37
002433.SZ,002433,太安堂,广东,中成药,中小板,L,20100618,,52
002434.SZ,002434,万里扬,浙江,汽车配件,中小板,L,20100618,,19
002435.SZ,002435,长江健康,江苏,化学制药,中小板,L,20100618,,39
002436.SZ,002436,兴森科技,深圳,元器件,中小板,L,20100618,,13
002437.SZ,002437,誉衡药业,黑龙江,化学制药,中小板,L,20100623,,39
002438.SZ,002438,江苏神通,江苏,机械基件,中小板,L,20100623,,61
002439.SZ,002439,启明星辰,北京,软件服务,中小板,L,20100623,,42
002440.SZ,002440,闰土股份,浙江,染料涂料,中小板,L,20100706,,65
002441.SZ,002441,众业达,广东,批发业,中小板,L,20100706,,30
002442.SZ,002442,龙星化工,河北,化工原料,中小板,L,20100706,,57
002443.SZ,002443,金洲管道,浙江,钢加工,中小板,L,20100706,,86
002444.SZ,002444,巨星科技,浙江,轻工机械,中小板,L,20100713,,21
002445.SZ,002445,*ST中南,江苏,影视音像,中小板,L,20100713,,40
002446.SZ,002446,盛路通信,广东,通信设备,中小板,L,20100713,,31
002447.SZ,002447,*ST晨鑫,辽宁,互联网,中小板,L,20100713,,2
002448.SZ,002448,中原内配,河南,汽车配件,中小板,L,20100716,,19
002449.SZ,002449,国星光电,广东,半导体,中小板,L,20100716,,102
002451.SZ,002451,摩恩电气,上海,电气设备,中小板,L,20100720,,25
002452.SZ,002452,长高集团,湖南,电气设备,中小板,L,20100720,,25
002453.SZ,002453,华软科技,江苏,软件服务,中小板,L,20100720,,42
002454.SZ,002454,松芝股份,上海,汽车配件,中小板,L,20100720,,19
002455.SZ,002455,百川股份,江苏,化工原料,中小板,L,20100803,,57
002456.SZ,002456,欧菲光,深圳,元器件,中小板,L,20100803,,13
002457.SZ,002457,青龙管业,宁夏,塑料,中小板,L,20100803,,91
002458.SZ,002458,益生股份,山东,农业综合,中小板,L,20100810,,29
002459.SZ,002459,晶澳科技,河北,电气设备,中小板,L,20100810,,25
002460.SZ,002460,赣锋锂业,江西,小金属,中小板,L,20100810,,75
002461.SZ,002461,珠江啤酒,广东,啤酒,中小板,L,20100818,,83
002462.SZ,002462,嘉事堂,北京,医药商业,中小板,L,20100818,,18
002463.SZ,002463,沪电股份,江苏,元器件,中小板,L,20100818,,13
002464.SZ,002464,众应互联,江苏,互联网,中小板,L,20100831,,2
002465.SZ,002465,海格通信,广东,通信设备,中小板,L,20100831,,31
002466.SZ,002466,天齐锂业,四川,小金属,中小板,L,20100831,,75
002467.SZ,002467,二六三,北京,电信运营,中小板,L,20100908,,103
002468.SZ,002468,申通快递,浙江,仓储物流,中小板,L,20100908,,98
002469.SZ,002469,三维工程,山东,建筑工程,中小板,L,20100908,,8
002470.SZ,002470,*ST金正,山东,农药化肥,中小板,L,20100908,,49
002471.SZ,002471,中超控股,江苏,电气设备,中小板,L,20100910,,25
002472.SZ,002472,双环传动,浙江,机械基件,中小板,L,20100910,,61
002473.SZ,002473,ST圣莱,浙江,家用电器,中小板,L,20100910,,10
002474.SZ,002474,榕基软件,福建,软件服务,中小板,L,20100915,,42
002475.SZ,002475,立讯精密,深圳,元器件,中小板,L,20100915,,13
002476.SZ,002476,宝莫股份,山东,化工原料,中小板,L,20100915,,57
002478.SZ,002478,常宝股份,江苏,钢加工,中小板,L,20100921,,86
002479.SZ,002479,富春环保,浙江,火力发电,中小板,L,20100921,,17
002480.SZ,002480,新筑股份,四川,机械基件,中小板,L,20100921,,61
002481.SZ,002481,双塔食品,山东,食品,中小板,L,20100921,,55
002482.SZ,002482,广田集团,深圳,装修装饰,中小板,L,20100929,,101
002483.SZ,002483,润邦股份,江苏,工程机械,中小板,L,20100929,,41
002484.SZ,002484,江海股份,江苏,元器件,中小板,L,20100929,,13
002485.SZ,002485,希努尔,山东,服饰,中小板,L,20101015,,97
002486.SZ,002486,嘉麟杰,上海,服饰,中小板,L,20101015,,97
002487.SZ,002487,大金重工,辽宁,钢加工,中小板,L,20101015,,86
002488.SZ,002488,金固股份,浙江,汽车配件,中小板,L,20101021,,19
002489.SZ,002489,浙江永强,浙江,家居用品,中小板,L,20101021,,94
002490.SZ,002490,山东墨龙,山东,化工机械,中小板,L,20101021,,90
002491.SZ,002491,通鼎互联,江苏,通信设备,中小板,L,20101021,,31
002492.SZ,002492,恒基达鑫,广东,仓储物流,中小板,L,20101102,,98
002493.SZ,002493,荣盛石化,浙江,化纤,中小板,L,20101102,,44
002494.SZ,002494,华斯股份,河北,服饰,中小板,L,20101102,,97
002495.SZ,002495,佳隆股份,广东,食品,中小板,L,20101102,,55
002496.SZ,002496,*ST辉丰,江苏,农药化肥,中小板,L,20101109,,49
002497.SZ,002497,雅化集团,四川,化工原料,中小板,L,20101109,,57
002498.SZ,002498,汉缆股份,山东,电气设备,中小板,L,20101109,,25
002499.SZ,002499,*ST科林,江苏,环境保护,中小板,L,20101109,,3
002500.SZ,002500,山西证券,山西,证券,中小板,L,20101115,,43
002501.SZ,002501,*ST利源,吉林,铝,中小板,L,20101117,,72
002502.SZ,002502,*ST鼎龙,广东,影视音像,中小板,L,20101117,,40
002503.SZ,002503,搜于特,广东,服饰,中小板,L,20101117,,97
002504.SZ,002504,弘高创意,北京,装修装饰,中小板,L,20101118,,101
002505.SZ,002505,大康农业,湖南,农业综合,中小板,L,20101118,,29
002506.SZ,002506,协鑫集成,上海,电气设备,中小板,L,20101118,,25
002507.SZ,002507,涪陵榨菜,重庆,食品,中小板,L,20101123,,55
002508.SZ,002508,老板电器,浙江,家用电器,中小板,L,20101123,,10
002510.SZ,002510,天汽模,天津,汽车配件,中小板,L,20101125,,19
002511.SZ,002511,中顺洁柔,广东,造纸,中小板,L,20101125,,54
002512.SZ,002512,达华智能,福建,元器件,中小板,L,20101203,,13
002513.SZ,002513,*ST蓝丰,江苏,农药化肥,中小板,L,20101203,,49
002514.SZ,002514,宝馨科技,江苏,机械基件,中小板,L,20101203,,61
002515.SZ,002515,金字火腿,浙江,食品,中小板,L,20101203,,55
002516.SZ,002516,旷达科技,江苏,纺织,中小板,L,20101207,,71
002517.SZ,002517,恺英网络,福建,互联网,中小板,L,20101207,,2
002518.SZ,002518,科士达,深圳,电气设备,中小板,L,20101207,,25
002519.SZ,002519,银河电子,江苏,通信设备,中小板,L,20101207,,31
002520.SZ,002520,日发精机,浙江,机床制造,中小板,L,20101210,,50
002521.SZ,002521,齐峰新材,山东,造纸,中小板,L,20101210,,54
002522.SZ,002522,浙江众成,浙江,塑料,中小板,L,20101210,,91
002523.SZ,002523,天桥起重,湖南,工程机械,中小板,L,20101210,,41
002524.SZ,002524,光正眼科,新疆,医疗保健,中小板,L,20101217,,37
002526.SZ,002526,山东矿机,山东,工程机械,中小板,L,20101217,,41
002527.SZ,002527,新时达,上海,电器仪表,中小板,L,20101224,,96
002528.SZ,002528,英飞拓,深圳,IT设备,中小板,L,20101224,,14
002529.SZ,002529,*ST海源,福建,专用机械,中小板,L,20101224,,47
002530.SZ,002530,金财互联,江苏,软件服务,中小板,L,20101231,,42
002531.SZ,002531,天顺风能,江苏,电气设备,中小板,L,20101231,,25
002532.SZ,002532,天山铝业,浙江,铝,中小板,L,20101231,,72
002533.SZ,002533,金杯电工,湖南,电气设备,中小板,L,20101231,,25
002534.SZ,002534,杭锅股份,浙江,专用机械,中小板,L,20110110,,47
002535.SZ,002535,*ST林重,河南,工程机械,中小板,L,20110111,,41
002536.SZ,002536,飞龙股份,河南,汽车配件,中小板,L,20110111,,19
002537.SZ,002537,海联金汇,山东,汽车整车,中小板,L,20110110,,62
002538.SZ,002538,司尔特,安徽,农药化肥,中小板,L,20110118,,49
002539.SZ,002539,云图控股,四川,农药化肥,中小板,L,20110118,,49
002540.SZ,002540,亚太科技,江苏,铝,中小板,L,20110118,,72
002541.SZ,002541,鸿路钢构,安徽,钢加工,中小板,L,20110118,,86
002542.SZ,002542,中化岩土,北京,建筑工程,中小板,L,20110128,,8
002543.SZ,002543,万和电气,广东,家用电器,中小板,L,20110128,,10
002544.SZ,002544,杰赛科技,广东,软件服务,中小板,L,20110128,,42
002545.SZ,002545,东方铁塔,山东,农药化肥,中小板,L,20110211,,49
002546.SZ,002546,新联电子,江苏,电气设备,中小板,L,20110211,,25
002547.SZ,002547,春兴精工,江苏,通信设备,中小板,L,20110218,,31
002548.SZ,002548,金新农,深圳,饲料,中小板,L,20110218,,24
002549.SZ,002549,凯美特气,湖南,环境保护,中小板,L,20110218,,3
002550.SZ,002550,千红制药,江苏,生物制药,中小板,L,20110218,,46
002551.SZ,002551,尚荣医疗,深圳,医疗保健,中小板,L,20110225,,37
002552.SZ,002552,宝鼎科技,浙江,机械基件,中小板,L,20110225,,61
002553.SZ,002553,南方轴承,江苏,汽车配件,中小板,L,20110225,,19
002554.SZ,002554,惠博普,湖南,石油开采,中小板,L,20110225,,104
002555.SZ,002555,三七互娱,安徽,互联网,中小板,L,20110302,,2
002556.SZ,002556,辉隆股份,安徽,其他商业,中小板,L,20110302,,12
002557.SZ,002557,洽洽食品,安徽,食品,中小板,L,20110302,,55
002558.SZ,002558,巨人网络,重庆,互联网,中小板,L,20110302,,2
002559.SZ,002559,亚威股份,江苏,机床制造,中小板,L,20110303,,50
002560.SZ,002560,通达股份,河南,电气设备,中小板,L,20110303,,25
002561.SZ,002561,徐家汇,上海,百货,中小板,L,20110303,,51
002562.SZ,002562,兄弟科技,浙江,化学制药,中小板,L,20110310,,39
002563.SZ,002563,森马服饰,浙江,服饰,中小板,L,20110311,,97
002564.SZ,002564,天沃科技,江苏,建筑工程,中小板,L,20110310,,8
002565.SZ,002565,顺灏股份,上海,造纸,中小板,L,20110318,,54
002566.SZ,002566,益盛药业,吉林,中成药,中小板,L,20110318,,52
002567.SZ,002567,唐人神,湖南,饲料,中小板,L,20110325,,24
002568.SZ,002568,百润股份,上海,红黄酒,中小板,L,20110325,,92
002569.SZ,002569,ST步森,浙江,服饰,中小板,L,20110412,,97
002570.SZ,002570,贝因美,浙江,乳制品,中小板,L,20110412,,105
002571.SZ,002571,德力股份,安徽,玻璃,中小板,L,20110412,,9
002572.SZ,002572,索菲亚,广东,家居用品,中小板,L,20110412,,94
002573.SZ,002573,清新环境,北京,环境保护,中小板,L,20110422,,3
002574.SZ,002574,明牌珠宝,浙江,服饰,中小板,L,20110422,,97
002575.SZ,002575,*ST群兴,广东,文教休闲,中小板,L,20110422,,11
002576.SZ,002576,通达动力,江苏,电气设备,中小板,L,20110428,,25
002577.SZ,002577,雷柏科技,深圳,IT设备,中小板,L,20110428,,14
002578.SZ,002578,闽发铝业,福建,铝,中小板,L,20110428,,72
002579.SZ,002579,中京电子,广东,元器件,中小板,L,20110506,,13
002580.SZ,002580,圣阳股份,山东,电气设备,中小板,L,20110506,,25
002581.SZ,002581,未名医药,山东,生物制药,中小板,L,20110520,,46
002582.SZ,002582,好想你,河南,食品,中小板,L,20110520,,55
002583.SZ,002583,海能达,深圳,通信设备,中小板,L,20110527,,31
002584.SZ,002584,西陇科学,广东,化工原料,中小板,L,20110602,,57
002585.SZ,002585,双星新材,江苏,塑料,中小板,L,20110602,,91
002586.SZ,002586,*ST围海,浙江,建筑工程,中小板,L,20110602,,8
002587.SZ,002587,奥拓电子,深圳,元器件,中小板,L,20110610,,13
002588.SZ,002588,史丹利,山东,农药化肥,中小板,L,20110610,,49
002589.SZ,002589,瑞康医药,山东,医药商业,中小板,L,20110610,,18
002590.SZ,002590,万安科技,浙江,汽车配件,中小板,L,20110610,,19
002591.SZ,002591,恒大高新,江西,化工原料,中小板,L,20110621,,57
002592.SZ,002592,ST八菱,广西,汽车配件,中小板,L,20111111,,19
002593.SZ,002593,日上集团,福建,汽车配件,中小板,L,20110628,,19
002594.SZ,002594,比亚迪,深圳,汽车整车,中小板,L,20110630,,62
002595.SZ,002595,豪迈科技,山东,专用机械,中小板,L,20110628,,47
002596.SZ,002596,海南瑞泽,海南,其他建材,中小板,L,20110707,,15
002597.SZ,002597,金禾实业,安徽,化工原料,中小板,L,20110707,,57
002598.SZ,002598,山东章鼓,山东,机械基件,中小板,L,20110707,,61
002599.SZ,002599,盛通股份,北京,广告包装,中小板,L,20110715,,20
002600.SZ,002600,领益智造,广东,元器件,中小板,L,20110715,,13
002601.SZ,002601,龙蟒佰利,河南,化工原料,中小板,L,20110715,,57
002602.SZ,002602,世纪华通,浙江,互联网,中小板,L,20110728,,2
002603.SZ,002603,以岭药业,河北,中成药,中小板,L,20110728,,52
002605.SZ,002605,姚记科技,上海,互联网,中小板,L,20110805,,2
002606.SZ,002606,大连电瓷,辽宁,电气设备,中小板,L,20110805,,25
002607.SZ,002607,中公教育,安徽,文教休闲,中小板,L,20110810,,11
002608.SZ,002608,江苏国信,江苏,火力发电,中小板,L,20110810,,17
002609.SZ,002609,捷顺科技,深圳,软件服务,中小板,L,20110815,,42
002610.SZ,002610,爱康科技,江苏,电气设备,中小板,L,20110815,,25
002611.SZ,002611,东方精工,广东,轻工机械,中小板,L,20110830,,21
002612.SZ,002612,朗姿股份,北京,服饰,中小板,L,20110830,,97
002613.SZ,002613,北玻股份,河南,专用机械,中小板,L,20110830,,47
002614.SZ,002614,奥佳华,福建,医疗保健,中小板,L,20110909,,37
002615.SZ,002615,哈尔斯,浙江,家居用品,中小板,L,20110909,,94
002616.SZ,002616,长青集团,广东,环境保护,中小板,L,20110920,,3
002617.SZ,002617,露笑科技,浙江,电气设备,中小板,L,20110920,,25
002618.SZ,002618,丹邦科技,深圳,元器件,中小板,L,20110920,,13
002619.SZ,002619,艾格拉斯,浙江,互联网,中小板,L,20110929,,2
002620.SZ,002620,瑞和股份,深圳,装修装饰,中小板,L,20110929,,101
002621.SZ,002621,美吉姆,辽宁,文教休闲,中小板,L,20110929,,11
002622.SZ,002622,融钰集团,吉林,综合类,中小板,L,20111018,,7
002623.SZ,002623,亚玛顿,江苏,玻璃,中小板,L,20111013,,9
002624.SZ,002624,完美世界,浙江,影视音像,中小板,L,20111028,,40
002625.SZ,002625,光启技术,深圳,汽车配件,中小板,L,20111103,,19
002626.SZ,002626,金达威,福建,食品,中小板,L,20111028,,55
002627.SZ,002627,宜昌交运,湖北,公共交通,中小板,L,20111103,,107
002628.SZ,002628,成都路桥,四川,建筑工程,中小板,L,20111103,,8
002629.SZ,002629,ST仁智,浙江,石油开采,中小板,L,20111103,,104
002630.SZ,002630,华西能源,四川,专用机械,中小板,L,20111111,,47
002631.SZ,002631,德尔未来,江苏,家居用品,中小板,L,20111111,,94
002632.SZ,002632,道明光学,浙江,化工原料,中小板,L,20111122,,57
002633.SZ,002633,申科股份,浙江,机械基件,中小板,L,20111122,,61
002634.SZ,002634,棒杰股份,浙江,服饰,中小板,L,20111205,,97
002635.SZ,002635,安洁科技,江苏,IT设备,中小板,L,20111125,,14
002636.SZ,002636,金安国纪,上海,元器件,中小板,L,20111125,,13
002637.SZ,002637,赞宇科技,浙江,日用化工,中小板,L,20111125,,60
002638.SZ,002638,*ST勤上,广东,文教休闲,中小板,L,20111125,,11
002639.SZ,002639,雪人股份,福建,专用机械,中小板,L,20111205,,47
002640.SZ,002640,跨境通,山西,互联网,中小板,L,20111208,,2
002641.SZ,002641,永高股份,浙江,塑料,中小板,L,20111208,,91
002642.SZ,002642,荣联科技,北京,软件服务,中小板,L,20111220,,42
002643.SZ,002643,万润股份,山东,化工原料,中小板,L,20111220,,57
002644.SZ,002644,佛慈制药,甘肃,中成药,中小板,L,20111222,,52
002645.SZ,002645,华宏科技,江苏,专用机械,中小板,L,20111220,,47
002646.SZ,002646,青青稞酒,青海,白酒,中小板,L,20111222,,66
002647.SZ,002647,仁东控股,浙江,多元金融,中小板,L,20111228,,23
002648.SZ,002648,卫星石化,浙江,化工原料,中小板,L,20111228,,57
002649.SZ,002649,博彦科技,北京,软件服务,中小板,L,20120106,,42
002650.SZ,002650,ST加加,湖南,食品,中小板,L,20120106,,55
002651.SZ,002651,利君股份,四川,专用机械,中小板,L,20120106,,47
002652.SZ,002652,扬子新材,江苏,其他建材,中小板,L,20120119,,15
002653.SZ,002653,海思科,西藏,化学制药,中小板,L,20120117,,39
002654.SZ,002654,万润科技,深圳,互联网,中小板,L,20120217,,2
002655.SZ,002655,共达电声,山东,元器件,中小板,L,20120217,,13
002656.SZ,002656,ST摩登,广东,服饰,中小板,L,20120228,,97
002657.SZ,002657,中科金财,北京,软件服务,中小板,L,20120228,,42
002658.SZ,002658,雪迪龙,北京,环境保护,中小板,L,20120309,,3
002659.SZ,002659,凯文教育,北京,文教休闲,中小板,L,20120309,,11
