ts_code,symbol,name,area,industry,market,list_status,list_date,delist_date,industry_code
000001.SZ,000001,平安银行,深圳,银行,主板,L,19910403,,0
000002.SZ,000002,万科A,深圳,全国地产,主板,L,19910129,,1
000004.SZ,000004,国农科技,深圳,互联网,主板,L,19910114,,2
000005.SZ,000005,世纪星源,深圳,环境保护,主板,L,19901210,,3
000006.SZ,000006,深振业A,深圳,区域地产,主板,L,19920427,,4
000007.SZ,000007,全新好,深圳,酒店餐饮,主板,L,19920413,,5
000008.SZ,000008,神州高铁,北京,运输设备,主板,L,19920507,,6
000009.SZ,000009,中国宝安,深圳,综合类,主板,L,19910625,,7
000010.SZ,000010,美丽生态,深圳,建筑工程,主板,L,19951027,,8
000011.SZ,000011,深物业A,深圳,区域地产,主板,L,19920330,,4
000012.SZ,000012,南玻A,深圳,玻璃,主板,L,19920228,,9
000014.SZ,000014,沙河股份,深圳,全国地产,主板,L,19920602,,1
000016.SZ,000016,深康佳A,深圳,家用电器,主板,L,19920327,,10
000017.SZ,000017,*ST中华A,深圳,文教休闲,主板,L,19920331,,11
000019.SZ,000019,深粮控股,深圳,其他商业,主板,L,19921012,,12
000020.SZ,000020,深华发A,深圳,元器件,主板,L,19920428,,13
000021.SZ,000021,深科技,深圳,IT设备,主板,L,19940202,,14
000023.SZ,000023,深天地A,深圳,其他建材,主板,L,19930429,,15
000025.SZ,000025,特力A,深圳,汽车服务,主板,L,19930621,,16
000026.SZ,000026,飞亚达,深圳,其他商业,主板,L,19930603,,12
000027.SZ,000027,深圳能源,深圳,火力发电,主板,L,19930903,,17
000028.SZ,000028,国药一致,深圳,医药商业,主板,L,19930809,,18
000029.SZ,000029,深深房A,深圳,区域地产,主板,L,19930915,,4
000030.SZ,000030,富奥股份,吉林,汽车配件,主板,L,19930929,,19
000031.SZ,000031,大悦城,深圳,全国地产,主板,L,19931008,,1
000032.SZ,000032,深桑达A,深圳,元器件,主板,L,19931028,,13
000034.SZ,000034,神州数码,深圳,综合类,主板,L,19940509,,7
000035.SZ,000035,中国天楹,江苏,环境保护,主板,L,19940408,,3
000036.SZ,000036,华联控股,深圳,全国地产,主板,L,19940617,,1
000037.SZ,000037,深南电A,深圳,火力发电,主板,L,19940701,,17
000038.SZ,000038,深大通,深圳,广告包装,主板,L,19940808,,20
000039.SZ,000039,中集集团,深圳,轻工机械,主板,L,19940408,,21
000040.SZ,000040,东旭蓝天,深圳,新型电力,主板,L,19940808,,22
000042.SZ,000042,中洲控股,深圳,全国地产,主板,L,19940921,,1
000045.SZ,000045,深纺织A,深圳,元器件,主板,L,19940815,,13
000046.SZ,000046,泛海控股,北京,多元金融,主板,L,19940912,,23
000048.SZ,000048,京基智农,深圳,饲料,主板,L,19941101,,24
000049.SZ,000049,德赛电池,深圳,电气设备,主板,L,19950320,,25
000050.SZ,000050,深天马A,深圳,元器件,主板,L,19950315,,13
000055.SZ,000055,方大集团,深圳,其他建材,主板,L,19960415,,15
000056.SZ,000056,皇庭国际,深圳,房产服务,主板,L,19960708,,26
000058.SZ,000058,深赛格,深圳,元器件,主板,L,19961226,,13
000059.SZ,000059,华锦股份,辽宁,石油加工,主板,L,19970130,,27
000060.SZ,000060,中金岭南,深圳,铅锌,主板,L,19970123,,28
000061.SZ,000061,农产品,深圳,农业综合,主板,L,19970110,,29
000062.SZ,000062,深圳华强,深圳,批发业,主板,L,19970130,,30
000063.SZ,000063,中兴通讯,深圳,通信设备,主板,L,19971118,,31
000065.SZ,000065,北方国际,北京,建筑工程,主板,L,19980605,,8
000066.SZ,000066,中国长城,深圳,IT设备,主板,L,19970626,,14
000068.SZ,000068,华控赛格,深圳,环境保护,主板,L,19970611,,3
000069.SZ,000069,华侨城A,深圳,旅游景点,主板,L,19970910,,32
000070.SZ,000070,特发信息,深圳,通信设备,主板,L,20000511,,31
000078.SZ,000078,海王生物,深圳,医药商业,主板,L,19981218,,18
000088.SZ,000088,盐田港,深圳,港口,主板,L,19970728,,33
000089.SZ,000089,深圳机场,深圳,机场,主板,L,19980420,,34
000090.SZ,000090,天健集团,深圳,建筑工程,主板,L,19990721,,8
000096.SZ,000096,广聚能源,深圳,石油贸易,主板,L,20000724,,35
000099.SZ,000099,中信海直,深圳,空运,主板,L,20000731,,36
000100.SZ,000100,TCL科技,广东,元器件,主板,L,20040130,,13
000150.SZ,000150,宜华健康,广东,医疗保健,主板,L,20000807,,37
000151.SZ,000151,中成股份,北京,商贸代理,主板,L,20000906,,38
000153.SZ,000153,丰原药业,安徽,化学制药,主板,L,20000920,,39
000155.SZ,000155,川能动力,四川,新型电力,主板,L,20000926,,22
000156.SZ,000156,华数传媒,浙江,影视音像,主板,L,20000906,,40
000157.SZ,000157,中联重科,湖南,工程机械,主板,L,20001012,,41
000158.SZ,000158,常山北明,河北,软件服务,主板,L,20000724,,42
000159.SZ,000159,国际实业,新疆,石油贸易,主板,L,20000926,,35
000166.SZ,000166,申万宏源,新疆,证券,主板,L,20150126,,43
000301.SZ,000301,东方盛虹,江苏,化纤,主板,L,20000529,,44
000333.SZ,000333,美的集团,广东,家用电器,主板,L,20130918,,10
000338.SZ,000338,潍柴动力,山东,汽车配件,主板,L,20070430,,19
000400.SZ,000400,许继电气,河南,电气设备,主板,L,19970418,,25
000401.SZ,000401,冀东水泥,河北,水泥,主板,L,19960614,,45
000402.SZ,000402,金融街,北京,全国地产,主板,L,19960626,,1
000403.SZ,000403,双林生物,山西,生物制药,主板,L,19960628,,46
000404.SZ,000404,长虹华意,江西,专用机械,主板,L,19960619,,47
000407.SZ,000407,胜利股份,山东,供气供热,主板,L,19960703,,48
000408.SZ,000408,*ST藏格,青海,农药化肥,主板,L,19960628,,49
000409.SZ,000409,ST地矿,山东,综合类,主板,L,19960627,,7
000410.SZ,000410,*ST沈机,辽宁,机床制造,主板,L,19960718,,50
000411.SZ,000411,英特集团,浙江,医药商业,主板,L,19960716,,18
000413.SZ,000413,东旭光电,河北,元器件,主板,L,19960925,,13
000415.SZ,000415,渤海租赁,新疆,多元金融,主板,L,19960716,,23
000416.SZ,000416,民生控股,山东,多元金融,主板,L,19960719,,23
000417.SZ,000417,合肥百货,安徽,百货,主板,L,19960812,,51
000419.SZ,000419,通程控股,湖南,百货,主板,L,19960816,,51
000420.SZ,000420,吉林化纤,吉林,化纤,主板,L,19960802,,44
000421.SZ,000421,南京公用,江苏,供气供热,主板,L,19960806,,48
000422.SZ,000422,ST宜化,湖北,农药化肥,主板,L,19960815,,49
000423.SZ,000423,东阿阿胶,山东,中成药,主板,L,19960729,,52
000425.SZ,000425,徐工机械,江苏,工程机械,主板,L,19960828,,41
000426.SZ,000426,兴业矿业,内蒙,铅锌,主板,L,19960828,,28
000428.SZ,000428,华天酒店,湖南,酒店餐饮,主板,L,19960808,,5
000429.SZ,000429,粤高速A,广东,路桥,主板,L,19980220,,53
000430.SZ,000430,张家界,湖南,旅游景点,主板,L,19960829,,32
000488.SZ,000488,晨鸣纸业,山东,造纸,主板,L,20001120,,54
000498.SZ,000498,山东路桥,山东,建筑工程,主板,L,19970609,,8
000501.SZ,000501,鄂武商A,湖北,百货,主板,L,19921120,,51
000502.SZ,000502,绿景控股,广东,综合类,主板,L,19921123,,7
000503.SZ,000503,国新健康,海南,医疗保健,主板,L,19921130,,37
000504.SZ,000504,ST生物,湖南,环境保护,主板,L,19921208,,3
000505.SZ,000505,京粮控股,海南,食品,主板,L,19921221,,55
000506.SZ,000506,中润资源,山东,黄金,主板,L,19930312,,56
000507.SZ,000507,珠海港,广东,港口,主板,L,19930326,,33
000509.SZ,000509,*ST华塑,四川,医疗保健,主板,L,19930507,,37
000510.SZ,000510,新金路,四川,化工原料,主板,L,19930507,,57
000513.SZ,000513,丽珠集团,广东,化学制药,主板,L,19931028,,39
000514.SZ,000514,渝开发,重庆,区域地产,主板,L,19930712,,4
000516.SZ,000516,国际医学,陕西,医疗保健,主板,L,19930809,,37
000517.SZ,000517,荣安地产,浙江,区域地产,主板,L,19930806,,4
000518.SZ,000518,四环生物,江苏,生物制药,主板,L,19930908,,46
000519.SZ,000519,中兵红箭,湖南,矿物制品,主板,L,19931008,,58
000520.SZ,000520,长航凤凰,湖北,水运,主板,L,19931025,,59
000521.SZ,000521,长虹美菱,安徽,家用电器,主板,L,19931018,,10
000523.SZ,000523,广州浪奇,广东,日用化工,主板,L,19931108,,60
000524.SZ,000524,岭南控股,广东,酒店餐饮,主板,L,19931118,,5
000525.SZ,000525,红太阳,江苏,农药化肥,主板,L,19931028,,49
000526.SZ,000526,紫光学大,福建,文教休闲,主板,L,19931101,,11
000528.SZ,000528,柳工,广西,工程机械,主板,L,19931118,,41
000529.SZ,000529,广弘控股,广东,食品,主板,L,19931118,,55
000530.SZ,000530,冰山冷热,辽宁,机械基件,主板,L,19931208,,61
000531.SZ,000531,穗恒运A,广东,火力发电,主板,L,19940106,,17
000532.SZ,000532,华金资本,广东,多元金融,主板,L,19940103,,23
000533.SZ,000533,顺钠股份,广东,电气设备,主板,L,19940103,,25
000534.SZ,000534,万泽股份,广东,生物制药,主板,L,19940110,,46
000536.SZ,000536,*ST华映,福建,元器件,主板,L,19931126,,13
000537.SZ,000537,广宇发展,天津,区域地产,主板,L,19931210,,4
000538.SZ,000538,云南白药,云南,中成药,主板,L,19931215,,52
000539.SZ,000539,粤电力A,广东,火力发电,主板,L,19931126,,17
000540.SZ,000540,中天金融,贵州,多元金融,主板,L,19940202,,23
000541.SZ,000541,佛山照明,广东,家用电器,主板,L,19931123,,10
000543.SZ,000543,皖能电力,安徽,火力发电,主板,L,19931220,,17
000544.SZ,000544,中原环保,河南,环境保护,主板,L,19931208,,3
000545.SZ,000545,金浦钛业,吉林,化工原料,主板,L,19931215,,57
000546.SZ,000546,金圆股份,吉林,水泥,主板,L,19931215,,45
000547.SZ,000547,航天发展,福建,通信设备,主板,L,19931130,,31
000548.SZ,000548,湖南投资,湖南,路桥,主板,L,19931220,,53
000550.SZ,000550,江铃汽车,江西,汽车整车,主板,L,19931201,,62
000551.SZ,000551,创元科技,江苏,专用机械,主板,L,19940106,,47
000552.SZ,000552,靖远煤电,甘肃,煤炭开采,主板,L,19940106,,63
000553.SZ,000553,安道麦A,湖北,农药化肥,主板,L,19931203,,49
000554.SZ,000554,泰山石油,山东,石油贸易,主板,L,19931215,,35
000555.SZ,000555,神州信息,深圳,软件服务,主板,L,19940408,,42
000557.SZ,000557,西部创业,宁夏,铁路,主板,L,19940617,,64
000558.SZ,000558,莱茵体育,浙江,文教休闲,主板,L,19940509,,11
000559.SZ,000559,万向钱潮,浙江,汽车配件,主板,L,19940110,,19
000560.SZ,000560,我爱我家,云南,房产服务,主板,L,19940202,,26
000561.SZ,000561,烽火电子,陕西,通信设备,主板,L,19940509,,31
000563.SZ,000563,陕国投A,陕西,多元金融,主板,L,19940110,,23
000564.SZ,000564,供销大集,陕西,百货,主板,L,19940110,,51
000565.SZ,000565,渝三峡A,重庆,染料涂料,主板,L,19940408,,65
000566.SZ,000566,海南海药,海南,化学制药,主板,L,19940525,,39
000567.SZ,000567,海德股份,海南,多元金融,主板,L,19940525,,23
000568.SZ,000568,泸州老窖,四川,白酒,主板,L,19940509,,66
000570.SZ,000570,苏常柴A,江苏,机械基件,主板,L,19940701,,61
000571.SZ,000571,*ST大洲,海南,综合类,主板,L,19940525,,7
000572.SZ,000572,ST海马,海南,汽车整车,主板,L,19940808,,62
000573.SZ,000573,粤宏远A,广东,区域地产,主板,L,19940815,,4
000576.SZ,000576,广东甘化,广东,综合类,主板,L,19940907,,7
000581.SZ,000581,威孚高科,江苏,汽车配件,主板,L,19980924,,19
000582.SZ,000582,北部湾港,广西,港口,主板,L,19951102,,33
000584.SZ,000584,哈工智能,江苏,专用机械,主板,L,19951128,,47
000585.SZ,000585,*ST东电,海南,电气设备,主板,L,19951213,,25
000586.SZ,000586,汇源通信,四川,通信设备,主板,L,19951220,,31
000587.SZ,000587,*ST金洲,黑龙江,批发业,主板,L,19960425,,30
000589.SZ,000589,贵州轮胎,贵州,汽车配件,主板,L,19960308,,19
000590.SZ,000590,启迪古汉,湖南,中成药,主板,L,19960119,,52
000591.SZ,000591,太阳能,重庆,新型电力,主板,L,19960208,,22
000592.SZ,000592,平潭发展,福建,林业,主板,L,19960327,,67
000593.SZ,000593,大通燃气,四川,供气供热,主板,L,19960312,,48
000595.SZ,000595,*ST宝实,宁夏,机械基件,主板,L,19960419,,61
000596.SZ,000596,古井贡酒,安徽,白酒,主板,L,19960927,,66
000597.SZ,000597,东北制药,辽宁,化学制药,主板,L,19960523,,39
000598.SZ,000598,兴蓉环境,四川,水务,主板,L,19960529,,68
000599.SZ,000599,青岛双星,山东,汽车配件,主板,L,19960430,,19
000600.SZ,000600,建投能源,河北,火力发电,主板,L,19960606,,17
000601.SZ,000601,韶能股份,广东,水力发电,主板,L,19960830,,69
000603.SZ,000603,盛达资源,北京,铅锌,主板,L,19960823,,28
000605.SZ,000605,渤海股份,北京,水务,主板,L,19960913,,68
000606.SZ,000606,顺利办,青海,互联网,主板,L,19961004,,2
000607.SZ,000607,华媒控股,浙江,广告包装,主板,L,19960830,,20
000608.SZ,000608,阳光股份,广西,区域地产,主板,L,19960919,,4
000609.SZ,000609,中迪投资,北京,区域地产,主板,L,19961010,,4
000610.SZ,000610,西安旅游,陕西,旅游服务,主板,L,19960926,,70
000611.SZ,000611,ST天首,内蒙,纺织,主板,L,19961008,,71
000612.SZ,000612,焦作万方,河南,铝,主板,L,19960926,,72
000613.SZ,000613,大东海A,海南,旅游服务,主板,L,19970128,,70
000615.SZ,000615,京汉股份,湖北,全国地产,主板,L,19961016,,1
000616.SZ,000616,海航投资,辽宁,全国地产,主板,L,19961108,,1
000617.SZ,000617,中油资本,新疆,多元金融,主板,L,19961022,,23
000619.SZ,000619,海螺型材,安徽,其他建材,主板,L,19961023,,15
000620.SZ,000620,新华联,北京,全国地产,主板,L,19961029,,1
000622.SZ,000622,恒立实业,湖南,汽车配件,主板,L,19961107,,19
000623.SZ,000623,吉林敖东,吉林,化学制药,主板,L,19961028,,39
000625.SZ,000625,长安汽车,重庆,汽车整车,主板,L,19970610,,62
000626.SZ,000626,远大控股,江苏,商贸代理,主板,L,19961128,,38
000627.SZ,000627,天茂集团,湖北,保险,主板,L,19961112,,73
000628.SZ,000628,高新发展,四川,园区开发,主板,L,19961118,,74
000629.SZ,000629,攀钢钒钛,四川,小金属,主板,L,19961115,,75
000630.SZ,000630,铜陵有色,安徽,铜,主板,L,19961120,,76
000631.SZ,000631,顺发恒业,吉林,区域地产,主板,L,19961122,,4
000632.SZ,000632,三木集团,福建,综合类,主板,L,19961121,,7
000633.SZ,000633,合金投资,新疆,综合类,主板,L,19961112,,7
000635.SZ,000635,英力特,宁夏,化工原料,主板,L,19961120,,57
000636.SZ,000636,风华高科,广东,元器件,主板,L,19961129,,13
000637.SZ,000637,茂化实华,广东,石油加工,主板,L,19961114,,27
000638.SZ,000638,万方发展,吉林,软件服务,主板,L,19961126,,42
000639.SZ,000639,西王食品,山东,食品,主板,L,19961126,,55
000650.SZ,000650,仁和药业,江西,中成药,主板,L,19961210,,52
000651.SZ,000651,格力电器,广东,家用电器,主板,L,19961118,,10
000652.SZ,000652,泰达股份,天津,批发业,主板,L,19961128,,30
000655.SZ,000655,金岭矿业,山东,普钢,主板,L,19961128,,77
000656.SZ,000656,金科股份,重庆,区域地产,主板,L,19961128,,4
000657.SZ,000657,中钨高新,海南,小金属,主板,L,19961205,,75
000659.SZ,000659,珠海中富,广东,广告包装,主板,L,19961203,,20
000661.SZ,000661,长春高新,吉林,生物制药,主板,L,19961218,,46
000662.SZ,000662,*ST天夏,广西,软件服务,主板,L,19961216,,42
000663.SZ,000663,*ST永林,福建,林业,主板,L,19961206,,67
000665.SZ,000665,湖北广电,湖北,影视音像,主板,L,19961210,,40
000666.SZ,000666,经纬纺机,北京,多元金融,主板,L,19961210,,23
000667.SZ,000667,美好置业,云南,全国地产,主板,L,19961205,,1
000668.SZ,000668,荣丰控股,上海,区域地产,主板,L,19961210,,4
000669.SZ,000669,*ST金鸿,吉林,供气供热,主板,L,19961210,,48
000671.SZ,000671,阳光城,福建,区域地产,主板,L,19961218,,4
000672.SZ,000672,上峰水泥,甘肃,水泥,主板,L,19961218,,45
000673.SZ,000673,*ST当代,山西,影视音像,主板,L,19970124,,40
000676.SZ,000676,智度股份,河南,互联网,主板,L,19961224,,2
000677.SZ,000677,恒天海龙,山东,化纤,主板,L,19961226,,44
000678.SZ,000678,襄阳轴承,湖北,机械基件,主板,L,19970106,,61
000679.SZ,000679,*ST友谊,辽宁,百货,主板,L,19970124,,51
000680.SZ,000680,山推股份,山东,工程机械,主板,L,19970122,,41
000681.SZ,000681,视觉中国,江苏,互联网,主板,L,19970121,,2
000682.SZ,000682,东方电子,山东,软件服务,主板,L,19970121,,42
000683.SZ,000683,远兴能源,内蒙,化工原料,主板,L,19970131,,57
000685.SZ,000685,中山公用,广东,水务,主板,L,19970123,,68
000686.SZ,000686,东北证券,吉林,证券,主板,L,19970227,,43
000687.SZ,000687,*ST华讯,河北,通信设备,主板,L,19970221,,31
000688.SZ,000688,国城矿业,重庆,铅锌,主板,L,19970120,,28
000690.SZ,000690,宝新能源,广东,火力发电,主板,L,19970128,,17
000691.SZ,000691,亚太实业,甘肃,区域地产,主板,L,19970228,,4
000692.SZ,000692,惠天热电,辽宁,供气供热,主板,L,19970227,,48
000695.SZ,000695,滨海能源,天津,广告包装,主板,L,19970218,,20
000697.SZ,000697,炼石航空,陕西,航空,主板,L,19970325,,78
000698.SZ,000698,沈阳化工,辽宁,化工原料,主板,L,19970220,,57
000700.SZ,000700,模塑科技,江苏,汽车配件,主板,L,19970228,,19
000701.SZ,000701,厦门信达,福建,综合类,主板,L,19970226,,7
000702.SZ,000702,正虹科技,湖南,饲料,主板,L,19970318,,24
000703.SZ,000703,恒逸石化,广西,化纤,主板,L,19970328,,44
000705.SZ,000705,浙江震元,浙江,医药商业,主板,L,19970410,,18
000707.SZ,000707,ST双环,湖北,化工原料,主板,L,19970415,,57
000708.SZ,000708,中信特钢,湖北,特种钢,主板,L,19970326,,79
000709.SZ,000709,河钢股份,河北,普钢,主板,L,19970416,,77
000710.SZ,000710,贝瑞基因,四川,医疗保健,主板,L,19970422,,37
000711.SZ,000711,京蓝科技,黑龙江,软件服务,主板,L,19970411,,42
000712.SZ,000712,锦龙股份,广东,证券,主板,L,19970415,,43
000713.SZ,000713,丰乐种业,安徽,种植业,主板,L,19970422,,80
000715.SZ,000715,中兴商业,辽宁,百货,主板,L,19970508,,51
000716.SZ,000716,黑芝麻,广西,食品,主板,L,19970418,,55
000717.SZ,000717,韶钢松山,广东,普钢,主板,L,19970508,,77
000718.SZ,000718,苏宁环球,吉林,区域地产,主板,L,19970408,,4
000719.SZ,000719,中原传媒,河南,出版业,主板,L,19970331,,81
000720.SZ,000720,新能泰山,山东,区域地产,主板,L,19970509,,4
000721.SZ,000721,西安饮食,陕西,酒店餐饮,主板,L,19970430,,5
000722.SZ,000722,湖南发展,湖南,水力发电,主板,L,19970522,,69
000723.SZ,000723,美锦能源,山西,焦炭加工,主板,L,19970515,,82
000725.SZ,000725,京东方A,北京,元器件,主板,L,20010112,,13
000726.SZ,000726,鲁泰A,山东,纺织,主板,L,20001225,,71
000727.SZ,000727,*ST东科,江苏,元器件,主板,L,19970520,,13
000728.SZ,000728,国元证券,安徽,证券,主板,L,19970616,,43
000729.SZ,000729,燕京啤酒,北京,啤酒,主板,L,19970716,,83
000731.SZ,000731,四川美丰,四川,农药化肥,主板,L,19970617,,49
000732.SZ,000732,泰禾集团,福建,区域地产,主板,L,19970704,,4
000733.SZ,000733,振华科技,贵州,元器件,主板,L,19970703,,13
000735.SZ,000735,罗牛山,海南,农业综合,主板,L,19970611,,29
000736.SZ,000736,中交地产,重庆,全国地产,主板,L,19970425,,1
000737.SZ,000737,ST南风,山西,日用化工,主板,L,19970428,,60
000738.SZ,000738,航发控制,江苏,航空,主板,L,19970626,,78
000739.SZ,000739,普洛药业,浙江,化学制药,主板,L,19970509,,39
000750.SZ,000750,国海证券,广西,证券,主板,L,19970709,,43
000751.SZ,000751,锌业股份,辽宁,铅锌,主板,L,19970626,,28
000752.SZ,000752,*ST西发,西藏,啤酒,主板,L,19970625,,83
000753.SZ,000753,漳州发展,福建,汽车服务,主板,L,19970626,,16
000755.SZ,000755,山西路桥,山西,公路,主板,L,19970627,,84
000756.SZ,000756,新华制药,山东,化学制药,主板,L,19970806,,39
000757.SZ,000757,浩物股份,四川,汽车配件,主板,L,19970627,,19
000758.SZ,000758,中色股份,北京,铅锌,主板,L,19970416,,28
000759.SZ,000759,中百集团,湖北,超市连锁,主板,L,19970519,,85
000761.SZ,000761,本钢板材,辽宁,普钢,主板,L,19980115,,77
000762.SZ,000762,西藏矿业,西藏,小金属,主板,L,19970708,,75
000766.SZ,000766,通化金马,吉林,化学制药,主板,L,19970430,,39
000767.SZ,000767,漳泽电力,山西,火力发电,主板,L,19970609,,17
000768.SZ,000768,中航飞机,陕西,航空,主板,L,19970626,,78
000776.SZ,000776,广发证券,广东,证券,主板,L,19970611,,43
000777.SZ,000777,中核科技,江苏,机械基件,主板,L,19970710,,61
000778.SZ,000778,新兴铸管,河北,钢加工,主板,L,19970606,,86
000779.SZ,000779,甘咨询,甘肃,建筑工程,主板,L,19970528,,8
000780.SZ,000780,*ST平能,内蒙,煤炭开采,主板,L,19970606,,63
000782.SZ,000782,美达股份,广东,化纤,主板,L,19970619,,44
000783.SZ,000783,长江证券,湖北,证券,主板,L,19970731,,43
000785.SZ,000785,居然之家,湖北,百货,主板,L,19970711,,51
000786.SZ,000786,北新建材,北京,其他建材,主板,L,19970606,,15
000788.SZ,000788,北大医药,重庆,化学制药,主板,L,19970616,,39
000789.SZ,000789,万年青,江西,水泥,主板,L,19970923,,45
000790.SZ,000790,华神科技,四川,中成药,主板,L,19980327,,52
000791.SZ,000791,甘肃电投,甘肃,水力发电,主板,L,19971014,,69
000793.SZ,000793,华闻集团,海南,出版业,主板,L,19970729,,81
000795.SZ,000795,英洛华,山西,矿物制品,主板,L,19970808,,58
000796.SZ,000796,凯撒旅业,陕西,旅游服务,主板,L,19970703,,70
000797.SZ,000797,中国武夷,福建,全国地产,主板,L,19970715,,1
000798.SZ,000798,中水渔业,北京,渔业,主板,L,19980212,,87
000799.SZ,000799,酒鬼酒,湖南,白酒,主板,L,19970718,,66
000800.SZ,000800,一汽解放,吉林,汽车整车,主板,L,19970618,,62
000801.SZ,000801,四川九洲,四川,通信设备,主板,L,19980506,,31
000802.SZ,000802,北京文化,北京,影视音像,主板,L,19980108,,40
000803.SZ,000803,*ST北能,四川,电气设备,主板,L,19980303,,25
000806.SZ,000806,*ST银河,广西,生物制药,主板,L,19980416,,46
000807.SZ,000807,云铝股份,云南,铝,主板,L,19980408,,72
000809.SZ,000809,铁岭新城,辽宁,区域地产,主板,L,19980616,,4
000810.SZ,000810,创维数字,四川,家用电器,主板,L,19980602,,10
000811.SZ,000811,冰轮环境,山东,工程机械,主板,L,19980528,,41
000812.SZ,000812,陕西金叶,陕西,广告包装,主板,L,19980623,,20
000813.SZ,000813,德展健康,新疆,化学制药,主板,L,19980519,,39
000815.SZ,000815,美利云,宁夏,造纸,主板,L,19980609,,54
000816.SZ,000816,智慧农业,江苏,农用机械,主板,L,19970818,,88
000818.SZ,000818,航锦科技,辽宁,化工原料,主板,L,19971017,,57
000819.SZ,000819,岳阳兴长,湖南,石油加工,主板,L,19970625,,27
000820.SZ,000820,*ST节能,辽宁,环境保护,主板,L,19980630,,3
000821.SZ,000821,京山轻机,湖北,轻工机械,主板,L,19980626,,21
000822.SZ,000822,山东海化,山东,化工原料,主板,L,19980703,,57
000823.SZ,000823,超声电子,广东,元器件,主板,L,19971008,,13
000825.SZ,000825,太钢不锈,山西,特种钢,主板,L,19981021,,79
000826.SZ,000826,启迪环境,湖北,环境保护,主板,L,19980225,,3
000828.SZ,000828,东莞控股,广东,路桥,主板,L,19970617,,53
000829.SZ,000829,天音控股,江西,其他商业,主板,L,19971202,,12
000830.SZ,000830,鲁西化工,山东,农药化肥,主板,L,19980807,,49
000831.SZ,000831,五矿稀土,山西,小金属,主板,L,19980911,,75
000833.SZ,000833,粤桂股份,广西,造纸,主板,L,19981111,,54
000835.SZ,000835,*ST长动,四川,影视音像,主板,L,19990625,,40
000836.SZ,000836,富通鑫茂,天津,通信设备,主板,L,19970929,,31
000837.SZ,000837,*ST秦机,陕西,机床制造,主板,L,19980928,,50
000838.SZ,000838,财信发展,重庆,区域地产,主板,L,19970626,,4
000839.SZ,000839,中信国安,北京,综合类,主板,L,19971031,,7
000848.SZ,000848,承德露露,河北,软饮料,主板,L,19971113,,89
000850.SZ,000850,华茂股份,安徽,纺织,主板,L,19981007,,71
000851.SZ,000851,高鸿股份,贵州,软件服务,主板,L,19980609,,42
000852.SZ,000852,石化机械,湖北,化工机械,主板,L,19981126,,90
000856.SZ,000856,冀东装备,河北,机械基件,主板,L,19980813,,61
000858.SZ,000858,五粮液,四川,白酒,主板,L,19980427,,66
000859.SZ,000859,国风塑业,安徽,塑料,主板,L,19981119,,91
000860.SZ,000860,顺鑫农业,北京,白酒,主板,L,19981104,,66
000861.SZ,000861,海印股份,广东,房产服务,主板,L,19981028,,26
000862.SZ,000862,银星能源,宁夏,新型电力,主板,L,19980915,,22
000863.SZ,000863,三湘印象,上海,区域地产,主板,L,19970925,,4
000868.SZ,000868,ST安凯,安徽,汽车整车,主板,L,19970725,,62
000869.SZ,000869,张裕A,山东,红黄酒,主板,L,20001026,,92
000875.SZ,000875,吉电股份,吉林,火力发电,主板,L,20020926,,17
000876.SZ,000876,新希望,四川,饲料,主板,L,19980311,,24
000877.SZ,000877,天山股份,新疆,水泥,主板,L,19990107,,45
000878.SZ,000878,云南铜业,云南,铜,主板,L,19980602,,76
000880.SZ,000880,潍柴重机,山东,机械基件,主板,L,19980402,,61
000881.SZ,000881,中广核技,辽宁,综合类,主板,L,19980902,,7
000882.SZ,000882,华联股份,北京,其他商业,主板,L,19980616,,12
000883.SZ,000883,湖北能源,湖北,火力发电,主板,L,19980519,,17
000885.SZ,000885,城发环境,河南,公路,主板,L,19990319,,84
000886.SZ,000886,海南高速,海南,路桥,主板,L,19980123,,53
000887.SZ,000887,中鼎股份,安徽,橡胶,主板,L,19981203,,93
000888.SZ,000888,峨眉山A,四川,旅游景点,主板,L,19971021,,32
000889.SZ,000889,中嘉博创,河北,通信设备,主板,L,19971218,,31
000890.SZ,000890,*ST胜尔,江苏,钢加工,主板,L,19990119,,86
000892.SZ,000892,欢瑞世纪,重庆,影视音像,主板,L,19990115,,40
000893.SZ,000893,亚钾国际,广东,农药化肥,主板,L,19981224,,49
000895.SZ,000895,双汇发展,河南,食品,主板,L,19981210,,55
000897.SZ,000897,津滨发展,天津,区域地产,主板,L,19990422,,4
000898.SZ,000898,鞍钢股份,辽宁,普钢,主板,L,19971225,,77
000899.SZ,000899,赣能股份,江西,火力发电,主板,L,19971126,,17
000900.SZ,000900,现代投资,湖南,路桥,主板,L,19990128,,53
000901.SZ,000901,航天科技,黑龙江,汽车配件,主板,L,19990401,,19
000902.SZ,000902,新洋丰,湖北,农药化肥,主板,L,19990408,,49
000903.SZ,000903,云内动力,云南,机械基件,主板,L,19990415,,61
000905.SZ,000905,厦门港务,福建,港口,主板,L,19990429,,33
000906.SZ,000906,浙商中拓,浙江,批发业,主板,L,19990707,,30
000908.SZ,000908,景峰医药,湖南,化学制药,主板,L,19990203,,39
000909.SZ,000909,数源科技,浙江,综合类,主板,L,19990507,,7
000910.SZ,000910,大亚圣象,江苏,家居用品,主板,L,19990630,,94
