,date,ndate,instrument,hymc,forecast,forecasttype,increasel,increaset,zfpx
304,2020-03-31,2020-04-08,300690.SZA,输配电气,increase,略增,0.0,30.0,15.0
305,2020-03-31,2020-04-08,300235.SZA,电子信息,increase,略增,0.0,25.0,12.5
306,2020-03-31,2020-04-10,300455.SZA,电子信息,increase,略增,0.0,20.0,10.0
307,2020-03-31,2020-04-10,300229.SZA,软件服务,increase,略增,0.0,20.0,10.0
308,2020-03-31,2020-04-09,300649.SZA,园林工程,increase,略增,0.0,20.0,10.0
309,2020-03-31,2020-04-15,002947.SZA,电子元件,increase,略增,0.0,10.0,5.0
310,2020-03-31,2020-04-09,300660.SZA,机械行业,increase,略增,0.0,20.0,10.0
311,2020-03-31,2020-04-09,300605.SZA,软件服务,increase,略增,0.0,15.0,7.5
312,2020-03-31,2020-04-10,300166.SZA,软件服务,increase,略增,0.0,10.0,5.0
313,2020-03-31,2020-04-10,300158.SZA,医药制造,increase,略增,0.0,30.0,15.0
314,2020-03-31,2020-04-09,300233.SZA,医药制造,increase,略增,0.0,30.0,15.0
315,2020-03-31,2020-04-14,002158.SZA,机械行业,increase,略增,0.0,10.0,5.0
316,2020-03-31,2020-04-09,300515.SZA,仪器仪表,increase,略增,0.0,20.0,10.0
317,2020-03-31,2020-04-09,300533.SZA,软件服务,increase,略增,0.0,30.0,15.0
318,2020-03-31,2020-04-10,300602.SZA,电子元件,increase,略增,0.0,15.02,7.51
319,2020-03-31,2020-04-09,300321.SZA,塑胶制品,increase,略增,0.0,10.0,5.0
320,2020-03-31,2020-04-09,300202.SZA,专用设备,increase,略增,0.0,10.0,5.0
321,2020-03-31,2020-04-10,300569.SZA,输配电气,increase,略增,0.0,30.0,15.0
322,2020-03-31,2020-04-10,300440.SZA,电子信息,increase,略增,0.0,20.0,10.0
323,2020-03-31,2020-03-30,300041.SZA,化工行业,increase,略增,0.0,10.0,5.0
324,2020-03-31,2020-03-31,300110.SZA,医药制造,increase,略增,0.0,20.0,10.0
325,2020-03-31,2020-03-27,300481.SZA,化工行业,increase,略增,0.0,15.0,7.5
326,2020-03-31,2020-04-01,300114.SZA,仪器仪表,increase,略增,0.0,20.0,10.0
327,2020-03-31,2020-03-31,300699.SZA,化工行业,increase,略增,0.0,10.0,5.0
328,2020-03-31,2020-04-10,300351.SZA,交运设备,increase,略增,0.0,10.0,5.0
329,2020-03-31,2020-03-31,002065.SZA,软件服务,increase,略增,0.0,10.0,5.0
330,2020-03-31,2020-04-10,300036.SZA,软件服务,increase,略增,0.0,30.0,15.0
331,2020-03-31,2020-03-13,300146.SZA,食品饮料,increase,略增,0.0,20.0,10.0
332,2020-03-31,2020-03-09,300801.SZA,化工行业,increase,略增,0.0,20.0,10.0
333,2020-03-31,2020-02-25,300033.SZA,软件服务,increase,略增,0.0,30.0,15.0
334,2020-03-31,2020-03-17,300563.SZA,电子元件,increase,略增,0.0,10.0,5.0
335,2020-03-31,2020-04-09,300122.SZA,医药制造,increase,略增,0.0,10.0,5.0
336,2020-03-31,2020-04-09,300132.SZA,化工行业,increase,略增,0.0,10.49,5.245
337,2020-03-31,2020-04-09,300154.SZA,机械行业,increase,略增,0.0,20.0,10.0
338,2020-03-31,2020-04-09,300316.SZA,机械行业,increase,略增,0.0,10.0,5.0
339,2020-03-31,2020-04-09,300075.SZA,软件服务,increase,略增,0.0,30.0,15.0
340,2020-03-31,2020-03-10,002135.SZA,工程建设,increase,略增,0.0,30.0,15.0
341,2020-03-31,2020-04-10,300200.SZA,材料行业,increase,略增,0.0,15.0,7.5
342,2020-03-31,2020-04-09,300785.SZA,电子信息,increase,略增,0.0,5.0,2.5
343,2020-03-31,2020-04-15,002578.SZA,有色金属,increase,略增,0.0,5.0,2.5
344,2020-03-31,2020-04-11,002384.SZA,金属制品,increase,略增,0.0,10.0,5.0
345,2020-03-31,2020-04-09,300384.SZA,化纤行业,increase,略增,0.0,10.0,5.0
346,2020-03-31,2020-04-15,002880.SZA,医药制造,increase,略增,0.0,30.0,15.0
347,2020-03-31,2020-04-09,300181.SZA,医药制造,increase,略增,0.06,5.79,2.925
348,2020-03-31,2020-04-09,300790.SZA,电子元件,increase,略增,0.15,15.33,7.74
349,2020-03-31,2020-03-10,002978.SZA,钢铁行业,increase,略增,0.32,4.5,2.41
350,2020-03-31,2020-04-08,000708.SZA,钢铁行业,increase,略增,0.48,8.52,4.5
351,2020-03-31,2020-01-23,002617.SZA,输配电气,increase,略增,0.57,24.16,12.365
352,2020-03-31,2020-04-09,300587.SZA,塑胶制品,increase,略增,0.9,18.71,9.805
353,2020-03-31,2020-04-14,002817.SZA,医药制造,increase,略增,1.0,15.0,8.0
354,2020-03-31,2020-04-10,300228.SZA,机械行业,increase,略增,1.07,28.64,14.855
355,2020-03-31,2020-04-09,300627.SZA,电子信息,increase,略增,1.08,6.55,3.815
356,2020-03-31,2020-04-14,000655.SZA,钢铁行业,increase,略增,1.18,7.93,4.555
357,2020-03-31,2020-04-10,300773.SZA,软件服务,increase,略增,1.3,6.3,3.8
358,2020-03-31,2020-04-09,300662.SZA,文教休闲,increase,略增,1.5,10.55,6.025
359,2020-03-31,2020-04-09,300651.SZA,文教休闲,increase,略增,1.55,21.86,11.705
360,2020-03-31,2020-03-10,300211.SZA,通讯行业,increase,略增,1.63,30.09,15.86
361,2020-03-31,2020-04-09,300383.SZA,电信运营,increase,略增,2.48,22.98,12.73
362,2020-03-31,2020-04-09,300413.SZA,文化传媒,increase,略增,2.89,17.24,10.065
363,2020-03-31,2020-04-08,600572.SHA,医药制造,increase,略增,3.1,4.5,3.8
364,2020-03-31,2020-04-09,300458.SZA,电子元件,increase,略增,3.15,11.4,7.275
365,2020-03-31,2020-04-15,002972.SZA,专用设备,increase,略增,3.47,26.5,14.985
366,2020-03-31,2020-04-09,300410.SZA,电子元件,increase,略增,5.0,35.0,20.0
367,2020-03-31,2020-02-28,300620.SZA,通讯行业,increase,略增,5.0,35.0,20.0
368,2020-03-31,2020-02-03,300294.SZA,医药制造,increase,略增,5.0,25.0,15.0
369,2020-03-31,2020-04-09,300476.SZA,电子元件,increase,略增,5.0,15.0,10.0
370,2020-03-31,2020-04-09,300425.SZA,环保工程,increase,略增,5.0,35.0,20.0
371,2020-03-31,2020-04-10,300151.SZA,专用设备,increase,略增,5.0,30.0,17.5
372,2020-03-31,2020-04-09,300739.SZA,电子元件,increase,略增,5.0,35.0,20.0
373,2020-03-31,2020-04-09,300640.SZA,工艺商品,increase,略增,5.0,15.0,10.0
374,2020-03-31,2020-04-07,300397.SZA,航天航空,increase,略增,5.0,25.0,15.0
375,2020-03-31,2020-04-09,300192.SZA,综合行业,increase,略增,5.0,35.0,20.0
376,2020-03-31,2020-04-07,300067.SZA,化工行业,increase,略增,5.0,20.0,12.5
377,2020-03-31,2020-04-09,300571.SZA,电子信息,increase,略增,5.08,34.89,19.985
378,2020-03-31,2020-04-10,300538.SZA,塑胶制品,increase,略增,5.18,28.55,16.865
379,2020-03-31,2020-04-08,603439.SHA,医药制造,increase,略增,5.43,10.22,7.825
380,2020-03-31,2020-02-28,603948.SHA,化工行业,increase,略增,6.11,11.1,8.605
381,2020-03-31,2020-04-10,300484.SZA,输配电气,increase,略增,6.77,28.13,17.45
382,2020-03-31,2020-04-09,300474.SZA,航天航空,increase,略增,6.9,31.19,19.045
383,2020-03-31,2020-04-03,603392.SHA,医药制造,increase,略增,7.47,19.41,13.44
384,2020-03-31,2020-03-27,300092.SZA,机械行业,increase,略增,7.83,31.79,19.81
385,2020-03-31,2020-04-09,300696.SZA,航天航空,increase,略增,8.0,15.0,11.5
386,2020-03-31,2020-04-10,300755.SZA,酿酒行业,increase,略增,8.25,10.51,9.38
387,2020-03-31,2020-04-29,688466.SHA,环保工程,increase,略增,8.52,36.13,22.325
388,2020-03-31,2020-04-13,688069.SHA,环保工程,increase,略增,8.87,24.42,16.645
389,2020-03-31,2020-04-07,300261.SZA,农药兽药,increase,略增,8.96,23.35,16.155
390,2020-03-31,2020-04-09,300596.SZA,化工行业,increase,略增,9.11,18.52,13.815
391,2020-03-31,2020-02-25,603353.SHA,石油行业,increase,略增,9.84,18.08,13.96
392,2020-03-31,2020-04-15,688377.SHA,专用设备,increase,略增,10.0,20.0,15.0
393,2020-03-31,2020-04-10,300259.SZA,仪器仪表,increase,略增,10.0,40.0,25.0
394,2020-03-31,2020-03-24,300748.SZA,材料行业,increase,略增,10.0,25.0,17.5
395,2020-03-31,2020-03-14,600496.SHA,水泥建材,increase,略增,10.0,30.0,20.0
396,2020-03-31,2020-04-15,002749.SZA,农药兽药,increase,略增,10.0,20.0,15.0
397,2020-03-31,2020-04-09,300630.SZA,医药制造,increase,略增,10.0,20.0,15.0
398,2020-03-31,2020-04-15,002810.SZA,化工行业,increase,略增,10.0,40.0,25.0
399,2020-03-31,2020-04-08,300088.SZA,电子元件,increase,略增,10.0,15.0,12.5
400,2020-03-31,2020-03-24,300777.SZA,材料行业,increase,略增,10.0,25.0,17.5
401,2020-03-31,2020-04-08,300389.SZA,电子元件,increase,略增,10.0,25.01,17.505
402,2020-03-31,2020-04-10,300360.SZA,仪器仪表,increase,略增,10.0,40.0,25.0
403,2020-03-31,2020-04-15,002054.SZA,化工行业,increase,略增,10.0,35.0,22.5
404,2020-03-31,2020-04-09,300359.SZA,文教休闲,increase,略增,10.0,40.0,25.0
405,2020-03-31,2020-04-10,300767.SZA,塑胶制品,increase,略增,10.0,15.0,12.5
406,2020-03-31,2020-04-01,002489.SZA,木业家具,increase,略增,10.0,30.0,20.0
407,2020-03-31,2020-04-09,300031.SZA,软件服务,increase,略增,10.0,30.0,20.0
408,2020-03-31,2020-04-08,300009.SZA,医药制造,increase,略增,10.03,30.38,20.205
409,2020-03-31,2020-04-10,300063.SZA,文化传媒,increase,略增,10.03,37.54,23.785
410,2020-03-31,2020-04-09,300639.SZA,医药制造,increase,略增,10.07,25.3,17.685
411,2020-03-31,2020-04-08,002985.SZA,航天航空,increase,略增,10.69,15.61,13.15
412,2020-03-31,2020-04-11,002258.SZA,农药兽药,increase,略增,10.73,19.04,14.885
413,2020-03-31,2020-04-10,300486.SZA,专用设备,increase,略增,10.74,30.0,20.37
414,2020-03-31,2020-04-08,688096.SHA,专用设备,increase,略增,10.84,20.29,15.565
415,2020-03-31,2020-03-31,002733.SZA,电子元件,increase,略增,11.15,25.83,18.49
416,2020-03-31,2020-03-23,300554.SZA,机械行业,increase,略增,11.61,40.91,26.26
417,2020-03-31,2020-04-01,601609.SHA,有色金属,increase,略增,13.9,25.6,19.75
418,2020-03-31,2020-04-13,002476.SZA,化工行业,increase,预增,13.94,70.92,42.43
419,2020-03-31,2020-04-16,603239.SHA,汽车行业,increase,略增,14.11,14.11,14.11
420,2020-03-31,2020-04-01,300371.SZA,仪器仪表,increase,略增,15.0,35.0,25.0
421,2020-03-31,2020-04-09,300623.SZA,电子元件,increase,略增,15.0,25.0,20.0
422,2020-03-31,2020-03-25,002683.SZA,化工行业,increase,略增,15.0,35.0,25.0
423,2020-03-31,2020-03-23,300765.SZA,食品饮料,increase,略增,15.0,30.0,22.5
424,2020-03-31,2020-04-10,300729.SZA,机械行业,increase,略增,15.0,25.0,20.0
425,2020-03-31,2020-04-09,300452.SZA,医药制造,increase,略增,15.0,35.0,25.0
426,2020-03-31,2020-03-31,300327.SZA,电子元件,increase,略增,17.3,35.8,26.55
427,2020-03-31,2020-04-09,300511.SZA,农牧饲渔,increase,略增,17.47,39.49,28.48
428,2020-03-31,2020-04-09,300101.SZA,通讯行业,increase,略增,18.52,48.15,33.335
429,2020-03-31,2020-02-27,300496.SZA,电子信息,increase,略增,18.58,38.35,28.465
430,2020-03-31,2020-04-11,002553.SZA,汽车行业,increase,略增,18.8,48.5,33.65
431,2020-03-31,2020-04-09,300624.SZA,软件服务,increase,略增,18.94,30.45,24.695
432,2020-03-31,2020-04-10,300352.SZA,软件服务,increase,略增,20.0,40.0,30.0
433,2020-03-31,2020-04-08,300505.SZA,化工行业,increase,略增,20.0,40.0,30.0
434,2020-03-31,2020-04-09,300014.SZA,电子元件,increase,略增,20.0,30.0,25.0
435,2020-03-31,2020-04-08,300298.SZA,医疗行业,increase,略增,20.0,35.0,27.5
436,2020-03-31,2020-04-09,300638.SZA,通讯行业,increase,略增,20.0,45.0,32.5
437,2020-03-31,2020-04-10,300172.SZA,环保工程,increase,略增,20.0,40.0,30.0
438,2020-03-31,2020-04-10,002145.SZA,化工行业,increase,预增,20.0,55.0,37.5
439,2020-03-31,2020-04-10,300299.SZA,电子信息,increase,略增,20.0,50.0,35.0
440,2020-03-31,2020-04-14,002698.SZA,专用设备,increase,略增,20.0,50.0,35.0
441,2020-03-31,2020-04-09,300692.SZA,环保工程,increase,略增,20.0,50.0,35.0
442,2020-03-31,2020-04-15,002801.SZA,机械行业,increase,略增,20.0,50.0,35.0
443,2020-03-31,2020-04-10,300138.SZA,农牧饲渔,increase,略增,20.17,29.12,24.645
444,2020-03-31,2020-04-14,002624.SZA,文化传媒,increase,略增,20.38,30.66,25.52
445,2020-03-31,2020-04-09,300631.SZA,专用设备,increase,略增,20.91,45.09,33.0
446,2020-03-31,2020-04-10,300664.SZA,环保工程,increase,略增,20.94,38.79,29.865
447,2020-03-31,2020-04-29,688599.SHA,电子元件,increase,略增,22.45,49.66,36.055
448,2020-03-31,2020-04-08,300617.SZA,电力行业,increase,预增,23.76,52.32,38.04
449,2020-03-31,2020-04-08,300702.SZA,医药制造,increase,略增,24.84,32.64,28.74
450,2020-03-31,2020-04-09,300746.SZA,工程建设,increase,略增,25.0,40.0,32.5
451,2020-03-31,2020-03-31,300482.SZA,医药制造,increase,略增,25.0,35.0,30.0
452,2020-03-31,2020-04-10,300780.SZA,机械行业,increase,略增,25.0,40.0,32.5
453,2020-03-31,2020-04-09,300760.SZA,医疗行业,increase,略增,25.0,35.0,30.0
454,2020-03-31,2020-03-25,688189.SHA,医药制造,increase,略增,25.78,49.51,37.645
455,2020-03-31,2020-04-09,300813.SZA,医药制造,increase,预增,26.98,54.76,40.87
456,2020-03-31,2020-03-30,002204.SZA,专用设备,increase,预增,28.72,93.08,60.9
457,2020-03-31,2020-03-16,300427.SZA,输配电气,increase,预增,29.53,59.04,44.285
458,2020-03-31,2020-04-03,300305.SZA,材料行业,increase,略增,30.0,50.0,40.0
459,2020-03-31,2020-04-08,300529.SZA,医疗行业,increase,略增,30.0,50.0,40.0
460,2020-03-31,2020-04-10,300394.SZA,通讯行业,increase,略增,30.0,50.0,40.0
461,2020-03-31,2020-03-27,300678.SZA,软件服务,increase,预增,30.0,50.01,40.005
462,2020-03-31,2020-04-08,300791.SZA,食品饮料,increase,略增,30.0,45.0,37.5
463,2020-03-31,2020-04-16,002626.SZA,食品饮料,increase,预增,30.0,80.0,55.0
464,2020-03-31,2020-04-09,300695.SZA,汽车行业,increase,预增,30.0,60.0,45.0
465,2020-03-31,2020-04-09,300610.SZA,化工行业,increase,略增,30.0,40.0,35.0
466,2020-03-31,2020-04-09,300095.SZA,机械行业,increase,预增,30.0,60.0,45.0
467,2020-03-31,2020-04-10,300124.SZA,仪器仪表,increase,略增,30.0,50.0,40.0
468,2020-03-31,2020-03-12,300227.SZA,电子元件,increase,预增,30.0,60.0,45.0
469,2020-03-31,2020-04-14,002980.SZA,仪器仪表,increase,预增,31.49,62.32,46.905
470,2020-03-31,2020-04-10,300628.SZA,通讯行业,increase,略增,33.0,43.0,38.0
471,2020-03-31,2020-04-08,300545.SZA,电子元件,increase,预增,33.15,54.82,43.985
472,2020-03-31,2020-02-27,300418.SZA,文教休闲,increase,预增,33.7,58.7,46.2
473,2020-03-31,2020-04-09,300676.SZA,医药制造,increase,略增,35.0,45.0,40.0
474,2020-03-31,2020-04-10,200992.SZA,农牧饲渔,increase,预增,35.84,52.82,44.33
475,2020-03-31,2020-04-09,300707.SZA,汽车行业,increase,预增,36.87,62.53,49.7
476,2020-03-31,2020-03-16,300483.SZA,石油行业,increase,预增,36.97,62.82,49.895
477,2020-03-31,2020-04-10,300330.SZA,电子信息,increase,预增,37.5,62.5,50.0
478,2020-03-31,2020-04-11,002702.SZA,食品饮料,increase,预增,37.59,83.45,60.52
479,2020-03-31,2020-04-10,300308.SZA,通讯行业,increase,预增,39.2,68.34,53.77
480,2020-03-31,2020-04-01,002241.SZA,电子元件,increase,预增,40.0,60.0,50.0
481,2020-03-31,2020-04-17,600547.SHA,贵金属,increase,预增,40.0,68.0,54.0
482,2020-03-31,2020-04-07,002688.SZA,农牧饲渔,increase,略增,40.0,50.0,45.0
483,2020-03-31,2020-04-13,002394.SZA,纺织服装,increase,预增,40.0,60.0,50.0
484,2020-03-31,2020-04-01,300037.SZA,材料行业,increase,预增,40.0,60.0,50.0
485,2020-03-31,2020-03-04,002661.SZA,食品饮料,increase,预增,40.0,80.0,60.0
486,2020-03-31,2020-04-10,300314.SZA,医疗行业,increase,预增,40.0,60.0,50.0
487,2020-03-31,2020-04-09,300666.SZA,材料行业,increase,预增,40.0,60.0,50.0
488,2020-03-31,2020-04-09,300715.SZA,水泥建材,increase,预增,40.0,70.0,55.0
489,2020-03-31,2020-03-27,300701.SZA,电子元件,increase,预增,40.0,60.0,50.0
490,2020-03-31,2020-03-05,002515.SZA,食品饮料,increase,预增,41.16,72.53,56.845
491,2020-03-31,2020-04-10,300792.SZA,文化传媒,increase,略增,42.0,48.0,45.0
492,2020-03-31,2020-04-09,300236.SZA,材料行业,increase,预增,42.58,74.27,58.425
493,2020-03-31,2020-04-15,002837.SZA,机械行业,increase,预增,43.28,85.42,64.35
494,2020-03-31,2020-04-15,002560.SZA,输配电气,increase,预增,44.69,73.63,59.16
495,2020-03-31,2020-04-10,600521.SHA,医药制造,increase,预增,45.0,65.0,55.0
496,2020-03-31,2020-04-07,002588.SZA,化肥行业,increase,预增,45.0,60.0,52.5
497,2020-03-31,2020-03-16,300373.SZA,电子元件,increase,预增,45.0,65.0,55.0
498,2020-03-31,2020-04-08,300559.SZA,软件服务,increase,预增,46.94,66.11,56.525
499,2020-03-31,2020-04-15,000875.SZA,电力行业,increase,预增,49.0,74.0,61.5
500,2020-03-31,2020-04-02,002481.SZA,食品饮料,increase,预增,50.0,90.0,70.0
501,2020-03-31,2020-04-15,002382.SZA,医疗行业,increase,预增,50.0,60.0,55.0
502,2020-03-31,2020-04-09,300566.SZA,电子元件,increase,预增,50.0,70.0,60.0
503,2020-03-31,2020-04-10,002223.SZA,医疗行业,increase,预增,50.0,55.0,52.5
504,2020-03-31,2020-04-15,000400.SZA,输配电气,increase,预增,50.0,60.0,55.0
505,2020-03-31,2020-03-31,300187.SZA,环保工程,increase,预增,50.0,80.0,65.0
506,2020-03-31,2020-04-10,300174.SZA,化工行业,increase,预增,50.0,80.0,65.0
507,2020-03-31,2020-04-15,002532.SZA,机械行业,increase,预增,50.0,100.0,75.0
508,2020-03-31,2020-03-31,300414.SZA,电子元件,increase,预增,50.0,80.0,65.0
509,2020-03-31,2020-04-08,300263.SZA,机械行业,increase,预增,50.0,70.0,60.0
510,2020-03-31,2020-04-15,002522.SZA,包装材料,increase,预增,50.0,70.0,60.0
511,2020-03-31,2020-04-10,300083.SZA,金属制品,increase,预增,50.0,80.0,65.0
512,2020-03-31,2020-03-24,300224.SZA,材料行业,increase,预增,50.0,80.0,65.0
513,2020-03-31,2020-04-13,603444.SHA,软件服务,increase,预增,50.0,53.0,51.5
514,2020-03-31,2020-04-13,002950.SZA,医疗行业,increase,预增,50.0,65.0,57.5
515,2020-03-31,2020-04-14,002531.SZA,输配电气,increase,预增,50.0,60.0,55.0
516,2020-03-31,2020-03-31,002603.SZA,医药制造,increase,预增,50.0,60.0,55.0
517,2020-03-31,2020-03-20,300497.SZA,医药制造,increase,预增,50.0,70.0,60.0
518,2020-03-31,2020-04-10,603218.SHA,机械行业,increase,预增,50.01,61.21,55.61
519,2020-03-31,2020-04-15,002611.SZA,专用设备,increase,预增,52.52,90.65,71.585
520,2020-03-31,2020-04-14,600804.SHA,电信运营,increase,预增,52.77,60.52,56.645
521,2020-03-31,2020-03-30,000703.SZA,化工行业,increase,预增,53.52,88.95,71.235
522,2020-03-31,2020-04-02,002555.SZA,电子信息,increase,预增,54.06,65.06,59.56
523,2020-03-31,2020-04-09,300684.SZA,材料行业,increase,预增,55.0,75.0,65.0
524,2020-03-31,2020-04-08,002475.SZA,电子元件,increase,预增,55.0,60.0,57.5
525,2020-03-31,2020-04-14,000930.SZA,农牧饲渔,increase,预增,55.0,90.0,72.5
526,2020-03-31,2020-04-11,000975.SZA,有色金属,increase,预增,55.6,61.47,58.535
527,2020-03-31,2020-04-09,300502.SZA,通讯行业,increase,预增,57.35,82.04,69.695
528,2020-03-31,2020-04-07,300347.SZA,医药制造,increase,预增,58.0,88.0,73.0
529,2020-03-31,2020-04-10,000011.SZA,房地产,increase,预增,59.54,59.54,59.54
530,2020-03-31,2020-04-10,200011.SZA,房地产,increase,预增,59.54,59.54,59.54
531,2020-03-31,2020-04-14,002938.SZA,电子元件,increase,预增,60.0,70.0,65.0
532,2020-03-31,2020-04-14,002959.SZA,家电行业,increase,预增,60.0,90.0,75.0
533,2020-03-31,2020-02-29,300443.SZA,输配电气,increase,预增,60.0,90.0,75.0
534,2020-03-31,2020-04-09,002697.SZA,商业百货,increase,预增,60.0,90.0,75.0
535,2020-03-31,2020-04-10,300119.SZA,医药制造,increase,预增,60.0,70.0,65.0
536,2020-03-31,2020-04-17,002545.SZA,化肥行业,increase,预增,60.0,110.0,85.0
537,2020-03-31,2020-04-10,300412.SZA,医疗行业,increase,预增,60.0,90.0,75.0
538,2020-03-31,2020-04-10,300049.SZA,医药制造,increase,预增,60.09,80.04,70.065
539,2020-03-31,2020-04-14,000557.SZA,交运物流,increase,预增,62.71,62.71,62.71
540,2020-03-31,2020-04-01,300673.SZA,食品饮料,increase,预增,62.83,92.14,77.485
541,2020-03-31,2020-04-09,300671.SZA,电子元件,increase,预增,66.27,95.37,80.82
542,2020-03-31,2020-04-20,002945.SZA,券商信托,increase,预增,68.97,79.77,74.37
543,2020-03-31,2020-03-31,300661.SZA,电子元件,increase,预增,70.0,100.0,85.0
544,2020-03-31,2020-04-11,002001.SZA,医药制造,increase,预增,70.0,90.0,80.0
545,2020-03-31,2020-03-26,300770.SZA,文化传媒,increase,预增,70.0,100.0,85.0
546,2020-03-31,2020-03-21,002324.SZA,塑胶制品,increase,预增,70.0,120.0,95.0
547,2020-03-31,2020-03-16,300115.SZA,电子元件,increase,预增,70.0,100.0,85.0
548,2020-03-31,2020-03-30,002734.SZA,农药兽药,increase,预增,70.0,80.0,75.0
549,2020-03-31,2020-04-14,002351.SZA,电子信息,increase,预增,70.0,80.0,75.0
550,2020-03-31,2020-03-30,300759.SZA,医药制造,increase,预增,70.0,100.0,85.0
551,2020-03-31,2020-04-03,603859.SHA,软件服务,increase,预增,70.0,90.0,80.0
552,2020-03-31,2020-04-09,300435.SZA,机械行业,increase,预增,70.0,100.0,85.0
553,2020-03-31,2020-04-10,300277.SZA,软件服务,increase,预增,72.03,98.91,85.47
554,2020-03-31,2020-04-09,300291.SZA,文化传媒,increase,预增,75.0,105.0,90.0
555,2020-03-31,2020-04-29,002726.SZA,农牧饲渔,increase,预增,75.0,80.0,77.5
556,2020-03-31,2020-04-15,002847.SZA,食品饮料,increase,预增,75.52,110.63,93.075
557,2020-03-31,2020-04-09,300419.SZA,电子信息,increase,预增,76.47,103.62,90.045
558,2020-03-31,2020-04-28,002585.SZA,包装材料,increase,预增,80.0,110.0,95.0
559,2020-03-31,2020-02-29,002174.SZA,软件服务,increase,预增,80.0,100.0,90.0
560,2020-03-31,2020-03-27,300560.SZA,通讯行业,increase,预增,80.0,110.0,95.0
561,2020-03-31,2020-04-15,603613.SHA,电子信息,increase,预增,80.38,84.94,82.66
562,2020-03-31,2020-04-15,002290.SZA,材料行业,increase,预增,85.0,125.0,105.0
563,2020-03-31,2020-04-10,002353.SZA,石油行业,increase,预增,86.0,115.0,100.5
564,2020-03-31,2020-03-27,002845.SZA,电子元件,increase,预增,89.61,184.42,137.015
565,2020-03-31,2020-04-15,002019.SZA,医药制造,increase,预增,90.0,130.0,110.0
566,2020-03-31,2020-03-02,300562.SZA,医疗行业,increase,预增,90.0,120.0,105.0
567,2020-03-31,2020-04-03,300499.SZA,专用设备,increase,预增,90.0,120.0,105.0
568,2020-03-31,2020-04-16,002979.SZA,仪器仪表,increase,预增,90.0,110.0,100.0
569,2020-03-31,2020-04-15,002493.SZA,化纤行业,increase,预增,98.0,115.0,106.5
570,2020-03-31,2020-04-16,603609.SHA,农牧饲渔,increase,预增,98.58,105.67,102.125
571,2020-03-31,2020-03-04,300045.SZA,软件服务,increase,预增,100.0,120.0,110.0
572,2020-03-31,2020-04-16,002089.SZA,通讯行业,increase,扭亏,100.0,102.36,101.18
573,2020-03-31,2020-04-15,002069.SZA,农牧饲渔,increase,扭亏,100.0,123.18,111.59
574,2020-03-31,2020-03-28,300453.SZA,医疗行业,increase,预增,100.0,120.0,110.0
575,2020-03-31,2020-04-15,000652.SZA,综合行业,increase,扭亏,100.0,201.36,150.68
576,2020-03-31,2020-04-07,002163.SZA,玻璃陶瓷,increase,扭亏,100.0,129.13,114.565
577,2020-03-31,2020-01-23,300708.SZA,电子元件,increase,扭亏,100.0,159.49,129.745
578,2020-03-31,2020-04-07,300248.SZA,软件服务,increase,预增,100.0,130.0,115.0
579,2020-03-31,2020-03-31,002077.SZA,房地产,increase,扭亏,100.0,104.17,102.085
580,2020-03-31,2020-04-02,300364.SZA,文化传媒,increase,扭亏,100.0,106.2,103.1
581,2020-03-31,2020-04-15,002306.SZA,旅游酒店,increase,扭亏,100.0,116.43,108.215
582,2020-03-31,2020-04-14,002133.SZA,房地产,increase,扭亏,100.0,139.53,119.765
583,2020-03-31,2020-04-15,000859.SZA,塑胶制品,increase,预增,100.0,150.0,125.0
584,2020-03-31,2020-04-14,002208.SZA,房地产,increase,预增,100.0,150.0,125.0
585,2020-03-31,2020-04-10,000915.SZA,医药制造,increase,预增,100.0,110.0,105.0
586,2020-03-31,2020-04-09,300056.SZA,环保工程,increase,扭亏,100.0,123.7,111.85
587,2020-03-31,2020-04-15,000982.SZA,纺织服装,increase,扭亏,100.69,100.86,100.775
588,2020-03-31,2020-04-15,002662.SZA,汽车行业,increase,扭亏,101.02,101.52,101.27
589,2020-03-31,2020-04-16,601326.SHA,港口水运,increase,预增,103.0,120.0,111.5
590,2020-03-31,2020-04-11,002261.SZA,软件服务,increase,预增,103.36,120.3,111.83
591,2020-03-31,2020-04-15,000911.SZA,食品饮料,increase,扭亏,103.37,104.87,104.12
592,2020-03-31,2020-04-09,300214.SZA,塑胶制品,increase,预增,105.0,125.0,115.0
593,2020-03-31,2020-04-14,002426.SZA,金属制品,increase,扭亏,105.27,107.62,106.445
594,2020-03-31,2020-04-10,300409.SZA,材料行业,increase,扭亏,105.91,111.82,108.865
595,2020-03-31,2020-04-07,300201.SZA,汽车行业,increase,扭亏,106.36,131.79,119.075
596,2020-03-31,2020-03-31,000534.SZA,医药制造,increase,预增,108.38,170.9,139.64
597,2020-03-31,2020-04-15,002121.SZA,仪器仪表,increase,扭亏,109.06,113.58,111.32
598,2020-03-31,2020-04-10,300002.SZA,软件服务,increase,扭亏,110.03,114.76,112.395
599,2020-03-31,2020-04-15,002676.SZA,塑胶制品,increase,扭亏,110.19,115.29,112.74
600,2020-03-31,2020-04-08,300346.SZA,材料行业,increase,预增,111.51,137.14,124.325
601,2020-03-31,2020-04-15,002213.SZA,汽车行业,increase,扭亏,111.63,117.44,114.535
602,2020-03-31,2020-04-07,300457.SZA,专用设备,increase,预增,112.12,140.41,126.265
