rtn,pure_rtn,zz500_rtn,net_rtn,in_date,out_date,code,pub_date,sum_pure_return,positions,is_real,forecasttype,forecast,zfpx,size,turnover_rate5,turnover_rate1,pct_change5,pct_change,pe_ttm,volume_ratio,industry,from_list_date
-19.812427272727287,-10.450290388828943,-9.522136883898344,-4.180116155531578,2020-01-23,20200204,002617.SZ,2020-01-23,-4.180116155531578,0.4,1,略增,0.0,12.365,609206.2170000001,3.4441199999999994,3.2364,-0.002758620689655175,0.028776978417266216,,0.75,25.0,8.019612794400267
-16.78361621799081,-7.421479334092467,-9.522136883898344,-2.968591733636987,2020-01-23,20200204,300708.SZ,2020-01-23,-7.1487078891685645,0.4,1,扭亏,1.0,129.745,133233.8676,10.68614,12.8087,0.010650069156293214,0.054709141274238295,33.7326,1.22,102.0,6.71174039505618
-1.5502473684210454,-3.7132024505744,2.0029550821533544,-0.0,2020-02-03,20200204,300294.SZ,2020-02-03,-7.1487078891685645,0,0,略增,0.0,15.0,1317307.5835,1.68506,1.4606,0.004438466711499665,-0.012987012987013056,26.2813,0.93,46.0,7.962415680121064
-6.60602769481401,-6.742455360507783,-0.02357233430622685,-5.393964288406227,2020-02-25,20200226,300033.SZ,2020-02-25,-12.542672177574792,0.8,1,略增,0.0,15.0,3961252.3884,7.140699999999998,8.193999999999999,0.039252943564758405,0.0023814383887867884,102.3571,1.14,42.0,8.217978203150732
-0.8551495964783467,4.528373368764029,-5.543522965242376,1.8113493475056117,2020-02-27,20200228,300496.SZ,2020-02-27,-10.73132283006918,0.4,1,略增,0.0,28.465,1929952.0966,9.04076,9.1314,0.0034328358208955394,-0.08670597694987937,126.6652,1.01,42.0,7.334981878871814
-0.362573339048442,5.020949626193934,-5.543522965242376,2.008379850477574,2020-02-27,20200228,300418.SZ,2020-02-27,-8.722942979591606,0.4,1,预增,2.0,46.2,2086285.299,5.41336,4.9606,-0.008377823408624255,-0.03235172127747827,22.1106,0.9,2.0,7.526178913346146
9.38461500781657,5.7090694574324266,3.515545550384144,1.1418138914864853,2020-03-02,20200303,300562.SZ,2020-03-02,-7.58112908810512,0.2,1,预增,2.0,105.0,220816.0312,6.2467,4.8359,-0.01981220657276995,-0.06618004866180045,115.3967,0.74,37.0,7.085901464365611
2.823380327868857,-0.8521652225152868,3.515545550384144,-0.17043304450305738,2020-03-02,20200303,002136.SZ,2020-02-29,-7.751562132608178,0.2,1,预增,2.0,171.15,172491.5442,6.0329999999999995,6.0329999999999995,0.0,0.0,92.0965,1.16,57.0,8.444622498581403
-16.69117060348019,-20.366716153864335,3.515545550384144,-4.073343230772867,2020-03-02,20200303,002174.SZ,2020-02-29,-11.824905363381045,0.2,1,预增,2.0,90.0,1826318.9078,4.9728,4.9728,0.0,0.0,24.3909,1.31,2.0,8.418918622147897
2.6544743515850144,-1.0210711987991294,3.515545550384144,-0.2042142397598259,2020-03-02,20200303,300443.SZ,2020-02-29,-12.029119603140872,0.2,1,预增,2.0,75.0,231204.2154,3.6302,3.6302,0.0,0.0,19.8887,1.3,47.0,7.476472381163905
7.500734721065765,5.054832433211789,2.285902287853975,2.021932973284716,2020-03-04,20200305,300045.SZ,2020-03-04,-10.007186629856156,0.4,1,预增,2.0,110.0,496265.2244,12.21124,8.644,-0.01899020346646571,-0.011522633744856013,,0.58,14.0,8.213110697596676
1.231904825090461,-1.213997462763514,2.285902287853975,-0.4855989851054056,2020-03-04,20200305,002661.SZ,2020-03-04,-10.49278561496156,0.4,1,预增,2.0,60.0,537950.9429,3.8105,4.2956,0.01490602721970186,0.03819661865998733,26.0901,1.1,55.0,7.97349996402463
0.06275639097744445,-0.3211920469739219,0.22394843795136632,-0.25695363757913753,2020-03-09,20200310,300030.SZ,2020-03-07,-10.749739252540698,0.8,1,预增,2.0,135.0,296887.8454,20.7137,20.7137,0.0,0.0,,1.21,37.0,8.220672170297252
3.015742574257432,0.45593832153946956,2.3998042527179626,0.0,2020-03-10,20200311,300211.SZ,2020-03-10,-10.749739252540698,0,0,略增,0.0,15.86,120591.614,8.480799999999999,11.4871,0.008247422680412378,0.03457106274007689,386.2498,1.49,31.0,8.078688229229872
-5.4054,-7.965204252717963,2.3998042527179626,-0.0,2020-03-10,20200311,002135.SZ,2020-03-10,-10.749739252540698,0,0,略增,0.0,15.0,709298.1267,2.04166,1.3407,0.0,-0.021164021164021066,28.6121,0.6,8.0,8.446985296372741
14.175886330935253,11.616082078217289,2.3998042527179626,0.0,2020-03-10,20200311,300738.SZ,2020-03-10,-10.749739252540698,0,0,预增,2.0,403.755,335027.808,16.80258,14.1017,0.012986018004213755,-0.05618740451536234,64.6983,0.88,103.0,6.651571873589727
-7.770517241379315,-4.401093870147809,-3.5294233712315055,-3.520875096118248,2020-03-11,20200312,300179.SZ,2020-03-11,-14.270614348658945,0.8,1,预增,2.0,186.555,242417.8607,6.3406,6.8388,0.005673758865248232,0.0013812154696132301,30.7231,1.07,58.0,8.103191752285786
4.3972,5.145304781002112,-0.908104781002113,0.0,2020-03-12,20200313,002409.SZ,2020-03-12,-14.270614348658945,0,0,预增,2.0,168.76,804021.8443,6.886940000000001,5.3628,-0.01734990743189633,-0.042960088691795933,63.082,0.68,57.0,8.18088094199639
-3.2639179908076157,-2.515813209805503,-0.908104781002113,-0.0,2020-03-12,20200313,300227.SZ,2020-03-12,-14.270614348658945,0,0,预增,2.0,45.0,237251.8404,5.65306,5.2701,-0.006357279084551811,-0.03668564199873498,52.8071,0.98,13.0,8.068716192714781
9.038694949494937,9.372381507226644,-0.49368655773170644,7.497905205781315,2020-03-13,20200316,300146.SZ,2020-03-13,-6.7727091428776305,0.8,1,略增,0.0,10.0,1396899.2395,1.7601600000000002,1.4423,-0.019795221843003398,-0.028816676885346344,,0.69,37.0,8.122371243406553
-0.28623333333334045,4.762190799384085,-5.208424132717425,0.0,2020-03-16,20200317,600496.SH,2020-03-14,-6.7727091428776305,0,0,略增,0.0,20.0,557354.2788,3.33908,1.8934,-0.013636363636363637,-0.013368983957219322,19.4452,0.46,86.0,8.777092882855566
0.711331411456384,5.759755544173809,-5.208424132717425,0.0,2020-03-16,20200317,300373.SZ,2020-03-16,-6.7727091428776305,0,0,预增,2.0,55.0,1256940.345,4.01624,4.9004,0.005382545174932712,0.012125805229253515,56.0032,1.29,102.0,7.71289096149013
